"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","stateProvince","locality","imagecode","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2019-10-09 11:18:16-03","UFBA","ALCB","07455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Guedes, ML; Queiroz, LP de","189","Southern America","Brasil",NA,"ca. 6m de altura. Folhas discolor semicoriáceas. Inflorescência de flores alvas e singelas.","ALCB063345","Bahia","Região Metropolitana Salvador, Próximo à Escola de Geologia","ALCB063345","1981","03","06","Salvador","-38.5","-12.966667",NA,"Moraes, PLR de",NA,NA,"2019",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"12","2019-11-25 16:50:58-03","UFBA","ALCB","135363","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Moraes, PLR de; Werff, H van der; Vergne, M; Pontes, TA; Siqueira, GS; Cruz, M","4627","Southern America","Brasil",NA,"Ávore 17m, frutos imaturos.","ALCB063306","Espírito Santo","Reserva Natural Vale.","ALCB063306","2015","01","22","Linhares","-39.956667","-19.199167","79","Moraes, PLR de",NA,NA,"2015","01",NA,"-39.956667","-19.199167","79",NA,NA,NA,NA
"13","2019-11-25 16:50:58-03","UFBA","ALCB","136570","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Moraes, PLR de; Werff, H van der; Vergne, M; Pontes, TA; Siqueira, GS; Cruz, M","4628","Southern America","Brasil",NA,"Árvore 18 m, frutos imaturos.","ALCB066192","Espírito Santo","Reserva Natural Vale.","ALCB066192","2015","01","22","Linhares","-39.956667","-19.199167","79","Moraes, PLR de",NA,NA,"2015","01",NA,"-39.956667","-19.199167","79",NA,NA,NA,NA
"14","2019-10-09 11:18:16-03","UFBA","ALCB","137880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Moraes, PLR de; Werff, H van der; Vergne, M; Pontes, TA; Cruz, M","4587","Southern America","Brasil",NA,"20 m, frutos imaturos.","ALCB068347","Espírito Santo","Reserva Natural Vale, Ipê Amarelo.","ALCB068347","2015","01","21","Linhares","-40.0722007751465","-19.3910999298096",NA,"Moraes, PLR de","48094","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:16-03","UFBA","ALCB","66633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Santana, DL","s/n","Southern America","Brasil",NA,"10,0m. Folhas cartáceas, discolores, glabras. Material estéril.; árborea.","ALCB003602","Bahia","Litoral Sul, Parcela 02. APA de Guaibim, próximo à fazenda São João","ALCB003602","2004","04","02","Valença","-39.066667","-13.366667",NA,"Moraes, PLR de",NA,NA,"2019",NA,NA,"-39.066667","-13.366667",NA,NA,NA,NA,NA
"16","2019-11-25 16:50:58-03","UFBA","ALCB","135366","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Moraes, PLR de; Werff, H van der; Vergne, M; Pontes, TA; Cruz, M","4584","Southern America","Brasil",NA,"Árvore 20m, frutos imaturos.","ALCB063309","Espírito Santo","Reserva Natural Vale, Ipê Amarelo.","ALCB063309","2015","01","21","Linhares","-40.0722007751465","-19.3910999298096",NA,"Moraes, PLR de","48094","auto","2015","01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:12:04-03","ESALQ","ESA","9817","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Andrade, P.M. ; Lopes, M.A.","5368.0",NA,"Brasil",NA,NA,"ESA009817","Minas Gerais",NA,NA,"1984","11","22","Caratinga","-42.1391983032227","-19.7896995544434",NA,"Assis, L.C.S.","49886","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:12:04-03","ESALQ","ESA","85243","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Kinupp, V.F.","640.0",NA,"Brasil",NA,NA,"ESA085243","Paraná",NA,"ESA085243","1997","07","16","Londrina","-51.1627998352051","-23.3103008270264",NA,"Assis, L.C.S.","63728","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:12:04-03","ESALQ","ESA","88157","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Viani, R.A.G. et al.","332.0",NA,"Brasil",NA,NA,"ESA088157","Paraná",NA,"ESA088157","2003","03","06","Londrina","-51.1627998352051","-23.3103008270264",NA,"Assis, L.C.S.","63728","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:12:04-03","ESALQ","ESA","68818","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Moraes, P.L.R.","2363.0",NA,"Brasil",NA,NA,"ESA068818","São Paulo",NA,"ESA068818","2001","01","23","Santo Antonio de Posse","-46.9099998474121","-22.6000003814697",NA,"Assis, L.C.S.","14002","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:12:04-03","ESALQ","ESA","73242","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Moraes, P.L.R.","2492.0",NA,"Brasil",NA,NA,"ESA073242","São Paulo",NA,"ESA073242","2001","10","12","São João da Boa Vista","-46.7900009155273","-21.9599990844727",NA,"Assis, L.C.S.","17205","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:12:04-03","ESALQ","ESA","78558","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Chagas e Silva, F.","1473.0",NA,"Brasil",NA,NA,"ESA078558","Paraná",NA,"ESA078558","1991","12","10","Londrina","-51.1627998352051","-23.3103008270264",NA,"Assis, L.C.S.","63728","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-02-02 14:38:23-02","BGBM","B","B 10 0185482","S","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","Mez","type","F. Sellow","B 1373/c 406","Middle and South America","Brazil",NA,"II <a href=http://herbarium.bgbm.org/object/B100185482 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185482",NA,NA,"B100185482 B100185482_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:40:57-02","IPA","IPA","76753","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees.) Mez.",NA,"Lima, D.P.","13081","Southern America","Brasil",NA,"Árvore ca. 9 m de altura por 30 centímetros de Ø, casca cinza escamosa. Flores amarelas com perfume agradável.","IPA0076753","Bahia","Fazenda Ipiranga",NA,"1972","09","27","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:40:57-02","IPA","IPA","1242","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees.) Mez.",NA,"Andrade-Lima","49-243","Southern America","Brasil",NA,"Árvore pequena.","IPA0001242","Ceará","Povoado D. Bosco, Serra do Araripe-Ceará.",NA,"1949","06","09",NA,NA,NA,NA,"Vattimo, I.",NA,NA,"1958","06","05",NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:40:57-02","IPA","IPA","39289","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees.) Mez.",NA,"Sello","s.n.","Southern America","Brasil",NA,NA,"IPA0039289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:40:57-02","IPA","IPA","52958","S","Plantae","Plantae",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees.) Mez.",NA,"Elba Ferraz","163","Southern America","Brasil",NA,"árvore ca. 16m. Frutos verdes.; Brejo de altitude.","IPA0052958","Pernambuco","Sítio Lagoa Nova",NA,"1992","06","18","Triunfo","-38.1016998291016","-7.83805990219116","1100","Roxana Barreto","14606","auto","1994","07","28",NA,NA,"1100",NA,NA,NA,NA
"28","2021-03-24 17:09:16-03","UFES","SAMES","2828","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Ribeiro,M.; Rocha,T.L.;Barbosa,W.S.","488",NA,"Brasil",NA,"Árvore de 4,5m de altura, fruto verde.","SAMES02828","Espírito Santo","Floresta Nacional do Rio Preto. Floresta sobre tabuleiro, mata ciliar, antes de chegar a sede da FLONA.",NA,"2011","04","09","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Siqueira,G.S.","41644","auto","2018","08","18","-398461111.0","-183858333.0",NA,NA,NA,NA,NA
"29","2021-03-01 16:32:41-03","UNICAMP","UEC","141161","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees) Mez",NA,"Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R","8808",NA,"Brazil",NA,"Tree 7 m tall. Petals white; mature fruit purple.; Rain forest.","UEC026683","Rio de Janeiro","Serra do Mar. Macae de Cima road out of Nova Friburgo along the Macae river.","UEC026683","2004","11","12",NA,"-42.509639","-22.400611","990","Brotto, ML",NA,NA,"2018","09",NA,"-42.509639","-22.400611","990",NA,NA,NA,NA
"30","2021-03-01 16:32:41-03","UNICAMP","UEC","62441","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees) Mez",NA,"Bernacci, LC","24465",NA,"Brazil",NA,"Árvore ca. 6,0m alt. Vegetativo; Mata","UEC136290","São Paulo","Fazenda São Vicente. Interior da mata próximo ao riacho.","UEC136290","1990","07","31",NA,NA,NA,NA,"Baitello, JB",NA,NA,"2015","04","15",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:16:41-03","UNICAMP","UEC","79175","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees) Mez",NA,"Passos, FC; Kim, AC","FP64",NA,"Brazil",NA,NA,"UEC138539","São Paulo","Est. Ecol. dos Caetetus","UEC138539","1995","06","24","Gália","-49.5","-22.25",NA,"Baitello, JB",NA,NA,"2015","04","15","-49.5","-22.25",NA,NA,NA,NA,NA
"32","2021-03-01 16:32:41-03","UNICAMP","UEC","132525","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees) Mez",NA,"Demuner, V; Bausen, E; Pizziolo, W","945",NA,"Brazil",NA,"Árvore 15 m, DAP 25 cm, fuste 10 m, frutos jovens cor verde.","UEC014442","Espírito Santo","Várzea Alegre, ter. do Fausto (torre de telefone).&nf;Interior de mata.","UEC014442","2000","04","27","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,"Barbosa, TDM","23813","auto","2012","08",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:32:41-03","UNICAMP","UEC","6097","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees) Mez",NA,"Leitão Filho, HF; et al.","10102",NA,"Brazil",NA,"Árvore até 10m, troncos com escavações e costelas proeminentes, brotação avermelhada, frutos verdes, nativa.; Mata ciliar","UEC137455","São Paulo","As margens do Rio Mogi Guaçu","UEC137455","1979","05","17","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,"Baitello, JB","26872","auto","2015","04","15",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:32:41-03","UNICAMP","UEC","21971","S","Plantae","Magnoliopsida",NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees) Mez",NA,"Pagano, SN","131",NA,"Brazil",NA,"Árvore com 25m de altura. Flores brancas.; Mata","UEC138561","São Paulo","Fazenda São José.","UEC138561","1979","06","04","Rio Claro","-47.560001373291","-22.4099998474121",NA,"Baitello, JB","21773","auto","2015","11","10",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 14:07:28-03","UFRPE","PEUFR","51562","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"R.S. Sousa; L.G.S. Nascimento","190",NA,"Brasil",NA,"Árvore com aproximadamente 3m de altura com frutos verdes.","PEUFR051562","Ceará",NA,NA,"2012","08","31","Jardim","-39.367389","-7.493583","848","R.S. Sousa",NA,NA,NA,NA,NA,"39°22'2,6''W","7°29'36,9''S","848",NA,NA,NA,NA
"36","2019-11-19 14:07:28-03","UFRPE","PEUFR","51767","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"M.C. Cavalcanti; Pedro Cheque","15",NA,"Brasil",NA,"Árvore. Frutos encapsulados verde-arroxeados","PEUFR051767","Ceará",NA,NA,"2012","05","27","Barbalha","-39.394444","-7.347417","920","O. Cano",NA,NA,"2013","08","14","39°23'40W","07°20'50,7S","920",NA,NA,NA,NA
"37","2019-11-19 14:07:28-03","UFRPE","PEUFR","51786","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"M.C. Cavalcanti; Damásio","55",NA,"Brasil",NA,"Árvore. Pedúnculo vermelho em formato de cálice que abriga a semente","PEUFR051786","Ceará",NA,NA,"2012","07","16","Barbalha","-39.394444","-7.347417","920","O. Cano",NA,NA,"2013","08","14","39°23'40W","07°20'50,7S","920",NA,NA,NA,NA
"38","2019-11-19 14:07:28-03","UFRPE","PEUFR","9244","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"D.P. Lima","13081",NA,"Brasil",NA,"Árvore aproximadamente9m de altura, por 30cm de diâmetro. Flores amarelas com perfume agradável.","PEUFR009244","Bahia","Mata da Fazenda Ipiranga",NA,"1972","09","27","Ilhéus","-39.0494003295898","-14.7889003753662",NA,"C.T. Rizzini","61245","auto","1973","08","28",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-19 14:07:28-03","UFRPE","PEUFR","650","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"A. Lima; M. Magalhães","1102",NA,"Brasil",NA,"Árvore. Flores creme.","PEUFR000650","Pernambuco","Serra do Araripe",NA,"1952","06","25","Araripina","-40.4982986450195","-7.57610988616943",NA,"I. de Vattimo","41571","auto","1958","06","05",NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:02:17-03","FURB","FURB","36316","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"Lovato, M.C.; et al.","348",NA,"Brasil",NA,"Fragmento 2","FURB02029","Paraná","Fazenda Figueira-Paiquerê.","FURB02029","2003","03","28","Londrina","-50.9755556","-23.5408333",NA,"Brotto, ML",NA,NA,"2013","06","14","-50.9755556","-23.5408333",NA,NA,NA,NA,NA
"41","2019-08-16 08:39:44-03","UTFPR","HCF","9580","S","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"T.M. Marestoni","162",NA,"Brasil",NA,"árvore 6 m alt.; flores brancas, botões brancos. Borda da mata.",NA,"PR","Fazenda Doralice",NA,"2007","02","13","Ibiporã","-51.05","-23.266667",NA,"M.L. Brotto",NA,NA,"2017","08","19","51°03' W","23°16' S",NA,NA,NA,NA,NA
"42","2019-08-16 08:39:44-03","UTFPR","HCF","14004","S","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"M.L. Brotto","1516",NA,"Brasil",NA,"árvore de 7 m; botões e flores alvas. Floresta Ombrófila Densa.",NA,"PR","margem direita do Rio Ribeira",NA,"2013","12","11","Cerro Azul","-49.216389","-24.783611","258","M.L. Brotto",NA,NA,"2014",NA,NA,"49°12'59 W","24°47'01 S","258",NA,NA,NA,NA
"43","2020-03-01 12:47:40-03","UTFPR","HCF","30690","S","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Nees & Mart.) Mez",NA,"R.A. Bonaldi","491",NA,"Brasil",NA,"arbóreo, 15 m de altura.",NA,"PR",NA,NA,"2011","12","19","Ortigueira","-50.9494018554688","-24.2082996368408",NA,"M.L. Brotto","46016","auto","2014","07","10",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:31:14-03","MBM","MBM","387882","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Schott) Mez",NA,"Brotto, M.L.; Motta, J.T.; Silva, J.M.; Vaz, J.; Motta, J.T.; Silva, J.M.; Vaz, J.","1516","Southern America","Brazil",NA,"Árvore de 7m; botões e flores alvas.; Floresta Ombrófila Densa.","MBM387882","Paraná","margem direita do Rio Ribeira","MBM387882","2013","12","11","Cerro Azul","-49.216361","-24.783667","258","Brotto, M.L.",NA,NA,"2014",NA,NA,"-49.216361","-24.783667","258",NA,NA,NA,NA
"45","2020-12-21 16:31:14-03","MBM","MBM","389652","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Schott) Mez",NA,"Bochorny, T.; Bonaldi, R.A.; Bonaldi, R.A.","49","Southern America","Brazil",NA,NA,"MBM389652","Paraná","UHE Mauá",NA,"2012","01","20","Ortigueira","-50.723333","-24.111389","520","Brotto, M.L.",NA,NA,"2014","07","08","-50.723333","-24.111389","750",NA,NA,NA,NA
"46","2020-12-21 16:31:14-03","MBM","MBM","389757","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Schott) Mez",NA,"Bonaldi, R.A.; Michelon, C.; Michelon, C.","491","Southern America","Brazil",NA,"Arbóreo, 15m.; Floresta Ombrófila Mista","MBM389757","Paraná","UHE Mauá",NA,"2011","12","19","Ortigueira","-50.723333","-24.111389","520","Brotto, M.L.",NA,NA,"2014","07","10","-50.723333","-24.111389","750",NA,NA,NA,NA
"47","2020-12-21 16:31:14-03","MBM","MBM","408269","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Schott) Mez",NA,"Moraes, P.L.R.; Vergne, M.C.; Cruz, M.; Vergne, M.C.; Cruz, M.","4968","Southern America","Brazil",NA,"Árvore 20 m, frutos imaturos.","MBM408269","Espírito Santo","Reserva Natural Vale, Municipal Canto Grande","MBM408269","2015","09","13","Linhares","-40.061944","-19.256944",NA,"Moraes, P.L.R.",NA,NA,NA,NA,NA,"-40.061944","-19.256944",NA,NA,NA,NA,NA
"48","2020-12-21 16:31:14-03","MBM","MBM","408309","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Schott) Mez",NA,"Moraes, P.L.R.; Folli, D.A.; Siqueira, G.S.; Silva, C.C.; Cruz, M.; Folli, D.A.; Siqueira, G.S.; Silva, C.C.; Cruz, M.","3551","Southern America","Brazil",NA,"Árvore 18 m, frutos imaturos verdes, cúpulas verrucosas marrom.; Mata de Tabuleiro.","MBM408309","Espírito Santo","Reserva Natural Vale","MBM408309","2012","12","18","Linhares","-39.956194","-19.248","41","Moraes, P.L.R.",NA,NA,"2012","12","18","-39.956194","-19.248","41",NA,NA,NA,NA
"49","2020-12-21 16:31:14-03","MBM","MBM","415114","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","prolifera","Ocotea prolifera","(Schott) Mez",NA,"Almeda, F.; Fritsch, P.W.; Aranha Filho, J.L.M.; Belinello, R.; Fritsch, P.W.; Aranha Filho, J.L.M.; Belinello, R.","8808","Southern America","Brazil",NA,"Tree 7 m tall. Petals white; mature fruit purple.; Rain forest.","MBM415114","Rio de Janeiro","Macaé de Cima, road out of Nova Friburgo along the Macae river",NA,"2004","11","12","Nova Friburgo","-42.483333","-22.383333","990","Brotto, M.L.",NA,NA,"2018","10","22","-42.483333","-22.383333","990",NA,NA,NA,NA
