"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","typeStatus","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","monthIdentified","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","order"
"1","2019-02-15 11:33:32-02","IPA","IPA","12539","S","Plantae","Plantae","Asclepiadaceae","Minaria","monocoronata","Minaria monocoronata","(Rapini)T.U.P. Konno & Rapini","Rapini, A.","2008","Andrade-Lima","61-3713","1961","02","04","Southern America","Brasil","Minas Gerais","Próximo Belo Horizonte. Serra do Rola-Moça, 1200m. Solo de canga","Pequena erva; Flor alva","IPA0012539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-11 11:31:45-03","UFMG","BHCB","25014","PreservedSpecimen","Plantae","Dicotyledon","Apocynaceae","Ditassa","monocoronata","Ditassa monocoronata","Rapini",NA,"2002","Teixeira, WA","s.n.","1994","04","13","Southern America","Brasil","Minas Gerais","Pico do Itabirito, Coletada em área degrada na Serra dos Inconfidentes, MBR.","Liana rastejante. Flores amarelo-palha, pequenas, levemente perfumadas, latescente.; Campo rupestre","BHCB000033","Holotypus","Itabirito","-43.801399230957","-20.2532997131348","20553","BHCB000033","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-12-11 11:31:54-03","UFMG","BHCB","98374","PreservedSpecimen","Plantae","Dicotyledon","Apocynaceae","Minaria","monocoronata","Minaria monocoronata","Rapini",NA,NA,"Teixeira, WA","s.n.","2004","05","28","Southern America","Brasil","Minas Gerais","Pico do Itabirito, Serra dos Inconfidentes voltada para Cata Branca - MBR.","Herbácea.; Canga.",NA,NA,"Itabirito","-43.801399230957","-20.2532997131348","20553",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-01-15 17:51:35-03","UFMG","BHCB","83580","PreservedSpecimen","Plantae","Dicotyledon","Apocynaceae","Minaria","monocoronata","Minaria monocoronata","Rapini",NA,"2006","Magalhães, GM","4440A","1943","11","11","Southern America","Brasil","Minas Gerais","Serra do Rola Moça","Subarbusto. Flor alva.; Campo.",NA,NA,"Betim","-44.198299407959","-19.9678001403809","15199",NA,"auto","08",NA,NA,NA,NA,NA,NA,NA
"5","2011-02-22 12:52:00-03","MO","MOBOT","2611582","PreservedSpecimen","Plantae",NA,"Apocynaceae","Ditassa","monocoronata","Ditassa monocoronata","Rapini",NA,NA,"W.A. Teixeira","Teixeira s.n.","1994","4","13","South America","Brazil","Minas Gerais","Itabirito, Pico do Itabirito",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"6","2008-05-27 22:02:00-03","MO","MOBOT","2611583","PreservedSpecimen","Plantae",NA,"Apocynaceae","Ditassa","monocoronata","Ditassa monocoronata","Rapini","A. Rapini",NA,"ANDRADE-LIMA","ANDRADE-LIMA 3734","1961","2","4","South America","Brazil","Minas Gerais","Brumadinho, Serra do Rola Moça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-04 11:04:21-03","UFRB","HURB","12718","PreservedSpecimen","Plantae",NA,"Apocynaceae","Minaria","monocoronata","Minaria monocoronata","(Rapini) T.U.P.Konno & Rapini",NA,NA,"Ribeiro, P.L.","500","2012","09","07",NA,"Brasil","Minas Gerais","Serra do Rola Moça; Parque Estadual do Rola Moça, ca. 2km na trilha atras da sede do Parque","Planta rara, população pontual..","HURB000012718",NA,"Ibirité","-44.001667","-20.053333",NA,NA,NA,NA,NA,"44º0'6W","20º3'12S","1425","1425",NA,NA
"8","2019-10-07 09:13:37-03","UEFS","HUEFS","220967","PreservedSpecimen","Plantae","Angiospermae","Apocynaceae","Minaria","monocoronata","Minaria monocoronata","(Rapini) T.U.P.Konno & Rapini",NA,NA,"Ribeiro, P.L.","500","2012","09","07",NA,"Brasil","Minas Gerais","Serra do Rola Moça, Parque Estadual do Rola Moça, ca. 2 km na trilha atrás da sede do Parque. Área da Copasa.","Canga baixa.","HUEFS0220967",NA,"Ibirité","-44.001667","-20.053333",NA,"HUEFS0220967",NA,NA,NA,"44W0'6''","20S3'12''","1425","1425","Asteranae","Gentianales"
"9","2019-09-04 20:05:04-03","F","FMNH-SEEDPLANTS","V0048899F","PreservedSpecimen","Plantae","Spermatophyta","Asclepiadaceae","Ditassa","monocoronata","Ditassa monocoronata",NA,NA,NA,"W. A. Teixeira",NA,"1994","4","13","South America","Brazil",NA,NA,NA,"V0048899F","Isotype",NA,"-52.8731","-10.8339",NA,"V0048899F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
