"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","day","locality","decimalLongitude","decimalLatitude","county","class","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","fieldNumber","dayIdentified","individualCount","typeStatus"
"41","2018-04-04 16:44:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","polita","Justicia polita",NA,"RRC ID Flag","T. Plowman","10142",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"10142",NA,NA,NA
"42","2015-03-13 19:29:58-03","F","FMNH-SEEDPLANTS","V0249929F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","polita","Justicia polita",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0249929F","V0249929F_01",NA,NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-03-13 19:29:58-03","F","FMNH-SEEDPLANTS","V0249927F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","polita","Justicia polita",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0249927F","V0249927F_01",NA,NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-03-13 19:29:58-03","F","FMNH-SEEDPLANTS","V0249930F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","polita","Justicia polita",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0249930F","V0249930F_01",NA,NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-03-13 19:29:58-03","F","FMNH-SEEDPLANTS","V0249937F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Justicia","polita","Justicia polita",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0249937F","V0249937F_01",NA,NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-01-23 10:05:24-02","F","FMNH-SEEDPLANTS","V0047530F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Sericographis","polita","Sericographis polita umbrosa",NA,NA,"H. W. Schott","s.n.",NA,NA,"South America","Brazil",NA,NA,NA,"V0047530F","V0047530F_01","umbrosa",NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype"
"47","2019-01-23 10:05:24-02","F","FMNH-SEEDPLANTS","V0047530F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Sericographis","polita","Sericographis polita umbrosa",NA,NA,"H. W. Schott","s.n.",NA,NA,"South America","Brazil",NA,NA,NA,"V0047530F","V0047530F_01","umbrosa",NA,NA,"-52.8731","-10.8339",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype"
"48","2021-03-04 15:46:53-03","IF","SPSF","54220","PreservedSpecimen","Plantae","Magnoliophyta","Tubiflorae","Acanthaceae","Justicia","polita","Justicia polita","((Nees)) Profice","A.Maruyama","A.Maruyama & L.Cicco","1431","2019","06","América do Sul","Brasil","SP",NA,"COLETA: Arbusto de aprox. 8 m de altura. Flores na cor creme.; GEOGRAFIA: Floresta Ombrófila Densa Alto Montana. Trilha do Rio Bonito. Floresta secundária em regeneração, abandonada há mais de 40 anos.;",NA,NA,NA,"24",NA,"-45.020556","-23.252222","Cunha","Magnoliopsida",NA,NA,"2019",NA,NA,"1098","1098","06",NA,"27",NA,NA
"49","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Sericographis","polita","Sericographis polita","Nees",NA,"Gardner, G","588",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ad rivulos in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Sericographis","polita","Sericographis polita","Nees",NA,"Luschnath, B","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ad rivulos in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Sericographis","polita","Sericographis polita","Nees",NA,"Beyrich, HC","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ad rivulos in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Sericographis","polita","Sericographis polita","Nees",NA,"Schott, HW","s.n.",NA,NA,"Southern America","Brazil",NA,NA,"(Justicia pulchra, Pohl. Herb.)",NA,NA,NA,NA,"Ad rivulos in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Sericographis","polita","Sericographis polita","Nees",NA,"Sellow, F","s.n.",NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Ad rivulos in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-21 15:28:43-03","IBt","SP","488571","S","Plantae",NA,NA,"Acanthaceae","Justicia","polita","Justicia polita","(Nees) Profice",NA,"Rosa, P","896","2016","08",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"08",NA,"-42.3917007446289","-22.6508007049561","Silva Jardim",NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-04 11:02:53-03","IBt","SP","275789","S","Plantae",NA,NA,"Acanthaceae","Justicia","polita","Justicia polita","(Nees) Profice",NA,"Baitello, JB","515","1994","03",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"29","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242","Cunha",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-08-13 18:01:41-03","IBt","SP","293289","S","Plantae",NA,NA,"Acanthaceae","Justicia","polita","Justicia polita","(Nees) Profice",NA,"Rapini, A","101","1996","03",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"20","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242","Cunha",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 09:57:50-03","IBt","SP","33164","S","Plantae",NA,NA,"Acanthaceae","Sericographis","polita","Sericographis polita","Ness","Ness, H","Gardner, G","588",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"SP000631","SP000631",NA,NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"1847",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntype"
