"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"92","2021-03-01 16:40:20-03","UNICAMP","UEC","187102","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Elias de Paula, J","3233","1990","08","09",NA,"Brazil",NA,NA,"Árvore de 5x0,10. Pouco ramos, flor alva, madeira leve.","UEC117654","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"Goiás","Mata ciliar do Rio Areia.","UEC117654",NA,"Alexania","-48.5071983337402","-16.0821990966797",NA,NA,NA,NA,NA,NA,NA,"32626","auto",NA,NA,NA,NA,NA
"93","2021-03-01 16:40:20-03","UNICAMP","UEC","42066","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Heringer, EP","13111","1974","02","26",NA,"Brazil",NA,NA,"Árvore da margem de córrego, flores bramcas, folhagem verde escuro.","UEC117653","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"Goiás","Mata ciliar.","UEC117653","Kirkbride Jr, JH","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"1982",NA,NA,"36612","auto",NA,NA,NA,NA,NA
"94","2021-03-01 16:40:20-03","UNICAMP","UEC","37850","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Figueiredo, N; et al.","14731","1983","07","20",NA,"Brazil",NA,NA,"Arvoreta 5m de altura, folhas opostas com frutos, trilha da mata","UEC101125","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Est. Ecológica de Juréia","UEC101125",NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"95","2021-03-01 16:40:20-03","UNICAMP","UEC","156897","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Mamede, MCH; et al.","333","1990","09","20",NA,"Brazil",NA,NA,"Árvore ca. 10m alt. DAP ca. 10 cm. Frutos imaturos alvos","UEC008849","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Reserva Ecológica da Juréia.Trilha paraa Figueira Grande.","UEC008849","Anunciação, EA","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1992","10","10","55628","auto",NA,NA,NA,NA,NA
"96","2021-03-01 16:40:20-03","UNICAMP","UEC","156896","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Cordeiro, I; et al.","899","1992","03","10",NA,"Brazil",NA,NA,"Árvore até 10m alt., eixos da inflorescência avermelhados, cálice verde, pétalas alvas","UEC008853","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Reserva Ecológica da Juréia.Trilha paraa Figueira Grande.","UEC008853","Anunciação, EA","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1992","10","10","55628","auto",NA,NA,NA,NA,NA
"97","2021-03-01 16:40:16-03","UNICAMP","UEC","156895","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Queiroz, LP; et al.","4493","1996","05","28",NA,"Brazil",NA,NA,"Árvore de ca. 9m. Folhas rígidas, coriáceas. Frutos branco-esverdeados. Planta herborizada com álcool; Mata Atlântica na encosta da serra da juréias","UEC008854","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Estação Ecológica Juréia-Itatins.Trilha do Imperador, ca. 1 - 5 Km S do Rio Verde","UEC008854",NA,"Peruíbe","-46.9900016784668","-24.3199996948242","30","50",NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"98","2021-03-01 16:40:20-03","UNICAMP","UEC","186861","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Rodrigues, RR; Figueiredo, N","15745","1982","09","11",NA,"Brazil",NA,NA,"Árvore de 7m, beira da cachoeira, 500m de altitude, com frutos.","UEC117479","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Reserva Ecológica de Juréia.","UEC117479",NA,"Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"99","2021-03-01 16:40:16-03","UNICAMP","UEC","104013","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Rodrigues, RR; Figueiredo, N","15745","1982","09","11",NA,"Brazil",NA,NA,"Árvore de 7m, beira da cachoeira, 500m de altitude, com frutos.","UEC118048","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Reserva Ecológica de Juréia.","UEC118048",NA,"Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"100","2021-03-01 16:40:16-03","UNICAMP","UEC","116521","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Franco, G; Mazine, FF; Oliveira, RC; Paranaguá, P; Silveira, ER; Moura, C; et al.","2951","2000","04","21",NA,"Brazil",NA,NA,"Árvore ca. 12m, frutos imaturos verdes. Borda da mata.","UEC116540","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Parque Estadual da Serra do Mar- Cachoeira do Sítio Urucurana, trilha do escorrega, margem do Rio Una. 130 m.s.m. Floresta Ombrífila Densa de Encosta, com pertubação. 23º42' S; 45°42' W.","UEC116540",NA,"São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"101","2021-03-01 16:40:16-03","UNICAMP","UEC","116172","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Oliveira, AA; Gandolfi, S; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","3623","2000","04","20",NA,"Brazil",NA,NA,"Árvore12m com inflorescência rosada. Interior de Floresta Alterada (borda do ribeirão).","UEC116543","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu. S23º 45; W45º36'. Floresta Ombroófila Densa de Encosta com sinais de pertubação.","UEC116543","Souza, VC","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"2000","04",NA,"41977","auto",NA,NA,NA,NA,NA
"102","2021-03-01 16:40:16-03","UNICAMP","UEC","116173","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Oliveira, AA; Gandolfi, S; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","3608","2000","04","19",NA,"Brazil",NA,NA,"Árvore,12m alt.; flores rosa, anteras poricidas roxas, pedúnculo e pedicielo roxos. Interior de Floresta Alterada.","UEC116542","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Parque Estadual da Serra do Mar. Trilha entre a Estrada Ribeirão de Itu, Km13 S23º 44; W45º33'. Floresta Ombroófila Densa de Encosta com pertubação.","UEC116542","Souza, VC","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"2000","04",NA,"41977","auto",NA,NA,NA,NA,NA
"103","2021-03-01 16:40:20-03","UNICAMP","UEC","22309","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Silva, AF","10531","1979","03","29",NA,"Brazil",NA,NA,"Árvore com cerca de 4m de alt., com flores brancas de pedúnculo rosado.","UEC117475","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Estação Experimental de Ubatuba (IAC).","UEC117475","Kirkbride Jr, JH","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"1982",NA,NA,"34265","auto",NA,NA,NA,NA,NA
"104","2021-03-01 16:40:20-03","UNICAMP","UEC","92018","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Sanchez, M; Pedroni, F","31281","1992","10","13",NA,"Brazil",NA,NA,"Árvore de 4m de altura, frutos secos deiscentes de cor marrom","UEC101147","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Núcleo Picinguaba, margem do rio da Fazenda","UEC101147",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"105","2021-03-01 16:40:20-03","UNICAMP","UEC","92019","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Sanchez, M; Pedroni, F","31282","1992","10","10",NA,"Brazil",NA,NA,"Árvore de 18m de altura, frutos secos deiscentes de cor marrom.","UEC116545","Magnoliopsida",NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Núcleo Picinguaba, margem do rio da Fazenda.","UEC116545",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"106","2020-04-22 16:24:34-03","UFPB","JPB","57296","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Santos, AA; Pereira, JB","2037","2003","05","22","Southern America","Brasil",NA,NA,"; HABITAT: Cerrado antropizado.; DESC: Arbusto com cerca de 3 m de altura. Flor branca.","JPB0057296","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Minas Gerais","Fazenda São Bento, Montante da ponte de concreto, margem esquerda do Rio Bezerra.",NA,"Delprete, P","Cabaceira Grande","-47.301111","-16.028889","832","832","-47.301111","-16.028889","2008","02",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-04-22 16:24:34-03","UFPB","JPB","56310","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Pereira-Silva, G; et al.","7254","2003","02","20","Southern America","Brasil",NA,NA,"; HABITAT: Mata de geleira; DESC: Árvore com 3 m de altura. Flor branca.","JPB0056310","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Margem direita do ribeirão Galinhas, próximo à sede.",NA,"Delprete, PG","Alexania","-48.495556","-16.185556",NA,"820","-48.495556","-16.185556","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-04-22 16:24:34-03","UFPB","JPB","56316","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Pereira-Silva, G; et al.","7379","2003","03","12","Southern America","Brasil",NA,NA,"; HABITAT: Mata de galeria; DESC: Árvore com 4 m de altura. Flor branca.","JPB0056316","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Fazenda Engenho Velho, Margem esquerda do córrego Nove Capões.",NA,"Delprete, PG","Silvania","-48.4575","-16.326111",NA,"830","-48.4575","-16.326111","2008","02",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-04-22 16:24:34-03","UFPB","JPB","56320","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Pereira-Silva, G; et al.","7414","2003","03","13","Southern America","Brasil",NA,NA,"; HABITAT: Mata de galeria; DESC: Árvore com 5 m de altura.","JPB0056320","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Margem direita do córrego Mato Grande.",NA,"Delprete, PG","Luziania","-48.333889","-16.346111",NA,"820","-48.333889","-16.346111","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-04-22 16:24:34-03","UFPB","JPB","56527","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Pereira-Silva, G; et al.","6921","2002","11","07","Southern America","Brasil",NA,NA,"; HABITAT: Cerrado sensu stricto; DESC: Frutos secos.","JPB0056527","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Cerca de 800 m à oeste da ponte sobre o rio Alagado. Ponto 18.",NA,"Delprete, P","Luziania","-48.183611","-16.296667",NA,NA,"-48.183611","-16.296667","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-04-22 16:24:34-03","UFPB","JPB","57280","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Santos, AA; et al.","1435","2002","08","15","Southern America","Brasil",NA,NA,"; HABITAT: Mata ciliar.; DESC: Árvore com 6 m de altura. Fruto verde-claros.","JPB0057280","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Área do lado esquerdo da área de empréstimo.",NA,"Pastore, JF","Cristalina","-47.3375","-16.218889",NA,NA,"-47.3375","-16.218889","2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-04-22 16:24:34-03","UFPB","JPB","57282","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Santos, AA; et al.","1476","2002","09","11","Southern America","Brasil",NA,NA,"; HABITAT: Antropizado, original mata ciliar.; DESC: Árvore com 5m de altura. Flor branca.","JPB0057282","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Cerca de 2 km após a ponte sobre o rio Preto, sentido Palmital #?# Cristalina, à esquerda, em frente a entrada da faz.do Sr.Edileno.",NA,"Pastore, JF","Cristalina","-47.3375","-16.218889",NA,NA,"-47.3375","-16.218889","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-04-22 16:24:34-03","UFPB","JPB","27316","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Walter, BMT; et al.","3768","1997","05","21","Southern America","Brasil",NA,NA,"; DESC: Árvore 5m de altura.",NA,"Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal",NA,NA,"Zappi, DC","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2001","08",NA,"70570","auto",NA,NA,NA,NA,NA
"114","2020-04-22 16:24:34-03","UFPB","JPB","49933","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Gripp, A","117","1985","03","20","Southern America","Brasil",NA,NA,"; DESC: Árvore ereta, flores alvas. Rara no local","JPB0049933","Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","Reserva localizada ao lado do CNPH, Mata Ciliar. Substrato Massapê d emata",NA,"Delprete, PG","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2008",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"115","2020-04-22 16:24:34-03","UFPB","JPB","27307","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Santos, HG; et al.","250","1994","04","24","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás",NA,NA,NA,"Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA
"116","2019-01-17 11:25:44-02","PUCRS","MPUC","15347","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa",NA,NA,"1973","02","13","South America","Brasil",NA,NA,NA,NA,NA,"Gentianales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"RJ","Corcovado, Guanabara",NA,"R. Wasun","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"1973","01","01","57442","auto","Magnoliopsida",NA,"2",NA,NA
"117","2020-04-27 16:11:31-03","UFES","VIES","17030","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Pereira, O.J.; Espindula, E.","6368","2000","08","17",NA,"Brasil",NA,NA,NA,"VIES017030",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Espírito Santo","Rio Jucu.","VIES017030","Anunciação, E.A.","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"2001","03","12","48150","auto",NA,NA,NA,NA,NA
"118","2020-06-29 09:32:02-03","UFRRJ","RBR","43894","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","L.H. Soares",NA,"2014","01","23",NA,"Brasil",NA,NA,NA,"RBR00043894",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Est. das Tachas (Guaratiba). F42-124.",NA,"T.P.P. Alverga","Rio de Janeiro","-43.538056","-22.9575",NA,NA,"43º32'17''W","22º57'27''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-06-29 09:32:02-03","UFRRJ","RBR","33009","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","A.T. Silva","s.n.","1991","11","27",NA,"Brasil",NA,NA,NA,"RBR00033009",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Parque Estadual da Ilha Grande, Unidade amostral Estrada Parnaioca 03/3 (=232/3, 75/4).",NA,NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"120","2020-06-29 09:32:02-03","UFRRJ","RBR","25894","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","L.S. Sylvestre","961","1994","02","09",NA,"Brasil",NA,NA,NA,"RBR00025894",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Reserva Biológica do Tinguá, Estrada de Macuco à Barrelão. Reserva Biológica do Tinguá",NA,"S.J. Silva-Neto","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"2006","10","09","25743","auto",NA,NA,NA,NA,NA
"121","2020-06-29 09:32:02-03","UFRRJ","RBR","26109","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H.C. Rodrigues; F.A. Baroni","s.n.","1994","03","30",NA,"Brasil",NA,NA,NA,"RBR00026109",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá",NA,"M. Gomes","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"1995","02","13","25743","auto",NA,NA,NA,NA,NA
"122","2020-06-29 09:32:02-03","UFRRJ","RBR","26106","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H.C. Rodrigues; F.A. Baroni","s.n.","1994","03","30",NA,"Brasil",NA,NA,NA,"RBR00026106",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá",NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"123","2020-06-29 09:32:02-03","UFRRJ","RBR","26105","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H.C. Rodrigues; F.A. Baroni","s.n.","1994","03","30",NA,"Brasil",NA,NA,NA,"RBR00026105",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá",NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"124","2020-06-29 09:32:02-03","UFRRJ","RBR","25895","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","I.M. Silva","356","1995","04","17",NA,"Brasil",NA,NA,NA,"RBR00025895",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Reserva Biológica do Tinguá, Estrada entre a represa do Barrelão e Reunião. Reserva Biológica do Tinguá",NA,"S.J. Silva-Neto","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"2006","10","09","25743","auto",NA,NA,NA,NA,NA
"125","2020-06-29 09:32:02-03","UFRRJ","RBR","26332","S","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H.C. Rodrigues; F.A. Baroni","s.n.","1994","06","11",NA,"Brasil",NA,NA,NA,"RBR00026332",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 3. Reserva Biológica do Tinguá",NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"126","2013-04-01 09:19:40-03","IPT","BCTW","4445","S","Plantae",NA,"Rustia","formosa","Rustia formosa",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"São Paulo","Serra de Paranapiacaba",NA,"Moyses Kuhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"127","2020-12-21 16:43:57-03","MBM","MBM","46756","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Hatschbach, G.","38796",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM046756",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Goiás","Serra de Caldas","MBM046756","J.H.; Kirbride Jr.","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA
"128","2020-12-21 16:43:57-03","MBM","MBM","106699","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Heringer, E.P.; et al.; et al.","3232",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM106699",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Bacia do Rio São Bartolomeu","MBM106699","J.H.; Kirbride Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:43:57-03","MBM","MBM","32480","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Occhioni, P.","6655",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM032480",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Serra dos Órgãos","MBM032480","Anunciação, E.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:43:57-03","MBM","MBM","68961","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Hatschbach, G.","43851",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM068961",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Minas Gerais","Rod. BR-040, Ribeirão Jordão","MBM068961","J.H.; Kirbride Jr.","Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA
"131","2020-12-21 16:43:57-03","MBM","MBM","250422","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Oliveira, A.A. de; et al.; et al.","3608",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM250422",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Parque Estadual da Serra do Parque Estadual da Serra do Mar","MBM250422","Souza, V.C.","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"132","2020-12-21 16:43:57-03","MBM","MBM","383123","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Barboza, E.; Cordeiro, J.; Brotto, M.L.; Vaz, J.; Cordeiro, J.; Brotto, M.L.; Vaz, J.","3624","2013","04","14","Southern America","Brazil",NA,NA,"Árvore 5m; flores alvas, odoríferas.; Floresta Ombrófila Densa.","MBM383123",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Goiás","RPPN Serra do Tombador, trilha da cachoeira","MBM383123","Barboza, E.","Cavalcante","-47.842778","-13.63425","776","776","-47.842778","-13.63425","2013","07","04",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:43:57-03","MBM","MBM","91061","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Kirbride Jr.; J.H.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM091061",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Morro da Canastra","MBM091061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:43:57-03","MBM","MBM","66488","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Hatschbach, G.","42945",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM066488",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Minas Gerais","Rod. BR-365, Córrego Barreiras","MBM066488","J.H.; Kirbride Jr.","Patos de Minas","-46.5181007385254","-18.5788993835449",NA,NA,NA,NA,NA,NA,NA,"69541","auto",NA,NA,NA,NA,NA
"135","2020-12-21 16:43:57-03","MBM","MBM","397021","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Prata, E.M.B.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM397021",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo","Picinguaba","MBM397021",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"136","2019-11-01 15:28:39-03","PUC-RIO","FCAB","7696","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","R.R. Oliveira; D. Flores; C.A.L. Oliveira","s.n.","1997","09","02",NA,"Brasil",NA,NA,"Árvore com 15 metros de altura, botões florais claros. Espécie muito frequente na mata conservada.","FCAB007696",NA,"Angiospermae","(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Ilha Grande, Trilha para o Pico do Papagaio.",NA,"Mario Gomes","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"1997",NA,NA,"32988","auto",NA,NA,NA,NA,NA
"137","2019-11-01 15:28:39-03","PUC-RIO","FCAB","6332","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","A. Solórzano; R.R. de Oliveira","265","2002","04","25",NA,"Brasil",NA,NA,"Arvoreta de aproximadamente 9m, frequente. Folhas com cheiro adocicado. Em floresta secundária em estágio avançado.","006332",NA,"Angiospermae","(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Maciço a Pedra Branca, Floresta do Camorim, Morro",NA,"Sebastião Nto","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"2002","08","12","57442","auto",NA,NA,NA,NA,NA
"138","2015-09-04 15:05:47-03","MNHN","RECOLNAT_MNHN_P","P03946135","PreservedSpecimen",NA,"Rubiaceae","Exostema","formosum","Exostema formosum",NA,NA,NA,NA,NA,NA,"[Bresil]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03946135' target='other'> <mi>dwc_moreinfo</mi></a>","P03946135",NA,NA,"Cham. & Schltdl.",NA,NA,NA,"P03946135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
