"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","typeStatus","individualCount","dayIdentified"
"29","2019-11-01 14:54:23-03","UnB","UB","207063","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Chaves, DA","117","2013","12","19","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","2014","07",NA,"-43.785083","-17.9167","-43.785083","-17.9167","1277","1277",NA,NA,NA,NA,NA,"29"
"30","2019-11-01 14:54:23-03","UnB","UB","207128","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Chaves, DA","182","2013","08","14","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Gouveia sentido Curvelo",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","2014","07",NA,"-43.92625","-18.58455","-43.92625","-18.58455","1192","1192",NA,NA,NA,NA,NA,"29"
"31","2019-08-08 09:59:28-03","UFU","HUFU","58199","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Yamagishi-Costa, J.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.","191","2010","09","23",NA,"Brasil","Minas Gerais","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.",NA,"Subarbusto, ca. de 50 cm de alt. Brácteas foliáceas, corola lilás.; Campo rupestre.","HUFU00049224","HUFU00049224","Marques, D.","2013","03","Diamantina","-43.691667","-18.35","-43.691667","-18.35","1379","1379",NA,NA,NA,NA,NA,NA
"32","2019-08-08 09:59:28-03","UFU","HUFU","58370","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Yamagishi-Costa, J.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.","170","2010","09","23",NA,"Brasil","Minas Gerais","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.",NA,"Subarbusto ca. 60 cm alt. Pápus amarelo, corola lilás.; Campo rupestre.","HUFU00049221","HUFU00049221","Marques, D.","2013","03","Diamantina","-43.691667","-18.35","-43.691667","-18.35","1379","1379",NA,NA,NA,NA,NA,NA
"33","2019-08-08 09:59:28-03","UFU","HUFU","58560","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Vitta, F.A.","976","2007","08","14",NA,"Brasil","Minas Gerais","Campus II da UFVJM",NA,"Subarbusto, entre rochas. Flores lilases claro.; Áreas de campo rupestre e cerrado nos fundos da Universidade.","HUFU00055818","HUFU00055818",NA,NA,NA,"Diamantina","-43.570833","-18.199167","-43.570833","-18.199167","1380","1380",NA,NA,NA,NA,NA,NA
"34","2019-08-08 09:59:28-03","UFU","HUFU","58770","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Quaresma, A.S.; Franco, I.M.","20","2009","11","17",NA,"Brasil","Minas Gerais","Campus JK da UFVJM, Trilha atrás do apiário",NA,"Arbusto, corola lilás estigma roxo.; Afloramento rochoso","HUFU00049246","HUFU00049246",NA,NA,NA,"Diamantina","-43.573611","-18.213333","-43.573611","-18.213333","1360","1360",NA,NA,NA,NA,NA,NA
"35","2019-05-06 11:53:54-03","UFU","HUFU","59334","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Franco, I.M.; Araújo, T.Q.","620","2010","11","21",NA,"Brasil","Minas Gerais","Campus JK da UFVJM, Afloramento rochoso ao lado do córrego Soberbo, ao final da estrada de terra que desce atrás do Apiário da Universidade.",NA,"subabrusto, ca. 70 cm alt. Folhas esbranquiçadasn a face abaxial, flores lilases.; Campo rupestre, em afloramento rochoso.","HUFU00049225","HUFU00049225",NA,NA,NA,"Diamantina","-43.575","-18.195278","-43.575","-18.195278",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-08 09:59:28-03","UFU","HUFU","59888","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Araújo, I.M.; Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Marques, D.; et al.","110","2011","05","19",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Estrada Diamantina-Medanha, ca. de 10 km do campus JK, Lapa do Forno.",NA,"Subarbusto, ca. 0,4 m alt. Brácteas involucrais acizentadas, flores roxas.; Campo rupestre.","HUFU00049220","HUFU00049220","Marques, D.","2012","02","Diamantina","-43.550833","-18.1675","-43.550833","-18.1675","1300","1300",NA,NA,NA,NA,NA,"09"
"37","2019-08-08 09:59:28-03","UFU","HUFU","59957","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Marques, D.; Versiane, A.F.A.; et al.","8506","2011","05","19",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Lapa do forno. Estrada Diamantina-Medanha, ca. 10 Km do Campus da Universidade.",NA,"Arbusto cespitoso, ca. de 0,5 m. Brácteas involucrais verdes, corola e ramos do estilete arroxeados.; Campo rupestre.","HUFU00049219","HUFU00049219","Marques, D.","2012","02","Diamantina","-43.550833","-18.1675","-43.550833","-18.1675",NA,NA,NA,NA,NA,NA,NA,"09"
"38","2019-08-08 09:59:28-03","UFU","HUFU","73389","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Faria, J.E.Q.; Pinheiro, A.C.","6401","2016","08","01",NA,"Brasil","Minas Gerais","Campus JK da UFVJM",NA,"Subarbusto ca. 0,4m de altura, flores liláses e frutos imaturos verdes.; Campo rupestre","HUFU00070887","HUFU00070887","Faria, J.E.Q.","2016","08","Diamantina","-43.571111","-18.198611","-43.571111","-18.198611","1375","1375",NA,NA,NA,NA,NA,NA
"39","2020-03-16 13:44:20-03","UFU","HUFU","78335","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Silva, K.H.; Costa, F.N.","147","2017","05","03",NA,"Brasil","Minas Gerais","Parque Nacional das Sempre Vivas, Campo próximo ao alojamento.",NA,"Arbusto com ac. 20 cm. Flores arroxeadas.; Campo sujo.","HUFU00075639",NA,"Nakajima, J.N.","2019","04","Buenópolis","-43.783889","-17.915278","-43.783889","-17.915278","1271","1271",NA,NA,NA,NA,NA,NA
"40","2019-08-08 09:59:28-03","UFU","HUFU","49698","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O. & Santos, A.P.M.","12","2007","10","19",NA,"Brasil","Minas Gerais","Estrada para Medanha, A 12 km de Diamantina.",NA,"Subarbusto, ca. 0,4 m. Brácteas involucrais verdes, corola e anteras lilás.; Campo rupestre.","HUFU00049223","HUFU00049223","Marques, D.","2013","03","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"41","2019-08-08 09:59:28-03","UFU","HUFU","49650","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O. & Santos, A.P.M.","60","2007","10","19",NA,"Brasil","Minas Gerais","Estrada para Medanha, A 12 km de Diamantina.",NA,"Subarbusto ca. de 0,50 m. Brácteas verdes, corola e anteras lilás.; Campo rupestre.","HUFU00049232","HUFU00049232","Nakajima, J.N.","2016","03","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"42","2019-08-08 09:59:28-03","UFU","HUFU","77651","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Merguro, M.; Isejima, E.M.; Melo-Silva, R. & Pirani, J.R.","CFCR5371","1984","10","12",NA,"Brasil","Minas Gerais","Estrada para Mendanha, a 10km de Diamantina.",NA,"Arbusto com cerca de 60 cm., flores lilases.; Campo rupestre.","HUFU00075795",NA,"Loeuille, B.","2014",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"43","2019-08-08 09:59:28-03","UFU","HUFU","66486","S","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Franco, I.M.","1228","2013","02","20",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Soberbo, próximo á MG 367.",NA,"Arbusto ca. 50cm, em afloramento rochoso. Folhas verde argenteas. Flores lilases.; Campo rupestre.","HUFU00049222","HUFU00049222","Marques, D.","2013","03","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"44","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in campis editis ad Diamantina et in Serro Frio",NA,NA,NA,"P06P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:08:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Piptolepis","leptospermoides","Piptolepis leptospermoides","(Mart. ex DC.) Sch.Bip.","Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in campis editis ad Diamantina et in Serro Frio",NA,NA,NA,"P06P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-09-23 11:01:12-03","G","G-DC","G00326709","S","Plantae",NA,NA,"Asteraceae","Vernonia","leptospermoides","Vernonia leptospermoides","DC.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00326709",NA,"CAT.HERB.PRODR.","2013","01",NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,NA,NA,NA,"ISOTYPUS of Vernonia leptospermoides DC.",NA,"01"
