"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus"
"133","2019-12-09 17:29:15-03","UFPR","EFC","5589","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Hatschbach, G.","1996","07","01","Tiepolo, G.; Svolenski, A.C.","362","1996","05","29","Brasil","Paraná","Guaratuba","Rasgadinho","-48.5746994018555","-25.8827991485596",NA,NA,"Subarbusto, beira da trilha. Flores brancas com face roxa","EFC005589",NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"134","2020-11-18 18:12:20-03","UFPR","EFC","5406","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Vieira, R.S.","2014","11","05","Kuniyoshi, Y.S.","5608","1995","09","15","Brasil","Paraná","Paranaguá","Faz. Herbert Barkman","-48.5092010498047","-25.5200004577637",NA,NA,"Arbusto 2m no interior da floresta aluvial, 10m s.n.m., beira do rio Cachoeirinha","EFC005406",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"135","2020-11-18 18:12:20-03","UFPR","EFC","5302","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Vieira, R.S.","2014","11","05","Tiepolo, G.; Kuniyoshi, Y.S.","393","1996","07","01","Brasil","Paraná","Paranaguá","Rio Cachoeirinha, faz. Sr. Herbert Barkmann.","-48.5092010498047","-25.5200004577637",NA,NA,"Erva, beira de rio, estrada Alexandra-Matinhos","EFC005302",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"136","2020-11-18 18:12:20-03","UFPR","EFC","17649","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Völtz, R.R.","2018","11","26","Völtz, R.R.","1976","2015","01","16","Brasil","Santa Catarina","São Francisco do Sul","Balneário Enseada","-48.4983","-26.2236","-48.4983","-26.2236","Erva 0,4 m alt.; flores com pétalas alvas listradas de roxo na parte interna; interior de Floresta Ombrófila Densa Submontana de topo de morro. Floresta Ombrófila Densa Submontana","EFC017649",NA,NA,NA,NA,"105","105",NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-13 11:13:56-03","USP","SPF","110261","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kameyama, C",NA,NA,NA,"Leitão Filho, HF","30966","1995","08","10","Brasil","São Paulo","Barra do Turvo",NA,"-48.478694","-24.784611","-48.478694","-24.784611",NA,"SPF00110261","SPF00110261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-13 11:13:56-03","USP","SPF","148746","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Hirao, YV","2012","05",NA,"Mello-Silva, R","1819","2001","04","10","Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,"SPF00148746","SPF00148746",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"139","2021-03-25 13:51:21-03","UNIVILLE","JOI","3147","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,"2020","08","19","F.C.S. Vieira","1707","2006","02","26","Brasil","Santa Catarina","Garuva","Monte Cristo, Rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: mata ciliar; HABITO: erva terrestre; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI003147","JOI003147",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"140","2021-03-25 13:51:21-03","UNIVILLE","JOI","14010","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,"2020","08","19","Almeida, SML","7","2010","05","14","Brasil","Santa Catarina","Joinville","Jardim Botânico - Univille.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"JOI014010","JOI014010",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"141","2021-03-25 13:51:21-03","UNIVILLE","JOI","14011","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,"2020","08","19","Moraes-Lima, T.","1","2010","05","14","Brasil","Santa Catarina","Joinville","Jardim Botânico - Univille.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"JOI014011","JOI014011",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"142","2021-03-25 13:51:21-03","UNIVILLE","JOI","4770","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,"2020","08","19","F.C.S. Vieira","1894",NA,NA,NA,"Brasil","Santa Catarina","Joinville","Mata da UNIVILLE.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITAT: mata; HABITO: erva; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI004770","JOI004770",NA,NA,NA,"15","15",NA,"37150","auto",NA,NA,NA,NA,NA
"143","2021-03-25 13:51:21-03","UNIVILLE","JOI","4762","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,"2020","08","19","F.C.S. Vieira","26","2003","04","13","Brasil","Santa Catarina","Joinville","Morro do Finder.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITAT: mata secundária; HABITO: arbusto","JOI004762","JOI004762",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"144","2021-03-25 13:51:21-03","UNIVILLE","JOI","13994","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,"2020","08","19","Meyer, F.S.","934","2009","09","06","Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas - Univille, Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,"Plantas do Brasil - Colecionadas por Fabrício Schmitz Meyer; HABITAT: local sombreado, úmido, próximo a um riacho (mata ciliar); HABITO: herbácea; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI013994","JOI013994",NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"145","2019-10-07 09:15:08-03","UEFS","HUEFS","7809","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","G.M.Barroso","1983","06",NA,"Almeida, E.de F.","184","1982","05","18","Brasil","Minas Gerais","Marliéria",NA,"-42.616667","-19.783333","42W37'","19S47'",NA,"HUEFS0007809",NA,"Angiospermae","Lamiales",NA,"200","400",NA,NA,NA,"Asteranae",NA,NA,NA,NA
"146","2018-11-29 14:48:00-02","F","FMNH-SEEDPLANTS","V0250850F","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","paniculatum","Pseuderanthemum paniculatum",NA,"V. M. Baum",NA,NA,NA,"G. Klug","3625","1934","5",NA,"Peru","San Martín","San Martín","Zepelacio, near Moyobamba",NA,NA,NA,NA,NA,"V0250850F","V0250850F_01 V0250850F_02","Spermatophyta",NA,"South America","1100",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"147","2019-09-04 19:15:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum",NA,NA,NA,NA,NA,"L. Riedel",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]"
"148","2019-01-25 15:37:59-02","IAC","IAC","14177","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","A.L.A. Côrtes","2010","07","15","G.C.P. Pinto","593","1950","10","15","Brasil","Bahia","Uruçuca",NA,"-39.2844","-14.5931","-39.2844","-14.5931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-01-25 15:33:21-02","IAC","IAC","21345","S","Plantae","Acanthaceae","Schaueria","paniculata","Schaueria paniculata","Nees","C. Aranha","1970","09","15","H.M. Souza","s/nº","1970","09","15","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251","-47.077171","-22.870251","floresce em setembro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-01-04 10:56:54-03","UnB","UB","146930","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","paniculatum","Pseuderanthemum paniculatum","(Nees) V.M. Baum","Wasshausen, DC","1993",NA,NA,"Hatschbach, G","42756","1980","02","13","Brasil","Paraná ","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,"Flor lilás pálido.; Mata.","UB0111609","UB0111609","Dicotyledoneae",NA,"Southern America",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"151","2021-01-04 10:56:54-03","UnB","UB","190759","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","Nees","Brotto, ML","2013","01","28","Brotto, ML; Barboza, E; Picoli, AC; Bohrer, P","863","2013","01","14","Brasil","Paraná ","Matinhos","Salto do Tigre, Serra da Prata, PARNA Saint-Hillaire/Lange.","-48.611111","-25.738667","-48.611111","-25.738667","Floresta ombrófila densa submontana.","UB0111611","UB0111611","Dicotyledoneae",NA,"Southern America","145","145",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-01-04 10:56:54-03","UnB","UB","146931","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","Nees","Hatschbach, G","1982",NA,NA,"Hatschbach, G","44579","1982","02","18","Brasil","Paraná ","Morretes","Est. Marumbi,","-48.834400177002","-25.476900100708",NA,NA,"Erva, flor alvecente, mata pluvial.; Mata pluvial.","UB0111610","UB0111610","Dicotyledoneae",NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"153","2019-05-06 11:51:41-03","UFU","HUFU","76170","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Plodowski, G.K.; Ferreira, E.V.","2017","11",NA,"Plodowski, G.K.; Ferreira, E.V. & Zanette, E.M.","8","2017","09","29","Brasil","Paraná","Curitiba","Jardim Botânico","-49.436667","-25.735","-49.436667","-25.735","Arbusto. Flores brancas.","HUFU00074097","HUFU00074097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-08-20 14:56:39-03","UFSC","FLOR","52505","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Mello, A.S.","2014","05","19","Nuernberg, A.; Mello, A.S. & Weber, P.","1369","2014","05","19","Brasil","Santa Catarina","Blumenau","ARIE (Área de Relevante Interesse Ecológico) do Salto.","-49.103056","-26.886944","49º6'11''W","26º53'13''S","herbácea, flor branca","FLOR0052505","FLOR0052505",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-08-20 14:56:39-03","UFSC","FLOR","52512","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Mello, A.S.","2014","04","28","Nuernberg, A.; Mello, A.S. & Weber, P.","1401","2014","04","28","Brasil","Santa Catarina","Blumenau","Ilhas fluviais do Rio Itajaí-açu, APA (Área de Proteção Ambiental) das Ilhas Fluviais.","-49.089444","-26.875556","49º5'22''W","26º52'32''S","herbácea,","FLOR0052512","FLOR0052512",NA,"Lamiales",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-08-20 20:39:15-03","UFSC","FLOR","2045","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1968",NA,NA,"Klein, R.M.","7164","1967","02","14","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"erva, flor verde-amaraleda","FLOR0002045","FLOR0002045",NA,"Lamiales",NA,"250","250",NA,"27000","auto",NA,NA,NA,NA,NA
"157","2020-08-20 20:39:15-03","UFSC","FLOR","29096","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1997",NA,NA,"Barbosa, E.; Cordeiro, J.","44","1997","01","14","Brasil","Santa Catarina","Garuva","Fazenda Rio do Melo.","-48.8549995422363","-26.0266990661621",NA,NA,"erva, flor alva, nervuras lilases, 0,8m altura","FLOR0029096","FLOR0029096",NA,"Lamiales",NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"158","2018-07-27 21:52:47-03","UFMT","UFMT","43690","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Plodowski, G.K.; Ferreira, E.V.","2017","11",NA,"Plodowski, G.K.; Ferreira, E.V.; Zanette, E.M.","8","2017","09","29","Brasil","Paraná","Curitiba","Jardim Botânico.","-49.2731018066406","-25.4277992248535",NA,NA,"Coordenada geografica: 25.4366 S; 49.2572 W.; Arbusto, flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"159","2021-03-04 15:46:54-03","IF","SPSF","28702","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","((Nees)) Radlk.","C.Kameyama",NA,NA,NA,"F.O. Souza et al.","9","2000","07","17","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"COLETA: Herbácea com aprox. 35 cm de altura. Flor branca.; GEOGRAFIA: Mata Ombrófila Densa. Nova Trilha dos Tropeiros.;",NA,NA,"Magnoliophyta","Tubiflorae","América do Sul",NA,NA,NA,"30093","auto","Magnoliopsida",NA,NA,NA,NA
"160","2021-03-04 15:46:54-03","IF","SPSF","23877","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","((Nees)) Radlk.","S.Aragaki","1993","08","02","S.Aragaki & E.A.Anunciação & C.M. Yoshioka","31","1993","03","07","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: Erva com aprox. 40 cm de altura. Corola alva. Pétala maior lilás. Anteras e estigmas alvas.; GEOGRAFIA: Trilha para a Cachoeira do Salto.;",NA,NA,"Magnoliophyta","Tubiflorae","América do Sul",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA
"161","2021-03-04 15:46:54-03","IF","SPSF","23876","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","((Nees)) Radlk.","M.P.Costa","1990","05","30","M.C.H.Mamede & C.C.Oliveira & L.Rossi","215","1990","03","13","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: Erva. Flores alvas com estrias arroxeadas. Frutos castanho-claro.; GEOGRAFIA: Interior da mata. Trilha em direção ao Poço.;",NA,NA,"Magnoliophyta","Tubiflorae","América do Sul",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA
"162","2021-03-04 15:46:54-03","IF","SPSF","23875","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","((Nees)) Radlk.","M.P.Costa",NA,NA,NA,"L.Rossi et al. & C.C.Oliveira & M.C.H.Mamede","551","1990","03","14","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: Erva de até 1 m de altura. Corola alva, com todos os lobos internamente na cor roxa.; GEOGRAFIA: Trilha para a Figueira Grande.;",NA,NA,"Magnoliophyta","Tubiflorae","América do Sul",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA
"163","2021-03-04 15:46:54-03","IF","SPSF","23871","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","((Nees)) Radlk.","S.Aragaki","1993","08","02","E.A.Anunciaçao","161","1992","12","12","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: Erva. Botões alvos. Corola alva. Pétalas maiores com estrias roxas.; GEOGRAFIA: Serra da Juréia. Caminho do Imperador em direção a Praia da Juréia.;",NA,NA,"Magnoliophyta","Tubiflorae","América do Sul",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA
"164","2021-03-04 15:46:54-03","IF","SPSF","23830","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","((Nees)) Radlk.","C.Kameyama","1991","09","18","L.Rossi","809","1991","02","19","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,"COLETA: Subarbusto com 50 cm de altura. Flores alvas. Interior da corola com manchas lilás.; GEOGRAFIA: Mata à margem do rio. Trilha para o Pocinho.;",NA,NA,"Magnoliophyta","Tubiflorae","América do Sul",NA,NA,NA,"55628","auto","Magnoliopsida",NA,NA,NA,NA
"165","2017-09-11 17:06:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Eranthemum","riedelianum","Eranthemum riedelianum","Nees",NA,NA,NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad rivulum in M. Serra de Mantiqueira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Schaueria","paniculata","Schaueria paniculata","Nees",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil",NA,NA,"In Brasilia, loco incerto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-07-02 08:39:45-03","IBt","SP","278950","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini",NA,NA,NA,NA,"Leitão Filho, HF","32966","1995","02","08","Brasil","São Paulo","Barra do Turvo",NA,"-48.478611","-24.784444","-48.478611","-24.784444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-15 10:08:28-03","IBt","SP","338466","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini",NA,NA,NA,NA,"Kozera, C","922","1999","01","25","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"169","2021-01-07 09:33:27-03","IBt","SP","447440","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini",NA,NA,NA,NA,"Meyer, FS","934","2009","09","06","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA,NA
"170","2020-07-02 08:39:45-03","IBt","SP","287151","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kameyama, C",NA,NA,NA,"Souza, JP","92","1995","02","14","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"171","2021-01-21 15:28:43-03","IBt","SP","491173","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini",NA,NA,NA,NA,"Santos, MB","66","2005","03","26","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"172","2019-11-21 09:57:49-03","IBt","SP","202349","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kameyama, C","1991",NA,NA,"Cerati, TM; Kirizawa, M","181","1985","04","17","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"173","2019-11-21 09:57:49-03","IBt","SP","216051","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kameyama, C",NA,NA,NA,"Melo, MMRF; Barros, F; Toledo, CB","546","1985","03","06","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Praia de Ipanema, Morro das Pedras","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"174","2020-10-22 10:12:32-03","IBt","SP","350402","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini",NA,NA,NA,NA,"Souza, FO","9","2000","07","17","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA
