"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus"
"1","2021-04-05 14:33:13-03","UNESC","CRI","12458","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Peterson T. Padilha & Renato Colares","2017","07","17","Alexandre Medeiros","98","2017","04","19","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.593333","-27.006944","48º35'36''W","27º0'25''S","Habito: subarbustiva","CRI010665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:24:46-03","UNESC","CRI","13299","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Alexandre Medeiros","2018","03","17","Alexandre Medeiros","867","2018","03","17","Brasil","Santa Catarina","Balneário Camboriú","Barra.","-48.595556","-27.006111","48º35'44''W","27º0'22''S","Flores brancas. Habitat: Terrestre Habito: Subarbustivo","CRI011906","CRI011906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","492235","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","D. C. Wasshausen",NA,NA,NA,"G. G. Hatschbach","23933","1970","02","27","Brazil","Paraná","Morretes","Serra Marumbi.","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00492235","NY00492235_01","Magnoliophyta","Lamiales","South America","800","900","sheet",NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","778349","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","C. Kameyama",NA,NA,NA,"F. O. Souza","9","2000","07","17","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Nucleo Caraguatatuba, Nova Trilha dos Tropeiros","-45.4097","-23.6203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778349","NY00778349_01","Magnoliophyta","Lamiales","South America",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","492236","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","E. C. Leonard",NA,NA,NA,"R. Reitz","6249","1958","01","21","Brazil","Santa Catarina","Garuva","Pôrto do Palmital, Garuva, S. Francisco do Sul.","-48.8547","-26.0269",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00492236","NY00492236_01","Magnoliophyta","Lamiales","South America","10","10","sheet",NA,NA,NA,NA,NA,NA,NA
"6","2020-11-13 09:18:43-03","UFRJ","RFA","10395","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","D. Wasshausen","1970",NA,NA,"G.G. Hatschbach","23933","1970","02","27","Brasil","Paraná","Morretes","Serra Marumbi","-48.834400177002","-25.476900100708",NA,NA,"Erva, flor alvacente","RFA10252",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"7","2020-08-11 00:15:25-03","UFBA","ALCB","022806","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Barroso, GM","1983","06",NA,"Almeida, EF","184","1982","05","18","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce.","-42.616667","-19.783333","-42.616667","-19.783333","5-20 cm alt. Folhas com as nervuras prateadas (argiro-neura). Raque da inflorescência e frutos arroxeados. Raiz tuberosa. Muito frequente na sub-mata.; solo argiloso, vermelho.",NA,NA,"Dicotyledon",NA,"Southern America","200","200",NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-02-08 09:29:38-03","NBC","NL-BOTANY","L.2836319","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","Nees",NA,NA,NA,NA,"Hatschbach GG",NA,"1961","03","05","Brazil",NA,NA,"Est. Parana, Mun. Morretes, Pilão de Pedra.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2836319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2836319","NL-L2836319",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"9","2020-02-08 09:29:50-03","NBC","NL-BOTANY","U.1057090","PreservedSpecimen","Plantae","Acanthaceae","Schaueria","paniculata","Schaueria paniculata","Nees",NA,NA,NA,NA,"Hatschbach GG; Lideman J; Haas H",NA,"1966","01","20","Brazil",NA,NA,"Rio Cotia (mun. Antonina) PR.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1057090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1057090","NL-U1057090",NA,"Lamiales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"10","2020-11-04 10:54:31-03","ESALQ","ESA","136222","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Ness.) Radlk.","D.C. Wasshausen","1968",NA,NA,"R.M. Klein","7164.0","1967","02","14","Brasil","Santa Catarina","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,"ESA136222",NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"11","2020-11-04 10:58:47-03","ESALQ","ESA","68658","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kozera, C.",NA,NA,NA,"Kozera, C. ; Kozera, O.P.","1034.0","1999","04","17","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"ESA068658","ESA068658","Magnoliophyta",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"12","2020-11-04 10:58:47-03","ESALQ","ESA","60748","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Wasshausen, D.C.",NA,NA,NA,"Barbosa, E. ; Cordeiro, J.","44.0","1997","01","14","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,"ESA060748","ESA060748","Magnoliophyta",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"13","2020-11-04 10:58:47-03","ESALQ","ESA","101824","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum",NA,"Kameyama, C.","2010",NA,NA,"Carboni, M.","97.0","2005","03","24","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,"ESA101824","ESA101824","Magnoliophyta",NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"14","2020-11-04 10:58:47-03","ESALQ","ESA","63165","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini",NA,NA,NA,NA,"Sztutman, M. et al.","182.0","1999","01","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA063165","ESA063165","Magnoliophyta",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"15","2020-11-04 10:58:47-03","ESALQ","ESA","107953","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum",NA,"Kameyama, C.","2010",NA,NA,"Santos, M.B.","66.0","2005","03","26","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA107953","ESA107953","Magnoliophyta",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"16","2020-11-04 10:58:47-03","ESALQ","ESA","22124","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kameyama, C.",NA,NA,NA,"Souza, J.P.; Miyagi, P.H.; Zandoval, J.A.","92.0","1995","02","14","Brasil","São Paulo","Barra do Turvo","10km de Barra do Turvo em direção a Pariquera-açú.","-48.5046997070312","-24.7563991546631",NA,NA,"Subarbusto ca 60cm alt. Flores brancas, lábio superior arroxeado.","ESA022124","ESA022124","Magnoliophyta",NA,NA,NA,NA,NA,"38172","auto",NA,NA,NA,NA,NA
"17","2020-11-04 10:58:47-03","ESALQ","ESA","68513","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Kameyama, C.",NA,NA,NA,"Kozera, C. ; Dittrich, V.A.O.","922.0","1999","01","25","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"ESA068513","ESA068513","Magnoliophyta",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"18","2020-11-04 10:54:31-03","ESALQ","ESA","136223","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Ness.) Radlk.","D.C. Wasshausen","1997",NA,NA,"E. Barboza","44.0","1997","01","14","Brasil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,"ESA136223",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"19","2020-11-04 10:58:47-03","ESALQ","ESA","73135","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Wasshausen, D.C.",NA,NA,NA,"Sampaio, D. et al.","40.0","1999","01","05","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA073135","ESA073135","Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"20","2020-11-04 10:58:47-03","ESALQ","ESA","94369","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Rizzini","Colletta, G.D.",NA,NA,NA,"Souza, V.C. ; Lorenzi, H.","30683.0","2005","06","28","Brasil","Bahia","Ilhéus","Km 6 da Estrada Itabuna - Ilhéus. Beira de estrada.","-39.0494003295898","-14.7889003753662",NA,NA,"Erva; corola alva; frutos imaturos verdes.","ESA094369","ESA094369","Magnoliophyta",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"21","2015-07-02 14:41:51-03","JBP","HPL","202","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Raldk.","A.L.A. Côrtes","2010","07","09","H. Lorenzi","3194","2002","02","28","Brasil","SC","Corupá","Coletado na Cachoeira do Braço Esquerdo, em mata de beira de rio.","-49.238611",NA,"49° 14' 19,0 W","26° 21' 99,4 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:41:51-03","JBP","HPL","214","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Raldk","A.L.A. Côrtes","2010","07","09","H. Lorenzi & D. Wasshausen","3168","2002","02","26","Brasil","PR","Paranaguá","Coletado no Morro Inglês; em área de mata de encosta.","-48.655833","-25.573806","48° 39' 21,0 W","25° 34' 25,7 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-19 08:15:05-03","FPS","FPS","1550","MachineObservation","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Schwirkowski, P.","2011","02","13","Schwirkowski, P.",NA,"2011","02","13","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho, Recanto Buger Strasse","-49.366298","-26.325219","-49.366298","-26.325219","<ll>dwc_commonname:</ll> Junta-de-cobra-pintada","FPS01550","FPS01550_v01 FPS01550_v02 FPS01550_v03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-19 08:15:05-03","FPS","FPS","3906","MachineObservation","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Schwirkowski, P.","2019","01","23","Schwirkowski, P.","3333","2019","01","23","Brasil","Santa Catarina","Joinville","Estrada Rio do Julio","-49.119086","-26.31464","-49.119086","-26.31464","<ll>dwc_commonname:</ll> Junta-de-cobra-pintada","FPS03906,FURB63670","FPS03906_v01 FPS03906_v02 FPS03906_v03 FPS03906_v04 FPS03906_v05 FPS03906_v06 FPS03906_v07 FURB63670",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 63670",NA,NA
"25","2019-08-27 13:32:57-03","IAP","PACA-AGP","54303","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk","T. Rizzini","1951",NA,NA,"Reitz, R.","3708a","1951","02","02","Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,"Sicher, 10.4.1955 fl. flor branca levemente roxeada&nf;HBR 4959. Habitat: in silva Fenofase: flor","PACA054303",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,NA,"27000","auto","Magnoliatae",NA,NA,NA,NA
"26","2020-12-20 21:15:13-03","UFV","VIC","16575","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","Nees","Pires, R.B.","1997","01","07","Carvalho, A.F.","383","1996","01","28","Brasil","Rio de Janeiro","Niterói","Travessa Bolívia","-43.1035995483398","-22.88330078125",NA,NA,"Planta com aproximadamente 50 cm de altura. Flores brancas.","VIC016575","VIC016575",NA,NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA
"27","2019-11-21 14:29:50-03","UFJF","CESJ","58470","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk",NA,NA,NA,NA,"J. Cordeiro; S.A.Santos","2904","2008","03","31","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,"Terrícola na mata com araucária.","CESJ058470",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"28","2021-03-01 16:21:10-03","UNICAMP","UEC","73183","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C","1999","06",NA,"Leitão Filho, HF; et al.","32966","1995","02","08","Brazil","São Paulo","Barra do Turvo","Estrada para Barra do Turvo","-48.478694","-24.784611","-48.478694","-24.784611","Mata de encosta, herbácea, flores brancas.","UEC097826","UEC097826","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:21:10-03","UNICAMP","UEC","110050","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kozera, C","1999","04",NA,"Kozera, C; Kozera, OP","1034","1999","04","17","Brazil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"Herbácea com ca. de 60cm coletada à beira de um riacho. Frutos imaturos. Sub-bosque, Floresta Ombrófila Densa de Encosta.","UEC097828","UEC097828","Magnoliopsida",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"30","2021-03-01 16:21:10-03","UNICAMP","UEC","110155","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C","1999",NA,NA,"Kozera, C; Dittrich, VAO","922","1999","01","25","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,"Herbácea com ca. de 40cm. Flores brancas com detalhes róseos.; Próxima a lugares úmidos. Sub-bosque, Floresta Ombrófila Densa de Encosta.","UEC097830","UEC097830","Magnoliopsida",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"31","2020-10-14 09:57:56-03","FURB","FURB","27251","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Gasper, AL de","2011","05","02","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4551","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; flor botão floral branco","FURB04411","FURB04411",NA,NA,NA,"126","126",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 09:57:56-03","FURB","FURB","29626","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Gasper, AL de","2011","05","02","Dreveck, S.; Carneiro, F.E.","1688","2010","02","01","Brasil","Santa Catarina","Jaraguá do Sul","Ano Bom / Braço Esquerdo.","-49.1397222","-26.3680556","-49.1397222","-26.3680556","Florística IFFSC 994 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto verde;","FURB04410","FURB04410",NA,NA,NA,"205","205",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 09:57:56-03","FURB","FURB","29686","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Gasper, AL de","2011","05","02","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1695","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB04412","FURB04412",NA,NA,NA,"46","46",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 09:57:56-03","FURB","FURB","29919","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Gasper, AL de","2011","05","02","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1273","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","Florística IFFSC e226a (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca com listras roxas","FURB04413","FURB04413",NA,NA,NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 09:57:56-03","FURB","FURB","33966","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Verdi, M","2011","03","17","Verdi, M.","5882","2011","02","18","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","-49.0791667","-26.9222223",NA,"FURB00401","FURB00401",NA,NA,NA,"87","87",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:57:56-03","FURB","FURB","35701","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Funez, L.A.","2017","03","22","Korte, A.; Rigon-Junior, M.J.","5862","2011","01","17","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","Florística IFFSC 1066 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: arbusto;","FURB13895","FURB13895",NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 09:57:56-03","FURB","FURB","40277","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Funez, L.A.","2013","02","07","Funez, L.A.","1629","2013","01","24","Brasil","Santa Catarina","Blumenau","Proximidades do Parque Natural Municipal São Francisco de Assis.","-49.0725","-26.9205556","-49.0725000","-26.9205556",NA,"FURB04409","FURB04409",NA,NA,NA,"87","87",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 09:57:56-03","FURB","FURB","43601","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Funez, L.A.","2017","03","22","Gasper, A.L. de; Funez, L.A.","3513","2014","02","14","Brasil","Santa Catarina","Luiz Alves","Braço Serafim.","-48.9963889","-26.7636111","-48.9963889","-26.7636111","Projeto REFLORA FAPESC 14843/2011-1","FURB13879","FURB13879",NA,NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 09:57:56-03","FURB","FURB","45943","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Funez, L.A.","2015","01","17","Funez, L.A.","3321","2015","01","17","Brasil","Santa Catarina","Corupá","RPPN Emilio Fiorentino Battistella.","-49.3541667","-26.3936111","-49.3541667","-26.3936111",NA,"FURB13835","FURB13835",NA,NA,NA,"660","660",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 09:57:56-03","FURB","FURB","47023","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Cordeiro, J","2014","08","20","Schwirkowski, P.","287","2014","03","23","Brasil","Santa Catarina","São Bento do Sul","Serra Alta, Recanto Buger Strasse.","-49.3661111","-26.3252778","-49.3661111","-26.3252778",NA,"FURB13834","FURB13834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 09:57:56-03","FURB","FURB","52699","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","L.A. Funez","2017","02","14","Funez, L.A.; A.L. de Gasper, F.F. Pastório","6027","2017","02","14","Brasil","Santa Catarina","Penha","Estrada da Praia Vermelha.","-48.5919444","-26.7947222","-48.5919444","-26.7947222","Flores brancas com lilás Habitat: Floresta Habito: Erva","FURB52699","FURB52699",NA,NA,NA,"72","72",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 09:57:56-03","FURB","FURB","5349","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Stival-Santos, A","2007","07","09","Stival-Santos, A.; Verdi, M.","85","2007","02","13","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","Projeto de pesquisa.","FURB04414","FURB04414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 09:57:56-03","FURB","FURB","62420","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kassner-Filho, A.","2019","01","11","Kassner-Filho, A.","4461","2019","01","11","Brasil","Santa Catarina","Jaraguá do Sul","Parque Malwee.","-49.1275","-26.5013889","-49.1275000","-26.5013889","flor branca e azul-marinho Habitat: beira de riacho Habito: erva terrícola","FURB62420","FURB62420",NA,NA,NA,"70","70",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 09:57:56-03","FURB","FURB","64123","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kassner-Filho, A.","2019","03","14","Kassner-Filho, A.","5167","2019","03","14","Brasil","Santa Catarina","Schroeder",NA,"-49.0777778","-26.4158333","-49.0777778","-26.4158333","flor branca e lilás-azulado Habitat: interior do fragmento Habito: erva terrícola","FURB64123","FURB64123",NA,NA,NA,"38","38",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 09:57:56-03","FURB","FURB","63670","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Schwirkowski, P.","2019","01","23","Schwirkowski, P.","3333","2019","01","23","Brasil","Santa Catarina","Schroeder","Rio do Julio. Estrada Rio do Julio.","-49.1191667","-26.3147222","-49.1191667","-26.3147222","FOD. Heliófita. Cálice verde, corola branco-arroxeada Habitat: Borda de mata Habito: Herbácea","FURB63670","FURB63670",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-16 17:52:40-03","UCS","HUCS","12477","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","Radlk.","Wasshausen, D.C.","1997",NA,NA,"Barbosa, E.","44","1997","01","14","Brasil","Santa Catarina","Garuva","Fazenda Rio do Meio","-48.8549995422363","-26.0266990661621",NA,NA,"erva 80 cm - flor alva nervuras lilases; erva, 80cm, flor alva, nervuras lilases.; interior da mata","HUCS005441",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"47","2021-03-16 17:52:40-03","UCS","HUCS","35478","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","Radlk.",NA,NA,NA,NA,"Cordeiro, J.","2904","2008","03","31","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,"Herbário MBM; terrícola na mata de Araucaria","HUCS005454",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"48","2019-08-16 08:38:06-03","UTFPR","HCF","25021","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","E.V. Ferreira et al.","2017","11",NA,"G.K. Plodowski","8","2017","09","29","Brasil","PR","Curitiba","Jardim Botânico Municipal","-49.257222","-25.436667","49°15'26 W","25°26'12 S","Arbusto. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-16 08:38:06-03","UTFPR","HCF","16556","S","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","E. Barboza","2017",NA,NA,"M.G. Caxambu","5988","2015","03","27","Brasil","SP","Eldorado","Fazenda Itaipava/ Catre","-48.106694","-24.555028","48°06'24,1 W","24°33'18,1 S","erva ereta, semi-ciófila, ca. 1m. Flores azuladas.",NA,NA,NA,NA,NA,"49","49",NA,NA,NA,NA,NA,NA,NA,NA
