"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","identifiedBy","yearIdentified","typeStatus","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag"
"1","2021-03-30 12:39:42-03","EAO","IAN","97569","PreservedSpecimen","Plantae","Dicotiledônea","Lecythidaceae","Eschweilera","subcordata","Eschweilera subcordata","S.A.Mori","Fróes, RL","33144","1957","03","27","Southern America","Brasil","Pará","Região do Moju, Rio Cairari.","Árvore de 12m, frutos; beira rio.","IAN097569",NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-30 12:39:42-03","EAO","IAN","132231","PreservedSpecimen","Plantae","Dicotiledônea","Lecythidaceae","Eschweilera","subcordata","Eschweilera subcordata","S.A.Mori","Pena, BS da","180","1969","12","02","Southern America","Brasil","Pará","Campo cerrado proximo a fazenda Inajatuba.","Árvore de 8m. Flor amarela.","IAN132231","Mori, SA","1984","holotipo","Cachoeira do Arari","-48.9632987976074","-1.01138997077942","66242","auto"
"3","2021-03-30 12:39:42-03","EAO","IAN","112980","PreservedSpecimen","Plantae","Dicotiledônea","Lecythidaceae","Eschweilera","subcordata","Eschweilera subcordata","S.A.Mori","Oliveira, E","2038","1962","06","26","Southern America","Brasil","Pará","Fazenda Cumaru, Rio Anabiju, Marajo. Terreno baixo a beira da mata.","Árvore de 10m, frutos secos.","IAN112980","Mori, SA","1984","isoparatipo","Muaná","-49.2167015075684","-1.52832996845245","72451","auto"
