"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters"
"47","2019-01-17 11:24:38-02","PUCRS","MPUC","19284","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","C.R. Carneiro","et.al.",NA,"2004","12","16","South America","Brasil","RS","Porto Alegre","Campo Novo, Morro Agudo","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"2013","01","01",NA,NA,NA,NA,"Magnoliopsida",NA,"29946","auto",NA,"4",NA,NA
"48","2021-03-16 17:51:03-03","UCS","HUCS","35177","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Setubal, R.","Setubal, R.","589","2005","10","29",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro São Pedro - Espaço de Conservação Econsciência","-51.2299995422363","-30.0331001281738",NA,"Em campo rupestre de topo de morro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"49","2019-08-16 08:38:39-03","UTFPR","HCF","22318","S","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","E. Barboza","J.M. Silva","9120","2015","11","22",NA,"Brasil","PR","Castro","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"erva xilopodífera; capítulo amarelo. (campo limpo e pedregoso).",NA,NA,NA,"2016","11","22","50°07'12 W","24°44'14 S","980","980",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-25 12:11:37-03","UFSM","SMDB","18641","S","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Figueira, M","Figueira, M; Schindler, B.","369","2015","11","22",NA,"Brasil","Rio Grande do Sul","São Vicente do Sul","Cerro do Loreto","-54.900667","-29.692694",NA,"Herbácea, rosetada, no topo do cerro e em campo rupestre, ocasional, flores amarelas; Região com encraves dos Domínios Atlântico e Pampa, com refúgio vegetacional na porção superior do cerro, relevo plano no topo a escarpado em suas encostas, solo ra","SMDB018641",NA,NA,"2015","11",NA,"-54.900667","-29.692694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-25 12:11:37-03","UFSM","SMDB","527","S","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Mondin, C","Friedrichs, E","s.n.","1948","12","22",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,"SMDB000527",NA,NA,"1994","01",NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"52","2020-12-21 16:17:07-03","MBM","MBM","70421","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Troncoso, N.","2701","1979","11","14","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM070421","MBM070421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:17:07-03","MBM","MBM","202240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Demateis, M.","Demateis, M.; et al.; et al.","498","1995","12","13","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"MBM202240","MBM202240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:17:07-03","MBM","MBM","56409","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Pedersen, T.M.","Pedersen, T.M.","11649","1977","01","26","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM056409","MBM056409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:17:07-03","MBM","MBM","191002","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Rambo, B.","Sacco, J.C.","880","1958","01","04","Southern America","Brazil","Rio Grande do Sul","Pelotas","Instituto Agronômico do Sul (I.A.S.)","-52.3424987792969","-31.771900177002",NA,NA,"MBM191002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA
"56","2020-12-21 16:17:07-03","MBM","MBM","120944","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Xifreda, C.C.; et al.; et al.","585","1986","12","20","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM120944","MBM120944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:17:07-03","MBM","MBM","406674","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Barboza, E.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9120","2015","11","22","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"Erva xilopodífera; capítulo amarelo.; Estepe gramíneo-lenhosa (campo limpo e pedregoso).","MBM406674","MBM406674",NA,"2016","11","22","-50.12","-24.737222","980","980",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:17:07-03","MBM","MBM","417665","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Demateis, M.","Ferrucci, M.S.; Dematteis, M.; Lattar, E.; Ávalos, A.; Brem, M.C.; Dematteis, M.; Lattar, E.; Ávalos, A.; Brem, M.C.","3175","2014","12","13","Southern America","Argentina","Entre Rios","Colón","Parque Nacional El Palmar","-58.24075","-31.891528",NA,"Planta erecta. capítulos amarillos.; Palmar de Butia yatay.","MBM417665",NA,NA,"2014",NA,NA,"-58.24075","-31.891528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:17:07-03","MBM","MBM","32570","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Zardini, E.","Hatschbach, G.","35458","1974","11","13","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Samambaia.","-49.7057991027832","-24.2511005401611",NA,"Flores amarelas.; Do campo, p#?#roximo aos afloramentos de arenito.","MBM032570",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"60","2020-12-21 16:17:07-03","MBM","MBM","87578","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Hatschbach, G.","Hatschbach, G.","47339","1984","01","11","Southern America","Brazil","Paraná","Palmeira","Rio Capivara","-50.0064010620117","-25.4293994903564",NA,"Capítulos amarelos.Raro.; Campo Limpo, junto a afloramentos de arenito.","MBM087578",NA,NA,"1984","02",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"61","2020-12-21 16:17:07-03","MBM","MBM","83121","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Pedersen, T.M.","Pedersen, T.M.","12612","1979","12","02","Southern America","Brazil","Rio Grande do Sul","São Lourenço do Sul",NA,"-51.9782981872559","-31.3652992248535",NA,"Steep eroded banke.","MBM083121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48842","auto",NA,NA,NA,NA
"62","2017-11-29 11:31:50-02","MNHN","RECOLNAT_MNHN_P","P00703679","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Le Bras","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Grande Sur",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703679' target='other'> <mi>dwc_moreinfo</mi></a>","P00703679","P00703679_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-09-28 07:47:30-03","MNHN","RECOLNAT_MNHN_P","P00703680","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Roque","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Grande Sur",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703680' target='other'> <mi>dwc_moreinfo</mi></a>","P00703680","P00703680_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-09-28 07:48:10-03","MNHN","RECOLNAT_MNHN_P","P00703681","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Bourguignon","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Montevideo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703681' target='other'> <mi>dwc_moreinfo</mi></a>","P00703681","P00703681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2014-01-08 15:34:02-02","MNHN","RECOLNAT_MNHN_P","P00703682","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Bourguignon","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Montevideo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703682' target='other'> <mi>dwc_moreinfo</mi></a>","P00703682","P00703682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-11-29 11:31:50-02","MNHN","RECOLNAT_MNHN_P","P00703683","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Grande Sur",NA,NA,"hb","n°3129 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703683' target='other'> <mi>dwc_moreinfo</mi></a>","P00703683","P00703683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-11-29 11:31:50-02","MNHN","RECOLNAT_MNHN_P","P00703684","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Grande Sur",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703684' target='other'> <mi>dwc_moreinfo</mi></a>","P00703684","P00703684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2014-01-08 15:34:02-02","MNHN","RECOLNAT_MNHN_P","P00703685","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Rio Grande",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703685' target='other'> <mi>dwc_moreinfo</mi></a>","P00703685","P00703685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-04 06:04:15-03","MNHN","RECOLNAT_MNHN_P","P02481044","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Glaziou, A.",NA,"1892","5","9",NA,"Brasil","Minas Gerais",NA,"Brésil. Entre Ouro Preto et Rodrigo Silva. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481044' target='other'> <mi>dwc_moreinfo</mi></a>","P02481044","P02481044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19490",NA,NA,NA
"70","2015-09-04 06:04:15-03","MNHN","RECOLNAT_MNHN_P","P02481048","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Glaziou, A.",NA,"1892","5","9",NA,"Brasil","Minas Gerais",NA,"Brésil: Entre Ouro Preto et Rodrigo Silva. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481048' target='other'> <mi>dwc_moreinfo</mi></a>","P02481048","P02481048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19490",NA,NA,NA
"71","2015-09-04 06:04:15-03","MNHN","RECOLNAT_MNHN_P","P02481054","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Rambo, B.",NA,"1948","12","27",NA,"Brasil","Rio Grande do Sul",NA,"Morro da Polcicia. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481054' target='other'> <mi>dwc_moreinfo</mi></a>","P02481054","P02481054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39213",NA,NA,NA
"72","2015-09-04 06:04:15-03","MNHN","RECOLNAT_MNHN_P","P02481051","PreservedSpecimen",NA,NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Hatschbach, G.",NA,"1974","11","13",NA,"Brasil","Paraná","Jaguariaíva","Rio Samambaia, campo próximo aos afloramentos de arenito. Jaguariaíva, Paraná, Sul, Brasil, América do Sul","-49.7057991027832","-24.2511005401611","hb",". . Novo para o Paraná <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481051' target='other'> <mi>dwc_moreinfo</mi></a>","P02481051","P02481051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto","35458",NA,NA,NA
"73","2012-01-10 15:28:00-02","MO","MOBOT","100440138","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","E. Urtubey","Estrella Urtubey|E.M. Baztarrica","Urtubey 381","2008","12","7","South America","Argentina","Entre Ríos","Colón","P.N. El Palmar.","-58.24","-35.8861111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA
"74","2012-01-10 15:35:00-02","MO","MOBOT","100440145","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","E. Urtubey","Estrella Urtubey|E.M. Baztarrica","Urtubey 340","2008","1","8","South America","Uruguay","Montevideo",NA,"Cerro de Montevideo.","-56.2666667","-34.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA
"75","2014-02-11 10:18:00-02","MO","MOBOT","100670948","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Tod F. Stuessy|Liliana Katinas","Stuessy 12820","1993","2","9","South America","Uruguay","Maldonado",NA,"Punta Ballena (La Bellena), about 1/2 distance from Piriápolis and Punta del Este (ca. 28 km E of Piriápolis).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA
"76","2014-02-14 09:47:00-02","MO","MOBOT","100672190","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Tod F. Stuessy|Liliana Katinas","Stuessy 12810","1993","2","9","South America","Uruguay","Maldonado",NA,"Cerro San antonio, just above Puerto San antonio, 0.9 km SE of Piriápolis (jct. rd. to Punta del Este).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA
"77","2017-06-05 15:59:00-03","MO","MOBOT","100974754","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","P.L. Ferreira","Pablo M. Simón","Simón 88","1998","12","21","South America","Argentina","Entre Ríos","Colón","Paraje La Calera, márgenes del Río Uruguay, desembocadura del arroyo Perucho Verna en Río Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"78","2018-04-24 14:52:00-03","MO","MOBOT","101041238","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","M. Dematteis","M. Silvia Ferrucci|Massimiliano Dematteis|E.C. Lattar|et al.","Ferrucci 3196","2014","12","14","South America","Argentina","Entre Ríos","Colón","Parque Nacional El Palmar.","-58.2727778","-31.8855555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2015-02-21 21:45:00-02","MO","MOBOT","2458722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Marcos Sobral","Sobral 3558","1984",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Viamão. Itapoã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-01-10 15:37:00-02","MO","MOBOT","100440143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","E. Urtubey","Estrella Urtubey|E.M. Baztarrica","Urtubey 342","1963","1","9","South America","Uruguay","Lavalleja",NA,"R7 entre cerro Colorado y Batlle y Ordoñez (a 8 km).","-58","-33.0166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.00000000",NA,NA,NA,NA,NA,NA,"1",NA,NA
"81","2020-08-31 08:53:08-03","INPA","INPA","126760","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Hatschbach, GG","Hatschbach, GG","s.n.","1984","01","11","Southern America","Brasil","Paraná","Palmeira","Rod. BR-277. 2 km. N do rio Capivara. Campo limpo, junto a afloramentos de arenito.","-50.0064010620117","-25.4293994903564",NA,NA,"INPA0126760","INPA0126760 INPA0126760_e",NA,"1984","02",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA
"82","2020-06-25 16:06:07-03","FUVATES","HVAT","5486","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","G. Heiden","E. Freitas","1147","2017","10","13",NA,"Brasil","Rio Grande do Sul","Alegrete","Cerro do tigre, encosta do cerro, na frente da ponte de pedra.","-55.363889","-29.646944",NA,"Herbácea; Encosta pedregosa de um cerro.","HVAT00005486",NA,NA,"2017","12","01","-55º21'50''W","-29º38'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-01-26 14:12:26-03","CPACT","ECT","3277","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","L.B.Barcelos","L.B.Barcelos; G.Heiden | D.R.Vahl | G.L.klasen","37","2016","12","14",NA,"Brasil","Rio Grande do Sul","Tapes","Butiazal. Fora das áreas de monitoramento. Habitat em campo sujo.","-51.350833","-30.531944",NA,NA,"ECT0003277","ECT0003277",NA,"2017","01","10","51º21'3''W","30º31'55''S","42","42",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-01-26 14:12:26-03","CPACT","ECT","844","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","G.Heiden","G.Heiden; B.F.P.Loeuille | C.T.Oliveira | C.M.Siniscalchi","2008","2012","10","25",NA,"Brasil","Rio Grande do Sul","Alegrete","Estância Cerro do Tigre. Cerro da Ponte. Campos de clima temperado (pampas), em área de solo arenoso no contato entre afloramentos rochosos basálticos e areníticos. Nome comum: botão-de-ouro.","-55.394444","-29.663333",NA,NA,"ECT0000844","ECT0000844",NA,"2012","10","25","55º23'40''W","29º39'48''S","141","141",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3712322","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"R. Brescia, P. Izaguirre & E. H. Marchesi","s.n.","1980","1","10","South America","Uruguay","Cerro Largo",NA,"Sierra de Rios",NA,NA,NA,NA,"US01909299","US01909299_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"86","2020-09-12 05:00:02-03","US","US","3685976","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"T. Stuessy & L. Katinas","12810","1993","2","9","South America","Uruguay","Maldonado",NA,"Cerro San Antonio, just above Puerto San Antonio, 0.9 km SE of Piriapolis (jct. rd ro Punta del Este). Hill of Brazilian Massive rock above beach on Rio Plata",NA,NA,NA,NA,"US01616096","US01616096_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","1098571","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"C. Osten","5668","1912","1","7","South America","Uruguay","Maldonado",NA,"Piriapolis, in collibus saxosis, Cerro Jugles [interpreted]",NA,NA,NA,NA,"US01616095",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"88","2020-09-12 05:00:02-03","US","US","3712316","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"J. M. Bonifacino","s.n.","1996","1","19","South America","Uruguay","Maldonado",NA,"Sirra de las Animas",NA,NA,NA,NA,"US01909293",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"89","2020-09-12 05:00:02-03","US","US","2839436","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"G. Hatschbach","35458","1974","11","13","South America","Brazil","Paraná",NA,"Rio Samambaia (mun. Jaguariaiva)",NA,NA,NA,NA,"US01616100","US01616100_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"90","2020-09-12 05:00:02-03","US","US","2717532","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Del Puerto","3867/4348","1964","12","23","South America","Uruguay","Maldonado",NA,"Sierra Ballena",NA,NA,NA,NA,"US01616088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"91","2020-09-12 05:00:02-03","US","US","3119095","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"G. Hatschbach","47339","1984","1","11","South America","Brazil","Paraná",NA,"Rod. BR-277, 2 km N do rio Capivara (mun. Palmeira)",NA,NA,NA,NA,"US01616099","US01616099_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"92","2020-09-12 05:00:02-03","US","US","2909273","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"B. Rambo","38950","1948","12","18","South America","Brazil","Rio Grande do Sul",NA,"Rio Grande do Sul, prope Itapoan, Canje [unsure placement]",NA,NA,NA,NA,"US01616098","US01616098_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"93","2020-09-12 05:00:02-03","US","US","1875057","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Rosengurtt","B4507","1943","2","9","South America","Uruguay","Maldonado",NA,"Punta Ballena, Bosque Lussich, en campos rocosos",NA,NA,NA,NA,"US01616090",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"94","2020-09-12 05:00:02-03","US","US","3712320","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"D. Bayce, P. Davies, E. Rabaiotti & H. Russell","s.n.","1991","11","14","South America","Uruguay","San José",NA,"Balneario Kiyu al E",NA,NA,NA,NA,"US01909297",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"95","2020-09-12 05:00:02-03","US","US","3685975","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"T. Stuessu & L. Katinas","12820","1993","2","9","South America","Uruguay","Maldonado",NA,"Punta Ballena (La Bellena), about ½ distance from Piriapolis and Punta del Este (ca. 28 km E of Piriapolis),",NA,NA,NA,NA,"US01616097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"96","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Bonifacino, José M.","V. A. Funk, J. M. Bonifacino, L. Katinas, N. Roque & G. Sancho","12731","2009","12","4","South America","Uruguay","Maldonado","Piriapolis","Cerro San Antonio","-55.2753","-34.8781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
