"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","preparationType","occurrenceRemarks","barcode","imagecode","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"96","2019-11-21 14:54:20-03","UFJF","CESJ","8362","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","L. Krieger","CESJ8362","1970","05","América do Sul","Brasil","Minas Gerais","Rezende Costa",NA,NA,"CESJ008362",NA,NA,"Lugares úmidos (brejo), entre outras vegetações viçosas.","-44.2374992370605","-20.9221992492676",NA,NA,NA,NA,"29517","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 14:54:20-03","UFJF","CESJ","36807","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Turma: BOT III 2º semestre 1993","s.n.","1993","10","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"Trofófilo verde, esporófito marrom (aparentando morte de algumas frondes).","CESJ036807",NA,"12","UFJF, Barranco da Faculdade de Comunicação.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 14:54:20-03","UFJF","CESJ","29968","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","R.F. Novelino","s.n.","1993","09","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,NA,"CESJ029968",NA,"11","UFJF, Centro Olímpico. Próximo à mina. Local bastante úmido.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 14:54:20-03","UFJF","CESJ","52293","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","F.S. Souza; D. Monteiro; J.A. Oliveira","621","2008","10","América do Sul","Brasil","Minas Gerais","Lima Duarte",NA,"Terrestre no interior de mata.","CESJ052293",NA,"25","Fazenda Serra Negra","-43.793098449707","-21.8425006866455",NA,NA,NA,"F.S. Souza","30417","auto","2009","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-06-30 18:33:22-03","UFJF","CESJ","27582","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","C.G Xavier; P.B. Pita","2","1994","10","América do Sul","Brasil","Minas Gerais","Lima Duarte",NA,"Mesófila, heliófita, infrequente, sobre húmus, terrestre, hábito herbáceo, indivíduos esparsos, fértil.","CESJ027582",NA,"22","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"R.F. Novelino","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-06-30 18:33:22-03","UFJF","CESJ","13634","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","L. Krieger","CESJ13634","1975","07","América do Sul","Brasil","Minas Gerais","Lima Duarte",NA,"Perto de blocos de arenito, entre capim. Frondes estéreis e férteis diferentes. Ocorrente.","CESJ013634",NA,"04","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"A. Salino","30417","auto","2002","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 14:54:29-03","UFJF","CESJ","69500","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","A. Stival-Santos; E. Legal; S. Silveira","2384","2010","04","América do Sul","Brasil","Santa Catarina","Angelina",NA,"Florística IFFSC 349 (Erva Terrícola). Floresta Ombrófila Densa. Estádio sucessional avançado. Erva terrícola, no entorno do fragmento.","CESJ069500",NA,"06","Linha do Chaves","-48.96","-27.54","718","718",NA,"V.A.O. Dittrich",NA,NA,"2017","08","-48.96","-27.54",NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 14:54:29-03","UFJF","CESJ","69645","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","F. Gonzatti; E. Valduga","1780","2015","04","América do Sul","Brasil","Rio Grande do Sul","Osório",NA,"campo úmido em sucessão","CESJ069645",NA,"19","Estrada entre RS030 e Lagoa do Horácio","-50.215744","-29.915","3","3",NA,"V.A.O. Dittrich",NA,NA,"2017","08","-50.215744","-29.915",NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 14:54:29-03","UFJF","CESJ","72466","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","F. Gonzatti; E. Valduga","3257","2017","01","América do Sul","Brasil","Rio Grande do Sul","Morrinhos do Sul",NA,"erva ereta em moitas de vegetação campestre. Junto à banhado e regato de altitude. Campos do alto da Tajuva. Ao sol.","CESJ072466",NA,"14",NA,"-49.985653","-29.385436","900","900",NA,"V.A.O. Dittrich",NA,NA,"2019","04","-49.985653","-29.385436",NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 14:54:29-03","UFJF","CESJ","62580","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","D.R. Gonzaga; P.N.Gonzaga","196","2013","03","América do Sul","Brasil","Minas Gerais","Barbacena",NA,"Erva ca. 40cm;","CESJ062580",NA,"29","Mata do Sítio Rancho Novo, Interior de mata.","-43.7736015319824","-21.2257995605469",NA,NA,NA,"V.A.O. Dittrich","27982","auto","2017","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-01-09 19:22:38-03","UFJF","CESJ","20865","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","W. Hoehne","858","1941","12","América do Sul","Brasil","São Paulo","São Paulo",NA,"Brejo.","CESJ020865",NA,"02","Campo Congonhas","-46.6300010681152","-23.5400009155273",NA,NA,NA,"V.A.O. Dittrich","53584","auto","2020","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-04-07 11:48:04-03","UFMS","CGMS","68747","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","V.J. Pott; A. Pott","12453","2017","09",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"Fértil. Habitat: Campo úmido de vereda com buriti (Mauritia flexuosa) e veios d#?#água. Solo hidromórfico, orgânico. Relevo encosta intermediária de ondulado. Habito: Erva aquática emergente, 25-35 cm de altura. Ocasional.","CGMS1101705",NA,"11","Rancho WN (Waldir Neves). A norte do açude grande com aterro.","-54.5088889","-20.5625","593","593",NA,NA,NA,NA,"2020",NA,"-54,5088889","-20,5625",NA,NA,NA,NA,NA,NA,NA
"108","2021-04-07 11:48:04-03","UFMS","CGMS","68797","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo","11558","2004","03",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul",NA,"Habitat: Campo úmido de gramíneas ( Habito: Erva ereta, rizomatosa. Freqüente.","CGMS1101755",NA,"29","Nascente do Pouso Frio (Cabeceira do Aporé ou Rio do Peixe).","-52.8505556","-18.6605556","800","800",NA,NA,NA,NA,"2020",NA,"-52,8505556","-18,6605556",NA,NA,NA,NA,NA,NA,NA
"109","2021-04-07 11:48:04-03","UFMS","CGMS","5923","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","U.M. Resende",NA,"1997","08",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"Habitat: Periferia de Vereda. Habito: Herbácea, associada a gramíneas.","CGMS1017209",NA,"19","Estância São Luiz.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"161190","auto","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:43:57-03","UNICAMP","UEC","17929","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Davis, PH; Giulietti, AM; et al.","D60497","1976","09",NA,"Brazil","São Paulo",NA,NA,"Unicate.; Rain forest, at margin.","UEC076374","UEC076374","03","Near Paranapiacaba, On Santos - Santo André Road.",NA,NA,"800","800",NA,"Salino, A",NA,NA,"1991","11",NA,NA,NA,"21",NA,NA,NA,NA,NA
"111","2021-03-01 16:43:57-03","UNICAMP","UEC","63382","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Ferreira, CN","s.n.","1987","11",NA,"Brazil","Minas Gerais","Moeda",NA,"Herbácea.; Barranco úmido.","UEC076375","UEC076375","15","Serra da Moeda, 10m da estrada da moeda.","-43.966667","-20.25","1500","1500",NA,"Prado, J",NA,NA,"2009","08","-43.966667","-20.25",NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:43:57-03","UNICAMP","UEC","55846","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Salimena-Pires, FR","25","1979","09",NA,"Brazil","Minas Gerais","Juiz de Fora",NA,"Em encosta ensolarada e úmida, entre outras plantas.","UEC076371","UEC076371",NA,NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"Krieger, L","36144","auto","1980","08",NA,NA,NA,"10",NA,NA,NA,NA,NA
"113","2021-03-01 16:43:57-03","UNICAMP","UEC","58489","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Salino, A","855","1989","11",NA,"Brazil","Paraná","Morretes",NA,"No alto da serra.&nf;Barranco, entre gramíneas.","UEC076372","UEC076372","26","Serra da Graciosa, Ao lado da estrada.","-48.834400177002","-25.476900100708","900","900",NA,"Salino, A","30514","auto","1989","12",NA,NA,NA,"07",NA,NA,NA,NA,NA
"114","2021-03-01 16:43:57-03","UNICAMP","UEC","61595","S","Plantae","Pteridophyta",NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Salino, A","933","1991","07",NA,"Brazil","São Paulo","Brotas",NA,"Terrestre. &nf;Pouco frequente.; Ao lado de brejo, junto a caminho, entre gramíneas e em locais mais abertos da mata, próximo a borda.","UEC076373","UEC076373","14","Viveiro Municipal de Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Salino, A","26585","auto","1991","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-08-20 10:28:58-03","UNICAMP","UEC","112269","S","Plantae","Pteridophyta",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R","124","2000","03",NA,"Brazil","São Paulo","Itararé",NA,NA,"UEC050919","UEC050919",NA,"Fazenda Ripasa","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Salino, A","27729","auto","2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-19 14:09:03-03","UFRPE","PEUFR","1694","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","I.B. Pontual","146","1966","01",NA,"Brasil","Goiás","Águas-Emendadas",NA,"Planta vivendo presa ao solo; pecíolo da fronde prato, liso","PEUFR001694",NA,"26",NA,NA,NA,NA,NA,NA,"A. Sehnem",NA,NA,"1966","09",NA,NA,NA,"20",NA,NA,NA,NA,NA
"117","2020-03-12 10:29:28-03","UFOP","OUPR","11557","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Brejo. Ex Herbario Escola de Minas No. 375.",NA,NA,NA,"Serra do Caraça",NA,NA,NA,NA,NA,"Smith-Braga, N.S.",NA,NA,"2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"118","2020-03-12 10:29:28-03","UFOP","OUPR","11559","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,"Ex Herbario Escola de Minas No. 115.",NA,NA,NA,"Campo de São João",NA,NA,NA,NA,NA,"Smith-Braga, N.S.",NA,NA,"2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"119","2020-03-12 10:29:28-03","UFOP","OUPR","11561","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","s.col.","s.n.",NA,NA,NA,"Indisponível",NA,NA,NA,"Ex Herbario da Escola de Farmacia Ouro Preto No. 3676.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith-Braga, N.S.",NA,NA,"2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"120","2020-03-12 10:29:29-03","UFOP","OUPR","22263","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Rochelle, A.L.C.","s.n.","2002","12",NA,"Indisponível",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,"Smith-Braga, N.S.",NA,NA,"2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"121","2020-03-12 10:29:29-03","UFOP","OUPR","11569","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Machado, N.O.","s.n.","1936",NA,NA,"Brasil","Minas Gerais","Itabira",NA,"Herva. Terreno pedregoso. Ex Herbário José Badini Ouro Preto No. 213. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 213.",NA,NA,NA,NA,"-43.2268981933594","-19.6191997528076",NA,NA,NA,"Smith-Braga, N.S.","33779","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"122","2020-03-12 10:29:28-03","UFOP","OUPR","11556","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1974","04",NA,"Brasil","Minas Gerais","Mariana",NA,"Erva. Brejo. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 26008.",NA,NA,"04","Fazenda Macaquinhos","-43.4160995483398","-20.377799987793",NA,NA,NA,"Smith-Braga, N.S.","33524","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"123","2020-03-12 10:29:29-03","UFOP","OUPR","11565","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1974","11",NA,"Brasil","Minas Gerais","Mariana",NA,"Brejo. Ex Herbário Escola de Minas No. 4691.",NA,NA,"26","Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"Smith-Braga, N.S.","33524","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"124","2020-03-12 10:29:29-03","UFOP","OUPR","11564","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.; Zurlo, M.A.","s.n.","1971",NA,NA,"Brasil","Minas Gerais","Mariana",NA,"Erva. Campos úmidos. Ex Herbário da Escola de Farmácia e Bioquímica de Ouro Preto No. 19366.",NA,NA,NA,"Santa Rita Durão","-43.4160995483398","-20.377799987793",NA,NA,NA,"Smith-Braga, N.S.","33524","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"125","2020-03-12 10:29:29-03","UFOP","OUPR","11568","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1934",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Herva. Terreno pedregoso. Ex Herbário de José Badini Ouro Preto No. 130.",NA,NA,NA,"Águas Férreas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"126","2020-03-12 10:29:28-03","UFOP","OUPR","11555","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1982","10",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Erva. Brejo. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 26144.",NA,NA,"04","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"127","2020-03-12 10:29:29-03","UFOP","OUPR","11566","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1987","09",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Erva. Brejo. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 27017.",NA,NA,"07","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"128","2019-12-18 15:50:54-03","UFOP","OUPR","11562","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.; Clemen & Silva, J.L.","s.n.","1977","07",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Erva. Brejo no campo. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 24034.",NA,NA,"19","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"129","2020-03-12 10:29:28-03","UFOP","OUPR","11558","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.; Machado, C.M.C. & Silva, J.L.","s.n.","1977","07",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Erva. Brejo no campo. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 24030.",NA,NA,"19","Colégio Dom Bosco","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"130","2020-03-12 10:29:28-03","UFOP","OUPR","11560","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1940",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Herva. Campo. Ex Herbario da Escola de Pharmacia Ouro Preto No. 2544.",NA,NA,NA,"Morro do Cruzeiro","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"131","2020-03-12 10:29:29-03","UFOP","OUPR","17177","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Rolim, L.B.","s.n.","2004","03",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Terrestre. Local alagado.",NA,NA,"24","Parque Estadual do Itacolomi, Captação d'água","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"132","2019-12-18 15:50:54-03","UFOP","OUPR","32648","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Jascone, C.E.; Casarino, J.E.; Silva, J.L. & Mynssen, C.M.","403","2005","06",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Erva terrestre em grupo, em barranco seco, heliófila.",NA,NA,"09","Parque Estadual do Itacolomi, Estrada do Cibrão.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"133","2020-03-12 10:29:28-03","UFOP","OUPR","11563","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1936",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Erva. Terreno pedregoso. Ex Herbário da Escola Federal de Farmácia e Bioquímica de Ouro Preto No. 308.",NA,NA,NA,"Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"134","2020-03-12 10:29:29-03","UFOP","OUPR","11567","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Badini, J.","s.n.","1936",NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"Herva. Terreno pedregoso. Ex Escola de Pharmacia Ouro Preto No. 1583.",NA,NA,NA,"Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Smith-Braga, N.S.","44599","auto","2019","12",NA,NA,NA,"02",NA,NA,NA,NA,NA
"135","2020-01-24 17:51:18-03","PUCRS","MPUC","21220","S","Plantae",NA,"Polypodiales","Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch",NA,NA,"1994","09","South America","Brasil","RS","Quaraí",NA,NA,NA,NA,"19","Cerro do Jarau","-56.5391666667","-30.1725",NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,"-56.5391666667","-30.1725000000",NA,NA,NA,"241","241","1",NA
"136","2020-10-14 10:05:45-03","FURB","FURB","39782","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Gasper, A.L. de; Carneiro, F.E.","3053","2012","12",NA,"Brasil","Santa Catarina","Jaraguá do Sul",NA,NA,"FURB11242","FURB11242","11","Estrada para as Minas de Caulin.","-49.2022222","-26.2566667","1020","1020",NA,"Della, A.P.",NA,NA,"2020","01","-49.2022222","-26.2566667",NA,"30",NA,NA,NA,NA,NA
"137","2020-02-27 12:52:08-03","FURB","FURB","51762","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Funez, L.A.","5698","2016","11",NA,"Brasil","Santa Catarina","Rio dos Cedros",NA,NA,"FURB51762","FURB51762","28","Cachoeira Formosa.","-49.3711111","-26.5586111","747","747",NA,"Della, A.P.",NA,NA,"2020","01","-49.3711111","-26.5586111",NA,"30",NA,NA,NA,NA,NA
"138","2020-10-14 10:05:45-03","FURB","FURB","62486","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Kassner-Filho, A.","4653","2019","02",NA,"Brasil","Santa Catarina","Bom Retiro",NA,NA,"FURB62486","FURB62486","09","Serra do Panelão. Serra do Panelão.","-49.5905555","-27.9005556",NA,NA,NA,"Della, A.P.",NA,NA,"2020","01","-49.5905555","-27.9005556",NA,"30",NA,NA,NA,NA,NA
"139","2020-10-14 10:05:45-03","FURB","FURB","64454","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","lomariacea","Doryopteris lomariacea","Klotzsch","Caxambu, M.G.; Siqueira, E.L.; Santos, T.M.; Barbieri, L.","8284","2018","04",NA,"Brasil","Paraná","Reserva do Iguaçu",NA,"Palustre, heliófita, folhas dimórficas Habitat: Vegetação com formação pioneira, com influência flúvio-lacustre (várzeas) Habito: Erva","FURB64454","FURB64454","27","Estação Ecológica Municipal Francisco Paschoeto. Relevo ondulado.","-51.8577778","-25.8577778","1147","1147",NA,"Caxambu, M.G.",NA,NA,"2018","05","-51.8577778","-25.8577778",NA,"18",NA,NA,NA,NA,NA
"140","2020-10-14 10:05:46-03","FURB","FURB","20452","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","Korte, A.; Kniess, A.","1104","2009","11",NA,"Brasil","Santa Catarina","Alfredo Wagner",NA,"Florística IFFSC 310 (Erva Terrícola) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;","FURB00280","FURB00280","28","Soldadinho.","-49.4108333","-27.6291667","772","772",NA,"Gasper, AL de",NA,NA,"2011","01","-49.4108333","-27.6291667",NA,"26",NA,NA,NA,NA,NA
"141","2020-10-14 10:05:46-03","FURB","FURB","23563","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","Stival-Santos, A.; Legal, E. & Silveira, S.","2384","2010","04",NA,"Brasil","Santa Catarina","Angelina",NA,"Florística IFFSC 349 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: erva terrícola;","FURB00279","FURB00279","06","Linha do Chaves.","-48.96","-27.54","718","718",NA,"Dittrich, V.A.O.",NA,NA,"2017","08","-48.9600000","-27.5400000",NA,"16",NA,NA,NA,NA,NA
"142","2020-10-14 10:05:46-03","FURB","FURB","48393","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","Schwirkowski, P.","1009","2015","02",NA,"Brasil","Santa Catarina","São Bento do Sul",NA,NA,"FURB48393","FURB48393","07",NA,"-49.2166667","-26.2927777","948","948",NA,NA,NA,NA,"2015","03","-49.2166667","-26.2927777",NA,"07",NA,NA,NA,NA,NA
