"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","imagecode","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"50","2021-02-11 17:18:51-03","UFPR","UPCB","67636","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Sodré, R.C.","Rigon, J.","51","2009","10","09",NA,"Brasil","Paraná","Piraquara","Várzea do Rio Piraquara. Campos de Inundação.","-49","-25.5",NA,NA,NA,"Erva, ca. 90cm, flores brancas unissexuais (plantas monóicas) em campo úmido..",NA,NA,NA,NA,NA,NA,"-49","-25.5","2020","02","04",NA,NA,NA
"51","2021-02-11 17:18:51-03","UFPR","UPCB","20142","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Ginzbarg, S.","673","1988","02","11",NA,"Brasil","Paraná","Balsa Nova","BR277, ca. 40 km ao oeste de Curitiba","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-11 17:18:51-03","UFPR","UPCB","20141","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Ginzbarg, S.","689","1988","02","11",NA,"Brasil","Paraná","Porto Amazonas","ca. 50 km ao O. de Curitiba, ca. 3 km ao S. do entroncamento entre BR277 e BR376","-49.8903007507324","-25.5447006225586",NA,NA,NA,"Rastejante, meia sombra. Borda de capão..",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:18:51-03","UFPR","UPCB","20139","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Ginzbarg, S.","687","1988","02","11",NA,"Brasil","Paraná","Porto Amazonas","ca. 50 km ao O. de Curitiba, ca. 3 km ao S. do entroncamento entre BR277 e BR376","-49.8903007507324","-25.5447006225586",NA,NA,NA,"Capão limpo..",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:18:51-03","UFPR","UPCB","1638","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Sodré, R.C.","Hatschbach, G.","5054",NA,NA,NA,NA,"Brasil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Erva, 50cm, flor alvescente. Borda da mata ciliar com o campo..",NA,"49965","auto",NA,NA,NA,NA,NA,"2020","02","04",NA,NA,NA
"55","2009-08-23 08:48:00-03","MO","MOBOT","2453135","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"Lyman B. Smith|Roberto M. Klein","Smith 13608","1964","12","4","South America","Brazil","Santa Catarina",NA,"Água Doce. 15-19 km S of Horizonte (Paraná)",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2011-04-09 06:31:00-03","MO","MOBOT","2453152","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"Alicia Lourteig","Lourteig 2246","1967","12","16","South America","Brazil","Santa Catarina",NA,"Lajes. Indios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2012-04-24 11:40:00-03","MO","MOBOT","2935441","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","S. Ginzbarg","Per Dusén","Dusén 1073a","1914","10","8","South America","Brazil","Paraná",NA,"Serrinha, in campo.",NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2016-11-15 05:15:00-02","MO","MOBOT","2935525","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","R.L. Liesner","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 40840","1987","1","15","South America","Brazil","Paraná",NA,"Vila Velha. En campo borde qurbrada boscosa con Araucaria. Postrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2018-06-22 05:25:00-03","MO","MOBOT","2935629","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","S.F. Smith","Pe. Raulino Reitz|Roberto M. Klein","Reitz 17592","1965",NA,NA,"South America","Brazil","Paraná",NA,"8 km ao oeste de Guarapuava, Guarapuava, Campo.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-08-31 09:02:18-03","INPA","INPA","88021","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Sodré, RC","Hatschbach, GG","41170","1978","02","27","Southern America","Brasil","Paraná","Almirante Tamandaré","Juruqui.","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"INPA0088021","18684","auto","INPA0088021 INPA0088021_e",NA,NA,NA,NA,"2018","05","21",NA,NA,NA
"61","2020-06-15 15:30:25-03","UNESP-RC","HRCB","44920","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Mill. Arg.","R.C. Sodré","Pivetta","566","1956","02","19",NA,"Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867","500","500",NA,"erva perene, flor branca",NA,"15366","auto",NA,NA,NA,NA,NA,"2019","02","07",NA,NA,NA
"62","2020-06-15 15:30:25-03","UNESP-RC","HRCB","44919","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Mill. Arg.","R.C. Sodré","Pivetta","568","1954","02","19",NA,"Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867","500","500",NA,"erva perene, flor branca",NA,"15366","auto",NA,NA,NA,NA,NA,"2019","02","07",NA,NA,NA
"63","2020-06-15 15:30:25-03","UNESP-RC","HRCB","44918","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Mill. Arg.","R.C. Sodré","Pivetta","567","1954","02","19",NA,"Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867","500","500",NA,"erva perene, flor roxa",NA,"15366","auto",NA,NA,NA,NA,NA,"2019","02","07",NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","2688665","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"G. Hatschbach","17434","1967","10","11","South America","Brazil","Paraná",NA,"Passo do Pupo (Mun. G. Grossa)",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01245212",NA,NA,"US01245212_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","2269294","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"L. B. Smith & R. Reitz","9188","1956","12","24","South America","Brazil","Santa Catarina",NA,"Mun. Joaçaba: Campo, bog, and pinheiral, campos of Palmas, 52-77 km west of Caçador",NA,NA,"1000","1300",NA,"Transcribed by digital volunteers","US01245205",NA,NA,"US01245205_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","2573373","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"R. M. Klein & L. B. Smith","13608","1964","12","5","South America","Brazil","Santa Catarina",NA,"Mun. Agua Doce: campo, Campos de Palmas, 15-19 km south of Horizonte (Paraná)","-51.62","-26.73","1100","1200",NA,"Transcribed by digital volunteers","US01245208",NA,NA,"US01245208_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","1570529","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"Dusen, --","3420","1903",NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01245202",NA,NA,"US01245202_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","2104732","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"G. Hatschbach","I082",NA,NA,NA,"South America","Brazil","Paraná",NA,"Rio Barigui",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01245210",NA,NA,"US01245210_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2169664","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"G. Hatschbach","3423","1956","11","27","South America","Brazil","Paraná",NA,"Mun. Campo Largo. Loc. Bugre",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01245213",NA,NA,"US01245213_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","2269318","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"L. B. Smith, R. Reitz & O. Sufridini","9356","1956","12","27","South America","Brazil","Santa Catarina",NA,"Mun. Chapeco: Campo, Fazenda Campo Sao Vicente, 24 km west of Campo Ere",NA,NA,"900","1000",NA,"Transcribed by digital volunteers","US01245204",NA,NA,"US01245204_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","2573375","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"L. B. Smith & R. M. Klein","13021","1964","11","8","South America","Brazil","Santa Catarina",NA,"Mun. Irani: Dry Field Campo de Irani","-51.83","-26.95","700","900",NA,"Transcribed by digital volunteers","US01245206",NA,NA,"US01245206_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","2269643","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"L. B. Smith & R. Klein","11448","1957","2","19","South America","Brazil","Santa Catarina",NA,"Mun. Abelardo Luz: Campo, 9 km north of Abelardo Luz",NA,NA,"500","600",NA,"Transcribed by digital volunteers","US01245207",NA,NA,"US01245207_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","2269333","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"L. B. Smith, R. Reitz & O. Sufridini","9483","1956","12","26","South America","Brazil","Santa Catarina",NA,"Mun. Chapeco: Campo, bog, Fazenda Campo Sao Vicente, 24 km west of Campo Ere",NA,NA,"900","1000",NA,"Transcribed by digital volunteers","US01245201",NA,NA,"US01245201_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US","2438381","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"E. Pereira","5427","1960","2","23","South America","Brazil","Paraná",NA,"Campo Largo, Serra S. Luiz de Puruna",NA,NA,"1200",NA,NA,"Transcribed by digital volunteers","US01245203",NA,NA,"US01245203_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"75","2020-09-12 05:00:02-03","US","US","2573230","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"P. Reitz & Klein, --","17592","1965","12","14","South America","Brazil","Paraná",NA,"8 km ao oeste de Guarapuava, Guarapuava",NA,NA,"1100",NA,NA,"Transcribed by digital volunteers","US01245211",NA,NA,"US01245211_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"76","2020-09-12 05:00:02-03","US","US","2573349","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.",NA,"R. M. Klein & L. B. Smith","13736","1964","12","7","South America","Brazil","Santa Catarina",NA,"Mun. Campo Ere: 6 km west of Campo Eré,","-53.1","-26.37","900","1000",NA,"Transcribed by digital volunteers","US01245209",NA,NA,"US01245209_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2014-04-04 18:27:11-03","PNFM","IRAI","5225","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Ristow, R.","Ristow, R.","2013","2011","12","29",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.000722","-25.240861","920","920",NA,"Herbácea, prostrada, caule e folha pilosos, flor creme. Campo limpo seco","IRAI00005225",NA,NA,NA,NA,NA,"-50.000722","-25.240861","2012","01","05",NA,NA,NA
"78","2014-04-04 18:27:11-03","PNFM","IRAI","6614","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Barbosa, E.","May, D.","s.n.","2012","11","07",NA,"Brasil","Paraná","Lapa","Reserva Particular do Patrimônio Natural Uru","-49.689472","-25.814722","830","830",NA,"Herbácea, folhas pilosas. Campo limpo seco","IRAI00006614",NA,NA,NA,NA,NA,"-49.689472","-25.814722","2012","11","19",NA,NA,NA
"79","2014-04-04 18:27:11-03","PNFM","IRAI","1237","S","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Cordeiro, J.; Canestraro, B.K.","Ristow, R.","262","2009","10","10",NA,"Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.177611","-25.524",NA,NA,NA,"Herbácea, rasteira, 30 cm, campo limpo seco, odorífera","IRAI00001237",NA,NA,NA,NA,NA,"-49.177611","-25.524","2011","01","01",NA,NA,NA
"80","2019-09-04 18:50:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius",NA,NA,"F. Sellow",NA,"1828","11","15","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"81","2019-07-09 13:26:41-03","F","FMNH-SEEDPLANTS","V0187677F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius",NA,NA,"G. Tessmann","2871","1948","2","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0187677F",NA,NA,"V0187677F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-07-09 13:23:34-03","F","FMNH-SEEDPLANTS","V0187678F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius",NA,"RRC ID Flag","P. Dusén","15789",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,"500",NA,NA,NA,"V0187678F",NA,NA,"V0187678F_01 V0187678F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,"15789",NA,NA
"83","2020-08-20 14:57:16-03","UFSC","FLOR","2961","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Smith, L.B.","Smith, L.B.; Klein, R.M.","13608","1964","12","04",NA,"Brasil","Santa Catarina","Água Doce","Campos de Palmas, 15-19 km sul de Horizonte (PR).","-51.616667","-26.733333","1100","1100",NA,NA,"FLOR0002961",NA,NA,"FLOR0002961",NA,NA,"51º37'W","26º44'S",NA,NA,NA,NA,NA,NA
"84","2020-08-20 14:57:16-03","UFSC","FLOR","50588","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Campestrini, S.","Campestrini, S.; Trevisan, R.; Michelena, E. & Venturi, S.","458","2013","04","19",NA,"Brasil","Santa Catarina","Água Doce","Interior de Água Doce Próx. Eólicas. Unidade de amostragem UAP6UAL2.","-51.637222","-26.663056","1232","1232",NA,"Erva com flores brancas. Campo natural seco e pedregoso","FLOR0050588",NA,NA,"FLOR0050588",NA,NA,"51º38'14''W","26º39'47''S","2013","07","30",NA,NA,NA
"85","2020-08-20 14:57:16-03","UFSC","FLOR","50626","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Campestrini, S.","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","497","2013","01","18",NA,"Brasil","Paraná","Palmas","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.","-51.585556","-26.513056","1285","1285",NA,"Erva decumbente. Campo natural seco e pedregoso","FLOR0050626",NA,NA,"FLOR0050626",NA,NA,"51º35'8''W","26º30'47''S","2013","01","18",NA,NA,NA
"86","2020-08-20 14:57:16-03","UFSC","FLOR","50659","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Campestrini, S.","Campestrini, S.; Trevisan, R.; Michelena, E. & Venturi, S.","530","2013","04","19",NA,"Brasil","Santa Catarina","Água Doce","Interior de Água Doce próx. Eólicas.","-51.637222","-26.663056","1232","1232",NA,"Erva com flores e frutosCampo natural seco e pedregoso. Área recém queimada.","FLOR0050659",NA,NA,"FLOR0050659",NA,NA,"51º38'14''W","26º39'47''S","2013","04","27",NA,NA,NA
"87","2020-08-20 14:57:16-03","UFSC","FLOR","53568","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Campestrini, S.","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","684","2013","11","24",NA,"Brasil","Paraná","Coronel Domingos Soares","Fazenda Nossa Senhora de Fátima, Prorpietários: Alberto Claudemir Reis e Celcio Luiz Reis, Responsável: Junior.","-51.907778","-26.368333","1092","1092",NA,"Sub-arbusto com flores masculinas brancas.","FLOR0053568",NA,NA,"FLOR0053568",NA,NA,"51º54'28''W","26º22'6''S","2013","12","04",NA,NA,NA
"88","2020-08-20 14:57:16-03","UFSC","FLOR","53731","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Campestrini, S.","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","847","2013","11","26",NA,"Brasil","Santa Catarina","Água Doce","Fazenda São Joaquim, proprietário: Miguel Spautz de Souza.","-51.580278","-26.605","1310","1310",NA,"Sub-arbusto com flores brancas.","FLOR0053731",NA,NA,"FLOR0053731",NA,NA,"51º34'49''W","26º36'18''S","2013","12","15",NA,NA,NA
"89","2020-08-20 20:39:39-03","UFSC","FLOR","19134","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Smith, L.B.","Reitz, R.; Klein, R.M.","17592","1965","12","14",NA,"Brasil","Paraná","Guarapuava","8 km ao oeste de Guarapuava.","-51.4580993652344","-25.395299911499","1100","1100",NA,"erva, flor branca","FLOR0019134","53832","auto","FLOR0019134",NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA
"90","2020-08-20 20:39:39-03","UFSC","FLOR","24717","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Alves, A.S.A.","Klein, R.M.","4997","1964","02","29",NA,"Brasil","Santa Catarina","Campo Erê","Fazenda São Vicente.","-53.0780982971191","-26.3941993713379","900","900",NA,"erva, flor branca. Recebida de HBR 48281.","FLOR0024717","24706","auto","FLOR0024717",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"91","2020-08-20 14:57:16-03","UFSC","FLOR","544","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Sodré, R.C.","Reitz, R.; Klein, R.M.","12239","1962","02","22",NA,"Brasil","Santa Catarina","Curitibanos",NA,"-50.584400177002","-27.2828006744385","950","950",NA,"flor branca Habitat: campo","FLOR0000544","25987","auto","FLOR0000544",NA,NA,NA,NA,"2020","02","06",NA,NA,NA
"92","2020-08-20 14:57:16-03","UFSC","FLOR","24723","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Alves, A.S.A.","Klein, R.M.","4388","1963","10","31",NA,"Brasil","Santa Catarina","Lages","Passo do Socorro.","-50.326099395752","-27.8160991668701","900","900",NA,"erva rasteira, flor branca. Recebida de HBR 48327.","FLOR0024723","70701","auto","FLOR0024723",NA,NA,NA,NA,"2014","11","04",NA,NA,NA
"93","2020-08-20 14:57:16-03","UFSC","FLOR","24730","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Sodré, R.C.","Klein, R.M.","3796","1962","12","11",NA,"Brasil","Santa Catarina","Mafra","Campo Novo.","-49.8053016662598","-26.111400604248","750","750",NA,"Erva rasteira, flor branca. Recebida de HBR 48338. Habitat: campo","FLOR0024730","66490","auto","FLOR0024730",NA,NA,NA,NA,"2018","05","23",NA,NA,NA
"94","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Langsdorff, GH (Baron)","s.n.",NA,NA,NA,NA,"?",NA,NA,"in campis graminosis ad Arfurnas(?).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Riedel, L","263",NA,NA,NA,NA,"?",NA,NA,"in campis graminosis ad Arfurnas(?).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia meridionali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:09:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Saint-Hilaire, AFCP","1387",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo ad margines viarum secus Rio Verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:41:04-03","UFRGS","ICN","050181","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Sodré, RC","Goergem, J","s.n.","1980","12",NA,"América do Sul","Brasil","RS","Lagoa dos Patos","Saco da Tapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018","05","16",NA,NA,NA
"99","2021-02-08 12:41:04-03","UFRGS","ICN","163002","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Grings, M; Boldrini, II","824","2009","11","27","América do Sul","Brasil","RS","Jaquirana","Passo do S S 29°05'32.6 W 50°21'51.6","-50.364167","-29.092222","839","839",NA,"erva com flores brancas; em borda de capão ao lado da cachoeira",NA,NA,NA,NA,NA,NA,"-50.364167","-29.092222","2018","05","16",NA,NA,NA
"100","2021-02-08 12:41:04-03","UFRGS","ICN","179468","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Sodré, RC","Motta, JT; et al.","4091","2013","09","23","América do Sul","Brasil","SC","Água Doce","Usina Eólica Horizonte","-51.698333","-26.581389","1294","1294",NA,"Doação Herbário MBM; subarbusto, flores alvacentas; no campo, em solo muito alterado",NA,NA,NA,NA,NA,NA,"-51.698333","-26.581389","2018","05","16",NA,NA,NA
"101","2021-02-08 12:41:04-03","UFRGS","ICN","197999","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Valduga, E","702","2016","12","09","América do Sul","Brasil","RS","São José dos Ausentes","Fazenda Vó Angelina","-49.974722","-28.658889",NA,NA,NA,"Erva sobre montículos de solo e rochas em meio à pastagem nativa pastejada. Flores brancas.; Campo nativo pastejado.",NA,NA,NA,NA,NA,NA,"-49.974722","-28.658889","2016",NA,NA,NA,NA,NA
"102","2021-02-08 12:41:04-03","UFRGS","ICN","198040","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Valduga, E","785","2017","03","26","América do Sul","Brasil","RS","Vacaria","Parque das Cachoeiras, próximo ao Rio Quebra Dentes. Divisa com Monte Alegre dos campos. Localidade de Refugiados.","-50.911389","-28.662778",NA,NA,NA,"Subarbusto com até 60 cm de altura. Flores brancas. Indivíduo monóico.; Em meio ao campo.",NA,NA,NA,NA,NA,NA,"-50.911389","-28.662778","2017",NA,NA,NA,NA,NA
