"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","coordinatePrecision","preparationType","geoFlag","typeStatus","class","eventTime","fieldNumber","individualCount","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters"
"11","2020-02-08 10:03:02-03","NBC","NL-BOTANY","L.2534350","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","05","03","Brazil",NA,NA,"Santa Catarina, Piloes, Palhoca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534350 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534350","NL-L2534350",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420407","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Brazil",NA,NA,"Brasiliae Australis, Est. Paraná. Serra do Mar; Upper Rio do Corvo, S. of old road to Morretes, ca. 25 km E. of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420407","NL-U1420407",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420408","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","06","26","Brazil",NA,NA,"Brasiiae Australis, Est. Paraná. Serra do Mar; upper Rio do Corvo, 35 km E.N.E. of Curitiba.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420408","NL-U1420408",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:13:28-03","ESALQ","ESA","80669","PreservedSpecimen","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","(A.Gray) Cogn.","Goldenberg, R.",NA,NA,NA,"Bortoleto, S.; Araújo, A.O.; Freire, R.A.P.; Capretz, R.L.;Castellen, M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","87.0","2002","04","22","Brasil","São Paulo","São Miguel Arcanjo.","Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.Trilha do Rio Taquaral. Beira da Trilha.","-475.936","-240.314","-475,936","-240,314",NA,NA,"Árvore de 3m de altura. Fruto imaturo verde, maduro vinho.","ESA080669","ESA080669","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:13:28-03","ESALQ","ESA","84806","PreservedSpecimen","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R.","2013",NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","138.0","2003","04","16","Brasil","São Paulo","Ribeirão Grande","Parque Est.Intervales, trilha da cachoeira das pedrinhas, Floresta Ombrófila Densa","-482.188","-241.728","-482,188","-241,728","790","790","Árvore, 6m alt.Frutos imaturos verdes","ESA084806","ESA084806","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:13:28-03","ESALQ","ESA","100909","PreservedSpecimen","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei",NA,"Souza, M.L.D.","1990","12","05","Barros, F.","2031.0","1990","12","05","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA100909","ESA100909","Magnoliophyta",NA,NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:13:28-03","ESALQ","ESA","28415","PreservedSpecimen","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","(A.Gray) Cogn.","Souza, M.L.D.; Baumgratz, J.F.","2005","01","01","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L.M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9093.0","1995","09","04","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA028415","ESA028415","Magnoliophyta",NA,NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:31:36-03","MN","R","10052","PreservedSpecimen","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.",NA,NA,NA,NA,"Glaziou, A.F.M.","7621","1867","07","27","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010052","R000010052_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:37:25-03","IAP","PACA-AGP","110461","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","A.A. de Oliveira","2010","12","06","Korte & Kniess","4725","2010","10","20","Brasil","SC","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.780833","-27.81","48°46'51W","27°48'36S","558","558","FURB 32169 Habitat: interior do fragmento Fenofase: flor branca Hábito: arbustiva Ecossistema: floresta ombrófila densa","PACA110461",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:39:30-03","UFJF","CESJ","65561","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","A.A. de Oliveira","2010","04","19","M. Verdi; D.H. Klettenberg; G. Klemz","3969","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul","-49.411944","-28.259722","-49.411944","-28.259722","309","309","Regeneração IFFSC 118 /O/11; Floresta Ombrófila Densa; Estádio Suces.: médio de regeneração; Altura: 1,7m; Fruto: roxo.","CESJ065561",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:18:32-03","UNICAMP","UEC","142728","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R","2012",NA,NA,"Destefani, ACC; Jacovac, ACC; Campos-Filho, EM; Lima, RAF; Vosgueritchian, SB","54","2005","03","22","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.400278","-24.643333","-48.400278","-24.643333","400","400","Arvoreta com 3 metros de altura e fruto maduro arroxeado.","UEC050790","UEC050790","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:34:11-03","UNICAMP","UEC","128231","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R","2012",NA,NA,"Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, MRA; Botrel, RT; Vieira, S; et al.","537","2002","04","19","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho Núcelo S.M. Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana.","-47.989722","-24.058333","-47.989722","-24.058333",NA,NA,"Arbusto. Frutos imaturos verdes e maduros violetas.","UEC050789","UEC050789","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:34:11-03","UNICAMP","UEC","128232","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R","2012",NA,NA,"Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; et al.","385","2002","04","25","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha da Represa.","-47.986944","-24.062222","-47.986944","-24.062222",NA,NA,"Arbusto de 1,50 m coletado na borda da trilha. Frutos imaturos verdes.","UEC050788","UEC050788","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:34:11-03","UNICAMP","UEC","136221","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R","2012",NA,NA,"Kinoshita, LS; Galvão, JC; Moraes, PLR; Antunes, RM; Seco, RC; Arzolla, FARDP","175","2004","10","13","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Trilha do Rio Taquaral.","-48","-24.552778","-48","-24.552778",NA,NA,"Arbusto ca. 1m. Flores creme-esverdeadas.; Mata Atlântica.","UEC050798","UEC050798","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:34:12-03","UNICAMP","UEC","96991","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R","2012",NA,NA,"Sugiyama, M; Anunciação, EA","1160","1994","05","17","Brazil","São Paulo","Iguape","Estação Ecológica de Juréia Serra da Juréia, trilha do morrinho. Em local bem aberto no caminho para o segundo morrinho.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Arbusto 2,0 m alt., frutos maduros arroxeados.","UEC050768","UEC050768","Magnoliopsida",NA,NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:34:12-03","UNICAMP","UEC","96992","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Goldenberg, R","2012",NA,NA,"Cordeiro, I; Rossi, L; Mamede, MCH","527","1990","03","25","Brazil","São Paulo","Iguape","Reserva da Juréia Trilha do alojamento para o alto do morro próximo à porta da Juréia, mata.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Arvoreta ca. 2,5 m alt., frutos imaturos verdes, purpura quando maduros.","UEC050770","UEC050770","Magnoliopsida",NA,NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:34:11-03","UNICAMP","UEC","35092","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Souza, MLDR","2005",NA,NA,"Figueiredo, N; Rocha, DS","15608","1983","11","06","Brazil","São Paulo","Peruíbe","Esração ecológica de Juréia.","-46.9900016784668","-24.3199996948242",NA,NA,"460","460","Arvoreta de 2m de alt., flores brancas.","UEC022694","UEC022694","Magnoliopsida",NA,NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:34:12-03","UNICAMP","UEC","81079","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Souza, MLDR","2005",NA,NA,"Moraes, PLR; Ivanauskas, NM","1103","1995","01","17","Brazil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arbusto ca. 2m alt., frutos verdes.","UEC022690","UEC022690","Magnoliopsida",NA,NA,"27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:34:11-03","UNICAMP","UEC","60083","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Martins, E; Goldenberg, R","1992","07",NA,"Lombardi, JA","96","1992","06","05","Brazil","São Paulo","São Miguel Arcanjo","Parque estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arbusto 2,5m.; futo imaturis verdes e maduros arrooxeados.","UEC022692","UEC022692","Magnoliopsida",NA,NA,"27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:34:12-03","UNICAMP","UEC","81090","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Souza, MLDR; Baumgratz, JFA","2005",NA,NA,"Moraes, PLR; Ivanauskas, NM","1167","1995","01","19","Brazil","São Paulo","São Miguel Arcanjo","Parque Estudal de Carlos botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arvoreta ca 3m alt., frutos verdes.","UEC022688","UEC022688","Magnoliopsida",NA,NA,"27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:34:11-03","UNICAMP","UEC","64762","S","Plantae","Melastomataceae","Leandra","brackenridgei","Leandra brackenridgei","Cogn.","Souza, MLDR","2005",NA,NA,"Moraes, PLR","81","1990","06","08","Brazil","São Paulo","São Miguel Arcanjo","P.E.C. Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Arbusto - frutos arroxeadoos.; Mata Submontana-interface Planalto - Mata atlântica.","UEC022696","UEC022696","Magnoliopsida",NA,NA,"27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:02:50-03","FURB","FURB","20645","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Goldenberg, R","2010","01","25","Dreveck, S.; Carneiro, F.E.","1984","2009","05","29","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Vargem do Braço.","-48.8669445","-27.81","-48.8669445","-27.8100000","744","744","Regeneração IFFSC 254 /N/1 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB29599","FURB29599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:02:50-03","FURB","FURB","23171","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2010","04","19","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3969","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","Regeneração IFFSC 118 /O/11 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: Fruto roxo;","FURB29597","FURB29597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:02:50-03","FURB","FURB","23436","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2010","04","22","Verdi, M.; Klettenberg, D.H. & Klemz, G.","4068","2010","03","17","Brasil","Santa Catarina","Imaruí","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","-48.8702778","-28.1694445","-48.8702778","-28.1694445","604","604","Florística IFFSC 148 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB29593","FURB29593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:02:50-03","FURB","FURB","24119","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2010","04","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2373","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718","Florística IFFSC 349 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto verde;","FURB29598","FURB29598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:02:50-03","FURB","FURB","26703","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2010","06","24","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4815","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","-49.0488889","-27.9891666","821","821","Florística IFFSC 196 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; flor branca","FURB29592","FURB29592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:02:50-03","FURB","FURB","26707","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2011","01","19","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4810","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","-49.0488889","-27.9891666","821","821","Regeneração IFFSC 196 /O/5 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: Fruto roxo;","FURB29595","FURB29595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:02:50-03","FURB","FURB","27827","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2011","01","19","Stival-Santos, A.; Silveira, S.","3213","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","Florística IFFSC 388 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto verde;","FURB29596","FURB29596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:02:50-03","FURB","FURB","30463","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2011","02","10","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5038","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Regeneração IFFSC 173 /S/131 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto roxo;","FURB29594","FURB29594 FURB29594_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:02:50-03","FURB","FURB","32169","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2010","12","06","Korte, A.; Kniess, A.","4725","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","558","558","Regeneração IFFSC 255 /S/2 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; flor branca","FURB02231","FURB02231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:02:50-03","FURB","FURB","49112","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Oliveira, AA de","2016","01","10","Oliveira, A.A. de","2882","2016","01","10","Brasil","Santa Catarina","Anitápolis","Rio Itiriba.","-49.23","-27.9","-49.2300000","-27.9000000","602","602",NA,"FURB49112","FURB49112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-08 08:53:20-03","FURB","FURB","60179","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pilonensis","Leandra pilonensis","Wurdack","Kassner-Filho, A.","2018","07","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3191","2018","07","28","Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.54","-48.9600000","-27.5400000",NA,NA,"fruto rosa-escuro Habitat: interior da unidade amostral Habito: arbusto","FURB60179","FURB60179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
