"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","relationshipType","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01173246","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","J. T. Baldwin Jr.","4549","South America","Brazil","Pará",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387581' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173246",NA,NA,NA,"Magnoliophyta","Lamiales","L.","NY01173246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","684698","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","R. M. Harley","18456","South America","Brazil","Bahia","5 km SE of Maraú at the junction with the new road North to Ponta do Mutá.",NA,"50","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684698","1977","02","02","Magnoliophyta","Lamiales","L.","NY00684698_01",NA,"-39","-14.13","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","929806","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","F. E. Drouet","2639","South America","Brazil","Ceará","Lake, Kagado",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929806","1935","10","23","Magnoliophyta","Lamiales","L.","NY00929806_01","Maranguape","-38.6856","-3.8908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3857300","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","J. A. Steyermark","127675","South America","Venezuela","Bolívar","Laguna en la altiplanicie en el margen derecho de la carretera principal saliendo desde El Dorado, 3 kms. al sur de Rancho Higuerote, 17 kms. al sur de Tumeremo","200",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134002' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857300","1982","12","04","Magnoliophyta","Lamiales","L.",NA,NA,"-61.42","7.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01173248","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","F. E. Drouet","1957","South America","Brazil","Pará",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173248",NA,NA,NA,"Magnoliophyta","Lamiales","L.","NY01173248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","929808","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","W. W. Thomas","4299","South America","Brazil","Mato Grosso","Lake 2 km NW of Luciara.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929808","1985","10","08","Magnoliophyta","Lamiales","L.","NY00929808_01","Luciara","-50.73","-11.18","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3857296","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","J. S. de la Cruz","2434","South America","Guyana",NA,"Vicinity of Wismar, on the Demerara River",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133998' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857296","1922","10","12","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","400595","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","P. A. Munz","15418","South America","Brazil","São Paulo","Pool at Villa Anastacio",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400595","1939","01","06","Magnoliophyta","Lamiales","L.","NY00400595_01",NA,"-46.72","-23.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3857305","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","B. Maguire","25034","South America","Suriname",NA,"Zanderij II",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134007' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857305","1944","10","19","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","400641","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","R. L. Liesner","23518","South America","Venezuela","Bolívar","Gran Sabana; ca 10 km SW of Karaurin Tepui at junction of Río Karaurin and Río Asadon (Río Sanpa)","900","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412892' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400641","1988","04","21","Magnoliophyta","Lamiales","L.",NA,NA,"-61.05","5.32","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","400620","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","L. B. Smith","13642","South America","Brazil","Santa Catarina","Campos de Palmas, 6 km south of Herciliópolis","1100","1200","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400620","1964","12","05","Magnoliophyta","Lamiales","L.","NY00400620_01","Agua Doce","-51.53","-26.78","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03857285","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","G. S. Bunting","13368","South America","Venezuela","Zulia","carrerera Machiques-La Fría, en km 21 al sur de la entrada hacia Casigua El Cubo, en laguna, zona de bosque siempreverde ahora tallado","100","125","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133980' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857285","1985","02","25","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01173249","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","C. C. Berg","BG490","South America","Brazil","Pará",NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387594' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173249",NA,NA,NA,"Magnoliophyta","Lamiales","L.","NY01173249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3857299","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","H. Pittier","12518","South America","Venezuela",NA,"Laguna de Dividive, Guárico",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134001' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857299","1927","09","11","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","686993","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","R. M. Harley","21466","South America","Brazil","Bahia","Basin of the Upper S?o Francisco River. Morrão, at about 32 km from Bom Hesus da Lapa, NE beyond Calderão. F4.","500","600","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686993","1980","04","17","Magnoliophyta","Lamiales","L.","NY00686993_01",NA,"-43.18","-13.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","400617","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","G. Gardner","590","South America","Brazil",NA,"Brasilia",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400617","1836",NA,NA,"Magnoliophyta","Lamiales","L.","NY00400617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","400593","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","R. Reitz","5372","South America","Brazil","Santa Catarina","Guarda, Palhoça",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400593","1953","02","01","Magnoliophyta","Lamiales","L.","NY00400593_01","Palhoça","-48.6678","-27.6456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00748673","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","H. S. Irwin","18722","South America","Brazil","Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","1150","1150","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748673","1968","01","17","Magnoliophyta","Lamiales","L.","NY00748673_01","Cocalzinho de Goiás","-48.77","-15.8","P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3857287","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","J. A. Steyermark","786","South America","Venezuela","Bolívar","Swampy depression in wet savanna along east branch of headwaters of Río Tirica","2120",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133989' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857287","1955","02","12","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3857321","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","B. Maguire","25034","South America","Suriname",NA,"Zanderij II",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134023' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857321","1944","10","19","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3857311","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","N. Ritter","3649","South America","Bolivia","Santa Cruz","ca. 0.5 km northeast of Concepcion.","485",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134013' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857311","1996","08","20","Magnoliophyta","Lamiales","L.",NA,"Ñuflo de Chávez","-62.0161","-16.1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","929810","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","G. T. Prance","26258","South America","Brazil","Mato Grosso do Sul","Rio Taquari, Fazenda Taruma",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929810","1979","06","20","Magnoliophyta","Lamiales","L.","NY00929810_01","Corumbá","-56.67","-18.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","400618","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","P. K. H. Dusén","9350","South America","Brazil","Paraná","Sao Joao",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400618","1910","03","21","Magnoliophyta","Lamiales","L.","NY00400618_01","Sao Joao","-52.7253","-25.8281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1032812","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","L. B. Smith","12177","South America","Brazil","Santa Catarina","22 km. north of Caçador.","1000","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032812","1957","03","15","Magnoliophyta","Lamiales","L.","NY01032812_01","Caçador","-51.001528","-26.5832672","P. C. Baleeiro S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3857286","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","L. C. M. Croizat","289","South America","Venezuela",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133988' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857286","1951",NA,NA,"Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","400642","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","S. A. Renvoize","3690","South America","Argentina","Corrientes","Ruta Nacional 117, Saladas-Tabay",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400642","1978","12","01","Magnoliophyta","Lamiales","L.",NA,"Saladas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","929807","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","L. B. Smith","6708","South America","Brazil","Minas Gerais","Lagoa Santa","835","835","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929807","1952","05","03","Magnoliophyta","Lamiales","L.","NY00929807_01","Lagoa Santa","-43.92","-19.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","400640","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","L. Uribe-Uribe","6589","South America","Colombia","Santander","Bucaramanga","1100","1100","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400640","1971","07","01","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,"A. Fernández-Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1738063","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","L.A. Gomes","162","South America","Brazil","Sergipe","RPPN Mata do Crasto.",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1958841' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738063","2011","06","28","Magnoliophyta","Lamiales","L.","NY01738063_01","Santa Luzia do Itanhy","-37.4339","-11.3697","T. Carregosa-Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","400621","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","A. C. Cervi","2215","South America","Brazil","Paraná","Rio dos Papagaios",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400621","1983","10","28","Magnoliophyta","Lamiales","L.","NY00400621_01","Ponta Grossa","-50.1617","-25.095","O. A. Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","03857284","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","N. Ritter","1261","South America","Bolivia","Cochabamba","Trail between Laguna Corani and Río Corani Mayu. Approximately 5.5 km below the laguna","2920",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133979' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857284","1994","08","26","Magnoliophyta","Lamiales","L.",NA,"Chapare","-65.9128","-17.1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3857289","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","J. A. Steyermark","88395","South America","Venezuela","Bolívar","Vicinity of camp, 5 kms. from Hato de Nurin, E. of Miamo. Altiplanicie de Nuria","400",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4133991' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857289","1961","01","12","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:31:04-03","UFRJ","RFA","21908","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","A.A.M. de Barros; Kenny tanizaki 56 e Kleber","140",NA,"Brasil","Rio de Janeiro","Barra de Maricá",NA,NA,NA,NA,"Erva submersa. Flores amarelas. frequente","RFA18116","1987","08","19",NA,NA,"L.",NA,"Maricá","-42.8185997009277","-22.9193992614746","E. Fromn Trinta","1988","03","09","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:31:04-03","UFRJ","RFA","16890","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","gibba","Utricularia gibba","P. Occhioni","7678",NA,"Brasil","Rio de Janeiro","Serra de Friburgo, meio da serra",NA,NA,NA,NA,"Flor amarela","RFA37013","1975","08","10",NA,NA,"L.",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","F. Rivadaria-Lopes","2000","11","09","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
