"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","infraspecificEpithet","typeStatus"
"51","2019-11-01 15:11:21-03","UnB","UB","143104","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Irwin, HS; Santos, RR; Souza, R","8337","1965","09","15","Southern America","Brasil","Distrito Federal",NA,"Corrego Jeriva, ca. 10 km. E. of Brasília.",NA,NA,"975","975",NA,"Herb in clumps, to 15 cm. tall. Corolla yellow-orange.; Cerrado. Gallery forest and adjacent burned cerrado.",NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"52","2019-11-01 15:11:21-03","UnB","UB","143120","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Irwin, HS; Souza, R; Santos, RR","8645","1965","09","25","Southern America","Brasil","Distrito Federal",NA,"ca. 20 km. S. of Brasília on road to Goiania, near Rio Melchoir.",NA,NA,"1125","1125",NA,"Silmple herb. Corolla yellow-orange.; Cerrado.",NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:11:21-03","UnB","UB","151696","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Onishi, E; Fonseca, SG","172","1968","09","10","Southern America","Brasil","Distrito Federal",NA,"Margem do Lago Paranoá, arredores do Córrego Palha.",NA,NA,NA,NA,NA,"Erva de 0,5m. Flores amarelas.; Cerrado queimado",NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-01 15:11:21-03","UnB","UB","151708","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Heringer, EP","10584","1965","09","30","Southern America","Brasil","Distrito Federal",NA,"Parque do Guará, perto do Guará.",NA,NA,NA,NA,NA,"Flores amarelas",NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 12:02:42-03","UFU","HUFU","43760","S","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Nakajima, J.N.; Romero, R.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","4092","2005","12","08",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Trilha Paraíso Perdido, cerca de 5 km da rodovia MG-050.",NA,NA,NA,NA,NA,"Erva, ca. 0,2 m. Cálice verde, corola amarela.; Campo rupestre.","HUFU00034339","HUFU00034339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-05-06 12:02:42-03","UFU","HUFU","43797","S","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Nakajima, J.N.; Romero, R.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","4129","2005","12","08",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada depois do Paraíso Perdido em direção ao paredão.",NA,NA,NA,NA,NA,"Erva, ca. 0,2 m. Cálice verde, corola amarela.; Campo rupestre.","HUFU00034338","HUFU00034338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-05-06 12:02:42-03","UFU","HUFU","28517","S","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Pacheco, R.A.","Romero, R.; Pacheco, R.A.; Nakajima, J.N. & Volpi, R.L.","6354","2002","10","07",NA,"Brasil","Minas Gerais","Delfinópolis","Serra das Sete Voltas, Estrada Sacramento - Delfinópolis.","-46.8539009094238","-20.343900680542",NA,NA,NA,"Herbácea 0,1 m. Cálice verde, corola amarela.; Campo rupestre.","HUFU00034349","HUFU00034349",NA,NA,NA,"2002","11","29","41380","auto",NA,NA,NA
"58","2019-05-06 12:02:42-03","UFU","HUFU","31357","S","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Nakajima, J.N.","Amorim, E.H.; Mendes, S.; Arruda, R. & Fonseca, D.V.","529","2003","01","17",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro. Céu do cavalo.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Herbácea. Cálice verde corola amarela.","HUFU00021265","HUFU00021265",NA,NA,NA,"2004","08","16","45889","auto",NA,NA,NA
"59","2019-05-06 12:02:42-03","UFU","HUFU","9961","S","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2772","1995","09","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após o vale do São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,1m. Cálice verde, corola e estames amarelos.; Campo rupestre área recem queimada.","HUFU00034388","HUFU00034388",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA
"60","2021-03-04 15:44:31-03","IF","SPSF","11573","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","J.A.Pastore","M.J.Robim","495","1987","10","20","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: Herbácea com flores amarelas.; GEOGRAFIA: Trilha do Rio Sapucaí, em campo queimado em Julho/1987.;",NA,NA,NA,NA,"Magnoliopsida","1988","02","01","21048","auto",NA,NA,NA
"61","2021-03-04 15:44:31-03","IF","SPSF","30952","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Turneraceae","Turnera","hilaireana","Turnera hilaireana",NA,NA,"J.B.Baitello & F.S.Peres","1433","2003","01","13","América do Sul","Brasil","SP","Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo e cerrado&nf;;",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"12135","auto",NA,NA,NA
"62","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Pohl, JBE","868",NA,NA,NA,"Southern America","Brazil",NA,NA,"In Serra de Christaes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"63","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Burchell, WJ","5342","1827","08","24","Southern America","Brazil","São Paulo",NA,"Olaria","-47.383333","-21.566667",NA,NA,NA,NA,NA,"P13P3N0040","-47.383333","-21.566667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:14:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Burchell, WJ","5910","1827","09","20","Southern America","Brazil","Minas Gerais","Borda da Mata","São Domingos to Rio Paranaíba and Borda do Matto","-47.916667","-18.466667",NA,NA,NA,NA,NA,"P13P3N0040","-47.916667","-18.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Riedel, L","2609",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Prope Paracatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"66","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Claussen, P","129",NA,NA,NA,NA,"?",NA,NA,"Loco non adjecto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"67","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Riedel, L","811",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"In campis glareosis.; HABITAT: In campis glareosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"68","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"ad Contendas",NA,NA,NA,NA,NA,"m. A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"69","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"A. St.-Hil.","s.n.",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Parte australi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"70","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Prope Hytú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"71","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Vauthier, AC","s.n.",NA,NA,NA,NA,"?",NA,NA,"Sine loco natali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"72","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"A. St.-Hil.","C906",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Prope Pindaiba",NA,NA,NA,NA,NA,"m. A; In collibus aridis; HABITAT: In collibus aridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"73","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Sello, HL","1566",NA,NA,NA,"Southern America","Brazil",NA,NA,"In Brasilia austro-orientali prope Volto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"74","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Descensu Serra de Sincorá",NA,NA,NA,NA,NA,"m. N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceolata",NA
"75","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana lanceolata","(Cambess.) Urb.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8897","-19.6272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,"lanceolata",NA
"76","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Pohl, JBE","324",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In campis siccis prope Barbacena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"77","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Riedel, L","151",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In campis siccis prope Barbacena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"78","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Lindberg, GA","359",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Prope Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"79","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Regnell, AF","l100",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Prope Caldas",NA,NA,NA,NA,NA,"m. J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"80","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Mosén, CWH","529",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"In campis aridissimis.; HABITAT: In campis aridissimis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"81","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Prope Formigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"82","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Sello, HL","1570",NA,NA,NA,NA,"?",NA,NA,"In Serra de Pitangui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"83","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Riedel, L","s.n.",NA,NA,NA,NA,"?",NA,NA,"Prope Fechado",NA,NA,NA,NA,NA,"m. N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"84","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In campis editis Serro Frio",NA,NA,NA,NA,NA,"m. M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"85","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Sello, HL","1357",NA,NA,NA,"Southern America","Brazil",NA,NA,"In Brasilia austro-orientali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"86","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"A. St.-Hil.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Prope S. Paulo et Rio Jaguariahiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"87","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Pohl, JBE","2523",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Prope Chapadâo de S. Marcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"88","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Gaudichaud Beaupré, C","643",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In eadem prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"89","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Guillemin, JB","344",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In eadem prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"90","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Sello, HL","5088",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In eadem prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"91","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"A. St.-Hil.","C250",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Pascuis herbosis et campis prope pagum Oliveira et in montibus Serra da Canistra et Serra da Caraça",NA,NA,NA,NA,NA,"m. M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"92","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Pohl, JBE","2626",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Prope Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"93","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana oblongifolia","(Cambess.) Urb.",NA,"Riedel, L","1403",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In campis siccis prope Mugi",NA,NA,NA,NA,NA,"m. N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblongifolia",NA
"94","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Vauthier, AC","s.n.",NA,NA,NA,NA,"?",NA,NA,"Sine loco natali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"95","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Pohl, JBE","324",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In campis siccis prope Barbacena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"96","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Riedel, L","151",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In campis siccis prope Barbacena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"97","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Lindberg, GA","359",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Prope Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"98","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Regnell, AF","l100",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Prope Caldas",NA,NA,NA,NA,NA,"m. J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"99","2017-09-11 17:14:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.",NA,"Mosén, CWH","529",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"In campis aridissimis.; HABITAT: In campis aridissimis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"minor",NA
"100","2021-02-08 12:44:37-03","UFRGS","ICN","177194","S","Plantae","Dicotyledon",NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Cabreira, TN","Robim, MJ","495","1987","10","20","América do Sul","Brasil","SP","Campos do Jordão","Parque Estadual do Instituto Florestal, trilha do rio Sapucaí em campo queimado","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Doação SPSF 11573; Herbáceo com flores amarelas","ICN00012772","ICN00012772",NA,NA,NA,"2014","09","18","21048","auto",NA,NA,NA
"101","2020-09-10 10:18:31-03","IBt","SP","314745","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Pereira da Silva, G","1734","1993","08","26",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"102","2020-09-10 10:18:31-03","IBt","SP","314744","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Pereira da Silva, G","1777","1993","09","02",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"103","2019-11-21 10:14:01-03","IBt","SP","219736","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Heringer, EP","17212-A","1979","03","01",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Córrego do Escondido","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"104","2020-11-26 10:01:02-03","IBt","SP","369724","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Romero, R","6354","2002","10","07",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA
"105","2019-11-21 10:14:01-03","IBt","SP","14122","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Campos Novaes, J","CGG3640","1896","06",NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"SP007594","SP007594",NA,NA,NA,"2008",NA,NA,"23696","auto",NA,NA,NA
"106","2014-09-23 10:59:05-03","G","G","G00357470","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana var. oblongifolia","(A. St.-Hil.) Urb.","?","Riedel, L.","1403",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00357470",NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA,"var. oblongifolia","SYNTYPUS of Turnera oblongifolia Cambess."
