"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","monthIdentified","minimumElevationInMeters","maximumElevationInMeters"
"1","2020-12-11 11:44:23-03","UFMG","BHCB","30362","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Cattleya","milleri","Cattleya milleri","(Blumensch. ex Pabst) Van den Berg","2015","Neto, PLM; Barros, A; Rocha, P","s.n.","2013","11","08","Southern America","Brasil","Minas Gerais","Itabirito","Serra da Moeda","-43.886667","-20.356111","-43.886667","-20.356111","Cerrado rupestre, ocorrência em pé de Vellozia.; Cerrado rupestre","BHCB011072",NA,NA,NA
"2","2020-12-11 11:44:23-03","UFMG","BHCB","190763","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Cattleya","milleri","Cattleya milleri","(Blumensch. ex Pabst) Van den Berg","2018","Paiva, JAM; Santos, SAT","1568","2017","11","24","Southern America","Brasil","Minas Gerais","Congonhas","Propriedade Serra dos Serrinhas","-43.875278","-20.356389","-43.875278","-20.356389","Erva, 0,2m. Labelo laranja, sépalas e pétalas vermalhas.; Campo rupestre quartzítico","BHCB190763","06","1266","1266"
