"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","929766","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","H. S. Irwin","7645","1964","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929766","Magnoliophyta","Lamiales","A.St.-Hil. & Girard",NA,"Goiás","Caiapônia","Ca. 40 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.78","-17.27","800","1000","NY00929766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929772","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","W. R. Anderson","35479","1972","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929772","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Minas Gerais",NA,"Serra do Espinhaço, ca. 14 km SW of Diamantina on road to Gouveia","-43.68695","-18.3159","1300","1360","NY00929772_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","929767","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","H. S. Irwin","20029","1968","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997687' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929767","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1200","1200","NY00929767_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","929769","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","H. S. Irwin","22000","1969","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929769","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Minas Gerais",NA,"Serra do Espinhaço, ca. 28 km S.W. of Diamantina on road to Gouveia","-43.70265","-18.4234","1300","1300","NY00929769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","929771","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","W. R. Anderson","36373","1972","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929771","Magnoliophyta","Lamiales","A.St.-Hil. & Girard",NA,"Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.567098","-19.391463","1220","1220","NY00929771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","632294","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","R. M. Harley","H52064","1992","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632294","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","1610","1610","NY00632294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","400590","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","E. Richter","s.n.","1964","01","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400590","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","E. Fromm Trinta","Rio Grande do Sul","Canela","Canela","-50.8156","-29.3658",NA,NA,"NY00400590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","400591","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","E. Richter","s.n.","1964","01","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400591","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","E. Fromm Trinta","Rio Grande do Sul","Canela","Canela","-50.8156","-29.3658",NA,NA,"NY00400591_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:43:05-03","EAO","IAN","94316","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","lundii","Utricularia lundii","Glaziou, AFM","s.n.","1907",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN094316","Dicotiledônea",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:43:05-03","EAO","IAN","90978","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Maguire, B; Fanshawe, DB","23205","1944","05","04",NA,"Guiana",NA,NA,"Perenial herb to 45cm high; lvs erect, flat linear; flowers yellow; inflorescence branched; savanna.","IAN090978","Dicotiledônea",NA,"A.St.-Hil. & Girard","Moreira, AD",NA,NA,"Occasional to locally frequent.",NA,NA,NA,NA,NA,"2012","01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:43:05-03","EAO","IAN","166356","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Cordeiro, MR; Batista, J","2719","1997","06","04","Southern America","Brasil",NA,NA,"Erva. Flor amarela, com manchas escuras nas sépalas.","IAN166356","Dicotiledônea",NA,"A.St.-Hil. & Girard","Moreira, AD","Amapá","Macapá","Fazenda Itapoã. Bloco I. Campo à 3Km da fazenda, em frente de uma área de mata alagada.","-51.0663986206055","-0.366667002439499",NA,NA,NA,"2012","01","10","225229","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:08:35-03","CPAN-UFMS","COR","11592","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3829","2005","09","08",NA,"Brasil",NA,NA,"Herbácea, 40 cm de altura; flor amarela Habito: Herbácea",NA,NA,NA,"A.St.-Hil. & Girard",NA,"Mato Grosso do Sul","Bonito","Fazenda Princesinha; banhado do rio Perdido","-56.834167","-21.086111","546","546",NA,NA,NA,NA,NA,NA,"56º50'3''W","21º5'10''S",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:18:21-03","UFBA","ALCB","034973","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Saar, E; Passos Júnior, LA; Santos, TRM dos; Guedes, ML; Stannard, B; Atkins, S","PCD5829","1997","02","17","Southern America","Brasil",NA,NA,"ca. 30 cm. Áfila. Botões com brácteas esverdeadas. Pétalas amarelas com esporão claro. Ocasional.",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard","Campos, GL","Bahia","Mucugê","Chapada Diamantina, Fazenda Pedra Grande estrada para Boninal","-41.563333","-13.005556","990","990",NA,"1999","08","27",NA,NA,"-41.563333","-13.005556",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828279","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Pedersen TM",NA,"1969","11","16","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828279",NA,"Lamiales","A.St.-Hil. & Girard",NA,NA,NA,"near Villeta. Dep. Central.",NA,NA,NA,NA,"NL-L2828279",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L 0003141","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0003141",NA,"Lamiales","A.St.-Hil. & Girard","Taylor PG",NA,NA,"Brasilia",NA,NA,NA,NA,"NL-L0003141","1973","03","01",NA,NA,NA,NA,"Magnoliopsidae","type","9081202460",NA,NA,NA,NA
"26","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828280","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Fiebrig K",NA,"1908","01","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828280",NA,"Lamiales","A.St.-Hil. & Girard",NA,NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,NA,"NL-L2828280",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828281","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Pedersen TM",NA,"1955","01","03","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828281",NA,"Lamiales","A.St.-Hil. & Girard",NA,NA,NA,"Wet ground by the Estero Batel. Estancia 'Santa Rosalia'. Dep. Concepción. Prov. Corrientes.",NA,NA,NA,NA,"NL-L2828281",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828282","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Fiebrig K",NA,"1902","12","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828282",NA,"Lamiales","A.St.-Hil. & Girard",NA,NA,NA,"Cordillera de Altos.",NA,NA,NA,NA,"NL-L2828282",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828283","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Pedersen TM",NA,"1967","10","09","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828283",NA,"Lamiales","A.St.-Hil. & Girard",NA,NA,NA,"Estancia 'Carumbé'. Distr. Lima. Dep. San Pedro.",NA,NA,NA,NA,"NL-L2828283",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419561","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Oldenburger FHF; Mecenas VV",NA,"1975","11","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419561",NA,"Lamiales","A.St.-Hil. & Girard",NA,NA,NA,"Flora of Brazil. D.F. Brasília. Cerrado.",NA,NA,NA,NA,"NL-U1419561",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:12:12-03","ESALQ","ESA","40422","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","81.0","1997","12","12",NA,"Brasil",NA,NA,"Erva de 0,4m. Cálice verde e amarelo. Corola amarela.","ESA040422","Magnoliophyta",NA,"A. St.- Hil. & Girard","Souza, J.P.; XII/1997","São Paulo","Bom Sucesso de Itararé","Rio Verde. Estrada Itararé - Capão Bonito. Campo úmido","-491.219","-240.514",NA,NA,NA,NA,NA,NA,NA,NA,"-491,219","-240,514",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:12:12-03","ESALQ","ESA","40413","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","78.0","1997","12","12",NA,"Brasil",NA,NA,"Erva de0,45m. . Cálice e pedicelos das flores avermelhados.Corola amarela.","ESA040413","Magnoliophyta",NA,"A. St.- Hil. & Girard","Souza, J.P.; XII/1997","São Paulo","Bom Sucesso de Itararé","Rio Verde. Estrada Itararé - Capão Bonito. Campo úmido","-491.219","-240.514",NA,NA,NA,NA,NA,NA,NA,NA,"-491,219","-240,514",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:12:12-03","ESALQ","ESA","43695","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Souza, J.P. ; Souza, V.C.","2025.0","1997","12","16",NA,"Brasil",NA,NA,"Erva terrestre, flores amarelas","ESA043695","Magnoliophyta",NA,"A.St.-Hil. & Girard","Souza, J.P. (XII/1997)","São Paulo","Itararé","Fazenda Santa Maria do Espinho e Saco Grande","-491.535","-241.614",NA,NA,NA,NA,NA,NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:12:12-03","ESALQ","ESA","113446","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Bosquetti, L.B.","537.0","2007","02","09",NA,"Brasil",NA,NA,NA,"ESA113446","Magnoliophyta",NA,"A.St.-Hil. & Girard","Gonella, P.M.","Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489",NA,NA,"ESA113446",NA,NA,NA,"56114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:12:12-03","ESALQ","ESA","107853","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Sanches, J.H","38.0","2007","04","03",NA,"Brasil",NA,NA,NA,"ESA107853","Magnoliophyta",NA,NA,"Paula-Souza, J.","Santa Catarina","Urupema",NA,"-49.8731002807617","-27.9528007507324",NA,NA,"ESA107853","2007",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:12:12-03","ESALQ","ESA","63490","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,"Brasil",NA,NA,NA,"ESA063490","Magnoliophyta",NA,"A.St.-Hil. & Girard","Gonella, P.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063490",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:12:12-03","ESALQ","ESA","35448","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Souza, V.C. et al.","7397.0","1994","11","14",NA,"Brasil",NA,NA,NA,"ESA035448","Magnoliophyta",NA,"A.St.-Hil.","Shimabukuro, M.T. & Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:12:12-03","ESALQ","ESA","63489","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,"Brasil",NA,NA,NA,"ESA063489","Magnoliophyta",NA,"A.St.-Hil. & Girard","Gonella, P.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063489",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:12:12-03","ESALQ","ESA","17269","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Souza, V.C. et al.","2383.0","1993","02","19",NA,"Brasil",NA,NA,NA,"ESA017269","Magnoliophyta",NA,"A.St.-Hil.","Corrêa, M.A.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:12:12-03","ESALQ","ESA","12388","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Souza, V.C. et al.","4652.0","1994","11","26",NA,"Brasil",NA,NA,NA,"ESA012388","Magnoliophyta",NA,"A.St.-Hil.","Corrêa, M.A.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:12:12-03","ESALQ","ESA","86449","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Bopp, L.T.",NA,"2002","11","01",NA,"Brasil",NA,NA,NA,"ESA086449","Magnoliophyta",NA,"A.St.-Hil. & Girard","Gonella, P.M.","São Paulo","Luís Antônio",NA,"-47.7000007629395","-21.5499992370605",NA,NA,"ESA086449","2011","03","31","26872","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:56:02-03","ESALQ","ESA","132955","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Souza, V.C.; Latvis, M.; França. J.R.K.G.; Colletta, G.D.",NA,"2010","02","07",NA,"Brasil",NA,NA,"Erva; flores amarelas.","ESA132955",NA,NA,"A.St.-Hil. & Girard","Gonella, P.M.","Paraná","Palmeira","Estrada Curitiba - Palmeira, próximo ao entroncamento para Ponta Grossa. Beira do Córrego Lajeado. Campo geral.","-50.0064010620117","-25.4293994903564",NA,NA,NA,"2020","01","19","35166","auto","49o15#?#76","25o24#?#02",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:12-03","ESALQ","ESA","97949","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","praelonga","Utricularia praelonga","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32847.0","2007","02","19",NA,"Brasil",NA,NA,"Erva, flores amarelas","ESA097949","Magnoliophyta",NA,"A.St.-Hil. & Girard","Gonella, P.M.","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo limpo.",NA,NA,"1000","1000","ESA097949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
