"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","infraspecificEpithet","class","relatedCatalogItem","typeStatus","dayIdentified","fieldNumber","individualCount","sex"
"170","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410861","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Furlan A; Menezes NL; Hensold N",NA,"1982","04","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410861",NA,"Dioscoreales","Mart.",NA,NA,NA,"Campo Rupestres, Mun. de Diamantina-MG. Estr. p/Sao Joao da Chapada, a 14km do asfalto.","-43.716667","-18.15",NA,NA,"NL-U1410861",NA,NA,NA,"-43.716667","-18.15",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"171","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410862","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Black GA",NA,"1949","10","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410862",NA,"Dioscoreales","Mart.",NA,NA,NA,"Amazonia, Territorio do Amapa, Oiapoque, Campo Inocencia.",NA,NA,NA,NA,"NL-U1410862",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"172","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410863","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Heringer EP; et al.",NA,"1980","05","05","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410863",NA,"Dioscoreales","Mart.",NA,NA,NA,"Brasilia DF, area de inundacao de Barragem do Rio Sao Bartolomeu.",NA,NA,NA,NA,"NL-U1410863",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"173","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410864","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Hensold N; et al.",NA,"1982","05","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410864",NA,"Dioscoreales","Mart.",NA,NA,NA,"Campos Rupestres, Grao Mogol-MG, em direcao nordeste da cidade.","-42.916667","-16.533333",NA,NA,"NL-U1410864",NA,NA,NA,"-42.916667","-16.533333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"174","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410869","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Irwin HS; Westra LYT",NA,"1960","07","30","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410869",NA,"Dioscoreales","Mart.",NA,NA,NA,"Terrirtorio Amapa, Rio Oiapoque, immediately south of airfield, about 2km NE of Oiapoque.",NA,NA,NA,NA,"NL-U1410869",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"175","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410870","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Huber O; Tillett SS",NA,"1978","01","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410870",NA,"Dioscoreales","Mart.",NA,"Amazonas",NA,NA,"-67","3.783333",NA,NA,"NL-U1410870",NA,NA,NA,"-67.0","3.783333",NA,NA,"Magnoliopsidae","U 0118966",NA,NA,NA,NA,NA
"176","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410871","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Nee MH",NA,"1985","01","21","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410871",NA,"Dioscoreales","Mart.",NA,NA,NA,"Terr. Fed. Amazonas, near Pintao, ca. 20km SE of Puerto Ayacucho.","-67.516667","5.533333",NA,NA,"NL-U1410871",NA,NA,NA,"-67.516667","5.533333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"177","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410872","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Holst BK; Werff HH van der",NA,"1985","11","04","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410872",NA,"Dioscoreales","Mart.",NA,NA,NA,"Estado Bolivar, Slst. Cedeno, Quebrada La Flore, ffluent of Cano Ore Which Joins the Rio Parguaza, 230kms S of Calcara del Orinoco by road.","-67.083333","6.283333",NA,NA,"NL-U1410872",NA,NA,NA,"-67.083333","6.283333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"178","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410873","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Huber O; Alarcon C; Barreat F",NA,"1982","10","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410873",NA,"Dioscoreales","Mart.",NA,NA,NA,"EDO. Bolivar, Distr. Roscio, sabanas sobre altiplanicie del Cerro 'El Abismo', aprox. 17km al NE de Ikabaru.","-61.65","4.416667",NA,NA,"NL-U1410873",NA,NA,NA,"-61.65","4.416667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"179","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410874","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Huber O; Alarcon C; Barreat F",NA,"1982","10","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410874",NA,"Dioscoreales","Mart.",NA,NA,NA,"EDO. Bolivar, Distr. Roscio, sabanas y arbustales en la cumbre del Cerro Chirikayen, aprox. 15km al NW de Sta. Elena de Uairen.","-61.233333","4.683333",NA,NA,"NL-U1410874",NA,NA,NA,"-61.233333","4.683333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"180","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410875","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Holst BK; Liesner RL",NA,"1987","03","06","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410875",NA,"Dioscoreales","Mart.",NA,NA,NA,"Terr. Fed. Amazonas: Dpto. Atures, Valley of Rio Coro-Coro, W of Serrania de Yutaje.","-66.15","5.7",NA,NA,"NL-U1410875",NA,NA,NA,"-66.15","5.7",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"181","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410876","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Hokche O; Maas PJM; Maas-van de Kamer H; Marle EJ van",NA,"2006","03","25","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410876",NA,"Dioscoreales","Mart.","Maas PJM","Bolívar",NA,NA,"-61.083333","5.05",NA,NA,"NL-U1410876",NA,NA,NA,"-61.083333","5.05",NA,NA,"Magnoliopsidae","U 0225004",NA,NA,NA,NA,NA
"182","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410877","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Stergios B; Stergios P",NA,"1985","12","28","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410877",NA,"Dioscoreales","Mart.",NA,NA,NA,"Edo. Apure, Hierba en sabana anierta, Corrales de la Unellez, carretera a La Victoria, Dtto. Paez.",NA,NA,NA,NA,"NL-U1410877",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"183","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410878","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Liesner RL; Holst BK",NA,"1986","05","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410878",NA,"Dioscoreales","Mart.",NA,NA,NA,"Est. Bolivar, Distr. Piar, Rio Aparaman, Kambay-meru rapids, ca. 3km SE of SSE corner of Amaruaytepui, forest, forest edge and savanna.","-62.216667","5.916667",NA,NA,"NL-U1410878",NA,NA,NA,"-62.216667","5.916667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"184","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410879","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Liesner RL",NA,"1985","11","02","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410879",NA,"Dioscoreales","Mart.",NA,NA,NA,"Edo. Bolivar, el Pauji, Brocchinia swamp and wet savannah E of town.","-61.583333","4.5",NA,NA,"NL-U1410879",NA,NA,NA,"-61.583333","4.5",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"185","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410880","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Davidse G; González AC",NA,"1979","02","23","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410880",NA,"Dioscoreales","Mart.",NA,NA,NA,"Apure: Distrito Pedro Camejo, eastern side of the Galeras de Cinaruco, near the southern end, ca. 47 airline km NE of Puerto Paez.","-67.266667","6.6",NA,NA,"NL-U1410880",NA,NA,NA,"-67.266667","6.6",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"186","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410882","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Maas EJM de; Huber O",NA,"1980","11","05","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410882",NA,"Dioscoreales","Mart.",NA,NA,NA,"Amazonas, dep/ Atures, near Rincones de Chacorro, 30km N of Puerto Ayacucho.","-67.333333","5.8",NA,NA,"NL-U1410882",NA,NA,NA,"-67.333333","5.8",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"187","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410883","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Idrobo JM; Zarucchi JL",NA,"1979","08","12","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410883",NA,"Dioscoreales","Mart.",NA,NA,NA,"Guaviare: San Jose del Guaviare, Mesa La Lindosa.",NA,NA,NA,NA,"NL-U1410883",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"188","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410884","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Huber O",NA,"1977","10","16","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410884",NA,"Dioscoreales","Mart.",NA,NA,NA,"Terr. Fed. Amazonas: Depto. Atures, Cuenca del Rio Manapaire. Sabanas al pie de los cerros sptentrionales del Cerro Morrocoy, en los alrededore del sitio llamado 'Pozo de la Carlina', a unos 12km al Oeste de S. Juan de Manapiare, al Lo largo de la carretera hacia Caicara.","-66.166667","5.333333",NA,NA,"NL-U1410884",NA,NA,NA,"-66.166667","5.333333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"189","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410885","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Cowan RS; Wurdack JJ",NA,"1951","02","15","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410885",NA,"Dioscoreales","Mart.",NA,NA,NA,"Serrania Paru, Rio Paru, Cano Asisa Rio Ventuari, Amazonas, at base camp on Cano Asisa.",NA,NA,NA,NA,"NL-U1410885",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"190","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410886","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Steyermark JA; Bunting GS",NA,"1970","05","07","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410886",NA,"Dioscoreales","Mart.",NA,NA,NA,"Territorio Federal Amazonas: Cerro Yapacana: en la sabana grande el Cano Cotua y el pie del cerro.","-66.75","3.75",NA,NA,"NL-U1410886",NA,NA,NA,"-66.75","3.75",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"191","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410887","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Maguire B",NA,"1950","10","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410887",NA,"Dioscoreales","Mart.",NA,NA,NA,"Rio Atabapo, Rio Orinoco, Amazonas, 15 km above San Fernando de Atabapo.",NA,NA,NA,NA,"NL-U1410887",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"192","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410888","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Level JS",NA,"1954","05","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410888 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410888",NA,"Dioscoreales","Mart.",NA,NA,NA,"Amazonas, Cano Cupaven, Rio Orinoco at mouth of Rio Atabapo.",NA,NA,NA,NA,"NL-U1410888",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"193","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410889","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Steyermark JA; Dunsterville GCK; Dunsterville E",NA,"1977","01","20","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410889 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410889",NA,"Dioscoreales","Mart.",NA,NA,NA,"Estado Bolivar, cumbre de Cerro Guaiquinima, Salto del Rio Szezerbanari (Rio Carapo), 1-2km rio arriba del Salto Szezerbanari.","-63.685556","5.734444",NA,NA,"NL-U1410889",NA,NA,NA,"-63.685556","5.734444",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"194","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410890","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Davidse G; González AC",NA,"1977","04","29","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410890 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410890",NA,"Dioscoreales","Mart.",NA,NA,NA,"Apure: Distrito Pedro Camejo, between the Rio Cinaruco near the mouth of Cano San Miguel and the southern part of the Galerias de Cinaruco.","-67.283333","6.55",NA,NA,"NL-U1410890",NA,NA,NA,"-67.283333","6.55",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"195","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410891","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Schultes RE; Baker RED; Cabrera Rodriguez I",NA,"1952","10","28","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410891 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410891",NA,"Dioscoreales","Mart.",NA,NA,NA,"Rio Negro, San Felipe, and vicinity (below confluence of Rio Guainia and Rio Casiquiare).","-67","1.833333",NA,NA,"NL-U1410891",NA,NA,NA,"-67.0","1.833333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"196","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410892","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Maguire B; Wurdack JJ; Keith WM",NA,"1957","09","15","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410892 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410892",NA,"Dioscoreales","Mart.",NA,NA,NA,"Alto Rio Orinoco, Territorio Amazonas, Sabana Huachapana, left bank of Rio Orinoco, 30km above Santa Barbara.",NA,NA,NA,NA,"NL-U1410892",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"197","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410893","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Maguire B; Steyermark JA; Maguire CK",NA,"1942","09","04","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410893",NA,"Dioscoreales","Mart.",NA,NA,NA,"Alto Rio Cuyuni, Estado Bolivar, infrequent in Triana Savanna, Cerro Piton, Cordillera Epicara, Rio Chicanan.",NA,NA,NA,NA,"NL-U1410893",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"198","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410894","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Quevedo S RC; Gutiérrez E; Mamani F",NA,"1994","06","16","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410894",NA,"Dioscoreales","Mart.",NA,NA,NA,"Santa Cruz: Velasco, Parque Noel Kempff M. Campamento La Torre.","-60.816667","-13.65",NA,NA,"NL-U1410894",NA,NA,NA,"-60.816667","-13.65",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"199","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410895","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Gröger A",NA,"1993","11","15","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410895",NA,"Dioscoreales","Mart.",NA,NA,NA,"Edo Amazonas, Dpto. Atures: carretera Pto. Ayacucho hacia el Burro: km 48, laja 1 km al Este del crucero a Btania de Topocho.","-67.366667","5.966667",NA,NA,"NL-U1410895",NA,NA,NA,"-67.366667","5.966667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"200","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410896","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Peña M; Foster RB",NA,"1991","05","24","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410896",NA,"Dioscoreales","Mart.",NA,NA,NA,"Prov. Velasco, Campamento Las Torres, Margendel Rio Itenez (Guapore), frontera con Mato Grosso; lade noreste del Serrania Huanchaca, 24km sur de Flor de Oro: -50km Norte del Rio Verde.","-60.8","-13.65",NA,NA,"NL-U1410896",NA,NA,NA,"-60.8","-13.65",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"201","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410897","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Velazco J",NA,"1989","10","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410897",NA,"Dioscoreales","Mart.",NA,NA,NA,"Terr. Fed. Amazonas, Dpto. Atabapo.","-67.366667","3.516667",NA,NA,"NL-U1410897",NA,NA,NA,"-67.366667","3.516667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"202","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410898","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Delgado L",NA,"1989","09","01","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410898",NA,"Dioscoreales","Mart.",NA,NA,NA,"Terr. Fed. Amazonas, Dpto. Atabapo.","-66.7","4.116667",NA,NA,"NL-U1410898",NA,NA,NA,"-66.7","4.116667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"203","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410899","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Coomes D",NA,"1994","01","04","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410899",NA,"Dioscoreales","Mart.",NA,NA,NA,"Savanna morrocoy La Esmeralda, Dpto Atabapo, Edo. Amazonas.","-65.55","3.183333",NA,NA,"NL-U1410899",NA,NA,NA,"-65.55","3.183333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"204","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410900","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Davidse G; Huber O",NA,"1982","11","25","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410900",NA,"Dioscoreales","Mart.",NA,NA,NA,"Edo. Bolivar: Distrito Piar: Guayaraca, between escarpment and Rio Guayaraca, southern base of Auyan-tepui.","-62.533333","5.733333",NA,NA,"NL-U1410900",NA,NA,NA,"-62.533333","5.733333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"205","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410901","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Liesner RL",NA,"1988","05","09","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410901",NA,"Dioscoreales","Mart.",NA,NA,NA,"Edo. Bolivar, gran Sabana; 5km South of San Ignacio de Yuruani.","-61.166667","4.983333",NA,NA,"NL-U1410901",NA,NA,NA,"-61.166667","4.983333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"206","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410902","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Díaz Santibanez C; Pereira (Peru) J",NA,"1997","06","05","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410902",NA,"Dioscoreales","Mart.","Maas PJM; Maas-van de Kamer H","Madre de Dios",NA,NA,NA,NA,NA,NA,"NL-U1410902",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0048347",NA,NA,NA,NA,NA
"207","2020-02-08 08:59:54-03","NBC","NL-BOTANY","U.1410903","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Cárdenas L; Pyykko M",NA,"1978","01","10","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1410903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1410903",NA,"Dioscoreales","Mart.",NA,NA,NA,"Territorio Federal Amazonas, Sabana arenosa sobre terreno disturbado, hacia el Oeste del Edificio, La estacion de Pisci, Cultura de Puerto Ayacucho, terreno situado entre la Carretera hacio Samariapo y la pista de aterrizaje del Aeropuerto de Puerto Ayacucho.","-67.6","5.616667",NA,NA,"NL-U1410903",NA,NA,NA,"-67.6","5.616667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
