"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","584765","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","D. C. Daly","9720","1998","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584765",NA,"Acre","Basin of Rio Purus, upper Rio Acre, left bank.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Brasiléia","-69.02306","-10.98528","NY00584765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 10:11:00-03","NY","NYBG","754682","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","C. Figueiredo","955","1995","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754682",NA,"Acre","Rio Muru. Seringal Vitória Velha. Colocação Santa María.",NA,NA,"Magnoliophyta","Sapindales",NA,"T. D. Pennington","Tarauacá","-70.7656","-8.1617","NY00754682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01023492","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","L. V. Costa","s.n.","1993","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194035' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023492",NA,"Minas Gerais","Parque Estadual do Rio Doce.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"Simonésia","-42.0014","-20.1242","NY01023492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02692135","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","D. Cárdenas-López","42127","2011","07","26","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353104' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692135",NA,"Caquetá","vereda Las Verdes, sector bocana quebrada Los Verdes.","500","600","Magnoliophyta","Sapindales","(L.) Sleumer","W. Trujillo","Belén de Los Andaquíes","-75.87952778","1.605972222","NY02692135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01142335","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","W. A. Archer","8289","1943","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1577403' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142335",NA,"Pará","North woods of I.A.N., Belém",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Belém","-48.4447503","-1.4380977","NY01142335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","390009","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","L. A. Mattos Silva","3293","1995","12","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390009",NA,"Bahia","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR 415). Area do Cacaual, próxima à cerca do Campus, lado leste",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"Ilhéus","-39.17","-14.8","NY00390009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","390017","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","G. G. Hatschbach","21728","1969","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390017",NA,"Paraná","Rio Paranapanema, Porto Alvorada",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Alvorada do Sul","-51.2308","-22.7806","NY00390017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 04:29:00-03","NY","NYBG","01142328","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","D. C. Daly","1659","1981","12","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1577354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142328",NA,"Pará","Near Rio Itacaiunas: Approx. 80 km from Marabá; 37 km S on PA 150 and 50km WNW on service road.",NA,NA,"Magnoliophyta","Sapindales",NA,"T. D. Pennington",NA,NA,NA,"NY01142328_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","390008","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","G. Eiten","7066","1966","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390008",NA,"Rio de Janeiro","On the beach, Praia do Saí at NW corner of Sepitiba Bay, at point where beach meets mountain that forms the point, Ponta do Saí, opposite the small island, Ilha do Saí. 3.5 km due of ENE of city of Mangaratiba.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Mangaratiba","-44","-22.95","NY00390008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","390030","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","G. Eiten","7066","1966","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390030",NA,"Rio de Janeiro","On the beach, Praia do Saí at NW corner of Sepitiba Bay, at point where beach meets mountain that forms the point, Ponta do Saí, opposite the small island, Ilha do Saí 3.5 km due ENE of city of Mangaratiba",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"Mangaratiba","-44","-22.95","NY00390030_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","194311","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","W. L. Balée","2200","1986","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194311",NA,"Maranhão","Ka'apor Indian Reserve. Inventory of 80 year old fallow",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Monção","-45.25","-3.5","NY00194311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","390039","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","I. G. Vargas Caballero","622","1990","06","13","South America","Bolivia","sheet",NA,"Muestra alcolholizada <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390039",NA,"Santa Cruz","Loc. Perseverancia, alrededor del campamento","257","257","Magnoliophyta","Sapindales","(L.) Sleumer","M. H. Nee","Ñuflo de Chávez","-62.62","-14.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01023490","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194029' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023490",NA,NA,"Brasilia",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington",NA,NA,NA,"NY01023490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","476557","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","M. H. Nee","48518","1998","03","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476557",NA,"Santa Cruz","Villa Nuevo Horizonte, along new highway from Buena Vista to Río Ichilo.","250","250","Magnoliophyta","Sapindales","(L.) Sleumer","M. A. Sundue","Ichilo","-64.15","-17.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","390001","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","T. D. Pennington","10162","1978","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390001",NA,"Bahia","Between Una and Nucleo Colonial",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"Una","-39.0753","-15.2933","NY00390001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","390023","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","S. A. Mori","14110","1981","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390023",NA,"Bahia","Road from Itanagra to Subaúma, 8 km W of Itanagra.","50","50","Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Itanagra","-38.0147177","-12.1961899","NY00390023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00837173","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","J. H. Kirkbride Jr.","3420","1980","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837173",NA,"Goiás","Na Fazenda das Emeraldas, perto Corrêgo Paciência e GO 164, ca 6 km NE de Goiás Velho","600","600","Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Goiás","-50.12","-15.9","NY00837173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","194313","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","W. L. Balée","2194","1986","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00194313",NA,"Maranhão","Ka'apor Indian Reserve. Inventory of 80 year old fallow",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Monção","-45.25","-3.5","NY00194313_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 19:41:00-03","NY","NYBG","696524","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","D. C. Daly","10263","2000","11","29","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00696524",NA,"Acre","Basin of Rio Júrua, Rio Tejo.",NA,NA,"Magnoliophyta","Sapindales",NA,"T. D. Pennington","Marechal Thaumaturgo","-72.7917","-8.9411","NY00696524_01 NY00696524_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00837139","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","R. de Lemos Fróes","11915","1940","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837139",NA,"Maranhão","Island of São Luiz, Anil",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"São Luís","-44.23","-2.53","NY00837139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00837184","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","J. A. Ratter","R.232","1967","07","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837184",NA,"Mato Grosso","26 km N. of Xavantina on the unfinished Xavantina- Cachimbo Road. near Lopez bridge.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"Água Boa","-52.1583","-14.0503","NY00837184_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 04:29:00-03","NY","NYBG","01142375","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","B. V. Rabelo","2264","1983","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1577664' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142375",NA,"Amapá",NA,NA,NA,"Magnoliophyta","Sapindales",NA,"T. D. Pennington",NA,NA,NA,"NY01142375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00837189","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","E. P. Heringer","3220",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837189",NA,"Distrito Federal","Bacia do Rio Sao Bartolomeu.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Brasília","-47.9294","-15.7797","NY00837189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","865941","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","B. Nelson","784","1980","10","22","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865941",NA,"Acre","Quixadá. 30 km abaixo de Rio Branco ao longo do Rio Acre.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington",NA,"-67.83","-10","NY00865941_01 NY00865941_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00837204","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","J. B. E. Pohl","1001",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837204",NA,NA,"Brasilia: S. Luzia",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,NA,NA,NA,"NY00837204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01142349","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","G. T. Prance","4369","1967","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1577510' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142349",NA,"Roraima","Serra Tepequem, forest on upper west facing slopes.","1200","1200","Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington",NA,"-61.755459","3.760455","NY01142349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","196240","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","M. N. Alexiades","301","1989","02","15","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196240",NA,"Madre de Dios","Comunidad Nativa Infierno. Hermosa Chica. Study plot 1","260","260","Magnoliophyta","Sapindales","(L.) Sleumer","M. N. Alexiades","Tambopata","-69.28","-12.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00837144","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","J. Jangoux","1732","1981","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837144",NA,"Tocantins","Fazenda Mucambo, 11 km from town. Goiás.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Tocantinópolis","-47.4164","-6.32944","NY00837144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 19:47:00-03","NY","NYBG","702966","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","A. R. S. de Oliveira","693","1995","11","30","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00702966",NA,"Acre","Rio Muru, Seringal Lancha, proprietário Sr. Antonio Francisco Ferreira.",NA,NA,"Magnoliophyta","Sapindales",NA,"T. D. Pennington","Feijó","-70.8658","-8.5181","NY00702966_01 NY00702966_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00837188","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","E. P. Heringer","2934","1979","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=927838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837188",NA,"Distrito Federal","Bacia do Rio Sao Bartolomeu.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Brasília","-47.9294","-15.7797","NY00837188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1015047","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","C. Luchiari","630","1995","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098888' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015047",NA,"Rio de Janeiro","Reserva Biológica de Poço das Antas, Est. Juturnaiba, direita - Km 3.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer",NA,"Silva Jardim","-42.3917","-22.6508","NY01015047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","472261","PreservedSpecimen","Plantae","Meliaceae","Guarea","guidonia","Guarea guidonia","M. Silveira","1278","1996","05","07","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472261",NA,"Acre","Bacia do Alto Juruá, Rio Ramón, Parque Nacional da Serra do Divisor.",NA,NA,"Magnoliophyta","Sapindales","(L.) Sleumer","T. D. Pennington","Mâncio Lima","-73.6242","-7.4667","NY00472261_01 NY00472261_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
