"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","locality","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","sex","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber"
"201","2019-10-09 11:21:42-03","UFBA","ALCB","95933","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Guedes, ML","Guedes, ML; Gomes, FS; Lisboa, MS","2010","07","21","Brasil","Bahia","Igrapiúna","-39.207778","-13.905278","-39.207778","-13.905278","ALCB060779",NA,"153","153","Folhas coriáceas, discolores, face abaxial com venação conspícua. Frutos imaturos verdes. Chá cozido da folha fresca mais nova da planta serve para combater a diarréia.; Área Antropizada.","2010","08",NA,"Litoral Sul, Pedra Branca, Casa do Sr. Marcos Cardoso de Assunção",NA,NA,"17457","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"202","2021-02-08 21:32:50-03","UFBA","ALCB","116044","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Verger, P",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"ALCB012583","ALCB012583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s/n","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"203","2019-10-09 11:21:42-03","UFBA","ALCB","21443","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Landim, LR","Gouveia, EP de","1983","12","22","Brasil","Bahia","Brumado","-41.6652984619141","-14.2035999298096",NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,"Serra Geral, Ituaçu, Morro da Mangabeira","38387","auto","s/n","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"204","2021-02-08 21:32:50-03","UFBA","ALCB","115915","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"s.col.","1971","12","06","Brasil","Bahia","Dias D'Ávila","-38.2969017028809","-12.6125001907349",NA,NA,"ALCB012584","ALCB012584",NA,NA,NA,NA,NA,NA,"Região Metropolitana Salvador","17295","auto","PHs/n","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"205","2019-10-09 11:21:42-03","UFBA","ALCB","21443","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Landrum, L","Gouveia, EP de","1983","12","22","Brasil","Bahia","Ituaçu","-41.2966995239258","-13.8133001327515",NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,"Serra Geral, Morro da Mangabeira","36625","auto","s/n","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"206","2019-10-09 11:21:42-03","UFBA","ALCB","16944","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Landrum, L","Costa, AL","1974","02","28","Brasil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,"ALCB060772",NA,NA,NA,NA,"1995",NA,NA,"Região Metropolitana Salvador, Parque Munipal da Pituba.","26018","auto","s/n","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"207","2019-10-09 11:21:42-03","UFBA","ALCB","6784","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Handro, O","Lima, AS","1943","11","03","Brasil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,"ALCB060774",NA,NA,NA,NA,"1945","06",NA,NA,"21773","auto","s/n","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"208","2019-10-09 11:21:42-03","UFBA","ALCB","45869","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guayava","Psidium guayava","Raddi","Queiroz, LP de","Costa-Neto, EM","1996","04","28","Brasil","Bahia","Conde","-37.6","-11.8","-37.6","-11.8","ALCB060775",NA,NA,NA,"1,0 m. Folhas opostas, discolores. Flores brancas.; solo arenoso.","1996","06",NA,"Litoral Norte, Praia de Siribinha",NA,NA,"42","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"209","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451691","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1451691","NL-U1451691",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Brasilia: Rio Janeiro.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"210","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451693","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Andel TR van","Andel TR van; Toney A; George N; Toney H","1996","09","07","Guyana","North West District",NA,"-59.75","7.366667","-59.75","7.366667","NL-U1451693","NL-U1451693",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"U 0087877",NA,NA
"211","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519416","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Hostmann FWR",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L2519416","NL-L2519416",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"212","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519418","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Unreadable",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L2519418","NL-L2519418",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"213","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519419","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Splitgerber FL",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L2519419","NL-L2519419",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"214","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451677","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Andel TR van","Andel TR van; George F; George H; George N","1996","09","25","Guyana","North West District",NA,"-59.7","7.366667","-59.7","7.366667","NL-U1451677","NL-U1451677",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"U 0061986",NA,NA
"215","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451695","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Andel TR van","Andel TR van; Charles R; Samuels M","1995","12","05","Guyana","North West District",NA,"-59.7","7.366667","-59.7","7.366667","NL-U1451695","NL-U1451695",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"U 0061231",NA,NA
"216","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.4148108","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Koloniaal Instituut Amsterdam",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L4148108","NL-L4148108",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4148108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,",,Gujave'' Paramaribo.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"217","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.4148109","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Koloniaal Instituut Amsterdam",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L4148109","NL-L4148109",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4148109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,",,Gujave'' Paramaribo.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"218","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451692","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Prance GT; Silva NT",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1451692","NL-U1451692",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Serra do Caiapó, Goiás. 40 km south of Caiaponia. Banks of river.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"219","2020-02-08 10:07:35-03","NBC","NL-BOTANY","WAG.1116496","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1116496","NL-WAG1116496",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"220","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519415","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Fiebrig K","1908","11","07","Paraguay",NA,NA,NA,NA,NA,NA,"NL-L2519415","NL-L2519415",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"221","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L 0708413","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Botanisch Laboratorium Leiden",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L0708413",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200708413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"222","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L 0708420","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Botanisch Laboratorium Leiden",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L0708420",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200708420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"223","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519402","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Suringar WFR",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L2519402","NL-L2519402",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Paramaribo.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"224","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519404","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Rambo B","1950","11","26","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2519404","NL-L2519404",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519404 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Rio Grande do Sul, Parecí p. Momtenegro.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"225","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519407","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Hatschbach GG","1967","10","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2519407","NL-L2519407",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Est Paraná, Mun Antonina, Cacatu.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"226","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519410","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Smith HH","1898","11","24","Colombia",NA,NA,NA,NA,NA,NA,"NL-L2519410","NL-L2519410",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Santa Marta.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"227","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519411","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2519411","NL-L2519411",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Rio Janeiro.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"228","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.3917246","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Pedersen TM","1982","03","27","Argentina",NA,NA,NA,NA,NA,NA,"NL-L3917246","NL-L3917246",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3917246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Plantae Argentinae. Estancia ''Yuqueri'' (some 5 km E of Concepción). Dep. Concepción, Prov. Corrientes.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"229","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.3970440","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Veldman S","Meyer H; Hermann P","1687","01","01","Surinam",NA,NA,NA,NA,NA,NA,"NL-L3970440","NL-L3970440",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3970440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"230","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.4148110","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Koloniaal Instituut Amsterdam",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L4148110","NL-L4148110",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4148110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,",,Gujave'' Paramaribo.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"231","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284886","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","03","23","Paraguay","Amambay",NA,NA,NA,NA,NA,"NL-U0284886",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"Uw29406",NA,NA
"232","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451547","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Carton C","1976","11","22","Peru",NA,NA,NA,NA,NA,NA,"NL-U1451547","NL-U1451547",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Hab. Peru, dep. Cajamarca: Aguestas Calinetes, Hacienda Campo Alegre; alt 2050m. V.N. La goyava.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"233","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451548","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Nee MH","1990","11","10","Bolivia",NA,NA,"-63.825","-17.416667","-63.825","-17.416667","NL-U1451548","NL-U1451548",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Depto. Santa Cruz, prov.Ichilo, N side of Rio Surutu, 1 km Upstream from junction with Rio Yapacani,2 km upstream from and SE of Highway bridge over Rio Yapacani.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"234","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451549","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Smith DN","1990","02","16","Bolivia",NA,NA,"-67.516667","-15.15","-67.516667","-15.15","NL-U1451549","NL-U1451549",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Beni: Ballivian Province Carretera Caranavi-San Borja, lado este de la Serrania del Pilon Lajas. Arbusto 3m.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"235","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451551","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Steinbach RF","1966","10","14","Bolivia",NA,NA,NA,NA,NA,NA,"NL-U1451551","NL-U1451551",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Hab. Arbol de madera muy consistente, 6-9 mtrs. alto terrenos descubiertos, algo arenosos, Tods Santos Prov. Chapare Depto. Cochobamba 300 mtrs.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"236","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451552","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Mexia YEJ","1931","12","13","Peru",NA,NA,NA,NA,NA,NA,"NL-U1451552","NL-U1451552",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Departamento de Loreto.Above Pongo de Manseriche. Left Bank of Rio Santiago; border forest. alt 200m.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"237","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451553","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Steinbach J","1924","11","04","Bolivia",NA,NA,NA,NA,NA,NA,"NL-U1451553","NL-U1451553",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sara. Santa Cruz.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"238","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451554","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Smith HH","1898","11","24","Colombia",NA,NA,NA,NA,NA,NA,"NL-U1451554","NL-U1451554",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Santa Marta.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"239","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451674","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Mexia YEJ","1930","11","12","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1451674","NL-U1451674",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451674 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"State of Minas Geraes. Viçosa. Fazenda de Lambari; Morro de Lambari; border of cut-over woods.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,NA,NA,NA
"240","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451679","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Prévost M-F","Prévost M-F","1999","09","06","French Guiana",NA,NA,"-52.316667","4.933333","-52.316667","4.933333","NL-U1451679","NL-U1451679",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"U 0060716",NA,NA
"241","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451688","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R","1983","03","23","Paraguay","Amambay",NA,NA,NA,NA,NA,"NL-U1451688","NL-U1451688",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"U 0141990",NA,NA
"242","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451675","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Andel TR van","Andel TR van; Toney A; George N; Toney H","1996","09","07","Guyana","North West District",NA,"-59.75","7.366667","-59.75","7.366667","NL-U1451675","NL-U1451675",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae",NA,"U 0087875",NA,NA
"243","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519383","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava pomiferum",NA,NA,"Buchtien O","1907","11","01","Bolivia",NA,NA,NA,NA,NA,NA,"NL-L2519383","NL-L2519383",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Region: tropisoh, Charompampi b. Mapin 15° ! B, Baumbis.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae","pomiferum",NA,NA,NA
"244","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519341","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava pyriferum",NA,NA,"Herb Molkenboer JH",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,"NL-L2519341","NL-L2519341",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae","pyriferum",NA,NA,NA
"245","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.2519344","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava pyriferum",NA,NA,"Splitgerber FL","1837","11","01","Surinam",NA,NA,NA,NA,NA,NA,"NL-L2519344","NL-L2519344",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2519344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"in Suriname vulgaris (spont) Arbor Altitudine medioris, vulgo Guayana.",NA,NA,NA,"Southern America",NA,NA,NA,NA,"Myrtales",NA,"Magnoliopsidae","pyriferum",NA,NA,NA
"246","2020-11-04 11:15:05-03","ESALQ","ESA","7659","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","Rodrigues, R.R.","Astolpho, F.","1991","01","01","Brasil","Minas Gerais","Piracicaba",NA,NA,NA,NA,"ESA007659","ESA007659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
