"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"212","2021-03-15 16:37:00-03","NY","NYBG","1028603","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","G. L. Webster","T. C. Plowman","1980","02","29","Brazil","Maranhão","Imperatriz","Bananal, 15 km south of Imperatriz along Belém-Brasília highway (BR 010).","-47.43","-5.67",NA,NA,"290","290","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188321' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028603","NY01028603_01","9328","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-15 16:37:00-03","NY","NYBG","195194","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","K. J. Wurdack","W. L. Balée","1986","11","09","Brazil","Maranhão","Carutapera","Gurupiuna, Ka'apor Indian Reserve, affluent of Rio Gurupi","-46.43","-2.72",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195194","NY00195194_01","3060","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-15 16:37:00-03","NY","NYBG","1552496","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","N. T. da Silva","J. Jangoux","1978","11","30","Brazil","Maranhão","Pinheiro","Rio Alto Turiaçu, Nova Esperança","-45.75","-2.92",NA,NA,NA,"100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1947715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552496","NY01552496_01","94","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-15 16:37:00-03","NY","NYBG","649202","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1968","02","14","Brazil","Paraná","Paranaguá","Paranaguá, Picadao Cambará-Col. Limeira","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649202","NY00649202_01","18612","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-15 16:37:00-03","NY","NYBG","649201","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1968","02","14","Brazil","Paraná","Paranaguá","Picadao Camberá-Col. Limeira","-48.5092","-25.5203",NA,NA,"20","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649201","NY00649201_01","18612","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-15 16:37:00-03","NY","NYBG","1028600","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. de Senna Valle","G. T. Prance","1965","10","27","Brazil","Pará",NA,"Vicinity of Cachoeira, km 96. Road BR 22, Capanema to Maranhão.","-46.537506","-1.765546",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028600","NY01028600_01","1702","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-15 16:37:00-03","NY","NYBG","04082022","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.",NA,"H. H. Rusby","1885",NA,NA,"Bolivia","La Paz",NA,"Near Yungas",NA,NA,NA,NA,"1219",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392548' target='other'> <mi>dwc_moreinfo</mi></a>","NY04082022",NA,"1176","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-15 16:37:00-03","NY","NYBG","870589","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","P. W. Richards","1968","08","10","Brazil","Mato Grosso",NA,"Base camp.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870589","NY00870589_01","6643","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-15 16:37:00-03","NY","NYBG","870584","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","R. de Lemos Fróes","1939","02",NA,"Brazil","Maranhão","São Luís","Island of São Luiz.","-44.201115","-2.577323",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870584","NY00870584_01","11639","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-15 16:37:00-03","NY","NYBG","870585","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","R. de Lemos Fróes","1939","02",NA,"Brazil","Maranhão","São Luís","Island of São Luiz.","-44.201115","-2.577323",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870585","NY00870585_01","11657","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-15 16:37:00-03","NY","NYBG","870581","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","G. T. Prance","1964","10","22","Brazil","Goiás","Jataí","Serra do Caiapó. 66 km. north of Jatai.","-51.7142","-17.8817",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870581","NY00870581_01","59555","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-15 16:37:00-03","NY","NYBG","04082020","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.",NA,"R. S. Williams","1902","08","23","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"1524",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392538' target='other'> <mi>dwc_moreinfo</mi></a>","NY04082020",NA,"1448","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-15 16:37:00-03","NY","NYBG","870586","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","G. T. Prance","1964","09","29","Brazil","Mato Grosso","Canarana","Serra do Roncador. Track Garapu to Rio Sete September.","-52.2681","-13.5522",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870586","NY00870586_01","59158","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-15 16:37:00-03","NY","NYBG","870588","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","G. C. G. Argent","1968","09","11","Brazil","Mato Grosso",NA,"Base Camp (Brejo plot I)","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870588","NY00870588_01","6917","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-15 16:37:00-03","NY","NYBG","870597","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1964","10","02","Brazil","Mato Grosso",NA,"Vicinity of Garapú. Ca. 5 km S of Garapú.","-52.57","-13.2",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870597","NY00870597_01","6589","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-15 16:37:00-03","NY","NYBG","870579","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1968","01","14","Brazil","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8",NA,NA,"1150","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870579","NY00870579_01","18580","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-15 16:37:00-03","NY","NYBG","870595","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","D. Philcox","1967","12","19","Brazil","Mato Grosso",NA,"Environs of base-camp.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870595","NY00870595_01","3595","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-15 16:37:00-03","NY","NYBG","04082023","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.",NA,"H. H. Rusby","1885",NA,NA,"Bolivia","La Paz",NA,"Near Yungas",NA,NA,NA,NA,"1219",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392550' target='other'> <mi>dwc_moreinfo</mi></a>","NY04082023",NA,"1176","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-15 16:37:00-03","NY","NYBG","870577","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1965","08","25","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E of Brasília","-47.74305","-15.7797",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870577","NY00870577_01","7885","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-15 16:37:00-03","NY","NYBG","870574","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","S. G. da Fonsêca","1968","10","08","Brazil","Mato Grosso",NA,"2km ao norte do acampamento da expedição inglêsa.","-51.875","-12.906389",NA,NA,NA,NA,"Onishi 493. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870574","NY00870574_01","1272","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-15 16:37:00-03","NY","NYBG","870596","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","D. Philcox","1967","11","14","Brazil","Mato Grosso",NA,"c. km. 274, Xavantina-Cachimbo road.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870596","NY00870596_01","3021","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-15 16:37:00-03","NY","NYBG","870578","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1965","09","29","Brazil","Distrito Federal","Brasília","Córrego Monteiro, vicinity of Planaltina.","-47.9294","-15.7797",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870578","NY00870578_01","8777","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-15 16:37:00-03","NY","NYBG","870582","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1965","11","03","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 5 km S. of Cristalina","-47.6","-16.79518",NA,NA,"1175","1175","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870582","NY00870582_01","9843","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-15 16:37:00-03","NY","NYBG","870591","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","P. W. Richards","1967","08","27","Brazil","Mato Grosso",NA,"5 km E of Xavantina.","-52.33","-14.73",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870591","NY00870591_01","R502","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-15 16:37:00-03","NY","NYBG","870580","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","E. P. Heringer","1962","10","21","Brazil","Distrito Federal","Brasília","Plano Pilôto","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870580","NY00870580_01","s.n.","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-15 16:37:00-03","NY","NYBG","870569","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1966","07","20","Brazil","Distrito Federal","Brasília","Planaltina","-47.9296989440918","-15.7797002792358",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870569","NY00870569_01","18294","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-15 16:37:00-03","NY","NYBG","870594","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","E. Onishi","1968","10","08","Brazil","Mato Grosso","Xavantina","Loc. 2 km. N. of Capoeirão.","-52.23","-14.63",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870594","NY00870594_01","493","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-15 16:37:00-03","NY","NYBG","58540","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis obtusata","Benth.",NA,"R. Spruce","1851","05",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro","-59.9953079","-3.0673242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058540","NY00058540_01","1475","South America","sheet",NA,"Magnoliophyta","Malpighiales","obtusata","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-15 16:37:00-03","NY","NYBG","649205","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1963","12","17","Brazil","Paraná","Guaratuba","Morro do Morretes","-48.5744","-25.8831",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649205","NY00649205_01","10779","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-15 16:37:00-03","NY","NYBG","649200","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1970","10","22","Brazil","Mato Grosso do Sul","Rio Brilhante","Rod. Br 267, Entroncamento","-54.5464","-21.8019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649200","NY00649200_01","25011","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-15 16:37:00-03","NY","NYBG","649206","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","Pessoal do Horto Florestal","1927","12","27","Brazil","Rio de Janeiro","Rio de Janeiro","Vista Chineza","-43.249313","-22.973268",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649206","NY00649206_01",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-15 16:37:00-03","NY","NYBG","649199","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","Paulino","1932","01","14","Brazil","Rio de Janeiro",NA,"Pai Ricardo, perto do Horto Florestal",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649199","NY00649199_01",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-15 16:37:00-03","NY","NYBG","1028599","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. de Senna Valle","G. T. Prance","1973","10","16","Brazil","Mato Grosso",NA,"Marombade Mato in grass field, behind Buriti Football stadium","-55.793376","-15.4185",NA,NA,"720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188303' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028599","NY01028599_01","19057","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-15 16:37:00-03","NY","NYBG","649204","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","F. C. Hoehne","1934","11","29","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649204","NY00649204_01","32166","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-15 16:37:00-03","NY","NYBG","649203","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1968","02","14","Brazil","Paraná","Paranaguá","Picadao Camberá-Col. Limeira","-48.5092","-25.5203",NA,NA,"20","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649203","NY00649203_01","18612","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-15 16:37:00-03","NY","NYBG","649202","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1968","02","14","Brazil","Paraná","Paranaguá","Paranaguá, Picadao Cambará-Col. Limeira","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649202","NY00649202_01","18612","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-15 16:37:00-03","NY","NYBG","649201","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1968","02","14","Brazil","Paraná","Paranaguá","Picadao Camberá-Col. Limeira","-48.5092","-25.5203",NA,NA,"20","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649201","NY00649201_01","18612","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-15 16:37:00-03","NY","NYBG","1028600","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. de Senna Valle","G. T. Prance","1965","10","27","Brazil","Pará",NA,"Vicinity of Cachoeira, km 96. Road BR 22, Capanema to Maranhão.","-46.537506","-1.765546",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028600","NY01028600_01","1702","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-15 16:37:00-03","NY","NYBG","58539","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.",NA,"G. Gardner",NA,NA,NA,"Brazil","Ceará",NA,"Brasil trop. Prov. Ceará",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=133327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00058539","NY00058539_01","1836","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-15 16:37:00-03","NY","NYBG","870593","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","R. Souza","1967","09","02","Brazil","Mato Grosso",NA,"10 km S of Xavantina.","-52.33","-14.73",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870593","NY00870593_01","R590","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-15 16:37:00-03","NY","NYBG","870571","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1964","08","31","Brazil","Distrito Federal","Brasília","Parque Municipal do Gama. Ca. 20 km. S. of Brasília.","-48.0648","-16.0198",NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870571","NY00870571_01","5817","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-15 16:37:00-03","NY","NYBG","870592","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","R. M. Harley","1968","09","14","Brazil","Mato Grosso",NA,"c. 6 km N. of base camp, by roadside","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870592","NY00870592_01","10027","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-15 16:37:00-03","NY","NYBG","04082021","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.",NA,"H. H. Rusby","1885",NA,NA,"Bolivia","La Paz",NA,"Near Yungas",NA,NA,NA,NA,"1219",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392547' target='other'> <mi>dwc_moreinfo</mi></a>","NY04082021",NA,"1176","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
