"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"48","2019-02-22 11:46:33-03","IPA","IPA","47361","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Ataíde, M.","Luetzelburg","28110","1936","05","23","Southern America","Brasil","Paraíba","Sousa","São Gonçalo","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,"IPA0047361",NA,"21208","auto","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-02-22 11:46:34-03","IPA","IPA","88660","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Queiroz, L.P. de","Miranda, A.M.","3736","2000","09","26","Southern America","Brasil","Pernambuco","Fernando de Noronha","Morro da Quixaba","-32.4108009338379","-3.84028005599976",NA,NA,NA,"Subarbusto ereto ca. 1 m de altura; muito ramificado; caule verde; folhas membranáceas; frutos imaturos verdes.","IPA0088660",NA,"8269","auto","2003","02",NA,NA,"06",NA,NA,NA,NA,NA,NA
"50","2019-02-22 11:46:33-03","IPA","IPA","19542","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Ataíde, M.","Academia Brasileira de Ciências","659","1971","05","10","Southern America","Brasil","Pernambuco",NA,"Entre Serra Talhada e Salgueiro, à sombra",NA,NA,NA,NA,NA,"Erva ereta, até 1,5m de altura, haste e frutos viscosos, flores alvas","IPA0019542",NA,NA,NA,"1986","10",NA,NA,"28",NA,NA,NA,NA,NA,NA
"51","2019-02-22 11:46:33-03","IPA","IPA","19642","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Perruci, A.","Academia Brasileira de Ciências","756","1971","05","14","Southern America","Brasil","Pernambuco",NA,"Entre Bom Nome (PE) e Jatí (CE)",NA,NA,NA,NA,NA,"Erva prostrada em roseta; inflorescência ereta, flores amareladas","IPA0019642",NA,NA,NA,"1982","04",NA,NA,"19",NA,NA,NA,NA,NA,NA
"52","2019-02-22 11:46:33-03","IPA","IPA","40278","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Gardner, G.","2096",NA,NA,NA,"Southern America","Brasil","Piauí",NA,"Near Oeiras",NA,NA,NA,NA,NA,NA,"IPA0040278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-22 11:46:33-03","IPA","IPA","40279","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Gardner, G.","1544",NA,NA,NA,"Southern America","Brasil","Ceará",NA,"Below Icó",NA,NA,NA,NA,NA,NA,"IPA0040279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-02-22 11:46:33-03","IPA","IPA","40281","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"L, R.; R. Br.; R. Br.","24",NA,NA,NA,"Southern America","Brasil","Pernambuco","Ilha de Fernando de Noronha",NA,"-32.393889","-3.878611",NA,NA,NA,NA,"IPA0040281",NA,NA,NA,NA,NA,"-32.393889","-3.878611",NA,NA,NA,NA,NA,NA,NA
"55","2019-02-22 11:46:33-03","IPA","IPA","40282","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"RL; R. Br.; R. Br.","37",NA,NA,NA,"Southern America","Brasil","Pernambuco","Ilha de Fernando de Noronha","Rat. Island","-32.393889","-3.878611",NA,NA,NA,NA,"IPA0040282",NA,NA,NA,NA,NA,"-32.393889","-3.878611",NA,NA,NA,NA,NA,NA,NA
"56","2019-02-22 11:46:33-03","IPA","IPA","42956","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Ataíde, M.","Andrade-Lima","8301","1977","09","04","Southern America","Brasil","Pernambuco",NA,"Entre Caruaru e Fazenda Nova",NA,NA,NA,NA,NA,NA,"IPA0042956",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-02-22 11:46:33-03","IPA","IPA","5190","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Ducke, A.","Pickel, B.","3648","1934","07","14","Southern America","Brasil","Pernambuco",NA,"Russinha (forno de Cal), entre Bromélia fastuosa",NA,NA,NA,NA,NA,NA,"IPA0005190",NA,NA,NA,"1952","04",NA,NA,"24",NA,NA,NA,NA,NA,NA
"58","2019-02-22 11:46:34-03","IPA","IPA","66049","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Miranda, A.M.","Lima, V.C.; Costa e Silva, M.B.; Rita Pereira; Costa e Silva, M.B.; Rita Pereira","50","2000","05","07","Southern America","Brasil","Pernambuco","Serra Talhada","Sítio Alegre","-38.219444","-7.931111",NA,NA,NA,"Rama com frutos articulados","IPA0066049",NA,NA,NA,"2006","05","-38.219444","-7.931111",NA,NA,NA,NA,NA,NA,NA
"59","2019-02-22 11:46:34-03","IPA","IPA","8235","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Andrade-Lima","Andrade-Lima","2188","1955","10","18","Southern America","Brasil","Pernambuco","Ilha de Fernando de Noronha","Próximo campo de aviação","-32.393889","-3.878611",NA,NA,NA,"Erva semi-lenhosa. Frequênte","IPA0008235",NA,NA,NA,"1955","10","-32.393889","-3.878611","18",NA,NA,NA,NA,NA,NA
"60","2019-07-26 11:40:26-03","IPA","IPA","40280","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Bolland, G.","40280",NA,NA,NA,"Southern America","Brasil","Ceará","Guaramiranga",NA,"-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"IPA0040280",NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-22 11:46:33-03","IPA","IPA","28208","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2646","1980","05","28","Southern America","Brasil","Maranhão","Caxias","BR-316, Timom-Caxias, km 68. Zona dos Cocais, latossolo. Frequênte","-43.3560981750488","-4.85889005661011",NA,NA,NA,"Flores róseas, frutos verdes","IPA0028208",NA,"72086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-02-22 11:46:33-03","IPA","IPA","43042","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Bezerra, R.","Andrade-Lima","8414","1978","05","25","Southern America","Brasil","Paraíba","Areia","Cuité ou Campina Grande","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"IPA0043042",NA,"15425","auto","1994","09",NA,NA,"20",NA,NA,NA,NA,NA,NA
"63","2019-02-22 11:46:33-03","IPA","IPA","26752","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2459","1980","05","21","Southern America","Brasil","Pernambuco","Caruaru","BR-232 Caruaru-Arcoverde, beira da estrada, km 13. Rocha granítica","-35.9761009216309","-8.28332996368408","580","580",NA,"Planta de 70cm, ereta. Flor lilás. Fruto marrom. Folhas alternas. Independente. Forrageiro. Rara","IPA0026752",NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-07-26 11:40:26-03","IPA","IPA","20528","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Ataíde, M.","Martins, J.N.","20528","1972","06","20","Southern America","Brasil","Piauí","Teresina","Crispim, Caeira","-42.8018989562988","-5.08916997909546",NA,NA,NA,"Rasteira","IPA0020528",NA,"56344","auto","1976","09",NA,NA,"24",NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:44:05-03","UFMS","CGMS","5797","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","L.C.P. Lima","Geraldo C. P. Filho",NA,"1971","04",NA,NA,"Brasil","Bahia","Itapetininga",NA,"-40.4166667","-15.4166667",NA,NA,NA,"Papilionoideae. Felxuoso ou prostrado, multirramificado.","CGMS1017904",NA,NA,NA,"2011","12","-40,4166667","-15,4166667","15",NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:44:05-03","UFMS","CGMS","2288","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","L.C.P. Lima","C.A. Conceição","1377","1983","04","18",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533333","-19.0091667","118","118",NA,"Papilionoideae. Flor pouco vistosa. Heliófila.","CGMS1017905",NA,NA,NA,"2008","06","-57,6533333","-19,0091667","23",NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:44:05-03","UFMS","CGMS","70225","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","L.C.P. Lima","A. Pott","15101","2008","05","05",NA,"Brasil","Mato Grosso do Sul","Corumbá","Base de Estudos do Pantanal da Universidade Federal de Mato Grosso do Sul, Passo do Lontra.","-57.0144444","-19.5755556","90","90",NA,NA,"CGMS1069609",NA,NA,NA,"2008","07","-57,0144444","-19,5755556","01",NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:44:05-03","UFMS","CGMS","33128","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","L.C.P. Lima","L.C.S. Magalhães; A.P.T. Pereira; D.S. Matos; N.C.A. Guimarães; A. Pott","478","2011","06","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0166667","-19.4855555","90","90",NA,"Papilionoideae. Fruto verde-amarronzado. Habitat: Campo inundável. Solo arenoso. Habito: Subarbusto.","CGMS1062518",NA,NA,NA,"2013","10","-57,0166667","-19,4855555","17",NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:44:05-03","UFMS","CGMS","22787","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"V.J. Pott; A.Pott","10306","2008","08","10",NA,"Brasil","Pernambuco","Fernando De Noronha","Bosque do Flamboyant.","-32.4108009338379","-3.84028005599976",NA,NA,NA,"Papilionoideae. Flor esverdeada. Fruto verde imaturo Habitat: Parque urbano; Ruderal Habito: Erva Procumbente","CGMS1052205",NA,"8269","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:30:30-03","UNICAMP","UEC","196508","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Lima, LCP","Janes","130","1977","05","19",NA,"Brazil","Ceará","Quixadá","Posto experimental de Área Seca - DNOCS","-39.024444","-4.955572",NA,NA,NA,"Erva decumbente de flor azul.","UEC138513","UEC138513",NA,NA,"2009","05","-39.024444","-4.955572",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:13:21-03","UNICAMP","UEC","193942","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Lima, LCP","Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","4413","1977","03","09",NA,"Brazil","Minas Gerais","Itaobim","Estrada Itaobim - Jequitinhonha, km 4.","-41.5032997131348","-16.5617008209229",NA,NA,NA,"flor, Herbáceo, rastejante, flores de cor rosa-lilás.","UEC138230","UEC138230","19493","auto","2011","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:13:21-03","UNICAMP","UEC","8049","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Lima, LCP","Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, JB","4413","1977","03","09",NA,"Brazil","Minas Gerais","Itaobim","Estrada Itaobim - Jequitinhonha, km 4.","-41.5032997131348","-16.5617008209229",NA,NA,NA,"flor, Herbáceo, rastejante, flores de cor rosa-lilás.","UEC089475","UEC089475","19493","auto","2011","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:13:21-03","UNICAMP","UEC","79057","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Bernacci, LC","1807","1995","05","18",NA,"Brazil","São Paulo","Cardoso","Antigo Porto Militão, mata mesófila.","-49.9099998474121","-20.0799999237061",NA,NA,NA,"fruto, Subarbusto ca. 1m alt., flores róseas, frutos imaturos.",NA,NA,"22486","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-19 14:08:04-03","UFRPE","PEUFR","5292","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Desmodium","spirale",NA,"Desmodium spirale","DC.","A. Fernandes","E.P. Heringer; D. de Andrade-Lima; J. de P.L. Sobrinho; A.C. Sarmento",NA,"1971","05","14",NA,"Brasil","Pernambuco",NA,"Entre Bom Nome (PE) e Jatí (CE)",NA,NA,NA,NA,NA,"Erva prostrada com roseta; inflorescência ereta e flores amareladas","PEUFR005292",NA,NA,NA,"1993","09",NA,NA,"08",NA,NA,NA,NA,NA,NA
"75","2019-11-19 14:08:04-03","UFRPE","PEUFR","6177","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Desmodium","spirale",NA,"Desmodium spirale","DC.","A. Fernandes","E.P. Heringer; D. de Andrade-Lima; J. de P.L. Sobrinho; A.C. Sarmento",NA,"1971","05","10",NA,"Brasil","Pernambuco",NA,"Entra Serra talhada e Salgueiro",NA,NA,NA,NA,NA,"Erva ereta até 1,5 m de alt.; haste e fruto viscososo; flores alvas","PEUFR006177",NA,NA,NA,"1993","09",NA,NA,"08",NA,NA,NA,NA,NA,NA
"76","2020-04-22 16:16:14-03","UFPB","JPB","64360","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc","Córdula, B","Nepomuceno, FAA; Luna, NK; Córdula, E; Gomes-Silva, F; Silva, FP","252","2016","10","19","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche. Fragmento Capivara, Área de mata úmida","-35.133389","-8.578556",NA,NA,NA,"Erva ereta com cerca de 20cm de altura, caule verde-claro, folíolos membranáceos, flores com cálice verde-claro e corola esbranquiçada, frutos imaturos verdes e maduros castanhos","JPB0064360",NA,NA,NA,NA,NA,"-35.133389","-8.578556",NA,NA,NA,NA,NA,NA,NA
"77","2020-10-27 09:14:12-03","UFPB","JPB","65586","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc","Sousa, VF","Sousa, VF","79","2015","09","11","Southern America","Brasil","Paraíba","Olivedos","Sítio Riacho do Meio, ca. 12km da sede municipal","-36.2442016601562","-6.99056005477905",NA,NA,NA,"; HABITAT: Caatinga arbustivo-arbórea, solo pedregoso; DESC: Herbácea decumbente, folhas discolores, frutos imaturos, verdes","JPB0065586",NA,"14367","auto","2015","09",NA,NA,"11",NA,NA,NA,NA,NA,NA
"78","2021-02-26 21:55:37-03","UFPB","JPB","66247","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc","Queiroz, RT","Souto, FS","100","2018","06","23","Southern America","Brasil","Paraíba","São João do Rio do Peixe","Sitio Pedra Redonda, Base da Serra","-38.4488983154297","-6.72916984558105",NA,NA,NA,"; HABITAT: Caatinga arbustiva bastante antropizada; DESC: Trepadeira, folha trifoliolada, estipulas e estipelas presentes, flor branca, pequena. Fruto do tipo lomento em desenvolvimento.","JPB0066247",NA,"22879","auto","2018","06",NA,NA,"24",NA,NA,NA,NA,NA,NA
"79","2021-02-26 21:55:37-03","UFPB","JPB","66248","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc","Queiroz, RT","Souto, FS","98","2018","06","23","Southern America","Brasil","Paraíba","São João do Rio do Peixe","Sitio Pedra Redonda, Base da Serra","-38.4488983154297","-6.72916984558105",NA,NA,NA,"; HABITAT: Caatinga arbustiva bastante antropizada; DESC: Trepadeira, folha trifoliolada, estipulas e estipelas presentes, flor branca, pequena. Fruto do tipo lomento em desenvolvimento.","JPB0066248",NA,"22879","auto","2018","06",NA,NA,"24",NA,NA,NA,NA,NA,NA
"80","2021-03-21 19:35:15-03","UFC","EAC","10246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Martins, P.; Helda","s.n.","1981","04","30","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,NA,"Erva.; Capoeira de caatinga","EAC0010246","EAC0010246","68662","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-21 19:35:15-03","UFC","EAC","15440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Nunes, E.; Alves, M.A.O.; Custódio, A.V.","EAC15440","1988","07","25","Southern America","Brasil","Ceará","Caridade","Fazenda Desterro","-39.1925010681152","-4.23222017288208",NA,NA,NA,"Subarbusto.; Capoeira","EAC0015440","EAC0015440","30627","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-21 19:35:15-03","UFC","EAC","48804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Loiola, M.I.B.; Nunes, E.","Vaz da Silva, I.H.C.V.","32","2010","05","06","Southern America","Brasil","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,"Erva; terófito; flor branca. Material de banco de sementes de solo coletado em dezembro de 2009.","EAC0048804","EAC0048804","43216","auto","2010","10",NA,NA,"04",NA,NA,NA,NA,NA,NA
"83","2021-03-21 19:35:15-03","UFC","EAC","1258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Bezerra, P.","s.n.","1955","06","18","Southern America","Brasil","Ceará","Fortaleza","Taperoaba-Parangaba.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0001258","EAC0001258","19924","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-21 19:35:15-03","UFC","EAC","10774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Rodrigues, J.A.","s.n.","1981","09","10","Southern America","Brasil","Ceará","Quixadá","Estação Experimental-DNOCS, Área seca.","-39.0153007507324","-4.97138977050781",NA,NA,NA,"Subarbusto.; Caatinga","EAC0010774","EAC0010774","41968","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-21 19:35:15-03","UFC","EAC","12460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Fernandes, A.; Soares, R.P.; Nunes, E.","EAC12460","1984","04","26","Southern America","Brasil","Ceará","Santa Quitéria","Fazenda Itataia","-40.1567001342773","-4.33194017410278",NA,NA,NA,"Erva.; Caatinga","EAC0012460","EAC0012460","62463","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-21 19:35:15-03","UFC","EAC","13145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Fernandes, A.; Figueiredo, M.A.","EAC13145","1985","05","16","Southern America","Brasil","Ceará",NA,"BR 116, entre Jaguaribe e Icó.",NA,NA,NA,NA,NA,"Erva.; Capoeira","EAC0013145","EAC0013145",NA,NA,"1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-21 19:35:15-03","UFC","EAC","37451","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Comissão de Serviços Complementares da Inspetoria de Secas","28110","1936","05","30","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAC0037451",NA,NA,NA,"2005","09",NA,NA,"20",NA,NA,NA,NA,NA,NA
"88","2021-03-21 19:35:15-03","UFC","EAC","3847","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Fernandes, A.; Matos, F.J.A.","EAC3847","1978","04","30","Southern America","Brasil","Maranhão",NA,"Entre Presidente Dutra e colinas.",NA,NA,NA,NA,NA,"Subescandente","EAC0003847","EAC0003847",NA,NA,"1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-21 19:35:15-03","UFC","EAC","42462","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Lima-Verde, L.W.; Loiola, M.I.B.","Figueiredo, M.A.; et al.","610","1996","05","29","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, Substrato: cristalino, terreno arenoso.","-40.184694","-6.674528","380","380",NA,"Caatinga arbustivo-arbórea","EAC0042462","EAC0042462",NA,NA,"1996","06","-40.184694","-6.674528",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-21 19:35:15-03","UFC","EAC","47636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","205","2010","05","15","Southern America","Brasil","Ceará","Iguatu","D11-Baixio dos Bastos","-39.254583","-6.509222",NA,NA,NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047636","EAC0047636",NA,NA,"2010","07","-39.254583","-6.509222","10",NA,NA,NA,NA,NA,NA
"91","2021-03-21 19:35:15-03","UFC","EAC","47637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","556","2010","05","18","Southern America","Brasil","Ceará","Iguatu","G29-Alencar","-39.18825","-6.405861",NA,NA,NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047637","EAC0047637",NA,NA,"2010","07","-39.18825","-6.405861","10",NA,NA,NA,NA,NA,NA
"92","2021-03-21 19:35:15-03","UFC","EAC","54272","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Paula-Souza, J.","Paula-Souza, J.; Ferreira, M.A.P.; Franco, J.O.R.; Silva, R.E.R.","10993","2012","04","26","Southern America","Brasil","Ceará","Santa Quitéria","Serra dos Quirino ou dos Pajeú, Ca. 8,5 km (em linha reta) de Itatira. Caatinga arbórea aberta.","-39.691111","-4.56",NA,NA,NA,"Erva rastejante; flor amarelada; fruto imaturo verde.; Caatinga","EAC0054272","EAC0054272",NA,NA,"2012","05","-39.691111","-4.56",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-21 19:35:15-03","UFC","EAC","54290","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Paula-Souza, J.","Paula-Souza, J.; Ferreira, M.A.P.; Franco, J.O.R.; Silva, R.E.R.","10863","2012","04","24","Southern America","Brasil","Ceará","Santa Quitéria","2,15 km SE (em linha reta) da sede da Fazenda Itataia. Arredores de açude em caatinga arbórea aberta.","-39.779444","-4.604722","434","434",NA,"Erva; flor alva.; Caatinga","EAC0054290","EAC0054290",NA,NA,"2012","05","-39.779444","-4.604722",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-21 19:35:15-03","UFC","EAC","12639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Nunes, E.","EAC12639","1984","05","31","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, Próximo à Lagoa do Meio","-40.1236000061035","-6.57360982894897",NA,NA,NA,"Erva.; Caatinga","EAC0012639","EAC0012639","68662","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-21 19:35:15-03","UFC","EAC","2179","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Fernandes, A.","EAC2179","1962","05","07","Southern America","Brasil","Ceará","Caucaia","Pedreira do Coité.","-38.6530990600586","-3.73610997200012",NA,NA,NA,"Trepadeira.","EAC0002179","EAC0002179","40484","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-21 19:35:15-03","UFC","EAC","1295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Fernandes, A.; Nunes, E.","Bezerra, P.","s.n.","1955","06","26","Southern America","Brasil","Ceará","Fortaleza","Taperoaba-Parangaba.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"EAC0001295","EAC0001295","19924","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
