"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","sex"
"638","2017-08-22 07:49:00-03","MO","MOBOT","23243","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1991","1","Paraguay","Central",NA,"Tavarory, Acosta Ñu, 5 km E of Río Paraguay.","-57.5","-25.3333333",NA,NA,NA,NA,NA,NA,"Zardini 25364","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"509","4",NA,NA
"639","2013-01-28 05:13:00-02","MO","MOBOT","2342886","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Ponce, M. M.",NA,NA,NA,"René Guillén V.|Massimiliano Dematteis|M.E. Rodríguez","1994","2","Argentina","Misiones","Leandro N. Alem","Colonia El Chatón",NA,NA,NA,NA,NA,NA,NA,NA,"Guillén Villarroel 318","19",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2011-03-14 06:37:00-03","MO","MOBOT","2405379","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Pellegrini, G., //",NA,NA,NA,"Sara G. Tressens|M. Beccaceci|Ricardo O. Vanni","1992","12","Argentina","Corrientes","San Martín","Reserva Natural Provincial del Ibera. Costa W de la laguna Ibera",NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 4299","9",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2011-03-14 06:37:00-03","MO","MOBOT","2405397","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Pellegrini, G., //",NA,NA,NA,"Sara G. Tressens|M. Beccaceci|Ricardo O. Vanni","1992","12","Argentina","Corrientes","San Miguel","Ea. San Juan Poriajhu, ruta 17, 18 km ruta 12. Potrero El Rodeito",NA,NA,NA,NA,NA,NA,NA,NA,"Tressens 4193","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2009-10-14 19:13:00-03","MO","MOBOT","2442913","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Pellegrini, G.",NA,NA,NA,"Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","1998","8","Argentina","Corrientes","Mercedes","Macrosistema Iberá, canal entre Laguna Yacare y laguna Itati","-58.06666","-28.68333",NA,NA,NA,NA,NA,NA,"Arbo 7901","26",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2008-05-27 22:02:00-03","MO","MOBOT","26213","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1991","6","Paraguay","Central",NA,"Lake Ypoá, peninsula south of Pindoty, along eastern coast on Lake Yabeby. Inundated savanna with patches of trees.","-57.48333","-25.66666",NA,NA,NA,NA,NA,NA,"Zardini 28027","27",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"598","5",NA,NA
"644","2015-08-12 05:58:00-03","MO","MOBOT","2628836","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Ollgaard, B. (AAU)",NA,NA,NA,"H. Balslev|R. Valencia|Guillermo Paz y Miño","1989","4","Ecuador","Sucumbíos",NA,"Reserva Faunistica de Cuyabeno, Laguna Cañangueno. Floating islands and submerged vegetation in blackwater lake in tropical rain forest.","-76.18333","-0.01666",NA,NA,"265.00000000",NA,NA,NA,"Balslev 84905","7",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2008-05-27 22:02:00-03","MO","MOBOT","29256","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","1991","11","Paraguay","Central",NA,"Estero del Ypoá Peninsula south of Pindoty along eastern coast on Lake Yabeby. Inundated savanna.","-57.48333","-25.66666",NA,NA,NA,NA,NA,NA,"Zardini 28553","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"609","4",NA,NA
"646","2008-05-27 22:02:00-03","MO","MOBOT","3028356","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. Kessler (GOET)",NA,NA,NA,"Renate Seidel",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seidel 701",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2008-05-27 22:02:00-03","MO","MOBOT","31305","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","12","Paraguay","Central",NA,"Estero del Ypoá, 15 km SW of Nueva Italia. Coast in front Isla Guazú. Gallery forest.","-57.53333","-25.75",NA,NA,NA,NA,NA,NA,"Zardini 24849","7",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"495","4",NA,NA
"648","2008-05-27 22:02:00-03","MO","MOBOT","31323","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","1990","12","Paraguay","Central",NA,"Estero del Ypoá, 15 km SW of Nueva Italia. Coast in front Isla Guazú. Gallery forest.","-57.53333","-25.75",NA,NA,NA,NA,NA,NA,"Zardini 24853","7",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"495","4",NA,NA
"649","2008-05-27 22:02:00-03","MO","MOBOT","31790","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","1990","2","Paraguay","Central",NA,"Estero del Ypoá, 15 km SW of Nueva Italia, Isla Guazú. Floating island.","-57.55","-25.36666",NA,NA,NA,NA,NA,NA,"Zardini 18755","10",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"277","4",NA,NA
"650","2009-03-16 10:54:00-03","MO","MOBOT","3271660","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Luz A.Triana-Moreno (COL)",NA,NA,NA,"A. Rial","1997","1","Venezuela","Apure",NA,"Laguna Las Ventanas. Hato El Frio . Llanos Inundables de Apure.","-68.9325","7.8763889",NA,NA,NA,NA,NA,NA,"Rial 83","29",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"651","2012-04-11 13:35:00-03","MO","MOBOT","3281740","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R. Moran",NA,NA,NA,"Aline Raynal-Roques","1979",NA,"Guyana",NA,NA,"Kawn grand marais à environ 60 km au SE de Cayenne. Rivière de Kaw, à 12 km en amont du village.",NA,NA,NA,NA,NA,NA,NA,NA,"Raynal-Roques 21562",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"652","2014-02-12 21:07:00-02","MO","MOBOT","3299996","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","W. Rodriguez (HUA)",NA,NA,NA,"Lucía Atehortúa|H.J. Hoyos","1976","5","Colombia","Antioquia","Mutatá",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,"Atehortúa 177","17",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2016-11-01 10:28:00-02","MO","MOBOT","33006","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Robbin C. Moran (MO)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","1990","2","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada.","-57.4666667","-25.3333333",NA,NA,"200.00000000",NA,NA,NA,"Zardini 18978","10",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"287","4",NA,NA
"654","2008-08-07 03:32:00-03","MO","MOBOT","3315047","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","G. Yatskievych",NA,NA,NA,"Nur Ritter|Garrett E. Crow","1995","6","Bolivia","Santa Cruz","Andrés Ibáñez","City of Santa Cruz. A large (ca. 10-15 hectares) wetland complex, across the highway from the internacional airport. Bosque semideciduo chiquitano.","-63.16666","-17.65",NA,NA,"430.00000000",NA,NA,NA,"Ritter 2256","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2008-08-07 03:32:00-03","MO","MOBOT","3316051","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","G. Yatskievych",NA,NA,NA,"Nur Ritter|Garrett E. Crow","1995","6","Bolivia","Santa Cruz","Andrés Ibáñez","City of Santa Cruz. A large (ca. 10-15 hectares) wetland complex, across the highway from the internacional airport. Semi-aquatic fern. Bosque semideciduo chiquitano.","-63.16666","-17.65",NA,NA,"430.00000000",NA,NA,NA,"Ritter 2263","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2008-08-07 03:32:00-03","MO","MOBOT","3317219","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","G. Yatskievych",NA,NA,NA,"Nur Ritter|D. Nash","1995","5","Bolivia","Santa Cruz","Andrés Ibáñez","Curichi N.W. of the Río Piray, adjacent to the gaseoducto. Growing in saturated soil and in the shallows along the N.W. edge of the system. Only 1 small population was noted. Bosque semideciduo chiquitano.","-63.21666","-17.75",NA,NA,"430.00000000",NA,NA,NA,"Ritter 1980","6",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2008-08-07 03:32:00-03","MO","MOBOT","3317369","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","N. Ritter",NA,NA,NA,"Nur Ritter","1996","2","Bolivia","Cochabamba","Carrasco","Wetland next to the road between Ivirgarsama and Puerto Villarroel; ca. 3 kilometers NE of town. Semi-aquatic fern. Growing on a floating mat of Eleocharis. Common. Water up to 1.0 meter deep, with humi acids in solution. Bosque húmedo de llanura; disturbed 2 forest.","-64.83277","-17.01444",NA,NA,"220.00000000",NA,NA,NA,"Ritter 2980","23",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2008-08-07 03:32:00-03","MO","MOBOT","3317728","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","N. Ritter",NA,NA,NA,"Nur Ritter","1996","1","Bolivia","Santa Cruz","Andrés Ibáñez","City of Santa Cruz. A large (ca. 10-15 hectares) wetland complex, across the highway from the international airport. Semi-aquatic herb. Frequent indusium peltate. Inundated area along the edge of the pond. Floating mats of vegetation (dominated by Typha sp.) with abundant accumulated sediment.","-63.16666","-17.65",NA,NA,"430.00000000",NA,NA,NA,"Ritter 2795","14",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2008-05-27 22:02:00-03","MO","MOBOT","3376033","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. Ponce",NA,NA,NA,"Per Dusén","1909","5","Brazil","Paraná",NA,"Jeyuriahyua in frutieetia.",NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 8127","12",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2008-05-27 22:02:00-03","MO","MOBOT","3376386","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. Ponce",NA,NA,NA,"Per Dusén","1914","7","Brazil","Paraná",NA,"Tacaraby louis aranois sub humedo.",NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 15252","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2013-05-07 06:03:00-03","MO","MOBOT","3376855","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. Ponce",NA,NA,NA,"Ynés Mexia","1930","2","Brazil","Minas Gerais",NA,"Vicosa. Agricultural College grounds. Southeast of dormitory. Low, swampy flood-plain of Corriga Bartholomeo.",NA,NA,NA,NA,"670.00000000",NA,NA,NA,"Mexia 4340","13",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2008-05-27 22:02:00-03","MO","MOBOT","3377131","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Rosa Degen","1987","6","Paraguay",NA,NA,"Sitios bajos u humedos. Sto Central, isal Valle.",NA,NA,NA,NA,NA,NA,NA,NA,"Degen 214","10",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2015-08-10 05:49:00-03","MO","MOBOT","3377132","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. Ponce",NA,NA,NA,"Amaro Macedo","1950","4","Brazil","Minas Gerais",NA,"Do brejo. Vegeta magua.",NA,NA,NA,NA,NA,NA,NA,NA,"Macedo 2217","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2011-04-03 12:55:00-03","MO","MOBOT","3377184","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Aurelio Schinini|J.M. González","1974","6","Argentina","Corrientes","San Miguel","En pantano. 12 km NE de S. Miguel. Estancia Curuzú-Laurel.",NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 9337","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2008-05-27 22:02:00-03","MO","MOBOT","3377371","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"M.R. Silva","1995","7","Paraguay","Central",NA,"Região com capóes de mata seca semi-decidua, campos sujeitos a inundacões.","-57.53111","-25.45444",NA,NA,"120.00000000",NA,NA,NA,"Silva 2043","17",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2015-06-12 05:56:00-03","MO","MOBOT","3377427","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Vicki A. Funk|Brian Kahn|S. Wiser","1986","6","Peru","Madre de Dios","Tambopata","Laguna Coco Cocha. 5.2km east of lodge. along edge of lake. In standing water.",NA,NA,NA,NA,NA,NA,NA,NA,"Funk 8399","3",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2010-04-22 21:39:00-03","MO","MOBOT","3377619","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Shunsuke Tsugaru|Haruo Guinoza","1987","11","Brazil","Mato Grosso do Sul",NA,"En route from Bataguacu to Rio Parana. 350km SE from Campo Grande, along the Rt. Br. 163. On wet ground.",NA,NA,NA,NA,"300.00000000",NA,NA,NA,"Tsugaru b-2079","5",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2008-05-27 22:02:00-03","MO","MOBOT","3377620","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Torres","2004","1","Argentina","Corrientes","Mburucuyá","Parque Nacional Mburucuyá, Sendera Yatay, Matador, esteros de Santa Lucia. Bañados al costado de la ruta prov. n º86, a 4 km al E de la seccional A.",NA,NA,NA,NA,NA,NA,NA,NA,"Torres 186","5",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2009-06-25 21:30:00-03","MO","MOBOT","3377796","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. ponce",NA,NA,NA,"Anonymous","1965",NA,"Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous s.n.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2010-01-25 20:07:00-02","MO","MOBOT","3377998","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Troels M. Pedersen","1982","4","Argentina","Corrientes","Concepción","Footdeep water, among the reeds.",NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 13390","24",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2019-02-19 04:30:00-03","MO","MOBOT","3378036","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","M. Ponce",NA,NA,NA,"C.F.P. Martius",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martius 311",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"672","2011-02-12 06:07:00-02","MO","MOBOT","3378190","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Tito S. Ibarrola","1945","11","Argentina","Corrientes","General Paz","Paraje Angostura.",NA,NA,NA,NA,NA,NA,NA,NA,"Ibarrola 3776","28",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2009-06-29 10:10:00-03","MO","MOBOT","3378386","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","Smith",NA,NA,NA,"Julian A. Steyermark|Gerrit Davidse","1978","3","Venezuela","Miranda",NA,"Cerros del Bachiller, western sector: Scleria-Acrostichum marsh surrounded by semi-decidous forest in low rolling topography, south of Caño Rico and Bachiller. 11 kms SSE of El Guapo. In swamp.","-65.88333","10.10194",NA,NA,"15.00000000",NA,NA,NA,"Steyermark 116765","24",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2009-05-15 13:24:00-03","MO","MOBOT","3378759","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","A. Smith",NA,NA,NA,"Pedro Jörgensen","1929","2","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 4053","5",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2008-05-27 22:02:00-03","MO","MOBOT","3378774","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"G. Colonnello","1994","6","Venezuela","Delta Amacuro",NA,"Laguna Terraplen.",NA,NA,NA,NA,NA,NA,NA,NA,"Colonnello 1795","4",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2008-05-27 22:02:00-03","MO","MOBOT","3378981","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","A. SMith",NA,NA,NA,"Stephen F. Smith","1984","10","Peru","Madre de Dios",NA,"Edge of Laguna Cocacocha, 5.1km. down Main Trail from Explorer's Inn. near confluence of Rio La Torre & Rio Tambopata, 39km SW. of Puerto Moldando.","-69.33333","-12.83333",NA,NA,NA,NA,NA,NA,"Smith 406","17",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2009-08-22 08:18:00-03","MO","MOBOT","3379051","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Sidney T. McDaniel","1987","9","Peru","Loreto","Maynas","Dtto. Iquitos. Carretera de Iquitos-Nauta, km 5, puesto San Francisco, en terreno arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,"McDaniel 8301","17",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2011-03-06 15:34:00-03","MO","MOBOT","3379175","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Aurelio Schinini|O. Ahumada|J. Irigoyen","1976","5","Argentina","Corrientes","Concepción","28 km SE de Concepción, En ''El Transito'' Pasco extenido. Dentro del estero.",NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 13251","23",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2010-01-25 20:07:00-02","MO","MOBOT","3379419","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Troels M. Pedersen","1961","4","Paraguay","Misiones",NA,"''La Soledad''. Santiago.",NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 6015","27",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2008-05-27 22:02:00-03","MO","MOBOT","3378008","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"M.R. Silva","1995","1","Brazil","São Paulo",NA,"Mata Latifoliada Mesófila Tropical Seca semidecidua, Interior da mata ciliar próximo da margem do Rio.","-52.18333","-22.53333",NA,NA,NA,NA,NA,NA,"Silva 1656","26",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2011-03-06 15:29:00-03","MO","MOBOT","3379492","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Aurelio Schinini|O. Ahumada|J. Irigoyen","1976","5","Argentina","Corrientes","Concepción","28 km SE de Concepción, Ea ''El Transito'' Paso extenido. Dentro del estero, entre matas de gramineas.",NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 13249","23",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2010-04-15 17:49:00-03","MO","MOBOT","3380716","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Alice Fay|Louis Fay","1992","7","Ecuador","Pastaza",NA,"Mera Canton. Two km northwest of Mera, at Campamento Vacacional Evangelico Manayacu. Forest.","-78.11666","-1.43333",NA,NA,"1250.00000000",NA,NA,NA,"Fay 3716","25",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2008-05-27 22:02:00-03","MO","MOBOT","3380804","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Émile Hassler","1913","4","Paraguay","Central",NA,"In regione lacus Ypacaray.","-57.35","-25.33",NA,NA,NA,NA,NA,NA,"Hassler 12561",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2010-04-15 17:49:00-03","MO","MOBOT","3380949","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","R.C. Moran",NA,NA,NA,"Alice Fay|Louis Fay","1992","7","Ecuador","Pastaza",NA,"Mera Canton. Two km northwest of Mera, at Campamento Vacacional Evangelico Mangayacu. Forest.","-78.11666","-1.43333",NA,NA,"1250.00000000",NA,NA,NA,"Fay 3716","25",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2008-05-27 22:02:00-03","MO","MOBOT","3380966","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","A. Smith",NA,NA,NA,"R.P. Stevens","1869","3","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens 1104",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2008-05-27 22:02:00-03","MO","MOBOT","3381046","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.","A. Smith",NA,NA,NA,"J.S. de la Cruz","1922","10","Guyana",NA,NA,"vicinity of Wismar, on the Demerara River.",NA,NA,NA,NA,NA,NA,NA,NA,"de la Cruz 2437","12",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2008-05-27 22:02:00-03","MO","MOBOT","3381187","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd.) K. Iwats.",NA,NA,NA,NA,"Austin Smith","1982","11","Venezuela","Portuguesa",NA,"Guanare: along road to Caño Delgadito, ca. 45km SE of guanare, ca. In swamp.","-69.46666","8.83333",NA,NA,"200.00000000",NA,NA,NA,"Smith 841","2",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
