"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem","previousCatalogNumber"
"11","2020-12-21 16:38:23-03","MBM","MBM","27624","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33082","1973","11","12","Southern America","Brazil","Mato Grosso","Sete Quedas",NA,NA,NA,NA,"MBM027624","MBM027624","Pabst, G.",NA,NA,NA,"Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-09-03 19:28:59-03","MNHN","RECOLNAT_MNHN_P","P00436861","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436861' target='other'> <mi>dwc_moreinfo</mi></a>","P00436861","P00436861_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 974",NA,NA,NA,NA,NA
"13","2015-09-04 12:22:45-03","MNHN","RECOLNAT_MNHN_P","P00436862","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436862' target='other'> <mi>dwc_moreinfo</mi></a>","P00436862","P00436862_01 P00436862_02","Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3447","isotype",NA,NA,NA,NA
"14","2015-09-24 10:32:02-03","MNHN","RECOLNAT_MNHN_P","P00436863","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436863' target='other'> <mi>dwc_moreinfo</mi></a>","P00436863","P00436863_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 974",NA,NA,NA,NA,NA
"15","2015-09-16 03:58:53-03","MNHN","RECOLNAT_MNHN_P","P00447708","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Brésil : Prov. de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447708' target='other'> <mi>dwc_moreinfo</mi></a>","P00447708","P00447708_01","Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-01 14:25:53-03","JBB","HEPH","22183","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Jesus, FPR de","302","2005","11","10","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Próximo a captação 1","-47.85","-15.866667",NA,NA,NA,NA,"Salles, AEH","2005","11","10","Brasília","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-01 14:25:53-03","JBB","HEPH","33516","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Paiva, VF; Soares, ACA; Caldas, ALR; Tinti, BV","982","2017","11","09","Southern America","Brasil","Goiás","Mosteiro Zen Horyu-Zan Eisho-Ji, Descida para cachoeira","-48.963333","-15.710278",NA,NA,NA,NA,"Bianchetti, LB","2018","08",NA,"Pirenópolis","-48.963333","-15.710278","958","958",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-01 14:25:53-03","JBB","HEPH","20887","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Salles, AEH; et al.","3164A,B","2004","09","30","Southern America","Brasil","Distrito Federal","Asa Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Salles, AEH","2004","09","30","Brasília",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"19","2020-10-01 14:25:53-03","JBB","HEPH","6845","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Salles, AEH","262","1985","10","20","Southern America","Brasil","Distrito Federal","Papuda","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Batista, JAN","2003","02",NA,"Brasília",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"20","2020-10-01 14:25:53-03","JBB","HEPH","12727","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Oliveira, RC","426","1996","11","09","Southern America","Brasil","Maranhão","Projeto Geral Balsas, lote 16","-46.0355987548828","-7.53249979019165",NA,"Área recém queimada",NA,NA,"Bianchetti, LB","1996","11","09","Balsas",NA,NA,NA,NA,"222094","auto",NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:44:26-03","UFMG","BHCB","116506","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb","Martins, CAN; Nakajima, JN","6","2007","10","22","Southern America","Brasil","Minas Gerais","Serra do Cabral, estrada para a Serra.","-44.195556","-17.708333",NA,"Planta em solo anteriormente queimado. Campo limpo arenoso próximo a encosta rochosa. Sépalas e pétalas verdes com pontuações vermelhas. Labelo com lobo central amarelo e lobos laterais marrom. Calo branco. Coluna branca com pontuações vinosas. Ápice",NA,NA,NA,NA,NA,NA,"Joaquim Felício","-44.195556","-17.708333","1147","1147",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:44:26-03","UFMG","BHCB","120055","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb","Batista, JAN; Proite, K; Proite, P","2374","2008","01","02","Southern America","Brasil","Distrito Federal","Região Administrativa I - Brasília, Área entre o Parque Ecológico Norte e o P.N. de Brasília, área do futuro Setor Noroeste","-47.920361","-15.746722",NA,"Erva terrestre, em campo sujo seco. Solo argilo-arenoso, seco, superficialmente marrom-avermelhado. Local anteriormente queimado.",NA,NA,NA,NA,NA,NA,"Brasília","-47.920361","-15.746722","1031","1031",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:44:26-03","UFMG","BHCB","70010","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb","Batista, JAN; et al.","1245","2001","09","19","Southern America","Brasil","Distrito Federal","RA-I, Plano Piloto. Final da Asa Norte. Área entre","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre. Pseudobulbos completamente enterrados, externamente brancos; campo sujo seco e cerrado ralo. Solo argiloso, profundo, superficialmente marrom-avermelhado. Latosolo avermelhado. Área anteriormente queimada, com a vegeta","BHCB001152","BHCB001152",NA,NA,NA,NA,"Brasília",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:44:26-03","UFMG","BHCB","119823","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb","Batista, JAN","2142","2007","10","21","Southern America","Brasil","Distrito Federal","Região Administrativa I - Brasília, Lago Norte, QI-16, próximo ao Clube do Congresso","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, em campo sujo e cerrado ralo seco, com alguns bloco de rocha sobre a superfície. Floração em cultivo na UFMG em Belo Horizonte a partir de material coletado no local em 2/01/2001 (J.A.N. Batista 1116 - CEN).",NA,NA,NA,NA,NA,NA,"Brasília",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:44:26-03","UFMG","BHCB","116507","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb","Martins, CAN; Nakajima, JN","7","2007","10","22","Southern America","Brasil","Minas Gerais","Serra do Cabral, estrada para a Serra.","-44.1721992492676","-17.7574996948242",NA,"Planta em solo anteriormente queimado. Campo limpo arenoso próximo a encosta rochosa. Planta coletada próxima a estrada que leva ao alto da Serra. Ambiente rochoso com presença de campos arenosos.",NA,NA,NA,NA,NA,NA,"Joaquim Felício",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:44:26-03","UFMG","BHCB","40041","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb","Vasconcelos, MF de","s.n.","1997","11","23","Southern America","Brasil","Minas Gerais","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"Campo cerrado, herbáceo.",NA,NA,NA,NA,NA,NA,"Belo Horizonte",NA,NA,"1100","1100","17082","auto",NA,NA,NA,NA,NA,NA
"27","2009-08-22 06:35:00-03","MO","MOBOT","2816718","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb. f.","Jacques S. Blanchet","Blanchet 3447",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2013-05-24 05:54:00-03","MO","MOBOT","3497907","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb. f.","Roberto Vásquez|Darwin Ric|G. Coimbra S.","Vásquez C. 2432",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"29","2019-12-19 11:19:57-03","UFG","UFG","43023","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb. f.","Salles, A.H.; et al.","3164","2004","09","30",NA,"Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"UFG0043023","UFG0043023","Salles, A.H.","2004","09","30","Brasília",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"30","2014-11-06 16:18:19-02","UFPB","EAN","11933","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.",NA,"1255","2001","10","07",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,"Habitat: Terrestre, cerrado ralo e solo argiloso, profundo e avermelhado.",NA,NA,NA,NA,NA,NA,"Plano Piloto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2014-11-06 16:18:19-02","UFPB","EAN","5799","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","L. P. Felix ; E. S. Santana","3062","1990","05","24",NA,"Brasil","Paraíba","Tarama, Sema II","-35.1261","-6.83861",NA,"Pseudobulbos; flores amarelas. Subterrâneos. Ocasional em carrascos e tabuleiros..Habitat: Terrestre",NA,NA,"L. P. Felix","1990","10","09","Mamanguape",NA,NA,NA,NA,"36853","auto",NA,NA,NA,NA,NA,NA
"32","2020-09-02 16:34:36-03","Cenargen","CEN","109927","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Zenilton de Jesus Gayoso Miranda","180","2018","09","23",NA,"Brasil","DF","Bairro Taquari.","-47.9296989440918","-15.7797002792358","Exsicatas","Flores verdes maculadas de marrom escuro, labelo amarelo intensocom lobos laterais vermelho intenso. pequena população com ceca de cinco plantas. Formado por sucessão ecológica com significativa presença de plantas ruderais. Solo rico em metais (Ni,Cr, Cu, Fe, Mn, Mg); pH>6; Mg/Ca. Patrocinadores: Mineração Níquel Santa Maria.","CEN00109927",NA,"Z. J. G. Miranda",NA,NA,NA,"BRASILIA",NA,NA,"1100","1100","70570","auto",NA,NA,"1",NA,NA,NA
"33","2020-09-02 16:34:36-03","Cenargen","CEN","43764","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Glocimar Pereira-Silva","5475","2001","09","29",NA,"Brasil","DF","Condomínio Belo Horizonte, entrada para a Ermida Dom Bosco, ao lado da QL 28.","-47.9296989440918","-15.7797002792358","Exsicatas","Pétalas e sépalas pintalgadas e labelo amarelo.","CEN00043764","CEN00043764","L. B. Bianchetti","2001","10",NA,"BRASILIA",NA,NA,"1030","1030","70570","auto",NA,NA,"3",NA,NA,NA
"34","2020-09-02 16:34:36-03","Cenargen","CEN","14903","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Luciano de Bem Bianchetti","1171","1991","10","13",NA,"Brasil","DF","Península Norte, próximo ao Clube do Congresso.","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas verde amarronzado; pétalas densamente pintalgadas de vinho; labelo com expansães laterais marrons e lóbulo médio amarelo, sem pintas. Pseudo-bulbos enterrados.","CEN00014903","CEN00014903","L. B. Bianchetti","1991","10",NA,"BRASILIA",NA,NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA,NA
"35","2020-09-02 16:34:36-03","Cenargen","CEN","45588","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","João Aguiar Nogueira Batista","1313","2002","10","12",NA,"Brasil","DF","Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área do futuro Setor Noroeste. Área aprox. entre a entr. da Água Mineral e o Carrefour, do lado opos. da pista em frente ao setor de oficinas.","-47.9296989440918","-15.7797002792358","Exsicatas","Latossolo avermelhado. Área anteriormente queimada, com a vegetação ainda em brotação. Pseudobulbos completamente enterrados, externamente brancos. Observados vários exemplares meio esparsos, mas concentrados num determinado local da área. Em final de floração. Inflorescência verde. Ovário e pedicelo esverdeado. Restante das informações na Exsicata. Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00045588","CEN00045588","J. A. N. Batista","2002","10",NA,"BRASILIA",NA,NA,NA,NA,"70570","auto",NA,NA,"3",NA,NA,NA
"36","2020-09-02 16:34:36-03","Cenargen","CEN","14568","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Roberto Fontes Vieira","549","1990","10","09",NA,"Brasil","DF","PROXIMO AO RIO DA AGUA FRIA","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00014568","CEN00014568","L. B. Bianchetti","1992","03",NA,"BRASILIA",NA,NA,"900","900","70570","auto",NA,NA,"5",NA,NA,NA
"37","2020-09-02 16:34:36-03","Cenargen","CEN","45582","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","João Aguiar Nogueira Batista","1307","2002","10","05",NA,"Brasil","DF","RA-VIII, Núcleo Bandeirante. Santuário Ecológico do Riacho Fundo. Entre o balão do aeroporto e o Núcleo Bandeirante. Atrás do Zoo. Área próx. as chácaras ao lado da pista (DF-003) para o Núcleo Bandeirante, do lado oposto a sede do santuário.","-47.9296989440918","-15.7797002792358","Unicata","Área anteriormente queimada, talvez a cerca de 2 meses. Pseudobulbos completamente enterrados, externamente esbranquiçados. Comum na parte mais alta do campo. Em plena floração. Inflorescência esverdeada. Ovário e pedicelo esverdeado. Sépalas castanhas a marrom. Pétalas densamente pintalgadas de castanho ou marrom na base, sobre fundo esverdeado, e que se tornam confluentes para o ápice. Demais informações na exsicata. Flora do Brasil - Distrito Federal - Núcleo Bandeirante.","CEN00045582","CEN00045582","J. A. N. Batista","2002","10",NA,"BRASILIA",NA,NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA,NA
"38","2020-09-02 16:34:36-03","Cenargen","CEN","14904","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","João Aguiar Nogueira Batista","112","1990","09","24",NA,"Brasil","DF","Terreno ao lado do clube do Congresso. Península Norte.","-47.9296989440918","-15.7797002792358","Exsicatas","Pétalas e sépalas verde-esbranquiçada, densamente pintalgadas de cor amarronzada. Labelo amarelo com estrias brancas salientes entre as expansões laterais. Expansões laterais marrom-claro.","CEN00014904","CEN00014904","L. B. Bianchetti","1990","09",NA,"BRASILIA",NA,NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA,NA
"39","2020-09-02 16:34:36-03","Cenargen","CEN","65524","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Hamilton Garboggini Pinho dos Santos","439","1995","04","24",NA,"Brasil","GO","Próximo a área de empréstimo.",NA,NA,"Unicata","Mudas coletadas em 24/04/1995 e mantidas em cultivo na EMBRAPA/CENARGEN. Material devidamente herborizado em 03/11/2008.","CEN00065524","CEN00065524","J. B. Pereira","2008","11",NA,"MINACU",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2020-09-02 16:34:36-03","Cenargen","CEN","58169","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Bruno Machado Teles Walter","4994","2001","12","14",NA,"Brasil","BA","Mun. Cocos, Fazenda Trijunção.","-44.5344009399414","-14.1838998794556","Exsicatas","Pseudo bulbos parcialmente enterrados, floração em cultivo em outubro de 2004 (presado em 16/10/2004)&nf;Obs. a partir de material coletado no local e mantido em cultivo no CENARGEN em Brasília, priemira floração em cultivo, Flora do Brasil - Estado da Bahia","CEN00058169","CEN00058169","J. A. N. Batista & L. B. Bianchetti","2004","10",NA,"COCOS",NA,NA,"795","795","199742","auto",NA,NA,"1",NA,NA,NA
"41","2020-09-02 16:34:36-03","Cenargen","CEN","18294","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","Bruno Machado Teles Walter","2066","1993","10","13",NA,"Brasil","BA","Fazenda Jatobá. Sudoeste do município, próximo à divisa GO/BA, distante aproximadamente 40 km de Posse/GO, porção oeste da fazenda.","-44.6366996765137","-13.3432998657227","Exsicatas","Erva terrestre altura do pendão floral de 60 a 70 cm, bulbo subterrâneo ( não aparente) esbranquiçado, raizes brancas, labelo amarelo vistoso, mais claro na face abaxial, alas do labelo marrom-claro, pétalas e sépalas esverdeada com pintas amarronzadas, Flora do Brasil - Estado da Bahia","CEN00018294","CEN00018294","L. B. Bianchetti","1993","10",NA,"CORRENTINA",NA,NA,"1000","1000","182507","auto",NA,NA,"1",NA,NA,NA
"42","2020-09-02 16:34:36-03","Cenargen","CEN","21262","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","blanchetii","Cyrtopodium blanchetii","Rchb.f.","João Aguiar Nogueira Batista","526","1995","02","18",NA,"Brasil","DF","Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área no futuro setor Noroeste.","-47.9296989440918","-15.7797002792358","Exsicatas","Pseudobulbos completamente enterrados. Mesmo local de coleta do número Oliveira (UB).","CEN00021262","CEN00021262",NA,NA,NA,NA,"BRASILIA",NA,NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA,NA
