"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","typeStatus","fieldNumber","dayIdentified","individualCount","relatedCatalogItem"
"46","2019-08-20 10:13:29-03","UNICAMP","UEC","99993","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Alves, GM","Heringer, EP","14276","1975","01","12",NA,"Brazil","Distrito Federal","Brasília","Estrada Brasília - Luziania, ca. 30 km d","-47.9296989440918","-15.7797002792358",NA,NA,NA,"fruto, Cerradão aberto, graminoso. Pequena, solo perturbado.",NA,NA,"2001",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:13:29-03","UNICAMP","UEC","8341","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Andrade, JB","Heringer, EP","14973","1975","08","28",NA,"Brazil","Distrito Federal","Brasília","Fazenda da Sucupira.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"fruto, Campo cerrado, sujeito ao fogo anualmente. Planta prostrada, com mais de 1 metro, flores am tufos, amarelas.",NA,NA,"1978",NA,NA,NA,"70570","auto","06",NA,NA,NA,NA,NA
"48","2019-08-20 10:13:29-03","UNICAMP","UEC","8294","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"Ratter, JA","s.n.","1976","12","05",NA,"Brazil","Distrito Federal","Brasília","Península Norte.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"flor, Perennial herb with shoots creeping along the soil surface. Flowers yellow. In campo limpo on stony soil.",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:13:29-03","UNICAMP","UEC","20796","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Hatschbach, G","Hatschbach, G","39329","1977","01","08",NA,"Brazil","Goiás","Abadiânia",NA,"-48.706901550293","-16.2042007446289",NA,NA,NA,"flor, reptante, flor amarela. Campo cerrado - solo rochoso.",NA,NA,"1980",NA,NA,NA,"31693","auto",NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:13:29-03","UNICAMP","UEC","8297","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fortunato, R","Ribeiro, JF","9468","1977","05",NA,NA,"Brazil","Goiás","Planaltina","Em cerrado do CPAC - EMBRAPA.","-47.614200592041","-15.4527997970581",NA,NA,NA,"fruto",NA,NA,"1998",NA,NA,NA,"61159","auto",NA,NA,NA,NA,NA,NA
"51","2019-11-06 09:55:30-03","UFOP","OUPR","27070","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Cândido, E.S.; Fortuna-Perez, A.P.","Fortuna-Perez, A.P.; Silva, M.; Silva, J.L.; Dantas, M.; Sodré, R. & Laura","1457","2012","03","10",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.7","-13.85",NA,NA,NA,NA,NA,NA,"2013",NA,"-47.7","-13.85",NA,NA,"03",NA,NA,NA,NA,NA
"52","2020-12-21 16:26:27-03","MBM","MBM","51873","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Hatschbach, G.","Hatschbach, G.","39329",NA,NA,NA,"Southern America","Brazil","Goiás","Abadiânia","Abadiânia","-48.706901550293","-16.2042007446289",NA,NA,NA,NA,"MBM051873","MBM051873",NA,NA,NA,NA,"31693","auto",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:26:27-03","MBM","MBM","217361","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Burkart, A.","Moure, J.","149",NA,NA,NA,"Southern America","Brazil","Paraná","Almirante Tamandaré","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"MBM217361",NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:26:27-03","MBM","MBM","35613","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Bezerra, L.M.P.A.","Anderson, W.R.; Hatschbach, G.; Barneby, R.C.; Gates, B.E.; Hatschbach, G.; Barneby, R.C.; Gates, B.E.","11425","1975","02","17","Southern America","Brazil","Distrito Federal",NA,"Ca. 25km SW of Brasília on BR-060",NA,NA,"1150","1150",NA,"Humifuse perennial xylopodium; racemes appearing sessile on ground; petals bright yellow, brown in age.; Rocky cerrado.","MBM035613","MBM035613","2019",NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA
"55","2015-11-02 10:20:06-02","MNHN","RECOLNAT_MNHN_P","P00709049","PreservedSpecimen",NA,NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fortunato","Glaziou, A.",NA,"1894","9","12",NA,"Brésil",NA,NA,"Goyaz, vallée du Rio Torto au Morro dos Melancias",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00709049' target='other'> <mi>dwc_moreinfo</mi></a>","P00709049","P00709049_01",NA,NA,NA,NA,NA,NA,NA,"holotype","20891",NA,NA,NA
"56","2015-11-02 10:20:58-02","MNHN","RECOLNAT_MNHN_P","P00709050","PreservedSpecimen",NA,NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fortunato","Glaziou, A.",NA,"1894","9","12",NA,"Brésil",NA,NA,"Goyaz, vallée du Rio Torto au Morro dos Melancias",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00709050' target='other'> <mi>dwc_moreinfo</mi></a>","P00709050","P00709050_01",NA,NA,NA,NA,NA,NA,NA,"isotype","20891",NA,NA,NA
"57","2018-09-12 10:04:20-03","MNHN","RECOLNAT_MNHN_P","P00709051","PreservedSpecimen",NA,NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fortunato","Glaziou, A.",NA,"1894","9","12",NA,"Brésil",NA,NA,"Goyaz, vallée du Rio Torto au Morro dos Melancias",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00709051' target='other'> <mi>dwc_moreinfo</mi></a>","P00709051","P00709051_01",NA,NA,NA,NA,NA,NA,NA,"isotype","20891",NA,NA,NA
"58","2020-10-01 14:20:11-03","JBB","HEPH","17996","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Cândido, ES","Ramos, AE","1523","2000","12","13","Southern America","Brasil","Distrito Federal","Riacho Fundo","Bacia do Riacho Fundo","-42.007778","-15.905",NA,NA,NA,NA,NA,NA,"2015",NA,"-42.007778","-15.905",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-01 14:20:11-03","JBB","HEPH","12509","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Cândido, ES","Boaventura, M; Araújo, M","400","1997","01","28","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília próximo a Caesb","-47.85","-15.866667","1102","1102",NA,NA,NA,NA,"2015",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-01 14:20:11-03","JBB","HEPH","19572","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Pereira-Silva, G","Milhomens, LC; et al.","241","2003","09","18","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.897778","-15.926389",NA,NA,NA,NA,NA,NA,"2006",NA,"-47.897778","-15.926389",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-01 14:20:11-03","JBB","HEPH","20437","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Oliveira, MS","Paiva, VF","215","2004","03","12","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - .Área do Cristo Redentor.","-47.85","-15.866667","113","113",NA,NA,NA,NA,"2011",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-01 14:20:11-03","JBB","HEPH","215","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fontella, J; Carvalho, LF","Heringer, EP","7870B","1961","01","20","Southern America","Brasil","Distrito Federal","Guará","Horto do Guará",NA,NA,NA,NA,NA,NA,NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-01 14:20:11-03","JBB","HEPH","30305","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Oliveira, MS","Martins, RC; Chacon, RG","1256","2013","12","11","Southern America","Brasil","Distrito Federal","Guará","Rebio do Guará","-47.970833","-15.812778","1090","1090",NA,NA,NA,NA,"2013",NA,"-47.970833","-15.812778",NA,NA,"12",NA,NA,"11",NA,NA
"64","2020-10-01 14:20:11-03","JBB","HEPH","26376","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Passos, FB","Bringel Júnior, JBA","524","2010","01","19","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Cristo Redentor","-47.952778","-15.891667",NA,NA,NA,NA,NA,NA,"2010",NA,"-47.952778","-15.891667",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-01 14:20:11-03","JBB","HEPH","5032","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Cândido, ES","Equipe do Jardim Botânico de Brasília","653","1986","04","04","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","1102","1102",NA,NA,NA,NA,"2015",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-01 14:20:11-03","JBB","HEPH","818","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Ferreira, MB","Ferreira, MB","775","1971","07","15","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-01 14:20:11-03","JBB","HEPH","968","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Ferreira, MB","Ferreira, MB","929","1971","11","17","Southern America","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-01 14:20:11-03","JBB","HEPH","2425","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Heringer, EP","Heringer, EP","2871","1979","12","04","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"69","2020-10-01 14:20:11-03","JBB","HEPH","2424","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Heringer, EP","Heringer, EP","2575","1979","10","22","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"70","2020-10-01 14:20:11-03","JBB","HEPH","23546","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Oliveira, MS","Azevedo, INC de; Oliveira, MS","397","2008","02","22","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Cristo Redentor","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"71","2020-10-01 14:20:11-03","JBB","HEPH","23471","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Oliveira, MS","Martins, RC","770","2008","01","15","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - morro em frente ao Poção.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"72","2020-10-01 14:20:11-03","JBB","HEPH","6855","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Cândido, ES","Salles, AEH","349","1985","11","01","Southern America","Brasil","Distrito Federal","Brasília","Lago Norte QI 11","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"73","2020-10-01 14:20:11-03","JBB","HEPH","27597","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Oliveira, MS","Carvalho, FJ de","327","2010","11","28","Southern America","Brasil","Distrito Federal","Brasília","Park Way.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"74","2020-10-01 14:20:11-03","JBB","HEPH","1981","S","Plantae","Dicotyledon","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Lordello, R","Lordello, R","12","1972","03","04","Southern America","Brasil","Distrito Federal","Brasília","Ribeirão cachoeirinha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"75","2013-02-12 12:40:00-02","MO","MOBOT","3187059","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Liesner","Ezechias P. Heringer","Heringer 17669","1979","12","20","South America","Brazil",NA,NA,"Luziania, GO, campo limpo sujeito ao fogo perió fico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3187111","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","G. Hatschbach","Gert G. Hatschbach","Hatschbach 39329","1977","1","8","South America","Brazil","Goiás",NA,"Abadiania. Reptante, flor amarela. Campo cerrado solo rochoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-02-22 15:00:00-03","MO","MOBOT","3187221","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. Grear","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 26352","1970","2","18","South America","Brazil","Distrito Federal",NA,"Steep slopes, mostly in campo, Morro da Igreginha, ca. 5km SSE Planaltina.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-02-17 10:58:00-02","MO","MOBOT","3187868","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Grear","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 18817","1968","1","18","South America","Brazil",NA,NA,"Locally common. 30km N of Corumbá de Goias on road to Niquelândia, Goías in valley of Rio Corumbá. Pastured cerrado.",NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-02-22 14:33:00-03","MO","MOBOT","3188070","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Grear","Howard S. Irwin|Eunice Onishi|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 25302","1970","1","24","South America","Brazil","Goiás",NA,"Cerrado and gallery ca. 40km N.E. of Catalao.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2010-10-07 15:39:00-03","MO","MOBOT","3188295","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Grear","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11540","1966","1","10","South America","Brazil","Distrito Federal",NA,"Common. Steep campo slopes, Córrego Covancas, near Chapada da Contagem. ca. 20 km. N.E. of Brasília.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2010-10-07 15:27:00-03","MO","MOBOT","3188560","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Grear","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 15344","1966","4","26","South America","Brazil","Distrito Federal",NA,"Roadside embankment. Periodically flooded campo, near Ribeirao Torto, N.E. of Lagoa.",NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","3188684","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Liesner","Ezechias P. Heringer","Heringer 13157","1974","3","10","South America","Brazil","Goiás",NA,"Cidade Eclética.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-12-28 14:55:00-02","MO","MOBOT","3188944","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Barneby","F.H.F. Oldenburger|V.V. Mecenas","Oldenburger 1996","1975","12","4","South America","Brazil","Distrito Federal",NA,"Near planaltina on moument hill. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2013-09-09 16:48:00-03","MO","MOBOT","3189118","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","A. P. Fortuna-Perez","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 60137","1994",NA,NA,"South America","Brazil","Goiás",NA,"Estação Repetidora da Telebrasília de Roncador (mun. Água Fria de Goiás).",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","3189165","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fortunato","Alwyn H. Gentry","Gentry 21436","1978","1","21","South America","Brazil","Distrito Federal",NA,"Ca. 40 km. from Brasilia. Geographic center of Brazil, open prairie on very rocky soil, said to be natural vegetation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2013-09-09 16:48:00-03","MO","MOBOT","3189234","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","A. P. Fortuna-Perez","Gert G. Hatschbach|Maria M. Hatschbach|R. Kummrow","Hatschbach 56208","1992","1","17","South America","Brazil","Goiás",NA,"Rod. BR-050, próximo ao Córrego Xirlon (mun. Ipameri).",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2013-02-12 12:40:00-02","MO","MOBOT","3189350","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Fortunato","Ezechias P. Heringer","Heringer 1221","1973","1","31","South America","Brazil","Distrito Federal",NA,"Chapada da Contagem. Em cerrado aberto, seco, vermelho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-31 09:16:01-03","INPA","INPA","197680","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Eriosema","glaziovii","Eriosema glaziovii","Harms","Monteiro, TC","Heringer, EP","14276A","1975","01","12","Southern America","Brasil","Distrito Federal",NA,"Estrada Brasília-Luziania, ca 30 Km de Luziania",NA,NA,NA,NA,NA,NA,"INPA0197680","INPA0197680 INPA0197680_e","2019",NA,NA,NA,NA,NA,"09",NA,NA,"09",NA,NA
"89","2020-06-15 15:30:41-03","UNESP-RC","HRCB","30221","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"Junior, J.C.G.","1670","1964","03","18",NA,"Brasil","São Paulo","Campos do Jordão","Estrada do Areal, vale do rio coxim.","-45.616667","-22.8",NA,NA,NA,"Trepadeira, flor amarela, raro.",NA,NA,NA,NA,"45º37'0W","22º48'0S",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","2643439","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","11045","1965","12","4","South America - Neotropics","Brazil","Goiás",NA,"Near Rio Descoberto, on the Goiás-D. F. boundary between Anápolis and Brasília",NA,NA,"1010",NA,NA,NA,"US02349492","US02349492_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","2643440","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","11540","1966","1","10","South America - Neotropics","Brazil","Distrito Federal",NA,"Córrego Covanças, near Chapada da Contagem, ca. 20 km. N. E. of Brasília",NA,NA,"1000",NA,NA,NA,"US02349491","US02349491_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","2643446","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","26352","1970","2","18","South America - Neotropics","Brazil","Distrito Federal",NA,"Morro da Igreginha, ca. 5km SSE Planaltina",NA,NA,"1000",NA,NA,NA,"US02349484","US02349484_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2709071","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, R. M. Harley & G. L. Smith","31936","1971","3","16","South America - Neotropics","Brazil","Goiás",NA,"Serra Geral do Paraná. ca. 3km S. of São João da Alianca",NA,NA,"850",NA,NA,NA,"US02349485","US02349485_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","2281616","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin","2596","1959","2","7","South America - Neotropics","Brazil","Goiás",NA,"101km. N.E. of Anápolis on road to Brasilia",NA,NA,NA,NA,NA,NA,"US02349489","US02349489_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2643454","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, H. Maxwell, R. Souza, R. Reis dos Santos & D. C. Wasshausen","19411","1968","2","1","South America - Neotropics","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 20km N.E. of Brasília",NA,NA,"1200",NA,NA,NA,"US02349483","US02349483_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2643434","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","15344","1966","4","26","South America - Neotropics","Brazil","Distrito Federal",NA,"Near Ribeirão Torto, N.E. of Lagôa Paranoá",NA,NA,"975",NA,NA,NA,"US02349490","US02349490_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2575521A","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"B. Maguire, J. M. Pires, C. K. Maguire & N. Silva","57126","1963","10","18","South America - Neotropics","Brazil","Distrito Federal",NA,"Belém-Brasília-Acre Highways. Parque do Gama",NA,NA,NA,NA,NA,NA,"US02349494","US02349494_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2931817","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"G. Hatschbach","39329","1977","1","8","South America - Neotropics","Brazil","Goiás",NA,"Abadiania",NA,NA,NA,NA,NA,NA,"US02349487","US02349487_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","2643438","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","10166","1965","11","10","South America - Neotropics","Brazil","Distrito Federal",NA,"Cerrado, adjacent to Parque Municipal do Gama",NA,NA,"1150",NA,NA,NA,"US02349493","US02349493_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","2643453","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","18817","1968","1","18","South America - Neotropics","Brazil","Goiás",NA,"Serra dos Pirinheus. 30km N. of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Corumbá",NA,NA,"1150",NA,NA,NA,"US02349482","US02349482_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
