"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"11","2021-04-05 14:33:32-03","UNESC","CRI","15246","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Altamir Rocha Antunes","Altamir Rocha Antunes",NA,"2020","03","09","Brasil","Santa Catarina","Orleans","Parque Estadual da Serra Furada.","-49.392778","-28.193333","49º23'34''W","28º11'36''S","531","531","CRI014661",NA,"2020","03","09","Flor branca-bronzeada. Fruto vagem, cor marrom. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:32-03","UNESC","CRI","15250","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Altamir Rocha Antunes","Altamir Rocha Antunes",NA,"2020","03","09","Brasil","Santa Catarina","Orleans","Parque Estadual da Serra Furada.","-49.392778","-28.193333","49º23'34''W","28º11'36''S","531","531","CRI014665",NA,"2020","03","09","Flor branca-bronzeada. Fruto vagem, cor marrom. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:32-03","UNESC","CRI","8383","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Vanilde Citadini Zanette","Aline Costa Brum Figueiró Leandro",NA,"2006","07","06","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58","CRI002893","CRI002893","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:32-03","UNESC","CRI","15249","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Altamir Rocha Antunes","Altamir Rocha Antunes",NA,"2020","03","09","Brasil","Santa Catarina","Orleans","Parque Estadual da Serra Furada.","-49.392778","-28.193333","49º23'34''W","28º11'36''S","531","531","CRI014664",NA,"2020","03","09","Flor branca-bronzeada. Fruto vagem, cor marrom. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:32-03","UNESC","CRI","15245","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Altamir Rocha Antunes","Altamir Rocha Antunes",NA,"2020","03","09","Brasil","Santa Catarina","Orleans","Parque Estadual da Serra Furada.","-49.392778","-28.193333","49º23'34''W","28º11'36''S","531","531","CRI014660",NA,"2020","03","09","Flor branca/bronzeada. Fruto vagem, cor marrom. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:18-03","UNESC","CRI","906","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Vanilde Citadini- Zanette","V. Citadini-Zanette",NA,"1998","04","25","Brasil","Santa Catarina","Siderópolis","Jordão Alto.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","112","112","CRI002892","CRI002892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:32-03","UNESC","CRI","15248","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Altamir Rocha Antunes","Altamir Rocha Antunes",NA,"2020","03","09","Brasil","Santa Catarina","Orleans","Parque Estadual da Serra Furada.","-49.392778","-28.193333","49º23'34''W","28º11'36''S","531","531","CRI014663",NA,"2020","03","09","Flor branca-bronzeada. Fruto vagem, cor marrom. Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:18-03","UNESC","CRI","3129","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Daniel de Barcellos Falkenberg","Robson dos Santos","70","1994","04","13","Brasil",NA,"Brasil","Proximidades da Escola Técnico Federal Agrícola.","-49.7","-29.133333","49º42'W","29º8'S","30","30","CRI002901","CRI002901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:18-03","UNESC","CRI","3287","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar","1902","1993","05","11","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI002896","CRI002896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:18-03","UNESC","CRI","5389","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","José Aroldo Biff","José Aroldo Biff",NA,"1996","10","05","Brasil","Santa Catarina","Morro Grande",NA,"-49.721111","-28.801111","49º43'16''W","28º48'4''S",NA,NA,"CRI002899","CRI002899",NA,NA,NA,"Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-11-01 14:06:00-02","NY","NYBG","413902","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,NA,"L. Riedel","694","1823","02",NA,"Brazil","Rio de Janeiro",NA,"Inter Itamaratrin et Corcossoco acc. to poorly written second-hand label; probably means Itamaratim et Corrego Seco.",NA,NA,NA,NA,NA,NA,"NY00413902","NY00413902_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252654' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","413918","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","G. G. Hatschbach","G. G. Hatschbach","41718","1978","11","10","Brazil","Paraná","Matinhos","Sertao do Guarani","-48.5428","-25.8175",NA,NA,NA,NA,"NY00413918","NY00413918_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252643' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 14:06:00-02","NY","NYBG","413917","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,NA,"P. I. Oliveira","214","1980","02","12","Brazil","Paraná","Guaratuba","Alto da Serra","-48.5744","-25.8831",NA,NA,NA,NA,"NY00413917","NY00413917_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252657' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-01 14:06:00-02","NY","NYBG","413907","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"I. A. Rodrigues","A. Castellanos","23391","1962","07","14","Brazil","São Paulo","Guaratinguetá","Serra da Mantiqueira, entre Itajubá e Guaratinguetá","-45.1897","-22.81",NA,NA,NA,NA,"NY00413907","NY00413907_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252628' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","419196","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","H. S. Irwin","G. F. J. Pabst","4858","1959","05","03","Brazil","São Paulo","Sao José do Barreiro","Campos da Bocaina","-44.684548","-23.029725",NA,NA,NA,NA,"NY00419196","NY00419196_01",NA,NA,NA,"See Fruit Collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252650' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-01 14:06:00-02","NY","NYBG","413913","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"J. C. Lindeman","J. C. Lindeman","16818","1967","08","01","Brazil","Paraná","Campina Grande do Sul","Sitio Belizario, ca. 20km ENE of Curitiba, behind house of Sr. B. Armstrong","-49.0553","-25.3058",NA,NA,"800","800","NY00413913","NY00413913_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252639' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","413919","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","P. K. H. Dusén","P. K. H. Dusén","9937","1910","06","29","Brazil","Paraná","Sengés","Itararé, in silvula","-49.4633","-24.1131",NA,NA,NA,NA,"NY00413919","NY00413919_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252627' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-01 14:06:00-02","NY","NYBG","776865","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"L. Rossi","F. O. Souza","182","2000","10","20","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do mar, Núcleo Caraguatatuba. Estrada da Petrobrás, próximo ao km 31","-45.4097","-23.6203",NA,NA,NA,NA,"NY00776865","NY00776865_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252642' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 14:06:00-02","NY","NYBG","413921","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"J. W. Grimes","F. Torgo","28","1960","03","02","Brazil","Minas Gerais",NA,"Na estrada para Caparao Velho",NA,NA,NA,NA,NA,NA,"NY00413921","NY00413921_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252632' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 10:11:00-03","NY","NYBG","1801116","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"H. C. de Lima","A. P. Fontana","4797","2008","02","12","Brazil","Espírito Santo","Castelo","Trilha para as piscinas.","-41.0836","-20.5161",NA,NA,"1100","1400","NY01801116","NY01801116_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016150' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00932740","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","J. W. Grimes","H. S. Irwin","29463","1971","01","31","Brazil","Minas Gerais","Ouro Preto","Serra do Espinhaço, on middle slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874",NA,NA,"1750","1750","NY00932740","NY00932740_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006788' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","459677","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","G. M. Barroso","B. Maguire","7356","1963","04","12","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Estrada do Sumaré, near TV stations","-43.232881","-22.951176",NA,NA,"700","700","NY00459677","NY00459677_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252636' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 14:06:00-02","NY","NYBG","413904","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,NA,"A. L. Almeida","18","1989","06","21","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, estrada para Sitio Sophronites. Area 1","-42.05","-22",NA,NA,"1000","1000","NY00413904","NY00413904_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252656' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00932716","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","H. S. Irwin","F. Torgo","28","1960","03","02","Brazil","Minas Gerais",NA,"Na estrada para Caparaó Velho",NA,NA,NA,NA,NA,NA,"NY00932716","NY00932716_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006789' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-11-01 14:06:00-02","NY","NYBG","413911","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"M. Jansen; T. Baretta","J. C. Lindeman","989","1966","04","08","Brazil","Paraná","Faxinal","10 km S of Mauá","-51.3192","-24.0006",NA,NA,"900","900","NY00413911","NY00413911_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252629' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-10-28 14:52:00-02","NY","NYBG","00932741","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"J. W. Grimes","L. Emygdio de Mello Filho","3268","1972","07","13","Brazil","Minas Gerais",NA,"Gandarela",NA,NA,NA,NA,"1570","1570","NY00932741","NY00932741_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006790' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 14:06:00-02","NY","NYBG","413906","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"F. C. Hoehne","F. C. Hoehne","28290","1931","09","26","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00413906","NY00413906_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252641' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","413915","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","A. E. Burkart","R. Reitz","6766","1958","07","12","Brazil","Santa Catarina","Lauro Muller","Novo Horizonte, Lauro Mueller","-49.483071","-28.387264",NA,NA,"300","300","NY00413915","NY00413915_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252645' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","419193","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","G. M. Barroso","B. Maguire","7356","1963","04","12","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Estrada do Sumaré, near TV stations","-43.232881","-22.951176",NA,NA,"700","700","NY00419193","NY00419193_01",NA,NA,NA,"see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252634' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 14:06:00-02","NY","NYBG","413905","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"F. C. Hoehne","F. C. Hoehne","28290","1931","09","26","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00413905","NY00413905_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252640' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-01 14:06:00-02","NY","NYBG","419199","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"R. Reitz","R. Reitz","6649","1958","04","07","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","NY00419199","NY00419199_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252633' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","419194","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis","(Vell.) Mart.","G. M. Barroso","B. Maguire","7356","1963","04","12","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Estrada do Sumaré, near TV stations","-43.232881","-22.951176",NA,NA,"700","700","NY00419194","NY00419194_01",NA,NA,NA,"see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252635' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-10-28 14:48:00-02","NY","NYBG","885740","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"M. P. M. de Lima","R. Marquete","937","1993","04","29","Brazil","Rio de Janeiro","Paratí","Morro do Corisco antes do Rio Corisco.","-44.7131","-23.2181",NA,NA,NA,NA,"NY00885740","NY00885740_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007440' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-11-01 14:06:00-02","NY","NYBG","413908","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"A. Custodio Filho","A. C. Filho","246","1980","07","07","Brazil","São Paulo",NA,"Cunha, Reserva Florestal. Fr. estrada Cunha-Parati",NA,NA,NA,NA,"1000","1000","NY00413908","NY00413908_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=252637' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-11-07 12:09:00-02","NY","NYBG","1519559","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,NA,"E. M. Pessoa","116","2009","11","24","Brazil","Pernambuco","Igarassu","Usina São José, Fragmento Chave","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"NY01519559","NY01519559_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1783463' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","24709","auto",NA,NA,NA,NA,NA,NA,NA
"46","2016-09-30 18:52:00-03","NY","NYBG","720689","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,NA,"G. Martinelli","9272","1983","04","27","Brazil","São Paulo","Sao José do Barreiro","Parque Nacional da Serra da Bocaina. Estrada para Parque Nacional da Bocaina, km 15","-44.5699996948242","-22.6399993896484",NA,NA,"100",NA,"NY00720689","NY00720689_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520305' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet","30784","auto",NA,NA,NA,NA,NA,NA,NA
"47","2016-09-30 10:11:00-03","NY","NYBG","1801079","PreservedSpecimen","Plantae","Fabaceae","Inga","sessilis","Inga sessilis",NA,"H. C. de Lima","M. P. M. de Lima","434","1999","08","26","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Estrada de acesso á sede, a direita de quem sobe em cima do barranco.","-44.5792","-22.2578",NA,NA,"862",NA,"NY01801079","NY01801079_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015999' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
