"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2172420","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","N. T. da Silva","2622","1969","08","07","South America","Brazil","Pará",NA,"Jarí, estrada do Munguba.","-52.4926543","-0.8920989","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322056' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172420","NY02172420_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557702","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","D. C. Daly","6150","1989","08","02","South America","Bolivia","Pando",NA,"Río Abuná, one hour upstream from Plácido de Castro (Brazil) by diesel-powered boat.","-67.2","-10.35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557702",NA,"C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","609560","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","A. P. Duarte","4954","1959","07","11","South America","Brazil","Rio de Janeiro",NA,"Estado da Guanabara - Jardim Botânico do Rio de Janeiro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609560","NY00609560_01","G. P. DeWolf Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","609567","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","H. S. Irwin","48367","1960","09","18","South America","Brazil","Amapá",NA,"Rio Ingarari, about 3-10 km. from its confluence with Rio Oiapoque",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609567","NY00609567_01","H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01195917","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","J. G. Jardim","1534","1998","02","17","South America","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.58","-15.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1404959' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195917","NY01195917_01","C. C. Berg","300","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1019241","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","A. A. Conceição","1497","2005","12","08","South America","Brazil","Bahia","Pilão Arcado","Brejo do Zacariasm ca. 63 km de Pilão Arcado.","-42.8936","-10.1108","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019241","NY01019241_01","A. Rapini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","609562","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","A. P. Duarte","5407","1960","09","20","South America","Brazil","Rio de Janeiro",NA,"Próximo da Estaçao Biológica da Guanabara, Alto da Boa Vista","-43.273873","-22.971901","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330428' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609562","NY00609562_01","A. P. Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","609561","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","A. P. Duarte","5216","1960","05",NA,"South America","Brazil","Rio de Janeiro",NA,"Sao Conrado Gávea",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609561","NY00609561_01","G. P. DeWolf Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02172417","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","R. de Lemos Fróes","27482","1951","07","13","South America","Brazil","Amapá",NA,"Rio Vila Nova, entre Mazagão e Samauma.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322053' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172417","NY02172417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1416287","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","H. Medeiros","355","2010","04","16","South America","Brazil","Acre","Senador Guiomard","Fazenda Experimental Catuaba, BR 364, Km 35.","-67.62","-10.07","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412474' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416287","NY01416287_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01138867","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","M.-F. Prévost","4523","2002","05","04","South America","French Guiana","Cayenne",NA,"Jardin Botanique du Centre ORSTOM","-52.3178","4.9481","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310157' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138867","NY01138867_01","M.-F. Prévost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","609566","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","R. M. Klein","1520","1955","08","12","South America","Brazil","Santa Catarina",NA,"Morro da Ressacada, Itajaí",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609566","NY00609566_01","G. P. DeWolf Jr.","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","609565","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","G. G. Hatschbach","26940","1971","08","25","South America","Brazil","Paraná","Guaratuba","Rio Tupitinga","-48.5744","-25.8831","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609565","NY00609565_01","G. G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","865310","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","J. P. Santos","434",NA,NA,NA,"South America","Brazil","Acre","Bujari","RBO-AC Floresta Estadual do Antimari, Colocaçao Baixa fria, Picasa 9, Ponto 27, Quadrante 1.","-68.33","-10.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=638496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865310","NY00865310_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","869379","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","G. T. Prance","18337","1973","10","10","South America","Brazil","Mato Grosso",NA,"Margin of new airstrip of Humboldt Center, Rio Aripuanã","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869379",NA,"C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","886796","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","L. A. Mattos Silva","4413","2001","07","26","South America","Brazil","Bahia","Wenceslau Guimaraes","Estação Estadual Nova Esperança. Sede a 7 km a W do povoado de Nova Esperança. Área com aproximadamente. 2.700 há.","-39.7217","-13.5953","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886796","NY00886796_01","C. C. Berg","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","869378","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","M. G. da Silva","4301","1979","01","17","South America","Brazil","Mato Grosso","Juína","Aripuanã km 238 da BR 174 Nucleo Juina, Area Urbana.","-58.7408","-11.3783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869378",NA,"M. G. da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1801362","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","L. P. de Queiroz","7037","2001","10","29","South America","Brazil","Bahia","Canudos","Tova Velha, Estação Biológica de Canudos, (sede de biodiversitas).","-39.15","-10.0328","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020748' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801362","NY01801362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1801305","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","K. R. B. Leite","28","1999","09","06","South America","Brazil","Bahia",NA,"Santo Inácio: Saída para Poços.","-42.72","-11.1075","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801305","NY01801305_01",NA,"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","609563","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","S. A. Mori","9629","1978","03","17","South America","Brazil","Bahia","Caravelas","A 5 km ao L de Caravelas","-39.26","-17.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609563","NY00609563_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","609559","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","J. P. P. Carauta","235","1964","10","15","South America","Brazil","Rio de Janeiro",NA,"Serra Carioca, Estr. da Vista Chinesa km 4,5","-43.258001","-22.970724","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609559","NY00609559_01","J. P. P. Carauta","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02172415","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","P. K. H. Dusén","18149","1915","09","26","South America","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322048' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172415","NY02172415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02172416","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","G. L. Sobel","4842","1984","10","28","South America","Brazil","Pará","Anajás","About 2 km downstream from Bela Vista, on Rio Mocões, Ilha de Marajó","-49.7326612","-0.7998302","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322051' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172416","NY02172416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1416352","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","H. Medeiros","573","2010","04","28","South America","Brazil","Acre","Porto Acre","Vila do V, Ramal Tocantis.","-67.5325","-9.58833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412565' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416352",NA,"C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1801341","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","E. L. Borba","1992","2004","09","25","South America","Brazil","Bahia","Umburanas","Estrada Umburanas - Delfino, 28 km Umburanas, margem, do rio.","-41.2869","-10.5078","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020414' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801341","NY01801341_01",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1416371","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","H. Medeiros","446","2010","04","21","South America","Brazil","Acre","Sena Madureira","Fazenda São Jorge I, BR 364, Km 107, ramal do Toco Preto.","-68.6239","-9.4317","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416371",NA,"C. C. Berg","217","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1416356","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","H. Medeiros","568","2010","04","27","South America","Brazil","Acre","Porto Acre","Estrada AC40, entre o Km 40 e 45.","-67.5325012207031","-9.58833026885986","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416356",NA,"C. C. Berg",NA,NA,"61185","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02172422","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","P. A. C. L. Assunção","116","1994","12","02","South America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Vertente.","-60.0250015258789","-3.10193991661072","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322060' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172422","NY02172422_01",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","609569","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","E. Gudiño","345","1990","05","01","South America","Ecuador","Pastaza",NA,"Pastaza Canton. Pozo petrolero Masaramu de UNOCAL. 40 km al nor-nororiente de Montalvo","-76.87","-0.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=330422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609569",NA,"C. C. Berg","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","865311","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","D. C. Daly","7100","1991","11","02","South America","Brazil","Acre","Brasiléia","Serringal Poromgaba, Colocação São José, 25km N of km4 Brasiléia-Assis Brasil road","-68.75","-10.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865311","NY00865311_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","869330","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","C. C. Berg","P18685","1973","10","19","South America","Brazil","Mato Grosso",NA,"Banks of Rio Aripuanã, above Andurina Falls.","-59.35","-10.2","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869330","NY00869330_01","C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","869377","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","C. C. Berg","P18685","1973","10","19","South America","Brazil","Mato Grosso",NA,"Banks of Rio Aripuanã, above Andurina Falls.","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869377",NA,"C. C. Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2172418","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","gomelleira","Ficus gomelleira","Kunth & C.D.Bouché","J. M. Pires","51746","1961","09",NA,"South America","Brazil","Pará",NA,"Vicinity of Belém.","-48.4555221","-1.2849922","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322054' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172418","NY02172418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
