"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","stateProvince","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"11","2019-12-04 15:24:48-03","PUCPR","HUCP","21402","S","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","Silva, JM",NA,"Brasil",NA,NA,NA,NA,"HUCP00008080","Eudicotiledonea",NA,"(Hook. & Arn.) R.M. King & H.Rob.","6432","2008","04","Paraná","-51.9906005859375","-26.4841995239258","HUCP00008080","17",NA,NA,"Palmas","Nakajima, JN","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:24:48-03","PUCPR","HUCP","22142","S","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","Lozano, E; Canestraro, BK; Torres, M",NA,"Brasil",NA,NA,NA,NA,"HUCP00007080","Eudicotiledonea",NA,"(Hook. & Arn.) R.M. King & H.Rob.","872","2012","02","Paraná","-50.1618995666504","-25.0949993133545","HUCP00007080","18",NA,NA,"Ponta Grossa","Lozano, E","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:11-03","UFBA","ALCB","127279","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","Caxambu, MG; et al.","Southern America","Brasil","Ponte dos arcos",NA,NA,"ca. 0,60 m. Capítulo alvos , heliófita; Relevo ondulado&nf;vegetação: estepe","ALCB045525","Dicotyledon",NA,"(Hook.f. & Arn.) R.M.King & H.Rob.","3747","2012","02","Paraná","-49.806389","-25.553611","ALCB045525","03",NA,NA,"Balsa Nova","Cordeiro, J",NA,NA,"2013","-49.806389","-25.553611",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:48:37-03","NBC","NL-BOTANY","U.1126282","PreservedSpecimen","Plantae","Compositae","Chromolaena","umbelliformis","Chromolaena umbelliformis","Lindeman JC; Haas JH de","Southern America","Brazil","Est. paraná. Fazenda Reserva, 85 km of Guarapuava, in campo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1126282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1126282",NA,"Asterales","(Dusén ex Dusén) R.M.King & H.Rob.",NA,"1967","03",NA,NA,NA,"NL-U1126282","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:49:25-03","NBC","NL-BOTANY","L.3683319","PreservedSpecimen","Plantae","Compositae","Eupatorium","ellipticum","Eupatorium ellipticum","Pedersen TM","Southern America","Argentina","Estancia,,Garruchos'. Dep. Santo Tomé. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3683319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3683319",NA,"Asterales","Hook. & Arn.",NA,"1960","02",NA,NA,NA,"NL-L3683319","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:49:37-03","NBC","NL-BOTANY","L.3683464","PreservedSpecimen","Plantae","Compositae","Eupatorium","umbelliforme","Eupatorium umbelliforme","Hatschbach GG","Southern America","Brazil","Barria Rio Papagaios (Mun. Balsa Nova) Pr.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3683464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3683464",NA,"Asterales","Dusén",NA,"1968","03",NA,NA,NA,"NL-L3683464","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:37:54-02","BGBM","B","B 10 0094049","S","Plantae","Compositae","Eupatorium","umbelliforme","Eupatorium umbelliforme","?","Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100094049 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100094049",NA,NA,"Dusén ex Malme",NA,NA,NA,NA,NA,NA,"B100094049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:27:25-03","IAP","PACA-AGP","58578","PreservedSpecimen","Plantae","Compositae","Eupatorium","ellipticum","Eupatorium ellipticum","Rambo, B.",NA,"Brasil","Taimbezinho",NA,NA,"SEM MATERIAL Habitat: in graminosis Fenofase: flor","PACA058578","Magnoliophyta","Asterales","Hook. & Arn.",NA,"1956","02","RS","-50.5835990905762","-29.4480991363525",NA,"12",NA,NA,"São Francisco de Paula","Emrich-Rambo","76715","auto","1957",NA,NA,"Magnoliatae","05","16",NA,NA,NA,NA
"19","2019-08-27 13:27:25-03","IAP","PACA-AGP","51431","PreservedSpecimen","Plantae","Compositae","Eupatorium","ellipticum","Eupatorium ellipticum","Rambo, B.",NA,"Brasil","Passo do Socorro",NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA051431","Magnoliophyta","Asterales","Hook. & Arn.",NA,"1951","12","RS","-50.9338989257812","-28.5121994018555",NA,"26",NA,NA,"Vacaria","Emrich-Rambo","63451","auto","1954",NA,NA,"Magnoliatae","06","29",NA,NA,NA,NA
"20","2019-08-27 13:27:25-03","IAP","PACA-AGP","49530","PreservedSpecimen","Plantae","Compositae","Eupatorium","ellipticum","Eupatorium ellipticum","Rambo, B.",NA,"Brasil",NA,NA,NA,"Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA049530","Magnoliophyta","Asterales","Hook. & Arn.",NA,"1951","01","SC","-50.326099395752","-27.8160991668701",NA,"10",NA,NA,"Lages","Emrich-Rambo","70701","auto","1954",NA,NA,"Magnoliatae","06","29",NA,NA,NA,NA
"21","2019-08-27 13:27:25-03","IAP","PACA-AGP","64946","PreservedSpecimen","Plantae","Compositae","Eupatorium","ellipticum","Eupatorium ellipticum","Reitz, R.",NA,"Brasil","Campo do Massiambu",NA,NA,"HBR 15247 Ecossistema: Mata Atlântica","PACA064946","Magnoliophyta","Asterales","Hook. & Arn.","393","1953","03","SC","-48.6678009033203","-27.645299911499",NA,"12",NA,NA,"Palhoça","Cabrera","31105","auto","1958",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:27:25-03","IAP","PACA-AGP","107839","PreservedSpecimen","Plantae","Compositae","Eupatorium","ellipticum","Eupatorium ellipticum","Sehnem, A.",NA,"Brasil",NA,NA,NA,"folhas aromáticas que fazem lembrar as do guaco","PACA107839","Magnoliophyta","Asterales","Hook. & Arn.","2407","1941","02","RS","-53.8069000244141","-29.6842002868652",NA,"13",NA,NA,"Santa Maria",NA,"37819","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:27:29-03","IAP","PACA-AGP","40646","PreservedSpecimen","Plantae","Compositae","Eupatorium","umbelliforme","Eupatorium umbelliforme","Emrich, K.",NA,"Brasil","Montserrat",NA,NA,"det. (Emrich-Rambo 30061954): Eupatorium oblongifolium (Spr.) Baker Habitat: in campestribus siccis graminosis Fenofase: flor","PACA040646","Magnoliophyta","Asterales","Dusen",NA,"1949","03","RS","-51.2299995422363","-30.0331001281738",NA,"23",NA,NA,"Porto Alegre","N. I. Matzenbacher","29946","auto","1978",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:31:41-03","UFJF","CESJ","63905","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","umbelliformis","Chromolaena umbelliformis","J.M. Silva; J. Cordeiro; C.B. Poliquesi","América do Sul","Brasil","Horizonte",NA,NA,"Xilopodífera, capítulos lilás. Campo limpo seco.","CESJ063905","Angiosperma",NA,"(Dusén) R. M. King & H. Rob.","6432","2008","04","Paraná","-51.9906005859375","-26.4841995239258","CESJ063905","17",NA,NA,"Palmas","J.N. Nakajima","46666","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:23:49-03","UNICAMP","UEC","179434","S","Plantae","Asteraceae","Chromolaena","umbelliformis","Chromolaena umbelliformis","Caxambu, MG; et al.",NA,"Brazil","Arredores da Ponte dos Arcos. Relevo: ondulado- vegetação: Estepe (campos Gerais) - Latitude: 25°33'12,3S - Longitude: 49°48'15,4W - altittude: 879 m.",NA,NA,"Erva ereta, heliófita, ca. 0,40 m. Capítulos roxos.; Relevo: ondulado- vegetação: Estepe (campos Gerais).","UEC122863","Magnoliopsida",NA,"(Dusén) R.M.King & H.Rob.","3774","2012","02","Paraná","-49.6356010437012","-25.5839004516602","UEC122863","03",NA,NA,"Balsa Nova","et al.; Cordeiro, I","27346","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-01-17 11:24:18-02","PUCRS","MPUC","13192","S","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica",NA,"South America","Brasil","Morro Santana",NA,NA,"mato fechado, campo aberto, rochas de granito (F.23)",NA,NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.",NA,"1992","03","RS","-51.2372222222","-30.0191388889",NA,"11",NA,NA,"Porto Alegre","A.L. Christ",NA,NA,"2018","-51.2372222222","-30.0191388889","Magnoliopsida","01","01","1",NA,NA,NA
"27","2019-01-17 11:24:18-02","PUCRS","MPUC","5490","S","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica",NA,"South America","Brasil",".",NA,NA,NA,NA,NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.",NA,"1991","03","RS","-51.3280556","-30.1011667",NA,"13",NA,NA,"Guaíba","A.L. Christ",NA,NA,"2018","-51.3280556000","-30.1011667000","Magnoliopsida","01","01","1",NA,NA,NA
"28","2019-01-17 11:24:18-02","PUCRS","MPUC","15064","S","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica",NA,"South America","Brasil","Fazenda São Maximiano, BR - 116, Km 32",NA,NA,NA,NA,NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.",NA,"1978","05","RS","-51.3280556","-30.1011667",NA,"22",NA,NA,"Guaíba","A.L. Christ",NA,NA,"2018","-51.3280556000","-30.1011667000","Magnoliopsida","01","01","1",NA,NA,NA
"29","2020-12-21 16:15:26-03","MBM","MBM","382954","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","Caxambu, M.G.","Southern America","Brazil","Ponte dos Arcos",NA,NA,"Erva heliófita, ca. 0,6m. Capítulos alvos.; Estepe (campos gerais). Relevo ondulado.","MBM382954",NA,NA,"(Hook. & Arn.) R.M. King & H. Rob.","3747","2012","02","Paraná","-49.806417","-25.553583","MBM382954","03","835","835","Balsa Nova","Cordeiro, J.",NA,NA,"2013","-49.806417","-25.553583",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:15:26-03","MBM","MBM","411724","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","Barboza, E.","Southern America","Brazil","Parque dos Peladeiros",NA,NA,"Subarbusto com 60cm de altura, capítulos lilases.; Estepe (Campos de Curitiba).","MBM411724",NA,NA,"(Hook. & Arn.) R.M. King & H. Rob.","4504","2016","10","Paraná","-49.191389","-25.482222","MBM411724","12","900","900","Curitiba","Christ, A.L.",NA,NA,"2019","-49.191389","-25.482222",NA,"08",NA,NA,NA,NA,NA
"31","2020-12-21 16:15:31-03","MBM","MBM","398062","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","umbelliformis","Chromolaena umbelliformis","Engels, M.E.; Mazziero, F.F.F.; Michelon, C.; Canestraro, B.K.; Mazziero, F.F.F.; Michelon, C.; Canestraro, B.K.","Southern America","Brazil","Mangabeira",NA,NA,"Caule castanho. Folhas verdes. Flores azul alvacentas.","MBM398062",NA,NA,"(Dusén) R.M. King & H. Rob.","785","2013","03","Paraná","-50.0971984863281","-24.9178009033203","MBM398062","19",NA,NA,"Carambeí","Barboza, E.","26641","auto","2015",NA,NA,NA,"04","14",NA,NA,NA,NA
"32","2020-12-21 16:15:31-03","MBM","MBM","382920","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","umbelliformis","Chromolaena umbelliformis","Caxambu, M.G.","Southern America","Brazil","Ponte dos Arcos, arredores",NA,NA,"Erva ereta, heliófita, ca. 0,4m. Capítulos roxos.; Estepe (campos gerais). Relevo ondulado.","MBM382920",NA,NA,"(Dusén) R.M. King & H. Rob.","3774","2012","02","Paraná","-49.804278","-25.553417","MBM382920","03","879","879","Balsa Nova","Cordeiro, J.; Picoli, A.C.",NA,NA,"2013","-49.804278","-25.553417",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:15:31-03","MBM","MBM","400962","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","umbelliformis","Chromolaena umbelliformis","Barboza, E.","Southern America","Brazil","Jardim Botânico Municipal, Coleção do Campo Nativo",NA,NA,"Herbácea, capítulos lilás.; Estepe gramíneo-lenhosa (Campos de Curitiba).","MBM400962",NA,NA,"(Dusén) R.M. King & H. Rob.","4286","2015","11","Paraná","-49.2375","-25.443611",NA,"12","920","920","Curitiba","Barboza, E.",NA,NA,"2015","-49.2375","-25.443611",NA,"11","23",NA,NA,NA,NA
"34","2020-12-21 16:15:53-03","MBM","MBM","40976","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","ellipticum","Eupatorium ellipticum","Reitz, R.; Klein, R.M.; Klein, R.M.","Southern America","Brazil","Campo do Massiambu",NA,NA,NA,"MBM040976",NA,NA,"B. & A.","15247","1953","03","Santa Catarina","-48.6678009033203","-27.645299911499","MBM040976","12",NA,NA,"Palhoça","Cabrera, A.L.","31105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:15:55-03","MBM","MBM","6839","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","umbelliforme","Eupatorium umbelliforme","Hatschbach, G.","Southern America","Brazil","Barra do Rio Papagaios",NA,NA,NA,"MBM006839",NA,NA,"Dusén","18748","1968","03","Paraná","-49.6356010437012","-25.5839004516602","MBM006839","14",NA,NA,"Balsa Nova","Cabrera, A.L.","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 05:16:00-03","MNHN","RECOLNAT_MNHN_P","P02670524","PreservedSpecimen",NA,"Asteraceae","Eupatorium","ellipticum","Eupatorium ellipticum","Guillemin",NA,"Brasil","Restinga de Marica. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670524' target='other'> <mi>dwc_moreinfo</mi></a>","P02670524",NA,NA,"Hook. & Arn.",NA,"1839","1","Rio de Janeiro",NA,NA,"P02670524_01","1",NA,NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-10-26 07:36:29-02","MNHN","RECOLNAT_MNHN_P","P02671656","PreservedSpecimen",NA,"Asteraceae","Eupatorium","ellipticum","Eupatorium ellipticum","Gaudichaud, C.",NA,"Brasil","BRÉSIL: Province de Rio-Grande. Rio Grande do Sul, Sul, Brasil, América do Sul","hb",NA,". . Herbier Impérial du BRÉSIL <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671656' target='other'> <mi>dwc_moreinfo</mi></a>","P02671656",NA,NA,"Hook. & Arn.",NA,"1833","1","Rio Grande do Sul",NA,NA,"P02671656_01","1",NA,NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"818",NA,NA
"38","2021-02-11 17:18:02-03","UFPR","UPCB","85523","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","Lozano, E.D. et al.",NA,"Brasil","Próximo a UHE Pitangui",NA,NA,"Subarbusto, 40 cm, capítulos liláses, campo sujo. Campos Gerais..",NA,NA,NA,"(Hook. & Arn.) R.M.King & H.Rob.","872","2012","02","Paraná","-50.1618995666504","-25.0949993133545",NA,"18",NA,NA,"Ponta Grossa","Lozano, E.D.","46557","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-02-17 08:48:00-02","MO","MOBOT","2604995","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","umbelliformis","Chromolaena umbelliformis","Per Dusén","South America","Brazil","Capão Bonito in campo.",NA,NA,NA,NA,NA,NA,"(Dusén) R.M. King & H. Rob.","Dusén 16925","1915","3","Paraná",NA,NA,NA,"30","790.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA
"40","2009-08-07 05:41:00-03","MO","MOBOT","2492185","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","ellipticum","Eupatorium ellipticum","Émile Hassler","South America","Paraguay","In valle fluminis Y-acá pr. Valenzuela",NA,NA,NA,NA,NA,NA,"DC.","Hassler 7101",NA,NA,"Cordillera","-56.85","-25.6",NA,NA,NA,NA,NA,"Cabrera, A. L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2014-04-21 14:07:00-03","MO","MOBOT","2191461","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","ellipticum","Eupatorium ellipticum","J.L. Fontana","South America","Argentina","Campo San Juan",NA,NA,NA,NA,NA,NA,"Hook. & Arn.","Fontana 12822","1986","3","Misiones",NA,NA,NA,"17",NA,NA,"Candelaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-12-22 05:00:00-02","MO","MOBOT","580864","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","ellipticum","Eupatorium ellipticum","Teodoro Rojas","South America","Paraguay","Est. Primera, Caaguazú.",NA,NA,NA,NA,NA,NA,"Hook. & Arn.","Rojas 5126","1927","2","Caaguazú","-55.83333","-25.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2269259","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","L. Smith & R. Reitz","South America","Brazil","Mun. Cacador: Campo, Fazenda Carneiros, northeast of Cacdor",NA,NA,NA,"US01667946",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","8996","1956","12","Santa Catarina",NA,NA,"US01667946_01","21","950","1100",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","2282154","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","-- Reitz & Klein, --","South America","Brazil","Campo do Maciambu, Palhoca",NA,NA,NA,"US01667941",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","393","1953","3","Santa Catarina",NA,NA,"US01667941_01","12","3",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2283627","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","T. Pederson","South America","Paraguay","Estancia San 'San Miguellito' , Colonia Gral. Delgado",NA,NA,NA,"US01667526",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","3272","1955","2","Itapua",NA,NA,"US01667526_01","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","2269395","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","L. Smith & R. Reitz","South America","Brazil","Mun. Joacaba: Campo, campos of Rio Irani, 15 km east of Ponte Serrada",NA,NA,NA,"US01667945",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","9847","1957","1","Santa Catarina",NA,NA,"US01667945_01","3","700","900",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2280939","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","L. Smith & R. M. Klein","South America","Brazil","Mun. Porto Uniao: campo, Fazenda Frei Rogerio, 12 km southeast of Porto Uniao",NA,NA,NA,"US01667940",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","10749","1957","2","Santa Catarina",NA,NA,"US01667940_01","4","750",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2557799","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","-- Reitz & Klein, --","South America","Brazil","Fazendinha, Lapa, Parana",NA,NA,NA,"US01667943",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","17397","1965","12","Paraná",NA,NA,"US01667943_01","11","900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2557800","PreservedSpecimen","Plantae","Asteraceae","Chromolaena","elliptica","Chromolaena elliptica","-- Reitz & Klein, --","South America","Brazil","Serra de Sao Luiz, Balsa Nova, Parana",NA,NA,NA,"US01667942",NA,"Asterales","(Hook. & Arn.) R.M. King & H. Rob.","17446","1965","12","Paraná",NA,NA,"US01667942_01","12","1100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
