"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","locality","imagecode","decimalLongitude","decimalLatitude","stateProvince","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","yearIdentified","monthIdentified","fieldNumber","dayIdentified","individualCount","sex"
"47","2019-09-04 18:56:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","Type [status unknown]","A. Glaziou","8277","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"glutinosa",NA,NA,NA,NA,NA,NA
"48","2016-08-23 09:46:18-03","NHMLondon","NHM-LONDON-BOT","BM000041850","S","Plantae","Theaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","5777",NA,"Brasil",NA,"NHMUK:ecatalogue:692247",NA,NA,"1931","05","07",NA,NA,"Gardner",NA,NA,"-44.096503","-19.690239","Minas Gerais","Standley",NA,NA,NA,NA,NA,NA,"-44.096503","-19.690239",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-01 15:07:42-03","UnB","UB","157699","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Webster, GL; et al.","25777","Southern America","Brasil",NA,NA,"Tree c. 5m high; fls. white, very fragrant.; Campos rupestres and scrub woods on pink igneus rocks.",NA,"1986","11","19","Dicotyledoneae",NA,"Gardner","2 km SE of Morro do Chapéu.",NA,"-41.15","-11.564833","Bahia",NA,"Morro do Chapéu","1000","1000",NA,NA,NA,"-41.15","-11.564833",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-01 15:07:42-03","UnB","UB","167740","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Proença, CEB; Harris, SA","3964","Southern America","Brasil",NA,NA,"Fotos S.A. Harris. &nf;Projeto Reflora - Subprojeto Refazendo o caminho de Gardner; Arvoreta 3m; flores pêndulas, com cálice verde e corola creme; Campo rupestre",NA,"2011","08","27","Dicotyledoneae",NA,"Gardner","Estrada do Cruzeiro Luminoso. Trilha do Escravo Izidoro Marcus",NA,"-43.583611","-18.233611","Minas Gerais","Eiten, G",NA,"1220","1220",NA,NA,NA,"-43.583611","-18.233611",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:07:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Proença, CEB; Munhoz, CBR; Walter, BMT; Pinto, JR; Silva Júnior, MC; et al.","5291","Southern America","Brasil",NA,NA,"Arvoreta. Flores com petalas brancas com base vinho; estames e carpelos amarelo-ouro; Cerrado rupestre dominado por Mimosa densa e M. manidea, enraizadas entre rochas em ilha rochosa",NA,"2016","06","20","Dicotyledoneae",NA,"Gardner","RPPN Cara Preta",NA,"-47.5099983215332","-14.1324996948242","Goiás","Proença, CEB","Alto Paraíso de Goiás",NA,NA,"44724","auto",NA,NA,NA,NA,"2016","06",NA,NA,NA,NA
"52","2017-09-11 17:12:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Gardner, G","5611","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gardner","Habitat in Serra dos Orgãos pr. Rio de Janeiro","P12P1N0053",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:12:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa",NA,"Glaziou, AFM","8277","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engl.","Habitat prope Rio de Janeiro",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa",NA,"Glaziou, AFM","8277","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engl.","Habitat prope Rio de Janeiro",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,NA,NA,NA,NA
"55","2010-08-16 16:42:38-03","GH","HU-HERB","GH 00056792","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","Isotype","George Gardner","5681","South America","Brazil","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner","Organ Mountains",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5681",NA,NA,"undetermined"
"56","2010-08-16 16:39:35-03","A","HU-HERB","A 00306605","PreservedSpecimen","Plantae","Theaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","Isotype","George Gardner","5681","South America","Brazil","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner","Near Rio de Janeiro, Organ Mts.",NA,NA,NA,NA,NA,NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5681",NA,NA,"undetermined"
"57","2014-09-23 10:59:05-03","G","G","G00355021","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","TYPUS of Ternstroemia cuneifolia Gardner","Gardner, G.","5681","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: No picture available on the institution's web site","G00355021","1842",NA,"00",NA,NA,"Gardner",NA,NA,"-43","-22.43333333","Rio de Janeiro","?","Serra dos Orgãos",NA,NA,NA,NA,NA,"-43.0","-22.43333333",NA,NA,NA,NA,NA,NA,NA
"58","2014-09-23 10:59:05-03","G","G","G00355019","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","TYPUS of Ternstroemia cuneifolia Gardner","Gardner, G.","5681","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: No picture available on the institution's web site","G00355019","1842",NA,"00",NA,NA,"Gardner",NA,NA,"-43","-22.43333333","Rio de Janeiro","?","Serra dos Orgãos",NA,NA,NA,NA,NA,"-43.0","-22.43333333",NA,NA,NA,NA,NA,NA,NA
"59","2014-09-23 10:59:05-03","G","G","G00355020","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","TYPUS of Ternstroemia cuneifolia Gardner","Gardner, G.","5681","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: No picture available on the institution's web site","G00355020","1842",NA,"00",NA,NA,"Gardner",NA,NA,"-43","-22.43333333","Rio de Janeiro","?","Serra dos Orgãos",NA,NA,NA,NA,NA,"-43.0","-22.43333333",NA,NA,NA,NA,NA,NA,NA
"60","2014-09-23 10:59:05-03","G","G","G00355032","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","TYPUS of Ternstroemia cuneifolia var. glutinosa Wawra","Glaziou, A. F. M.","8277","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00355032","1876",NA,"00",NA,NA,"Gardner",NA,NA,"-53.08972222","-10.77305556",NA,"?",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA
"61","2014-09-23 10:59:05-03","G","G","G00355017","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","TYPUS of Ternstroemia cuneifolia Gardner","Gardner, G.","5681","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: No picture available on the institution's web site","G00355017","1842",NA,"00",NA,NA,"Gardner",NA,NA,"-43","-22.43333333","Rio de Janeiro","?","Serra dos Orgãos",NA,NA,NA,NA,NA,"-43.0","-22.43333333",NA,NA,NA,NA,NA,NA,NA
