"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","day","decimalLongitude","decimalLatitude","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2019-08-27 13:28:38-03","IAP","PACA-AGP","57529","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Rambo, B.",NA,NA,"Brasil",NA,"Habitat: in dumetosis Fenofase: flor","PACA057529",NA,"1955","11","RS","Vila Manresa",NA,NA,"19","-51.2299995422363","-30.0331001281738","Porto Alegre","Emrich-Rambo","1957","05","13","29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"46","2019-08-27 13:28:38-03","IAP","PACA-AGP","87542","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Sehnem, A.","14637",NA,"Brasil",NA,"praga no campo Habitat: in campo frequens","PACA087542",NA,"1975","03","RS","Faz. Passo da Chácara",NA,NA,"30","-53.1152992248535","-30.8719005584717","Santana da Boa Vista","A. Sehnem SJ","1975",NA,NA,"47489","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:28:38-03","IAP","PACA-AGP","7306","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","F. Theissen",NA,NA,"Brasil",NA,"Habitat: in rupestribus dumetosis Fenofase: estéril","PACA007306",NA,"1907",NA,"RS",NA,NA,NA,NA,"-51.1472015380859","-29.7602996826172","São Leopoldo","Emrich-Rambo","1954","05","19","10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"48","2021-03-24 17:08:50-03","UFES","SAMES","1273","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Giaretta,A.O.; Faria,M.B.","95",NA,"Brasil",NA,NA,"SAMES01273",NA,"2007","09","Espírito Santo","Guriri. Vegetação de restinga próximo ao #?#Ao Mar#?#.",NA,NA,"01","-39.8588981628418","-18.716100692749","São Mateus",NA,NA,NA,NA,"56510","auto","-397597222.0","-187438889.0",NA,NA,NA,NA,NA
"49","2019-11-21 14:33:02-03","UFJF","CESJ","61202","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","D.R. Gonzaga; L.L. Justino; M.R. Magalhães","121","América do Sul","Brasil",NA,"Herbácea, terrícola, flores amarelas; frutos verde imaturos a róseos maduros.","CESJ061202",NA,"2012","12","Minas Gerais","Serra Negra, Trilha atrás da cachoeira Arco-íris",NA,NA,"08",NA,NA,"Monte Verde de Cima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:33:02-03","UFJF","CESJ","7608","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","L. Krieger","CESJ7608","América do Sul","Brasil",NA,"Na praia antiga. Flores avermelhadas.","CESJ007608",NA,"1970","01","Espiríto Santo",NA,NA,NA,"18","-40.8244018554688","-21.0433006286621","Marataizes","D.C. Zappi","1991","07",NA,"19311","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:33:02-03","UFJF","CESJ","7377","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","L. Krieger","CESJ7377","América do Sul","Brasil",NA,"Cultivada, flores amarelas. N.v.Figueira do inferno.","CESJ007377",NA,"1969","10","Minas Gerais",NA,NA,NA,NA,"-43.3502998352051","-21.7642002105713","Juiz de Fora","D.C. Zappi","1991","07",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:27:13-03","UNICAMP","UEC","110208","S","Plantae","Magnoliopsida",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","470",NA,"Brazil",NA,"Crescendo sobre areia, 0.7m, flores amarelas segmentos externos do perianto rubros. Fotos, álcool, cult.; Restinga frente ao mar, com Cereus fernambucensis, Selenicereus setaceus e Pilosocereus arrabidae.","UEC098682","UEC098682","1999","11","Espírito Santo","Rod. do Sol, ao sul de Marataízes.","10","10","26","-40.84","-21.080833","Itapemirim","Zappi, DC","1999",NA,NA,NA,NA,"-40.84","-21.080833",NA,NA,NA,NA,NA
"53","2021-03-01 16:27:13-03","UNICAMP","UEC","166848","S","Plantae","Magnoliopsida",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Pott, VJR; Pott, A; Ratter, JA","435",NA,"Brazil",NA,"Hábito de crescimento: Ereto com 70 cm de altura. Cor da flor: Laranja. Caule achatado.; Relevo: Plano. Mata baixa de chaco alagável c/ diplokeleba e zizyphus. Solo Argiloso calcimorfico mal drenado.","UEC098681","UEC098681","1987","11","Mato Grosso do Sul","Fazenda Coqueiro; Jacadigo; Pantanal.","90","90","28","-57.783333","-19.216667","Corumbá","Zappi, DC","1999","12",NA,NA,NA,"-57.783333","-19.216667",NA,NA,NA,NA,NA
"54","2020-10-14 10:00:23-03","FURB","FURB","33019","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Korte, A.; Gasper, A.L. de","5253",NA,"Brasil",NA,"Florística IFFSC 8010 (Arbusto) Habitat: Restinga; Estágio Avançado; interior do fragmento Habito: arbusto; flor amarela","FURB01185","FURB01185","2010","11","Santa Catarina","Parque Estadual do Acaraí - Praia do Ervino.","5","5","29","-48.5633333","-26.3497222","São Francisco do Sul","Rigon-Junior, MJ","2011","01","11",NA,NA,"-48.5633333","-26.3497222",NA,NA,NA,NA,NA
"55","2020-10-14 10:00:23-03","FURB","FURB","33033","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Korte, A.","5329",NA,"Brasil",NA,"Florística IFFSC 228 (Arbusto) Habitat: Restinga; Estágio Avançado; interior do fragmento Habito: arbusto;","FURB21367","FURB21367","2010","12","Santa Catarina","Parque Estadual do Tabuleiro - Guarda do Embaú.","15","15","02","-48.5994444","-27.9047222","Palhoça","Rigon-Junior, MJ","2011","01","11",NA,NA,"-48.5994444","-27.9047222",NA,NA,NA,NA,NA
"56","2020-10-14 10:00:23-03","FURB","FURB","39484","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Funez, L.A.","1140",NA,"Brasil",NA,NA,"FURB21366","FURB21366","2012","11","Santa Catarina","Gravatá, dunas.","3","3","06","-48.63","-26.8394444","Navegantes","Funez, L.A.","2012","11","06",NA,NA,"-48.6300000","-26.8394444",NA,NA,NA,NA,NA
"57","2020-10-14 10:00:23-03","FURB","FURB","51596","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Funez, L.A.","5634",NA,"Brasil",NA,"Flores amarelas Habitat: Dunas Habito: arbusto","FURB51596","FURB51596","2016","11","Santa Catarina","Próximo à Ponte Pênsil sobre o canal.","1","1","07","-48.6738889","-26.5991666","Barra Velha","Funez, L.A.","2016","11","17",NA,NA,"-48.6738889","-26.5991666",NA,NA,NA,NA,NA
"58","2019-11-08 08:50:58-03","FURB","FURB","61391","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","3407",NA,"Brasil",NA,"fruto imaturo Habitat: restinga Habito: arbusto","FURB61391","FURB61391","2018","09","Santa Catarina",NA,"60","60","08","-48.5997222","-27.0894444","Itapema","Kassner-Filho, A.","2018","09","08",NA,NA,"-48.5997222","-27.0894444",NA,NA,NA,NA,NA
"59","2020-10-14 10:00:23-03","FURB","FURB","59507","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2879",NA,"Brasil",NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arbusto","FURB59507","FURB59507","2018","06","Santa Catarina",NA,NA,NA,"12","-49.2180556","-28.805","Balneário Rincão","Kassner-Filho, A.","2018","06","19",NA,NA,"-49.2180556","-28.8050000",NA,NA,NA,NA,NA
"60","2021-03-16 17:51:31-03","UCS","HUCS","32483","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Scur, L.","1176",NA,"Brasil",NA,"na mata de restinga",NA,NA,"2008","01","Rio Grande do Sul","Lagoa Parua",NA,NA,"13","-51.305278","-31.576944","Mostardas","Valduga, E.","2013","05",NA,NA,NA,"-51.305278","-31.576944",NA,NA,NA,NA,NA
"61","2021-03-16 17:51:31-03","UCS","HUCS","32639","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Silva, J.M.","4202",NA,"Brasil",NA,"arbusto - 2m - flor amarela, cultivado",NA,NA,"2004","11","Paraná","Capão da Imbuia",NA,NA,"10","-49.2731018066406","-25.4277992248535","Curitiba","; Zappi, D.C.","2005",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-16 17:51:31-03","UCS","HUCS","33635","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Marchett, F.","675",NA,"Brasil",NA,"no campo rupestre - em orla do perau",NA,NA,"2008","08","Rio Grande do Sul","Criúva - Linha Taimbé",NA,NA,"15","-51.1794013977051","-29.1681003570557","Caxias do Sul","Marchett, F.;","2008","11",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-16 17:51:28-03","UCS","HUCS","29117","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Geraldino, H.C.L.","149",NA,"Brasil",NA,"alt de 1m",NA,NA,"2005","11","Paraná","Jardim Tropical II",NA,NA,"01","-52.3830986022949","-24.0456008911133","Campo Mourão","Cordeiro, J.; Marinero, F.;","2006",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:51:31-03","UCS","HUCS","38663","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Valduga, E.","120",NA,"Brasil",NA,"em bordo da mata de restinga",NA,NA,"2011","09","Rio Grande do Sul","Lagoa da Porteira",NA,NA,"24","-50.5097007751465","-30.2577991485596","Palmares do Sul","Valduga, E.;","2012","05",NA,"31350","auto",NA,NA,NA,NA,NA,NA,NA
"65","2020-04-27 16:09:11-03","UFES","VIES","1917","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Pereira, O.J.; Gomes, J.M.L.; Behar, L. & Paganotto, A.P.V.","1035",NA,"Brasil",NA,NA,"VIES001917","VIES001917","1987","11","Espírito Santo","Praia de Iriri.",NA,NA,"10","-40.6455993652344","-20.8057994842529","Anchieta","Taylor, N.P.","1990","05","22","28755","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-04-27 16:09:11-03","UFES","VIES","38537","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Dal col, A.C.S.; Cardoso, W.C.","387",NA,"Brasil",NA,NA,"VIES038537",NA,"2015","06","Espírito Santo",NA,NA,NA,"07","-40.5110015869141","-20.6580009460449","Guarapari","Dal col, A.C.S.","2015","06","07","28401","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-04-27 16:09:11-03","UFES","VIES","38032","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Dal col, A.C.S.; Cardoso, W.C.","307",NA,"Brasil",NA,NA,"VIES038032","VIES038032","2014","05","Espírito Santo","Morro da Pescaria.",NA,NA,"23","-40.5110015869141","-20.6580009460449","Guarapari","Cardoso, W.C.","2014","05","23","28401","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-04-27 16:09:11-03","UFES","VIES","35847","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Cardoso, W.C.","145",NA,"Brasil",NA,NA,"VIES035847","VIES035847","2012","05","Espírito Santo","Siribeira Clube.",NA,NA,"12","-40.5110015869141","-20.6580009460449","Guarapari","Cardoso, W.C.","2012","05","12","28401","auto",NA,NA,NA,NA,NA,NA,NA
"69","2019-06-27 10:24:26-03","UFES","VIES","27213","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Giaretta, A.O.; Faria, M.B.","95",NA,"Brasil",NA,NA,"VIES027213","VIES027213","2007","09","Espírito Santo","Guriri.",NA,NA,"01","-39.8588981628418","-18.716100692749","São Mateus",NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA
"70","2019-06-27 10:24:26-03","UFES","VIES","4327","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Pereira, O.J.","2118",NA,"Brasil",NA,NA,"VIES004327","VIES004327","1990","05","Espírito Santo","Reserva Biológica de Jacarenema.",NA,NA,"21","-40.2924995422363","-20.3297004699707","Vila Velha",NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-16 08:38:53-03","UTFPR","HCF","3252","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","H.C.L. Geraldino","149",NA,"Brasil",NA,"aprox. 1 m, presença de espinhos com aprox. 5 cm. Presença de flores amarelas com pequenos espinhos de aprox. 0,5 cm.",NA,NA,"2005","11","PR","Jardim Tropical II",NA,NA,"01","-52.3830986022949","-24.0456008911133","Campo Mourão","J. Cordeiro & F. Marinero","2006","05",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-06-29 09:29:58-03","UFRRJ","RBR","6303","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","L.F.T. Menezes","772",NA,"Brasil",NA,NA,"RBR00006303","RBR00006303","2001","01","Rio de Janeiro","Ilha da Marambaia, Praia do cajú.",NA,NA,"19","-44.040599822998","-22.9596996307373","Mangaratiba",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-11-19 17:20:35-03","UFSM","SMDB","17218","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","Essi, L","1217",NA,"Brasil",NA,"Terrícola. Na borda de mata. Flores amarelas. Projeto: Flora de Santa Maria revisitada","SMDB017218",NA,"2017","10","Rio Grande do Sul","Em beira de estrada, em direção à Cidade dos Menin",NA,NA,"03","-53.8069000244141","-29.6842002868652","Santa Maria","Moia, IW","2017","10","21","37819","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 16:53:01-03","UFSM","SMDB","18060","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","John, ALW; Nunes, GB; Záchia, R.A","s.n.",NA,"Brasil",NA,"1m de altura, em mata secundária na beira da estrada. Flores amarelas","SMDB018060",NA,"2017","10","Rio Grande do Sul","Arroio Grande, estrada dos Rizzi",NA,NA,"30","-53.8069000244141","-29.6842002868652","Santa Maria","Moia, IW","2017","11","02","37819","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 16:53:01-03","UFSM","SMDB","18063","S","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","John, ALW; Nunes, GB; Záchia, R.A","s.n.",NA,"Brasil",NA,"1m de altura, em mata secundária na beira da estrada. Flores amarelas. Material testemunho de Trabalho de Conclusão de Curso e da Flora Revisitada de Santa Maria. Aluno: Igor Wassiljew Moia; Orientadora: Liliana Essi","SMDB018063",NA,"2017","10","Rio Grande do Sul","Arroio Grande, estrada dos Rizzi",NA,NA,"30","-53.8069000244141","-29.6842002868652","Santa Maria","Moia, IW","2017","11","02","37819","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:19:46-03","MBM","MBM","107146","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","26","Southern America","Brazil",NA,NA,"MBM107146","MBM107146","1985","10","Paraná","São Luís do Purunã",NA,NA,"31","-49.6356010437012","-25.5839004516602","Balsa Nova","Taylor, N.P.",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:19:46-03","MBM","MBM","301846","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw","Silva, J.M.","4202","Southern America","Brazil",NA,"Arbusto, 2 m, flor amarela.","MBM301846","MBM301846","2004","11","Paraná","Capão da Imbuia",NA,NA,"10","-49.2731018066406","-25.4277992248535","Curitiba","Soller, A.","2011","11","17","25180","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:19:46-03","MBM","MBM","5285","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw","Lindeman, J.; Haas, H.; Haas, H.","3777","Southern America","Brazil",NA,NA,"MBM005285","MBM005285",NA,NA,"Paraná","s",NA,NA,NA,NA,NA,NA,"Taylor, N.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:19:46-03","MBM","MBM","45950","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw","Hatschbach, G.","9181","Southern America","Brazil",NA,NA,"MBM045950","MBM045950","1962","06","Paraná","Matinhos",NA,NA,"01","-48.5092010498047","-25.5200004577637","Paranaguá","Taylor, N.P.",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:19:46-03","MBM","MBM","172556","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61450","Southern America","Brazil",NA,NA,"MBM172556","MBM172556","1994","12","Paraná","Rodovia para Curitiba,km 5-8",NA,NA,"07","-49.261100769043","-24.823600769043","Cerro Azul","Taylor, N.P.",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:19:46-03","MBM","MBM","127326","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw","Pedersen, T.M.","15560","Southern America","Brazil",NA,NA,"MBM127326","MBM127326","1997","11","Rio Grande do Sul","Serra Jaraó",NA,NA,"27","-56.4514007568359","-30.3875007629395","Quaraí","Hunt, D.R.",NA,NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA,NA
"82","2015-09-04 16:02:56-03","MNHN","RECOLNAT_MNHN_P","P04557203","PreservedSpecimen",NA,NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","Castellanos, A.",NA,NA,"Uruguai","hb","Genera et species plantarum argentinarum. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557203' target='other'> <mi>dwc_moreinfo</mi></a>","P04557203","P04557203_01","1947","12",NA,"Uruguay. Montevideo: La Colorada. Al fin del camino Sanguinetti. Uruguai",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15807",NA,NA
"83","2015-09-04 20:21:03-03","MNHN","RECOLNAT_MNHN_P","P05249268","PreservedSpecimen",NA,NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","Herter, W.",NA,NA,"Uruguai","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05249268' target='other'> <mi>dwc_moreinfo</mi></a>","P05249268","P05249268_01","1924","3",NA,"Montevideo. Uruguai",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1192",NA,NA
"84","2015-09-04 20:22:56-03","MNHN","RECOLNAT_MNHN_P","P05249424","PreservedSpecimen",NA,NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","Herter, W.",NA,NA,"Uruguai","hb",". . Donné en 1941. Tuna <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05249424' target='other'> <mi>dwc_moreinfo</mi></a>","P05249424","P05249424_01","1924","3",NA,"Peniarolii. Dep. Montevideo. Uruguai",NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85334",NA,NA
"85","2016-03-15 15:48:07-03","MNHN","RECOLNAT_MNHN_P","P04557200","PreservedSpecimen",NA,NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","(Willd.) Haw.","Glaziou, A.",NA,NA,"Brasil","hb",". . Herbier de A. Glaziou donné par Mm Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557200' target='other'> <mi>dwc_moreinfo</mi></a>","P04557200","P04557200_01","1883","7","Rio de Janeiro","Brésil, restinga de copacabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"18","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"14867",NA,NA
"86","2020-12-11 11:34:16-03","UFMG","BHCB","2324","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Leite, R","544","Southern America","Brasil",NA,"terrestre;sub-arbusto;nº544;",NA,NA,"1980","09","Minas Gerais",NA,NA,NA,"03","-43.937801361084","-19.9207992553711","Belo Horizonte",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:34:16-03","UFMG","BHCB","77670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Leoni, LS","3915","Southern America","Brasil",NA,"Subarbusto, ca. 1-1,5m de altura, corola amarela; Ao lado de formações rochosas em área perturbada","BHCB023069",NA,"1998","03","Minas Gerais","Alvorada, Fazenda Marciane Leal","600","600",NA,"-42.0293998718262","-20.7331008911133","Carangola",NA,"2015","05","11","21913","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-11 17:18:26-03","UFPR","UPCB","50944","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Cervi, A.C.","8540",NA,"Brasil",NA,"Ereta, ca. 3m, flor amarela, estame creme. Cultivada na casa do Sr. Olimpio..",NA,NA,"2003","11","Paraná","Parque Estadual do Guartelá",NA,NA,"03","-50.4136009216309","-24.5093994140625","Tibagi","Cordeiro, J.","2004","12",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:18:26-03","UFPR","UPCB","73077","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Soller, A.","160",NA,"Brasil",NA,"Botões vináceos, flores amareladas com segmentos externos vináceos no centro e frutos verdes a vináceos..",NA,NA,"2011","11","Paraná","Rua Cel. Arthur Ferreira de Abreu",NA,NA,"02","-49.2731018066406","-25.4277992248535","Curitiba","Soller, A.","2011","11","02","25180","auto",NA,NA,NA,NA,NA,NA,NA
"90","2013-08-23 04:12:00-03","MO","MOBOT","1487061","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","W.G. Herter","Herter 86673","South America","Uruguay",NA,NA,NA,NA,"1930","12","Montevideo","Tenarol","40.00000000",NA,NA,NA,NA,NA,"W.G. Herter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","3165144","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Troels M. Pedersen","Pedersen 12560","South America","Brazil",NA,NA,NA,NA,"1979",NA,"Rio de Janeiro","Mun. Quaraí: Serra Jaraá. Rough grassland and scrub on rocky ground.",NA,NA,NA,NA,NA,NA,"D.R. Hunt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3165177","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Roberto Kiesling","Kiesling 8713","South America","Argentina",NA,NA,NA,NA,"1996","11","Buenos Aires","Martínez, predio de la iglesia.",NA,NA,"25",NA,NA,"San Isidro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-07 11:44:07-03","FUVATES","HVAT","844","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","E. Musskopf","s.n.",NA,"Brasil",NA,NA,"HVAT00000844",NA,"2001","10","Rio Grande do Sul","PCH Salto do Forqueta.",NA,NA,"26","-52.295278","-29.044167","São José do Herval","J. Bruxel; J. Larocca","2002","04","04",NA,NA,"-52º17'43''W","-29º2'39''S",NA,NA,NA,NA,NA
"94","2021-01-26 14:12:30-03","CPACT","ECT","4302","PreservedSpecimen","Plantae","Embryophyta",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","G.Heiden; D.R.Vahl | J.S.Santos | I.Machado | L.Angelo","2388",NA,"Brasil",NA,NA,"ECT0004302","ECT0004302","2017","12","Rio Grande do Sul","Fazenda São Miguel. Palmar de Butia odorata, área 2 de manejo conservativo. Fim da estrada onde faz a curva de retorno. Campos de clima temperado (pampas).","50","50","21","-51.363056","-30.529444","Tapes","G.Heiden","2017","12","21",NA,NA,"51º21'47''W","30º31'46''S",NA,NA,NA,NA,NA
"95","2021-01-26 14:12:30-03","CPACT","ECT","7481","PreservedSpecimen","Plantae","Embryophyta",NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","R.Echer","114",NA,"Brasil",NA,NA,"ECT0007481",NA,"2019","11","Rio Grande do Sul","Monte Bonito.","131","131","05","-52.830556",NA,"Canguçu","R.Echer","2019","11","05",NA,NA,"52º49'50''W","31º33'69''S",NA,NA,NA,NA,NA
"96","2021-04-06 18:56:45-03","UENF","HUENF","10149","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Opuntia","monacantha","Opuntia monacantha","Haw.","Barcellos, L.","1",NA,"Brasil",NA,"Frequente, flores amarelas. Folhas transformadas em espinhos, estames aparentes.","HUENF00010819",NA,"2016","11","Rio de Janeiro","Complexo Grussaí/Iquiparí.",NA,NA,"27","-41.035278","-21.735278","São João da Barra","D.R. Couto","2020","11","18",NA,NA,"41º2'7''W","21º44'7''S",NA,NA,NA,NA,NA
