"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"423","2019-10-09 11:13:45-03","UFBA","ALCB","64433","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2003","12",NA,"Guedes, ML; Alunos de Botânica III","10737","2003","10","25","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.15","-11.55","-41.15","-11.55",NA,NA,"de ca. 1,60 m. Folhas coriáceas, discolores. Inflorescência com flores vermelhas.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2019-10-09 11:13:45-03","UFBA","ALCB","64566","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2003","12",NA,"Rigueira, D","s/n","2003","08","08","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.035833","-13.4925","-39.035833","-13.4925",NA,NA,"de ca. 1,20 m. Folhas coriáceas, discolores. Flores vermelhas. Frutos imaturos verdes.; Cultivada",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2019-10-09 11:13:45-03","UFBA","ALCB","67800","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2005","03",NA,"Alunos de Botânica III; Alunos de Botânica III; P04","s/n","2004","09","03","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.15","-11.55","-41.15","-11.55",NA,NA,"de ca. 1m. Folhas coriáceas, elliptica, glabra, com nervação proeminente na face abaxial. Inflorescêencia terminal, corola vermelha, tubular-urceolada. Fruto baga imatura.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2019-10-09 11:13:45-03","UFBA","ALCB","67942","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2005","05",NA,"Rigueira, D","s/n","2004","12","14","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"de ca 1,90m. Folhas coriáceas, discolores. Flores vermelhas.;",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-10-09 11:13:45-03","UFBA","ALCB","73107","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2006","08",NA,"Guedes, ML; Valadão, RM; Santos, JS; Carvalho, G; Alunos de Botânica III","12349","2006","04","30","Brasil","Bahia","Catolés","Chapada Diamantina, Caminho para Catolés","-41.833333","-13.283333","-41.833333","-13.283333",NA,NA,"Folhas coriáceas, discolores. Inflorescência com flores vermelhas. Frutos imaturos verdes. freqüente.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2019-10-09 11:13:45-03","UFBA","ALCB","71258","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2006","04",NA,"Guedes, ML; Valadão, RM; Santana, JS","12197","2006","03","18","Brasil","Bahia","Itacaré","Litoral Sul, Fazenda das Bromélias","-38.983333","-14.266667","-38.983333","-14.266667",NA,NA,"de ca 1,50m. Folhas coriáceas, discolores. Frutos maduros vináceos. Freqüente.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2019-10-09 11:13:45-03","UFBA","ALCB","73740","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML; Tosto, MG","2006","09",NA,"Guedes, ML; Tosto, MG; Rigueira, D; Santos, JS","12104","2006","08","12","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"de ca 1m de altura. Folhas coriáceas, discolores. Inflorescência terminal, brácteas foliáceas avermelhadas, flores vermelhas. Freqüente.; Mussununga, herbácea- arbustiva",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2019-10-09 11:13:45-03","UFBA","ALCB","73740","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML; Tosto, MG","2006","09",NA,"Guedes, ML; Tosto, MG; Rigueira, D; Santos, JS","12104","2006","08","12","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"de ca 1m de altura. Folhas coriáceas, discolores. Inflorescência terminal, brácteas foliáceas avermelhadas, flores vermelhas. Freqüente.; Mussununga, herbácea- arbustiva",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2019-10-09 11:13:45-03","UFBA","ALCB","73740","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2006","10",NA,"Tosto, MG; Santos, JS; Guedes, ML; Rigueira, D","65","2006","08","12","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"ca. 1 m alt. Folhas coriáceas, discolores. Inflorescência terminal, bracteas avermelhadas. Flores vermelhas. Frequente.; Mussununga.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2019-10-09 11:13:45-03","UFBA","ALCB","73812","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2006","09",NA,"Nogueira, TF; Valadão, RM; Guedes, ML; Santos, JS; Santana, FA; Carvalho, G; Sousa, DC de","16","2006","06","15","Brasil","Bahia","Miguel Calmon","Piemonte da Diamantina","-40.386944","-11.397222","-40.386944","-11.397222","918","918","Altura ca. 2,0m. Folhas coriáceas discolores com a face abaxial tomentosa. Inflorecência com flores de cor vermelhas. Frutos imaturos verdes-rosados no ápice.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2019-10-09 11:13:45-03","UFBA","ALCB","74888","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2007","01",NA,"Guedes, ML; Carvalho, G; Santos, JS","12671","2006","09","15","Brasil","Bahia","Ituberá","Litoral Sul, Mata do Burunganga","-39.133333","-13.716667","-39.133333","-13.716667",NA,NA,"de ca 1m. Folhas coriáceas, discolores. Inflorescência com flores vermelhas. Frutos imaturos verde-avermelhados.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2019-10-09 11:13:45-03","UFBA","ALCB","88445","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML","2009","06",NA,"Guedes, ML; Gomes, FS; et al.","15036","2009","05","24","Brasil","Bahia","Maraú","Litoral Sul, Fazenda Taipus de Fora","-38.930556","-13.943056","-38.930556","-13.943056","17","17","de ca1 m de altura. Folhas cartáceas, discolores. Inflorescência racemo, flores com corola urceolada, vermelha, ovário ínfero. Druto drupa.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2019-10-09 11:13:45-03","UFBA","ALCB","93180","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Guedes, ML; Gomes, FS","2010","03",NA,"Gomes, FS; Santos, MB dos; et al.","511","2010","02","13","Brasil","Bahia","Palmeiras","Chapada Diamantina, Caeté Açú. Estrada para o Vale do Capão","-41.506111","-12.588333","-41.506111","-12.588333","960","960","ca. 1,5 m alt. Folhas coriáceas, discolores. Botões com corola vermelha. Frutos imaturos, verdes.; antropizado.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-10-09 11:13:45-03","UFBA","ALCB","97335","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Gomes, FS","2010","11",NA,"Guedes, ML; Gomes, FS; Lisboa, MS","17638","2010","07","22","Brasil","Bahia","Nilo Peçanha","Litoral Sul, Pratigi","-39.045278","-13.694722","-39.045278","-13.694722","16","16","ca. 50 cm alt. Folhas cartáceas, discolores. Flores com corola vermelha. Frutos imaturos verde-vináceo.; arenosa.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2019-10-09 11:13:45-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Hatschbach, G","2000",NA,NA,"Cordeiro, J; Cruz, JM","1659","1999","11","25","Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.5","-25.666667","-48.5","-25.666667","5","5","1,0 m. Flor vermelha.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2019-10-09 11:13:45-03","UFBA","ALCB","03217","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Noblick, LR","1983","10",NA,"Noblick, LR","s/n","1979","04","24","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Flores roseas.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"439","2019-10-09 11:13:45-03","UFBA","ALCB","03217","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Noblick, LR","1983","10",NA,"Noblick, LR","s/n","1979","04","24","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"Flores roseas.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"440","2019-10-09 11:13:45-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Romão, GO","2005",NA,NA,"Silva, JM; Barbosa, E","3224","2000","10","22","Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"50 cm. Flor rosada.; de altitude.",NA,NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"61623","auto",NA,NA,NA,NA,NA,NA
"441","2019-10-09 11:13:45-03","UFBA","ALCB","038116","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis brasiliensis","(Spreng.) Meisn.","Guedes, ML","2016","11",NA,"Roque, N; Bautista, HP; Hind, DJN; Harley, RM","PCD4505","1996","11","19","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Serra do Tombador","-41.799722","-13.634167","-41.799722","-13.634167","1380","1380","1,0 m. Folhas discolores. Flores com cálice verde-vináceo; corola margenta. Ocasional.; Transição Caatinga - Campo Rupestre",NA,NA,"brasiliensis","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2019-10-09 11:13:45-03","UFBA","ALCB","126142","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis brasiliensis","(Spreng.) Meisn.","Guedes, ML","2016","12",NA,"Guedes, ML; Alunos de Botânica BIOC05","24926","2016","08","21","Brasil","Bahia","Ituberá","Litoral Sul, Campo dos Carneiros.","-39.133333","-13.716667","-39.133333","-13.716667",NA,NA,"Folhas coriáceas, discolores. Inflorescência na porção terminal dos ramos, flores com corola urceolada de cor vermelha. Frutos imaturo, baga carnosa.","ALCB033407","ALCB033407","brasiliensis","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2019-10-09 11:13:45-03","UFBA","ALCB","15705","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schlecht.) Meissn.","Luteyn, J","1984",NA,NA,"Carvalho, AM de; Vinha, SG da; Silva, EBM","1212","1982","04","20","Brasil","Bahia",NA,"Km 7 da estrada. Porto Seguro à Santa Cruz de Cabrália. Taperapuã.","-39.133333","-16.383333","-39.133333","-16.383333",NA,NA,"Com ca. 1m de altura. Flores com corola vermelha. Frutos imaturos verdes, quando maduros negros.; Restinga (Campos e arbórea).",NA,NA,"pubescens","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2020-02-08 09:01:23-03","NBC","NL-BOTANY","L 0007174","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Romao GO","2009","06","04","Sello F",NA,NA,NA,NA,"Brazil",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007174 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007174","NL-L0007174",NA,"Southern America",NA,NA,"isotype",NA,"Ericales",NA,NA,"Magnoliopsidae","958137402",NA,NA,NA,NA
"445","2020-02-08 09:01:23-03","NBC","NL-BOTANY","L.2608415","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Unreadable",NA,"1953","06","03","Brazil",NA,NA,"St. of Rio de Janeiro, Cabo Frio Co., Arraial do Cabo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608415","NL-L2608415",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"446","2020-02-08 09:01:23-03","NBC","NL-BOTANY","L.2608416","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Pereira E",NA,"1958","09","23","Brazil",NA,NA,"Distr.Fed.:Restinga de Jacarepaguá, Arbuste de flores vermelhas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608416","NL-L2608416",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"447","2020-02-08 09:01:23-03","NBC","NL-BOTANY","L.2608417","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Segadas-Vianna; et al.",NA,"1953","05","24","Brazil",NA,NA,"St. of Rio de Janeiro, Cabo Frio Co., arraaial do Cabo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608417","NL-L2608417",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"448","2020-02-08 09:01:23-03","NBC","NL-BOTANY","L.2608418","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Segadas-Vianna; et al.",NA,"1953","09","05","Brazil",NA,NA,"St. of Rio de Janeiro, Casimiro de Abreu Co., District of Barra de São Joáo, Near Barra de São Jão village.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608418","NL-L2608418",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"449","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608482","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","10","13","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São Jose.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608482","NL-L2608482",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"450","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608483","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","10","13","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608483","NL-L2608483",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"451","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608484","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","09","07","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608484","NL-L2608484",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"452","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608485","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Burchell WJ",NA,NA,NA,NA,"Brazil",NA,NA,"Prov San Paulo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608485","NL-L2608485",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"453","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608486","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","10","18","Brazil",NA,NA,"Santa Catarina, Campo. morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608486","NL-L2608486",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"454","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608487","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","10","06","Brazil",NA,NA,"Santa Catarina, monte Crista, Garuva, São Francisco do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608487","NL-L2608487",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"455","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608488","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","10","24","Brazil",NA,NA,"Santa Catarina, Mata. Serra da Boa Vista, S. José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608488","NL-L2608488",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"456","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608489","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","09","05","Brazil",NA,NA,"Santa Catarina, Campo, morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608489","NL-L2608489",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"457","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608490","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1953","07","16","Brazil",NA,NA,"Santa Catarina, Cmpo do Massiambú, Falhoça.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608490","NL-L2608490",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"458","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608491","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","11","10","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608491","NL-L2608491",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"459","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608492","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","10","24","Brazil",NA,NA,"Santa Catarina, Rochas, campo - Serra da Boa Vista, S. Jocé.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608492","NL-L2608492",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"460","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608493","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Schwacke CAW",NA,"1891","01","12","Brazil",NA,NA,"Est. do Rio, Niteroi, Restinga de Itaipú.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608493","NL-L2608493",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"461","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608494","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Dawson EY",NA,"1956","04","25","Brazil",NA,NA,"Goias, Region of the Chapada dos Veadeiros, 14 km so. of Veadeiros.","-47.5","-14.5","-47.5","-14.5",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608494","NL-L2608494",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"462","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2609008","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,"Brasiliae tropicae arenosis, Certiny de Cocosia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2609008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2609008","NL-L2609008",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"463","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2609009","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"Burchell WJ",NA,NA,NA,NA,"Brazil",NA,NA,"Prov San Paulo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2609009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2609009","NL-L2609009",NA,"Southern America",NA,NA,NA,NA,"Ericales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
