"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","502748","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. M. Klein","2390","1960","03","10","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.082834","-26.926032",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502748","NY00502748_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1181389","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.",NA,NA,NA,NA,"R. C. Forzza","3063","2004","03","09","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, mata em frente a entrada do Parque","-43.7931","-21.8428",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181389","NY01181389_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","502745","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","J. H. Kirkbride Jr.",NA,NA,NA,"G. G. Hatschbach","25772","1970","12","08","Brazil","Paraná","Guaraqueçaba","Rio Bananal","-48.3289","-25.3069",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502745","NY00502745_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","502753","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. Reitz","5640","1957","11","07","Brazil","Santa Catarina","Garuva","Tres Barras, Garuva, Sao Francisco do Sul","-48.8547","-26.0269",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502753","NY00502753_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","502754","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. Reitz","3771","1956","09","27","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502754","NY00502754_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1181430","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.",NA,NA,NA,NA,"L. C. de S. Assis","1029","2004","06","29","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca.","-43.887946","-21.704555",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370035' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181430","NY01181430_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1183732","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","S. J. da Silva Neto",NA,NA,NA,"J. M. A. Braga","1897","1995","02","03","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas,Estrada para Juturnaiba, trilha da Pelonha, proxima a parcela. Área FP038.","-45.28333","-22.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452739' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183732","NY01183732_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","502744","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.",NA,NA,NA,NA,"S. de V. A. Pessôa","420","1988","12","08","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Estrada para o Sitio de Joao Luis","-42.05","-22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502744","NY00502744_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","502750","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. Reitz","4124","1959","10","22","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.082834","-26.926032",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502750","NY00502750_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","502755","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. M. Klein","723","1953","11","18","Brazil","Santa Catarina","Brusque","Azambuja","-48.910147","-27.126635",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502755","NY00502755_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","821508","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","C. B. Costa",NA,NA,NA,"J. R. Pirani","4899","2001","10","20","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia (USP)","-45.8888889","-23.6569444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821508","NY00821508_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","799428","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","P. G. Delprete",NA,NA,NA,"O. Iza","51","1997","06","20","Brazil","Santa Catarina","Ilhota","Parque Botanico do Morro Baú","-48.8269","-26.8997",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799428","NY00799428_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","502746","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","J. H. Kirkbride Jr.",NA,NA,NA,"G. G. Hatschbach","47147","1983","11","25","Brazil","Paraná","Antonina","Pinheirinho","-48.7117","-25.4286",NA,NA,"30","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502746","NY00502746_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","502749","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. M. Klein","1497","1955","08","04","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502749","NY00502749_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","502752","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L. B. Smith",NA,NA,NA,"R. M. Klein","1329","1955","04","22","Brazil","Santa Catarina","Itajaí","Morro da fazenda","-48.6617","-26.9081",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502752","NY00502752_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1182869","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M. Gomes",NA,NA,NA,"S. de V. A. Pessôa","s.n.","1991","11","01","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 10D. Área 10D.","-42.883","-22.483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411017' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182869","NY01182869_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02098743","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","C. P. Bruniera",NA,NA,NA,"P. Fiaschi","1759","2003","11","02","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso a serra. Caminhada ao topo da serra.","-39.5361","-14.7703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2206860' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098743","NY02098743_01","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:54-03","UFRJ","RFA","19939","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","J.H. Kirkbride Jr.",NA,NA,NA,"G.G. Hatschbach; R. Kummrow","35232","1974","10","17","Brasil","Paraná","Antonina","Saivá","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arvoreta de 4m, flôr alvacente.","RFA16733",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:32:26-03","UFRJ","RFA","6962","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L.B. Smith","1956",NA,NA,"R. Klein","1475","1955","07","26","Brasil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"20","20","Arbusto 3 m de flor branca.","RFA26671",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:26-03","UFRJ","RFA","6967","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L.B. Smith","1956",NA,NA,"R. Klein","800","1954","08","12","Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"300","300","Arvoreta 8 m fruto imaturo verde.","RFA26675",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:26-03","UFRJ","RFA","39586","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","Sebastião Neto",NA,NA,NA,"R. Finotti; J. Caruzo","74","2007","09","14","Brasil","Rio de Janeiro","Guapimirim","Propriedade do Sr. Eli, Areal Santa Helena","-42.8375","-22.541944","42º50'15''W","22º32'31''S","50","50","Arvoreta de 5metros de altura e PAP de 17,2cm.","RFA23049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:54-03","UFRJ","RFA","25402","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","Mário Gomes","2000","12","01","A. Quinet","(598) 26/45","2000","10","23","Brasil","Rio de Janeiro","Lumiar","5º distrito de Lumiar. Vale dos Peões","-42.334722","-22.3625","42º20'5''W","22º21'45''S","700","700","Arbusto, 1,5m de altura, 7cm de DAP, frutos marrons","RFA29283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:54-03","UFRJ","RFA","24788","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes","2001","01","17","Flávio Britto Pereira","dez-38","2000","10","02","Brasil","Rio de Janeiro","Cachoeiras de Macacu","6º distrito, Fazendas consorciadas - Fazenda Sertão","-42.834444","-22.457222","42º50'4''W","22º27'26''S","126","126","Arbusto, 1,5m de altura, folha verde e flor esverdeada suave, comum no local","RFA29281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-13 09:20:54-03","UFRJ","RFA","25684","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes","2000","12","12","A. Quinet","jan-54","2000","11","24","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá","-43.124444","-22.573333","43º7'28''W","22º34'24''S","200","200","Árvore, 3,5m de altura, 20cm de DAP, flores, botões verdes, folha verde discolor, comum no local","RFA29279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:20:54-03","UFRJ","RFA","25695","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes","2000","12","12","A. Quinet","dez-54","2000","11","24","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá","-43.124444","-22.573333","43º7'28''W","22º34'24''S","290","290","Árvore, 3,5m de altura, DAP 22cm, flor com botões marrons, folha verde discolor, comum no local","RFA29277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:20:54-03","UFRJ","RFA","26366","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes","2001","03","23","A. Quinet","13/67","2001","01","26","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão","-43.123611","-22.566667","43º7'25''W","22º34'0''S","280","280","Árvore, 3,5m de altura, 17cm de DAP, folha verde discolor, fruto imaturo verde, comum no local","RFA29282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:54-03","UFRJ","RFA","26587","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes","2001","03","16","F.de B. Pereira","mar-61","2001","01","03","Brasil","Rio de Janeiro","Sapucaia","3º distrito, Sítio Suíça","-42.845556","-22.076389","42º50'44''W","22º4'35''S","769","769","Árvore, 7m de altura, 9cm de DAP, folha verde, comum no local","RFA29276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:54-03","UFRJ","RFA","29678","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes",NA,NA,NA,"A. Quinet","37/131","2001","11","30","Brasil","Rio de Janeiro","Macaé","8º distrito/Sana, Av. Principal/Cabeceira do Sana","-42.171944","-22.255278","42º10'19''W","22º15'19''S","800","800","Arbórea, 3m de altura, 12cm de DAP, folha discolor verde, comum no local","RFA29278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:32:26-03","UFRJ","RFA","38031","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","A. M. Paiva","2012","04","02","M. S. Wängler; F. C. Alzer; G. F. Mazzoni; D. F. Massunaga.","758","2011","07","23","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre, Divino Vale","-43.400833","-22.445833","43º24'3''W","22º26'45''S",NA,NA,"Árvore 5 m; folha oposta, estípula com apêndices aristados; frutos drupóides roxos","RFA53207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:32:26-03","UFRJ","RFA","38046","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.",NA,NA,NA,NA,"M. S. Wängler; F. C. Alzer; G. F. Mazzoni; D. F. Massunaga.","757","2011","07","23","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Zona de Vida Silvestre, Divino Vale","-43.400833","-22.445833","43º24'3''W","22º26'45''S",NA,NA,"Arbusto 3 m; folha oposta, estípula com apêndices aristados; frutos drupóides verdes","RFA53209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:32:26-03","UFRJ","RFA","40653","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M. Gomes","2015","08","11","Mario Gomes; Ligia Valente","1095","2014","10","18","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, Floresta Ombrófila Densa de Encosta próximo a Cachoeira Véu de Noiva.","-44.619722","-22.427778","44º37'11''W","22º25'40''S","1068","1068","Arbusto umbrófilo, ca. 3,5 m alt.; caule cinza claro; ramos jovens verde claros, patentes; folhas membranáceas, discolores. Estéril. Ocasional.","RFA39198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:54-03","UFRJ","RFA","26747","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","M.Gomes","2001","05","22","A. Quinet","set-71","2001","02","10","Brasil","Rio de Janeiro","Magé","Estrada do Matão","-43.040599822998","-22.6527996063232","43º7'73''W","22º34'80''S","210","210","Árvore, 2,5m de altura, 28cm de DAP, folha verde discolor, fruto imaturo verde, comum no local","RFA29280",NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:32:26-03","UFRJ","RFA","38022","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","A. M. Paiva","2012","04","02","A. M. Paiva; M. S. Wängler; G. F. Mazzoni; V. S. Ferreira","706","2010","12","19","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, Divino Vale","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"Arbusto 2,5 m de altura, folha oposta, estípula triangular, inflorescência pedunculada com flores brancas","RFA53208",NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:26-03","UFRJ","RFA","6969","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll.Arg.","L.B. Smith","1956",NA,NA,"R. Reitz","2795","1947","11","12","Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"50","50","Arvoreta 5 m altura de flor branca perfumada.","RFA26677",NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-01-20 14:40:51-03","UPM","MACK","954","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","recurva","Rudgea recurva","Müll. Arg.",NA,NA,NA,NA,"V. C. Souza; et al.","30309",NA,NA,NA,"Brasil","SP","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
