"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordedBy","recordNumber","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","infraspecificEpithet","relatedCatalogItem","typeStatus"
"49","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","38532",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.)Rchb.f.",NA,"Rupícola/saxícola. Vegetando nas cavernas em local com muita luminosidade. Flores amarelas com labelo avermelhado com vilosidades. Jardim dos Pontões.","D. R. Couto - 11/11/05","2005","11","11","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","29430","auto","D.R. Couto","206","2004","11","11",NA,"800","800",NA,"MBML038532","MBML038532",NA,NA,NA,NA,NA
"50","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","38524",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.)Rchb.f.",NA,"Rupícola/saxícola. Vegetando sobre rochas em meia sombra. Flores amarelas com labelo avermelhado com vilosidades. Jarcim dos Pontões.","L. Kollmann - 22/05/05","2005","05","22","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","29430","auto","D.R. Couto","83","2004","04","17",NA,"750","750",NA,"MBML038524","MBML038524",NA,NA,NA,NA,NA
"51","2019-06-10 10:11:19-03","FZB-BH","BHZB","10117","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina",NA,NA,"Ponto 85, 635786 7894395 1341m, com duplicata",NA,NA,NA,NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.709722","-19.038611",NA,NA,"Ferreira Junior, C.A.","717","2012","11","28",NA,"1341","1341",NA,NA,NA,"43W 42' 35","19S 02' 19",NA,NA,NA
"52","2019-06-10 10:11:19-03","FZB-BH","BHZB","4460","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina",NA,NA,"Canga.","R.C. Mota","2008","04",NA,"Brasil","MG","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223","29211","auto","Mendonça, M.P. et al.",NA,"2004","01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-11-06 16:18:13-02","UFPB","EAN","9507","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","aff. magnicalcarata","Bifrenaria aff. magnicalcarata","(Hoehne) Pabst",NA,NA,NA,NA,NA,NA,"Brasil","Bahia","Barra da Estiva","Morro da Embratel","-41.3269","-13.6261","61861","auto","M. F. O. Pires; L. P. Felix","7","2001","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:19:49-03","UEFS","HUEFS","115628","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Campo rupestre.","D.N.Carvalho","2013","10",NA,"Brasil","Bahia","Abaíra","Catoles, trilha para o Bicota (Garimpo do Bicota).","-41.85","-13.326389",NA,NA,"Azevedo, C.","303","2006","10","13",NA,"1511","1511",NA,"HUEFS0115628","HUEFS0115628","41W51'0''","13S19'35''",NA,NA,NA
"55","2019-10-07 09:19:49-03","UEFS","HUEFS","12551","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"D.N.Carvalho","2013","10",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.333333",NA,NA,"Ganev, W.","1487","1992","11","18",NA,"1550","1550",NA,"HUEFS0012551","HUEFS0012551","41W51'","13S20'",NA,NA,NA
"56","2019-10-07 09:19:49-03","UEFS","HUEFS","165417","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Campo Rupestre com muito afloramento de arenito/ quartzito e solo escasso entre feudos. Vegetação predominantemente herbáceo-subarbustiva com arbustos e arvoretas esparsos de até 2m alt.","D.N.Carvalho","2013","10",NA,"Brasil","Minas Gerais","Monte Azul","Serra da Formosa em frente ao Pico da Formosa.","-42.803889","-15.23",NA,NA,"Queiroz, L.P.de","15034","2010","10","27",NA,"1341","1341",NA,"HUEFS0165417","HUEFS0165417","42W48'14''","15S13'48''",NA,NA,NA
"57","2019-10-07 09:19:49-03","UEFS","HUEFS","181172","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Campo rupestre.",NA,NA,NA,NA,"Brasil","Bahia","Mucugê","Distrito de Guiné, Serra do Esbarrancado. No topo da serra.","-41.511389","-12.756111",NA,NA,"Oliveira, R.P.","1932","2011","11","01",NA,"1111","1379",NA,"HUEFS0181172",NA,"41W30'41''","12S45'22''",NA,NA,NA
"58","2019-10-07 09:19:49-03","UEFS","HUEFS","50815","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Campo arenoso com afloramento de rocha conglomerada. Afloramento na área aberta, perto da mata.","D.N.Carvalho","2013","10",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,"Harley, R.M.","26104","1988","11","12",NA,"1200","1200",NA,"HUEFS0050815","HUEFS0050815","41W57'","13S32'",NA,NA,NA
"59","2019-10-07 09:19:49-03","UEFS","HUEFS","68377","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Rupestre.","D.N.Carvalho","2013","10",NA,"Brasil","Bahia","Mucugê","Guiné.","-41.5","-12.85",NA,NA,"Smidt, E.C.","295","2002","10","21",NA,NA,NA,NA,"HUEFS0068377","HUEFS0068377","41W30'","12S51'",NA,NA,NA
"60","2019-10-07 09:19:49-03","UEFS","HUEFS","70172","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"A.T.de Brito","2008","01",NA,"Brasil","Bahia","Morro do Chapéu","Morrão.","-41.2","-11.583333",NA,NA,"Borba, E.L.","2068","2001","11","11",NA,NA,NA,NA,"HUEFS0070172","HUEFS0070172","41W12'","11S35'",NA,NA,NA
"61","2020-07-23 12:17:07-03","CEPLAC","CEPEC","47325","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina",NA,NA,NA,"R. Perdiz",NA,NA,NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,"R. M. Harley","26104","1988","12","12",NA,NA,NA,NA,NA,NA,"41W57'0","13S32'0",NA,"30/12/2007",NA
"62","2020-07-23 12:17:07-03","CEPLAC","CEPEC","84064","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina",NA,NA,NA,"R. Perdiz",NA,NA,NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,"R. M. Harley","26104","1988","11","12",NA,NA,NA,NA,NA,NA,"41W57'","13S32'",NA,"30/12/2007",NA
"63","2019-11-01 15:15:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Rupestrine. Fruit erect, green; Campo, cerrado on outrcrops, and wooded valley","Pabst, GFJ","1979","03","06","Brasil","Minas Gerais","Serra do Espinhaço","Ca. 3km N of São João da Chapada",NA,NA,NA,NA,"Irwin, HS; et al.","28304","1970","03","24","Southern America","1200","1200",NA,"UB0015665","UB0015665",NA,NA,NA,NA,NA
"64","2019-11-01 15:15:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Floreceu em cultura",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó","Horto Florestal",NA,NA,NA,NA,"Heringer, EP","6461","1958","09","29","Southern America",NA,NA,NA,"UB0015667","UB0015667",NA,NA,NA,NA,NA
"65","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"in saxis ad Serra de S. Sebastião prope Ouro Preto",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","1809?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"in rupibus ad Serra do Capanema et Ouro Preto",NA,NA,NA,NA,"Magalhães Gomes, FP","1352?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"in saxis ad Serra de S. Sebastião prope Ouro Preto",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","1809",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Floret Julio - Novembri",NA,NA,NA,NA,"Brazil",NA,NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"Riedel, L","90?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Floret Julio - Novembri",NA,NA,NA,NA,"Brazil",NA,NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"Riedel, L","90",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in rupibus ad Serra da Cachoeira do Campo et in cacumine Serra da Piedade prov. Minas Geraes",NA,NA,NA,NA,"Schwacke, CAW","9822",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in rupibus ad Serra da Cachoeira do Campo et in cacumine Serra da Piedade prov. Minas Geraes",NA,NA,NA,NA,"Schwacke, CAW","8945",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in rupibus ad Serra da Cachoeira do Campo et in cacumine Serra da Piedade prov. Minas Geraes",NA,NA,NA,NA,"Schwacke, CAW","9822?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in rupibus ad Serra da Cachoeira do Campo et in cacumine Serra da Piedade prov. Minas Geraes",NA,NA,NA,NA,"Schwacke, CAW","8945?",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"in rupibus ad Serra do Capanema et Ouro Preto",NA,NA,NA,NA,"Magalhães Gomes, FP","1352",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-03 22:00:02-03","FLAS","FLAS","218863","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,"[Label footing:] Voucher for NSF Grant Systematics of Maxillariinae (Orchidaceae): Generic Delimitation, Pollinator Rewards, and Pollination",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Mark Whitten","3008",NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:12:52-03","IBt","SP","311728","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, vertente leste, Campo do Queiroz","-41.95","-13.533333",NA,NA,"Harley, RM","26104","1988","11","12",NA,"1200","1200",NA,NA,NA,"-41.95","-13.533333",NA,NA,NA
"77","2019-11-21 10:12:52-03","IBt","SP","489786","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Gonçalves, GF","2016","08","22","Brasil",NA,NA,"Planta oriunda da coleção viva do Orquidário do Estado. Procedência ignorada",NA,NA,NA,NA,"Gonçalves, GF","91","2016","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:12:52-03","IBt","SP","195334","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brasil","Minas Gerais","Datas","Estrada Diamantina-Curvelo, a 21 km de Diamantina","-43.6557998657227","-18.4456005096436","23532","auto","Menezes, NL; Cordeiro, I; Rossi, L; Pirani, JR; Furlan, A; Hensold, N","CFCR2648","1981","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:12:52-03","IBt","SP","195345","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Extração, a 12 km de Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","Giulietti, AM; Menezes, NL; Hensold, N; Furlan, A; Rossi, L; Cordeiro, I; Pirani, JR","CFCR2229","1981","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:12:52-03","IBt","SP","489785","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Gonçalves, GF","2016","08","22","Brasil","Minas Gerais","Pedra Azul","Planta oriunda da coleção viva do Orquidário do Estado","-41.2971992492676","-16.0053005218506","39993","auto","Gonçalves, GF","90","2016","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:12:52-03","IBt","SP","487694","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Guimarães, LRS","2008","12","02","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 125 da Rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328","26557","auto","Giulietti, AM; et al.","CFSC9394","1985","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:12:52-03","IBt","SP","50368","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brasil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516","21675","auto","Gehrt, A","s.n.","1943","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:12:52-03","IBt","SP","341394","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","verboonenii","Bifrenaria verboonenii","G.A.Romero & V.P.Castro",NA,"Rupícola","Castro, VP","2000",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Cultivada no Orquidário Binot, Petrópolis, RJ",NA,NA,NA,NA,"Castro, VP","s.n.","1995","09",NA,NA,"1200","1200",NA,"SP001945","SP001945",NA,NA,NA,NA,"Holotype"
"84","2019-11-21 10:12:52-03","IBt","SP","487850","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","verboonenii","Bifrenaria verboonenii","G.A.Romero & V.P.Castro",NA,NA,"Castro, VP",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"Orquidário Binot","VPCastro60","2010","07",NA,NA,"1200","1400",NA,"SP003514","SP003514",NA,NA,NA,NA,"Holotype"
