"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","individualCount","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","locality","preparationType","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1028035","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,"Brazil","Minas Gerais","Cristália",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144440' target='other'> <mi>dwc_moreinfo</mi></a>","V. W. Steinmann","H. S. Irwin","23453a","1969","02","17","South America","Serra do Espinhaço, ca. 16 km west of Grão Mogol","sheet","NY01028035","NY01028035_01","-42.98155","-16.6439","950","950",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1028036","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,"Brazil","Minas Gerais","Pedra Azul",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144441' target='other'> <mi>dwc_moreinfo</mi></a>","V. W. Steinmann","R. M. Harley","25192","1988","10","19","South America","10 km. ao leste da cidade, na estrada para Almenara.","sheet","NY01028036","NY01028036_01","-41.2","-16.13","800","800",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:14:28-03","UFBA","ALCB","83572","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2008","07",NA,"Brasil","Bahia","Caetité",NA,"prostrada, desprendendo uma camada cerífera, látex alvo. Inflorescência do tipo ciátio.","Machado, M","Guedes, ML; Gomes, FS; Prates, ARS","14332","2008","04","28","Southern America","Serra Geral, Brejinho das Ametistas, Bloco III , Área 2, Parcela nº 12",NA,"ALCB053185",NA,"-42.537222","-14.213889","993","993","-42.537222","-14.213889",NA,NA,NA,NA,NA
"14","2021-02-08 21:32:06-03","UFBA","ALCB","118780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2016","09",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"49J. Muito cerosa. Altura média de 35cm.","Hurbath, F","Ferreira Junior, CA","s/n","2011","08","25","Southern America","Jardim Botânico - Coleção",NA,"ALCB053193",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA
"15","2019-10-09 11:14:28-03","UFBA","ALCB","114014","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014","01",NA,"Brasil","Bahia","Licínio de Almeida",NA,"decumbente, áfilo. Cladódio com látex alvo. Ciátio com glândulas verdes. Fruto com fendas entre os carpelos vermelhas.","Hurbath, F","Hurbath, F; Alves, M; Santana, FA; Azevedo, FP","222","2012","02","24","Southern America","Serra Geral. Anjical.",NA,"ALCB053186",NA,"-42.553056","-14.662778","981","981","-42.553056","-14.662778",NA,NA,NA,NA,NA
"16","2019-10-09 11:14:28-03","UFBA","ALCB","114098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014","01",NA,"Brasil","Bahia","Licínio de Almeida",NA,"ca. 1m, áfilo, 6 costado, ciátio com glândulas esverdeadas, apêndices avermelhados ou esbranquiçados, fruto verde com linhas vermelhas, látex alvo.","Hurbath, F","Hurbath, F; Roque, N; Stadnik, A; Oliveira, GR de","410","2012","10","29","Southern America","Serra Geral. Garimpo das ametistas. Caatinga sobre afloramento rochoso.",NA,"ALCB053187",NA,"-42.535","-14.53","815","815","-42.535","-14.53",NA,NA,NA,NA,NA
"17","2019-10-09 11:14:28-03","UFBA","ALCB","114148","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014","01",NA,"Brasil","Bahia","Licínio de Almeida",NA,"ca. 1 m. Cladódio áfilo verde a cinéreo. Invólucro verde, apêndices creme, glândulas verdes, fruto verde com estrias vináceas.","Hurbath, F","Hurbath, F; Lamarck, R; Azevedo, FP; Borges, RL","510","2013","04","06","Southern America","Serra Geral. Ao lado da Mata Ciliar entre o Lameirão e cachoeirão. Próximo à caixa d'água.",NA,NA,NA,"-42.543056","-14.689722","867","867","-42.543056","-14.689722",NA,NA,NA,NA,NA
"18","2019-10-09 11:14:28-03","UFBA","ALCB","114185","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014","01",NA,"Brasil","Bahia","Licínio de Almeida",NA,"ca. 1 m. Caule áfilo verde, invólucro vináceo.","Hurbath, F","Hurbath, F; Borges, RL; Alves, M; Stadnik, A","580","2013","05","25","Southern America","Serra Geral. Garimpo dos Areiões.",NA,"ALCB053188",NA,"-42.534444","-14.531944","813","813","-42.534444","-14.531944",NA,NA,NA,NA,NA
"19","2019-10-09 11:14:28-03","UFBA","ALCB","116878","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014","10",NA,"Brasil","Bahia","Licínio de Almeida",NA,"Plantas áfilas, inflorescência em glomérulo lateral, ciátios sésseis, brácteas na base do invólucro.","Guedes, ML","Guedes, ML; Borges, RL; Stadnik, A; Sacramento, CC","22681","2014","10","16","Southern America","Garimpo..",NA,"ALCB053191",NA,"-42.526667","-14.536111","752","752","-42.526667","-14.536111",NA,NA,NA,NA,NA
"20","2019-10-09 11:14:28-03","UFBA","ALCB","118769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2013","11",NA,"Brasil","Bahia","Licínio de Almeida",NA,"ca. 1,7 m. alt. Planta áfila, ramos verde-cinéreos, ciátio com invólucro verde, ap~endices creme, glândulas esverdeadas, fruto verde com estrias vináceas. Látex alvo.","Hurbath, F","Hurbath, F; Borges, RL; Alves, M; Stadnik, A","728","2013","11","04","Southern America","Serra geral, campo rupestre do Xaxá (P1).",NA,"ALCB053189",NA,"-42.551389","-14.652222","949","949","-42.551389","-14.652222",NA,NA,NA,NA,NA
"21","2019-10-09 11:14:28-03","UFBA","ALCB","118770","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2013","11",NA,"Brasil","Bahia","Licínio de Almeida",NA,"ca. 1,8 m. alt. Planta áfila, ramos verde-cinéreos com invólucro e glândulas esverdeadas, apêndices alvos, frutos vináceos e verdes. Látex alvo (material tratado com alcóol).","Hurbath, F","Hurbath, F; Borges, RL; Alves, M; Stadnik, A","729","2013","11","04","Southern America","Serra Geral, Lameirão, afloramento rochoso ao lado da mata ciliar próximo à caixa d#?#agua (P2).",NA,"ALCB053190",NA,"-42.543056","-14.689722","867","867","-42.543056","-14.689722",NA,NA,NA,NA,NA
"22","2019-10-09 11:14:28-03","UFBA","ALCB","118771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2013","11",NA,"Brasil","Bahia","Licínio de Almeida",NA,"ca. 1,5-2m alt. Planta áfila, ramos verdes a cinéreos, invólucro esverdeado, glândulas verdes, apêndices creme, fruto esverdeado com estrias vináceas. Látex alvo (material tratado com alcool).","Hurbath, F","Hurbath, F; Borges, RL; Alves, M; Stadnik, A","730","2013","11","04","Southern America","Serra Geral, Garimpo das Ametistas (P3).",NA,"ALCB053192",NA,"-42.535","-14.53","815","815","-42.535","-14.53",NA,NA,NA,NA,NA
"23","2021-03-31 13:38:09-03","MN","R","231200","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,"Brasil","Minas Gerais","Botumirim",NA,NA,NA,"Alves, R.J.V.","8717","2011","09","06",NA,NA,NA,"R010032565",NA,"-43.010799407959","-16.872200012207",NA,NA,NA,NA,"39434","auto",NA,NA,NA
"24","2021-03-31 13:38:09-03","MN","R","231199","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,"Brasil","Minas Gerais","Diamantina",NA,NA,NA,"Alves, R.J.V.","8713","2011","09","05",NA,NA,NA,"R010032566",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"25","2020-10-15 19:26:20-03","UFJF","CESJ","56139","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2016","12","04","Brasil","Minas Gerais","Joaquim Felício",NA,"Afloramento rochoso com campo alagável adjacente. Erva, ca. 1,5m alt., latescente, flores vinho. Entre rochas.","O.L.M. Silva","V.C. Souza; J .Paula-Souza; G.O. Romão; A.O.Romão","CESJ25551","2001","07","09","América do Sul","Serra do Cabral, estrada Joaquim Felício-Várzea da Palma, ca. 12Km de Joaquim Felício. 17º41'24 S, 44º11'54 W. 1050msm.",NA,"CESJ056139",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"37503","auto",NA,NA,NA
"26","2021-03-01 16:29:36-03","UNICAMP","UEC","102685","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2012","07","19","Brazil","Minas Gerais","Grão Mogol",NA,"Subarbusto, ca. 0,5 m. Flores vinho.","Silva, OLM","Romero, R; Almeda, F; Robinson, O; Robinson, D; et al.","5463","1998","06","13",NA,"Estrada para Cristália, Estrada para Cristália, próximo à ponte do rio Itambiruçu. Afloramentos rochosos.",NA,"UEC054681","UEC054681","-42.583333","-16.416667",NA,NA,"-42.583333","-16.416667",NA,NA,NA,NA,NA
"27","2019-08-20 10:11:25-03","UNICAMP","UEC","127061","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2012","07","19","Brazil","Minas Gerais","Grão Mogol",NA,"Rupícola, látex branco. Abundante no local.","Silva, OLM","Simões, AO; Barbosa, AR; Flores, AS; Rodrigues, RS; Belinello, R","1169","2002","01","24",NA,"alforamento próximo da cidade",NA,"UEC018518","UEC018518","-42.895833","-16.56",NA,NA,"-42.895833","-16.56",NA,NA,NA,NA,NA
"28","2021-03-01 16:29:36-03","UNICAMP","UEC","137958","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2012","07","19","Brazil","Minas Gerais","Grão Mogol",NA,"Subarbusto, candelabriforme, flores vináceas, afloramento.","Silva, OLM","Meireles, LD; Mansanares, ME; Verola, CF; Azevedo, MTA","1140","2002","07","29",NA,"Trilha dos Tropeiros",NA,"UEC018465","UEC018465","-42.766833","-16.524111",NA,NA,"-42.766833","-16.524111",NA,NA,NA,NA,NA
"29","2021-03-01 16:29:37-03","UNICAMP","UEC","137999","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2012","07","19","Brazil","Minas Gerais","Grão Mogol",NA,"Subarbusto, candelabriforme, flores vináceas, afloramento.","Silva, OLM","Meireles, LD; Mansanares, ME; Verola, CF; Azevedo, MTA","1140","2002","07","29",NA,"Trilha dos Tropeiros",NA,"UEC018508","UEC018508","-42.766833","-16.524111",NA,NA,"-42.766833","-16.524111",NA,NA,NA,NA,NA
"30","2019-08-20 10:11:25-03","UNICAMP","UEC","120702","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2012","07","19","Brazil","Bahia","Cafarnaum",NA,"3 m, inflorescência vinácea.","Silva, OLM","Aona, LYS; Belinello, R; Oliveira, RP; Pansarin, ER; Mickeliunas, L","819","2001","08","11",NA,"Afloramento rochoso circundado por caati",NA,"UEC018453","UEC018453","-41.4682998657227","-11.6935997009277",NA,NA,NA,NA,"33972","auto",NA,NA,NA
"31","2020-10-01 14:22:20-03","JBB","HEPH","17130","S","Plantae","Dicotyledon","Malpighiales","Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014",NA,NA,"Brasil","Paraíba","Pocinhos",NA,NA,"Silva, OLM","Salles, AEH","2358","2001","11","19","Southern America","Morada da Pedra",NA,NA,NA,"-36.0611000061035","-7.07667016983032",NA,NA,NA,NA,"22331","auto",NA,NA,NA
"32","2020-12-11 11:35:23-03","UFMG","BHCB","100382","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","07","13","Brasil","Minas Gerais","Joaquim Felício",NA,"Arbusto",NA,"Borba, EL; Melo, MC; Moreira, ASFP; Batista, JAN","2217","2006","04","21","Southern America","Serra do Cabral",NA,"BHCB026807",NA,"-44.198528","-17.690028",NA,NA,"-44.198528","-17.690028",NA,NA,NA,NA,NA
"33","2020-12-11 11:35:23-03","UFMG","BHCB","127931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","07","13","Brasil","Bahia","Caetité",NA,"Erva; Campo rupestre sobre canga",NA,"Mendes, MS; Brina, AE; Ranieri, BD","381","2008","08",NA,"Southern America","Região de Brajinho das Ametistas., Área da Bahia Mineração",NA,"BHCB026810",NA,"-42.537222","-14.358889","970","970","-42.537222","-14.358889",NA,NA,NA,NA,NA
"34","2020-12-11 11:35:23-03","UFMG","BHCB","136662","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","07","13","Brasil","Minas Gerais","Joaquim Felício",NA,"Erva, ca. 1,5 m altura. Latescente; flores vinho; Entre rochas. Afloramento rochoso com campo alágavel adjacente",NA,"Souza, VC de; Souza, JP; Romão, GO; Araújo, AO","25551","2001","07","09","Southern America","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca.12 km de Joaquim Felício",NA,"BHCB026809",NA,"-44.198333","-17.69","1050","1050","-44.198333","-17.69",NA,NA,NA,NA,NA
"35","2020-12-11 11:35:23-03","UFMG","BHCB","179639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","11","09","Brasil","Minas Gerais","Riacho dos Machados",NA,"Coletada em afloramento de canga",NA,"Carmo, FF","5258","2010","11","22","Southern America","Morro Grande",NA,"BHCB038115",NA,"-42.78075","-16.113556","1010","1010","-42.78075","-16.113556",NA,NA,NA,NA,NA
"36","2020-12-11 11:35:23-03","UFMG","BHCB","27170","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:35:23-03","UFMG","BHCB","45562","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:35:23-03","UFMG","BHCB","6681","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","07","13","Brasil","Minas Gerais","Grão Mogol",NA,"Arbusto candelabriforme sem folhas, caules verde-avermelhados, látex abundante de cor alva; Campo rupestre",NA,"Martinelli, G","11234","1985","09","25","Southern America",NA,NA,"BHCB026808",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA
"39","2020-12-11 11:35:23-03","UFMG","BHCB","39966","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,"Brasil","Minas Gerais","Aimorés",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Pedra Lorena.",NA,NA,NA,"-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,"54161","auto",NA,NA,NA
"40","2020-12-11 11:35:23-03","UFMG","BHCB","59763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","07","13","Brasil","Minas Gerais","Joaquim Felício",NA,"Planta cactiforme, até 2m de altura. Flores vermelhas; Entre rochas",NA,"Cavalcanti, TB; Zappi, DC; Pirani, JR; Kawasaki, ML; Mello-Silva, R de","s.n.","1985","08","31","Southern America","Serra do Cabral",NA,"BHCB026812",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"37503","auto",NA,NA,NA
"41","2020-12-11 11:35:23-03","UFMG","BHCB","71440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2015","07","13","Brasil","Minas Gerais","Botumirim",NA,"Subarbusto; Afloramento rochoso de quatzito,",NA,"Tameirão Neto, E","3338","2001","05","20","Southern America","UHE Irapé. Rio Jequitinhonha., Cachoeira do Gigante",NA,"BHCB026814",NA,"-43.010799407959","-16.872200012207",NA,NA,NA,NA,"39434","auto",NA,NA,NA
"42","2021-03-09 10:46:51-03","ICAUFMG","MCCA","1608","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2017","09","05","Brasil","Minas Gerais","Grão Mogol",NA,NA,"IGLESIAS, D.T.",NA,NA,"2017","08","19",NA,"Trilha do Barão",NA,"MCCA01665","MCCA01665","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA
"43","2020-06-15 15:30:26-03","UNESP-RC","HRCB","57062","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","atastoma","Euphorbia atastoma","Rizzini","2014","08","01","Brasil","Minas Gerais","Rio Pardo de Minas",NA,"Arbusto saxícola ca. 1m, com látex, inflorescências verdes, frutos imaturos verdes longitudinalmente listrados de rosa","Hurbath, F.","Lombardi","9048","2012","03","21",NA,"Parque Estadual da Serra Nova",NA,NA,NA,"-42.733333","-15.6","834","834","42º44'W","15º36'S",NA,NA,NA,NA,NA
"44","2020-06-15 15:30:26-03","UNESP-RC","HRCB","14022","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2014","08","01","Brasil","Minas Gerais","Monte Azul (or Mpio. Espinosa)",NA,"Plants branched from the base, forming dense shrubs to 80 cm high; branches erect, irregularly angular, grey-green; cyathia sessile, solitary, greenish-white, proterandrous","Hurbath, F.","Taylor","1472","1991","01","28",NA,"7 km E of Monte Azul towards and beyond Vila Angical on road, then 3 h on foot ascending the Serra above Vila Angical on path to the village of Gerais",NA,NA,NA,NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA
"45","2019-06-10 10:10:40-03","FZB-BH","BHZB","12521","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma",NA,NA,NA,NA,"Brasil","MG","Botumirim",NA,"com duplicata. Ameaçada, com caule cactoide",NA,"Ferreira Junior, C.A. et al.","1754","2019","02","20",NA,"Estrada para o Rio do Peixe, próximo a reserva da SAVE - Rolinha-do-planalto.",NA,NA,NA,"-43.010799407959","-16.872200012207","790","790","42°59'33.4","16°53'46.2","39434","auto",NA,NA,NA
"46","2019-06-10 10:10:40-03","FZB-BH","BHZB","8184","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma",NA,"2014","05",NA,"Brasil","MG","Belo Horizonte",NA,"49J. Muito cerosa.Procedência: Caitité -BA, anteriormente identificada como E. phosphorea Mart. Duplicata encaminhada para Herbário BA em maio 2014","Fernanda Hurbath","Ferreira Junior, C.A. et al.",NA,"2011","08","25",NA,"FZB-BH - Jardim Botânico - Coleção Caatinga",NA,NA,NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA
"47","2021-02-04 10:27:33-03","UFRPE","HST","15234","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini","2017","04","12","Brasil","Bahia","Ituaçu",NA,"Arbusto ca. 3 m alt., muito ramificado; áfilo; caule adulto marron, jovem verde; látex branco abundante; flores creme.","A.M.Miranda","A.M.Miranda ; et C.Silva","5525","2007","09","19",NA,"Pé do Morro",NA,"HST015234",NA,"-41.2966995239258","-13.8133001327515",NA,NA,NA,NA,"36625","auto",NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","3172549","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Euphorbia","attastoma","Euphorbia attastoma","Rizzini",NA,NA,NA,"Brazil","Minas Gerais",NA,"1",NA,NA,"G. Hatschbach, M. M. Hatschbach & F. J. Zelma","52023","1988","5","15","South America - Neotropics","Rio das Mortes (mun. Grao Mogol)",NA,"US01283234","US01283234_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
