"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","class"
"51","2020-12-11 11:43:31-03","UFMG","BHCB","74806","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Oliveira, AM; Resck, R","2002","08","09","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD. Mirante.","-43.368361","-19.853333",NA,NA,"Em canga couraçada; flores laranja.",NA,"137","Southern America","1120","1120",NA,"BHCB010080",NA,"-43.368361","-19.853333","07",NA,NA
"52","2020-12-11 11:43:31-03","UFMG","BHCB","63883","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Mota, RC da; Viana, L","2000","09","04","Brasil","Minas Gerais","Mariana","Mina da Samitri.","-43.4160995483398","-20.377799987793","33524",NA,"Erva; flores alaranjadas.; Planta coletada em campo rupestre;","auto","601","Southern America",NA,NA,NA,"BHCB010084",NA,NA,NA,"13",NA,NA
"53","2020-12-11 11:43:31-03","UFMG","BHCB","45742","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Leitão, MRSM; et al.","1999","02","09","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD.","-43.4872016906738","-19.94580078125","21378",NA,"erva.; Canga, área abandonada do depósito de minério de ferro.","auto","s.n.","Southern America",NA,NA,NA,"BHCB010083",NA,NA,NA,"07",NA,NA
"54","2020-12-11 11:43:31-03","UFMG","BHCB","45741","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Leitão, MRSM; et al.","1999","02","09","Brasil","Minas Gerais","Barão de Cocais","Mina do Brucutu - CVRD.","-43.4872016906738","-19.94580078125","21378",NA,"erva.; Canga, área abandonada do depósito de minério de ferro.","auto","s.n.","Southern America",NA,NA,NA,"BHCB010085",NA,NA,NA,"13",NA,NA
"55","2012-05-17 05:02:00-03","MO","MOBOT","3003189","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,NA,NA,"Carl Schwacke",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwacke 8739","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2011-06-27 08:43:00-03","MO","MOBOT","3003226","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,NA,NA,"F. Sellow","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sellow 58","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-02-19 04:30:00-03","MO","MOBOT","2999678","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"C.F.P. Martius","1817",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martius s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-15 15:29:40-03","UNESP-RC","HRCB","14005","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Forzza, R.C.","2003",NA,"Taylor","1991","01","28","Brasil","Minas Gerais","Monte Azul ( ou Espinosa)",NA,NA,NA,NA,NA,"Rosetas solitárias ou em um pequeno grupo; base tuberosa bem larga; folhas marrom oliva, ambos lados com finas listras longitudinais; inflorescência sempre lateral, ereta, dura, curta com 20cm ou mui",NA,"1478",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-03 10:05:52-03","UFMA","BMA","1715","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult. F.",NA,NA,NA,"E. Guarçoni 1718","2011","10","14","Brasil","MG","Ouro Preto","Ântonio Pereira, Serra de Ântonio Pereira.","-43.479167","-20.342222",NA,NA,"Cerrado rupestre; solo pedregoso. Poucos indivíduos na população. Folhas e brácteas do pendúculo verdes; raqui com indumento branco; sépala verde-alaranjada; pétala laranja. Pétala e sépalas com indumento. Floresceu em 24.VI.2015",NA,NA,NA,"1279","1279",NA,NA,NA,"43°28'45W","20°20'32S",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","2587011A","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"H. S. Irwin, R. R. Santos, R. Souza, R. R. Santos & J. Ramos","1970","3","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço. ca. 2km S. of São João da Chapada",NA,NA,NA,"1",NA,NA,"28389","South America - Neotropics","1200",NA,NA,"US01935433","US01935433_01",NA,NA,NA,NA,"Monocotyledonae"
"61","2020-09-12 05:00:02-03","US","US","2587010","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"H. S. Irwin, R. R. Santos, R. Souza, R. R. Santos & J. Ramos","1970","3","28","Brazil","Minas Gerais",NA,"ca.3km N of São João da Chapada",NA,NA,NA,"1",NA,NA,"28452","South America - Neotropics","1200",NA,NA,"US03208680","US03208680_01",NA,NA,NA,NA,"Monocotyledonae"
"62","2019-09-04 19:40:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Dyckia","elata","Dyckia elata",NA,NA,NA,NA,"C. A. W. Schwacke","1892","10","27","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"8739","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","Monocotyledoneae"
"63","2019-09-04 19:59:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora",NA,NA,NA,NA,"C. F. P. von Martius",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","Monocotyledoneae"
"64","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.",NA,NA,NA,"Martius, CFP",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasiliae prov. Minas Geraes et S. Pauli confinibus inter Sorocaba et Ouro Preto in pascuis altis.",NA,NA,NA,NA,"Floret Januario ad Martium. (V. s. in herb. Monac., nec. alibi.)",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:02:37-03","IBt","SP","412842","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult.f.","Guarçoni, E","2014","09","Carmo, FF","2007","10","11","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela, C1.","-43.683111","-20.093806",NA,NA,NA,NA,"2715",NA,"1624","1624",NA,"SP051628","SP051628","-43.683111","-20.093806","02",NA,NA
"66","2019-11-21 10:02:37-03","IBt","SP","441748","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult.f.","Guarçoni, E","2014","09","Louzada, RB; Sotero, D; Alves, G","2010","09","17","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.5018","-20.354617",NA,NA,NA,NA,"172",NA,"1436","1436",NA,"SP051629","SP051629","-43.5018","-20.354617","02",NA,NA
"67","2019-11-21 10:02:37-03","IBt","SP","47351A","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult.f.","Smith, LB","1952","02","Handro, O","1950","11","20","Brasil","Minas Gerais",NA,"Cultivada no Jardim Botânico de São Paulo.",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP051627","SP051627",NA,NA,NA,NA,NA
