"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","sex"
"11","2017-01-24 15:54:00-02","NY","NYBG","02431599","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana",NA,NA,"M. G. A. Lobo","160","1978","12","05","Brazil","Pará","Santarém","Belterra, Porto Novo. Estrada para o acampamento.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979920' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431599","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02431599_01","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1134158","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.",NA,"B. A. Krukoff","6744",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134158","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY01134158_01 NY01134158_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00041148","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","H. Rainer","S. Tiwari","449","1991","10","18","Guyana",NA,NA,"Pomeroon. Kabakaburi",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1150736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041148","South America","sheet",NA,"Magnoliophyta","Magnoliales","1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1134157","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.",NA,"R. H. Steven","12944",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307527' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134157","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY01134157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","865512","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","R. E. Fries","B. A. Krukoff","5652",NA,NA,NA,"Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865512","South America","separate fruit",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","378882","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","J. A. Kallunki","A. Euponino","144","1972","01","05","Brazil","Bahia","Santa Cruz Cabrália","Res. Bio. Pau-brasil","-39.1815805","-16.3721094",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378882","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00378882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","865518","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","P. J. M. Maas","C. A. Sothers","3",NA,NA,NA,"Brazil","Acre","Tarauacá","Rod. AC-40 km-54, margem direita, ramal da colonia.","-67.57","-10.32",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865518","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00836198","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","J. van Rooden","D. C. Daly","D294","1980","09","27","Brazil","Maranhão","São Mateus do Maranhão","Campo on Fazenda do Senhor Miquel Pacheco. Km 176 of BR 135. 2 km N of Sao Mateus","-44.5","-4",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836198","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00836198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-28 10:07:00-03","NY","NYBG","378878","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana",NA,"W. Morawetz; H. Rainer","L. A. Delgado","257","1989","06",NA,"Venezuela","Bolívar","Raúl Leoni","86 km al Este de San Francisco","-64.4","7.15",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378878","South America","sheet",NA,"Magnoliophyta","Magnoliales","430","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","865511","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","R. E. Fries","B. A. Krukoff","5652",NA,NA,NA,"Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865511","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","235231","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","J. van Rooden","G. T. Prance","7875","1968","10","05","Brazil","Acre","Sena Madureira","Trail from W bank of Rio Iaco to Rio Purus, 3 km above confluence","-68.67","-9.05",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00235231","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00235231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00836197","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","J. van Rooden","D. C. Daly","D607","1980","10","12","Brazil","Maranhão","Presidente Dutra","Tadumo, 2 km NW of Presidente Dutra.","-44.53","-5.25",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836197","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00836197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","865513","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","H. Rainer","P. J. M. Maas","9274","2001","11","03","Brazil","Acre","Rio Branco","Parque Zoobotânico, Universidade Federal do Acre, around HPZ Herbarium","-67.8739","-9.9567",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865513","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","865510","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","R. E. Fries","B. A. Krukoff","5652",NA,NA,NA,"Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865510","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865510_01 NY00865510_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02431600","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.",NA,"J. A. Ratter","6205","1988","02","03","Brazil","Roraima",NA,"SEMA Ecological Reserve, Ilha de Maracá. Area just inland of the Furo de Santa Rosa area.","-61.5","3.47",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979921' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431600","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02431600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","865514","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","H. Rainer","P. J. M. Maas","9274","2001","11","03","Brazil","Acre","Rio Branco","Parque Zoobotânico, Universidade Federal do Acre, around HPZ Herbarium","-67.8739","-9.9567",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865514","South America","separate fruit",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-28 10:07:00-03","NY","NYBG","378880","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana",NA,"H. Rainer","W. E. Broadway","497","1921","06","15","French Guiana","Cayenne",NA,"Vicinity of Cayenne",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378880","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01788353","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","P. J. M. Maas; H. Maas-van de Kamer","L.A. Gomes","231","2011","11","04","Brazil","Sergipe",NA,"Capela. RVS Mata do Junco; Borda de mata, margem da estrada principal.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2012961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788353","South America",NA,NA,"Magnoliophyta","Magnoliales",NA,NA,"NY01788353_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02694805","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","L.A. Gomes","L.A. Gomes","965","2012","12","07","Brazil","Sergipe","Siriri","Mata do Cipó. Borda de mata.","-37.100417","-10.507944",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953024' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694805","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02694805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","865515","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","H. Rainer","C. A. Sothers","7",NA,NA,NA,"Brazil","Acre","Tarauacá","Rod. AC-40 km-54, margem direita, ramal da colonia.","-67.57","-10.32",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865515","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00836199","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.",NA,"G. E. Schatz","867","1983","03","06","Brazil","Maranhão","Barra do Corda","Suja-Pé, 12 km S of Barra do Corda, west bank and slopes above the Rio Corda","-45.25","-5.57",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836199","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00836199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","865516","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","H. Rainer","C. A. Sothers","7",NA,NA,NA,"Brazil","Acre","Tarauacá","Rod. AC-40 km-54, margem direita, ramal da colonia.","-67.57","-10.32",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865516","South America","separate fruit",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","865517","PreservedSpecimen","Plantae","Annonaceae","Annona","montana","Annona montana","Macfad.","P. J. M. Maas","C. A. Sothers","3",NA,NA,NA,"Brazil","Acre","Tarauacá","Rod. AC-40 km-54, margem direita, ramal da colonia.","-67.57","-10.32",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545377' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865517","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1147786","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.",NA,"B. A. Krukoff","5153",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307530' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147786","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY01147786_01 NY01147786_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","865519","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.","H. Rainer","L. C. Ming","354","1993","12","09","Brazil","Acre","Xapuri","Reserva Extrativista Chico Mendes, Seringal Boa Vista, Colocaçao Pimenteira.","-68.5042","-10.6519",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865519","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00865519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02431605","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.",NA,"B. A. Krukoff","5153","1933","07","02","Brazil","Amazonas",NA,"Basin of Rio Jurua. Near mouth of Rio Embira (tributary of Rio Tarauaca).","-70.25","-7.5",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979928' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431605","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02431605_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02431610","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.",NA,"N. A. Rosa","4179","1982","04","08","Brazil","Amapá",NA,"Quadricula SB 22-VA-Ponto 44.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979934' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431610","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02431610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02098279","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.","A. A. M. Araújo","A. A. M. Araújo","274","2010","05","28","Brazil","Paraíba","Conde","­­­­Área de Preservação Permanente de Tambaba: Mata da Chica.","-34.9075","-7.26",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2479309' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098279","South America","sheet",NA,"Magnoliophyta","Magnoliales","112",NA,"NY02098279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3107826","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.",NA,"J. L. Clark","6202","2001","01","29","Ecuador","Manabí","Jipijapa","Parroquia: Jipijapa. Cerro Montecristi (ca. 1 km w of the town of Montecristi).","-80.6669","-1.0530833",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2905947' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107826","South America","sheet",NA,"Magnoliophyta","Magnoliales","200",NA,"NY03107826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","196868","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.","C. R. Reynel; O. Phillips","V. Pesha Baca","11","1990","09","12","Peru","Madre de Dios","Tambopata","Rio Tambopata. C.N. Infierno. Hermosa Chica. Zona Centro 'Ñape', Study plot 1","-69.28","-12.83",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196868","South America","sheet",NA,"Magnoliophyta","Magnoliales","260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02796039","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.","H. Rainer","J. G. Jardim","1998","1999","02","20","Brazil","Bahia","Ilhéus","Rodovia para o Distrito de Castelo Novo ca 13 km E da BA-262","-39.2","-14.63",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365148' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796039","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02796039_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02431609","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.",NA,"C. E. O. Kuntze",NA,"1892","07",NA,"Brazil",NA,NA,"Matto Grosso",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979932' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431609","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY02431609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","823035","PreservedSpecimen","Plantae","Annonaceae","Annona","muricata","Annona muricata","L.","J. A. Kallunki","S. A. Mori","10953","1978","08","22","Brazil","Bahia",NA,"Municípios de Sta. Cruz de Cabrália e Porto Seguro. Entre os Kms 45-56 da Rod. Eunápolis/Porto Seguro (BR-367). Folha SE-24 (16-39c).",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823035","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,"NY00823035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
