"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","493367","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","M. H. Nee","L. Riedel",NA,"1826",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","1826? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493367","NY00493367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","493377","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"L. Riedel","1681",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493377","NY00493377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","493370","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","M. Sobral","M. Sobral","5291","1986","12",NA,"South America","Brazil","Rio Grande do Sul","Cruz Alta","Cruz Alta","-53.6064","-28.6386",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493370","NY00493370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","493376","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"P. K. H. Dusén","15938","1914","11","21","South America","Brazil","Paraná",NA,"Inter Jaguariahyva et Julie de Castillo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493376","NY00493376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","493373","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","L. B. Smith","L. B. Smith","10063","1957","01","15","South America","Brazil","Santa Catarina","Lages","Morro Pinheiro Seco, 3 km east of Lajes","-50.3258","-27.8161","900","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493373","NY00493373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:18:46-03","UFRJ","RFA","14522","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","T.M. Pedersen","G.G. Hatschbach","23046","1969","12","03",NA,"Brasil","Paraná","Ponta Grossa","Rio Guavirova","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"RFA12894",NA,"1972","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-24 17:10:24-03","UTFPR","DVPR","5636","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Brotto, ML","Silva, JM; Bayeri, I; Noguchi, G","9121","2015","11","22",NA,"Brasil","Paraná","Castro","PCH Rio Iapó. Fazenda Marumbi.","-50.0712","-24.4414","980","980",NA,"Erva xilopodifera; flor creme.; Estepe gramineo-lenhosa (Campo limpo e pedregoso).","DVPR005636",NA,"2016",NA,NA,"11","22","-50.0712","-24.4414",NA,NA,NA,NA,NA
"18","2021-03-30 12:33:14-03","EAO","IAN","55231","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Gehrt, A","Viégas, AP","3134","1938","12","04","Southern America","Brasil","São Paulo","Campinas","Fazenda Campo Grande.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Herbáceo.","IAN055231",NA,"1939","23900","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:26:23-03","PUCPR","HUCP","20790","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Selusniaki, M","Selusniaki, M; Ariati, V; Moledo, R","2570","2009","03","23",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00005348","HUCP00005348",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:26:23-03","PUCPR","HUCP","20793","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Selusniaki, M","Selusniaki, M; Ariati, V; Moledo, R","2565","2009","03","23",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00005369","HUCP00005369",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:23-03","PUCPR","HUCP","20807","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Selusniaki, M","Selusniaki, M; Ariati, V; Moledo, R","2558","2009","03","23",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00005364","HUCP00005364",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:23-03","PUCPR","HUCP","20929","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Selusniaki, M","Selusniaki, M","2471","2008","11","14",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00005197","HUCP00005197",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:23-03","PUCPR","HUCP","21144","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Selusniaki, M","Selusniaki, M","2628","2009","03","23",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00005044","HUCP00005044",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:06:52-03","CPAN-UFMS","COR","4116","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Bortolotto, I.M.; Rodrigues, D.P.","90","1995","11","10",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.608889","-19.194444",NA,NA,NA,"Com Flor: amarela Habito: Erva",NA,NA,NA,NA,NA,NA,NA,"57º36'32''W","19º11'40''S",NA,NA,NA,NA,NA
"25","2021-03-02 16:28:33-03","CPAN-UFMS","COR","4118","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","G.A. Damasceno-Junior","Bortolotto, I.M.; Damasceno Jr, G.A.; Peixoto, J.L.; Leite, E.; Rodriguez, D.P.","171","1996","01","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.608889","-19.194444","900","900",NA,"Com Flor: amarela Habito: Erva",NA,NA,NA,NA,NA,NA,NA,"57º36'32''W","19º11'40''S",NA,NA,NA,NA,NA
"26","2020-11-26 18:06:52-03","CPAN-UFMS","COR","4697","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Bortolotto,I.M.","403","1996","11","30",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum. campo rupestre; silico-ferruginoso;.","-57.6533012390137","-19.0091991424561","940","940",NA,"Com Flor: amarelas",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-26 18:06:52-03","CPAN-UFMS","COR","1747","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","G.A. Damasceno-Junior","sem nome de coletor",NA,"1988","12","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum, Torre da Embratel. ; Rocha com manganês e Ferro; montanhoso.","-57.6533012390137","-19.0091991424561","1000","1000",NA,"Habito: Herbáceo com Xilopódio",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-26 18:06:52-03","CPAN-UFMS","COR","1738","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"sem nome de coletor",NA,"1988","11","20",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum,Torre da Embratel. ; Rocha com manganês e Ferro; montanhoso.","-57.6533012390137","-19.0091991424561","1000","1000",NA,"Habito: Herbáceo",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696490","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Rambo B",NA,"1949","03","14","Southern America","Brazil",NA,NA,"RGS, Porto Alegre, Teresopolis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696490","NL-L1696490",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696491","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Hassler E",NA,"1913","01","01","Southern America","Paraguay",NA,NA,"Plantæ Paraguarienses. Paraguaria centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696491","NL-L1696491",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696492","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Fiebrig K",NA,"1902","06","01","Southern America","Paraguay",NA,NA,"Planae paraguayenses. Cordillera de Altos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696492","NL-L1696492",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696493","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Pedersen TM",NA,"1969","12","15","Southern America","Paraguay",NA,NA,"Estancia 'La Soledad', Santiago, Dep. Misiones.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696493","NL-L1696493",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696494","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Rambo B",NA,"1948","11","17","Southern America","Brazil",NA,NA,"RGS, Vila Manresa, Porto Alegre. In siccis saxosis graminosis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696494","NL-L1696494",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060493","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Pedersen TM",NA,"1954","12","15","Southern America","Argentina",NA,NA,"Argentina. Banks & sides of gullies, on clayey soil with very thin over of vegetation.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060493","NL-U1060493",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060535","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Siqueira JC","Mimura I",NA,"1967","11","22","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060535 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060535","NL-U1060535","1990",NA,NA,"06","01",NA,NA,"Magnoliopsidae","U 0086601",NA,NA,NA
"36","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060536","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Dusén PKH",NA,"1914","11","24","Southern America","Brazil",NA,NA,"Brasilienses. Parana: Jaguariahyva, in campo cerrado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060536","NL-U1060536",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-11-04 10:59:01-03","ESALQ","ESA","78735","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","(Moq.) Taub.","Pedersen, T.M.","Krapovickas, A. ; Cristóbal, C.L.","40819.0","1987","01","13",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"ESA078735","ESA078735",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:59:01-03","ESALQ","ESA","37","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","gramineae","Gomphrena gramineae","Moq.","Lima, A.S.","Lima, A.S. Viegas, A.P.",NA,"1940","12","24",NA,"Brasil","São Paulo","Campinas","Campo Grande","-47.060001373291","-22.8999996185303",NA,NA,NA,"Fl","ESA000037","ESA000037",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-19 10:22:30-03","CPAP","CPAP","4504","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.",NA,"Pott, V. J.","414","1987","11","18",NA,"Brasil","MS","Corumbá","Estrada para torre da Embratel, Serra do Urucum.","-57.65","-19.016667","850","850",NA,"Erva. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Campo sujo de cerrado. SUBSTRATO: solo litólico de minério de Fe. RELEVO: muito inclinado. <ll>dwc_commonname:</ll> Chapéu-de-couro",NA,NA,NA,NA,NA,NA,NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA
"40","2019-08-27 13:28:26-03","IAP","PACA-AGP","64135","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","L. B. Smith","Hatschbach, G.","2847","1952","11","12",NA,"Brasil","PR","Tibagi","Monte Alegre; Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,NA,"VULNERÁVEL Habitat: in campestribus","PACA064135",NA,"1953","56988","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"41","2019-08-27 13:28:26-03","IAP","PACA-AGP","69449","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","M. Sobral","J. A. Jarenkow","656","1987","01","21",NA,"Brasil","RS","Canguçu","ca. 5km a oeste da sede","-52.6755981445312","-31.3950004577637",NA,NA,NA,"VULNERÁVEL&nf;Herb. PEL 9694 - flores amarelo palidas Habitat: na encosta do morro Hábito: erva","PACA069449",NA,"1987","68702","auto","01",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"42","2019-08-27 13:28:26-03","IAP","PACA-AGP","39150","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Emrich-Rambo","Rambo, B.",NA,"1948","12","24",NA,"Brasil","RS","Porto Alegre","Espirito Santo","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL Habitat: in siccis graminosis Fenofase: flor","PACA039150",NA,"1954","29946","auto","05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA
"43","2019-08-27 13:28:26-03","IAP","PACA-AGP","40532","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Emrich-Rambo","Emrich, K.",NA,"1949","03","14",NA,"Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL Habitat: in siccis saxosis graminosis Fenofase: flor e fruto","PACA040532",NA,"1954","29946","auto","05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA
"44","2019-08-27 13:28:26-03","IAP","PACA-AGP","10923","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Emrich-Rambo","Emrich, K.",NA,"1943","01","07",NA,"Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL Habitat: in siccis saxosis graminosis Fenofase: flor e fruto","PACA010923",NA,"1954","29946","auto","05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA
"45","2019-08-27 13:28:26-03","IAP","PACA-AGP","39211","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Emrich-Rambo","Rambo, B.",NA,"1948","12","27",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL&nf;Bestimmung sicher, 01.05.1954; fl. SEM MATERIAL Habitat: in siccis saxosis graminosis","PACA039211",NA,"1954","29946","auto","05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA
"46","2019-08-27 13:28:26-03","IAP","PACA-AGP","39701","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Emrich-Rambo","Rambo, B.",NA,"1949","01","09",NA,"Brasil","RS","Porto Alegre","Morro das Abertas","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL&nf;Bestimmung sicher, 01.05.1954; fl. fr. SEM MATERIAL Habitat: in siccis saxosis subdumetosis","PACA039701",NA,"1954","29946","auto","05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:28:26-03","IAP","PACA-AGP","41318","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","graminea","Gomphrena graminea","Moq.","Emrich-Rambo","Rambo, B.",NA,"1949","04","29",NA,"Brasil","RS","Porto Alegre","Morro Santa Teresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"VULNERÁVEL Habitat: in siccis saxosis dumetosis Fenofase: flor e fruto","PACA041318",NA,"1954","29946","auto","05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA
