X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,relationshipType,relatedCatalogItem,class,infraspecificEpithet,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.8800010681152,-23.1800003051758,"3",2019-06-10 10:10:32-03,FZB-BH,CVJBFZB,"1361",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,Nygel Taylor,NA,NA,NA,"Juliana Ordones Rego;",NA,NA,NA,NA,Brasil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,"254",NA,NA,Magnoliophyta,Caryophyllales,"17840","2",auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.63,-23.5403,"9",2021-03-15 16:37:00-03,NY,NYBG,"645709",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,NA,NA,NA,NA,J. N. Rose,"20848","1915","08","14",Brazil,São Paulo,Sao Paulo,"Garden of Museu Paulista, Sao Paulo",-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149691' target='other'> <mi>dwc_moreinfo</mi></a>,NY00645709,NY00645709_01,Magnoliophyta,Caryophyllales,NA,NA,NA,South America,sheet,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.641583,-24.0745,"29",2021-03-01 16:27:18-03,UNICAMP,UEC,"193152",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Kuntz, J","2013","04",NA,"Polisel, RT; Diogo, IJS; Oliveira Neto, MA; Campos-Rocha, A; Souza, VC; et al.","1201","2013","03","30",Brazil,São Paulo,Tapiraí,"Reserva Particular do Votorantim (CBA). Trilha do Chagas,UHE da Fumaça",-47.641583,-24.0745,"-47.641583","-24.0745","324","324","Epífita. Botões; Floresta Ombrófila Densa à margem esquerda do Rio Juquiá",UEC128895,UEC128895,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.916667,-24.166667,"30",2020-02-10 17:51:38-03,UNICAMP,UEC,"137463",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Zappi, DC","2003",NA,NA,"Breier, TB; Budke, JC","0489","2002","08","19",Brazil,São Paulo,Sete Barras,"Parque Estadual Carlos Botelho, Núcleo Sete Barras.",-47.916667,-24.166667,"-47.916667","-24.166667",NA,NA,NA,UEC090876,UEC090876,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5499992370605,-23.1100006103516,"33",2019-08-20 10:08:47-03,UNICAMP,UEC,"140598",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Breier, TB",NA,NA,NA,"Breier, TB","1297","2005","06","18",Brazil,São Paulo,Atibaia,Grota Funda.,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,UEC090874,UEC090874,Magnoliopsida,NA,"21675",NA,auto,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.8800010681152,-23.1800003051758,"34",2019-08-20 10:08:47-03,UNICAMP,UEC,"132277",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Aona, LYS","2003","11",NA,"Pansarin, ER","525","2003","11",NA,Brazil,São Paulo,Jundiaí,"Serra do Japi, Dentro da mata.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,UEC090875,UEC090875,Magnoliopsida,NA,"17840",NA,auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.6300010681152,-23.5400009155273,"60",2019-08-15 09:03:25-03,UESC,UESC,"14055",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa subsp. septetrionalis,(Salm-Dyck ex Pfeiff.) Salm-Dyck,E.A.Rocha,"2007","11",NA,E.A. Rocha,"1649","2007","11","01",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Epífita, cerda de 70-90 cm de comprimento.; Material vegetativo. Planta ornamental. Rara no local. Anatomia 3.",UESC0014055,NA,Angiospermae,Florideophycidae,"53584",NA,auto,NA,NA,NA,NA,Dicotyledoneae,subsp. septetrionalis,NA,SÃO PAULO,"3550308"
-46.5800018310547,-23.3099994659424,"70",2021-03-04 11:06:37-03,UFRB,HURB,"759",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,L.Y.S.Aona,"2008","11",NA,"Pastore, J.A.; Arzolla, F.A.R.D.P.; Santos, J.R.","1338","2005","07","20",Brasil,São Paulo,Mairiporã,"Parque Estadual da Cantareira; Pinheirinho, interior da mata",-46.5800018310547,-23.3099994659424,NA,NA,"742","742",UTM 7.413.589 N e 344.207 E.,HURB000000759,HURB000000759 HURB000000759_1,Anthophyta,NA,"15840",NA,auto,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.511111,-22.8375,"71",2020-06-15 15:29:46-03,UNESP-RC,HRCB,"51710",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Lombardi, J.A.","2009","12",NA,"Santos, L.B.","458","2009","11","16",Brasil,São Paulo,Botucatu,Parque Ecológico da Pavuna,-46.511111,-22.8375,46º30'40W,22º50'15S,"750","750","epífita carnosa, caule com três costelas, torcidas entre si, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRAGANÇA PAULISTA,"3507605"
-46.8800010681152,-23.1800003051758,"73",2020-06-15 15:29:46-03,UNESP-RC,HRCB,"48454",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,NA,NA,NA,NA,Lombardi,"6904","2007","09","18",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,46º56'08.8W,"23º13'49,6S","850","850","borda da trilha, base de afloramento rochoso e ao longo de córregos. Sobre rocha, pendente, flore velhas, frutos imaturos verdes",NA,NA,NA,NA,"17840",NA,auto,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
