X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"1230",2021-03-04 15:43:01-03,IF,SPSF,"03996",PreservedSpecimen,Plantae,Caesalpinaceae,Pterogyne,nitens,Pterogyne nitens,D.Bento Pickel,NA,NA,NA,NA,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,SP,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1235",2021-03-04 15:43:01-03,IF,SPSF,"00115",PreservedSpecimen,Plantae,Caesalpinaceae,Pterogyne,nitens,Pterogyne nitens,M.Koscinski,NA,"1935","05","15",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSF Antigo;",NA,Magnoliophyta,Fabales,NA,NA,SP,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1236",2021-03-04 15:43:01-03,IF,SPSF,"06288",PreservedSpecimen,Plantae,Caesalpinaceae,Pterogyne,nitens,Pterogyne nitens,M.Koscinski,NA,"1936","03","10",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,SP,São Paulo,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1237",2021-03-04 15:43:01-03,IF,SPSF,"06300",PreservedSpecimen,Plantae,Caesalpinaceae,Pterogyne,nitens,Pterogyne nitens,M.Koscinski,NA,"1934","05","02",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,SP,São Paulo,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1247",2021-03-04 15:43:01-03,IF,SPSF,"03355",PreservedSpecimen,Plantae,Caesalpinaceae,Pterogyne,nitens,Pterogyne nitens,D.Bento Pickel,NA,"1949","01","21",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,SP,São Paulo,Arboreto de Vila Amalia,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1248",2021-03-04 15:43:01-03,IF,SPSF,"12046",PreservedSpecimen,Plantae,Caesalpinaceae,Pterogyne,nitens,Pterogyne nitens,E.L.Silva,"37","1988","04","07",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,SP,São Paulo,Parque Estadual do Instituto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1309",2019-11-21 10:06:25-03,IBt,SP,"13140",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Loefgren, A",CGG2938,"1895","03","16",NA,Brasil,NA,NA,Arbor spectabilis,SP006439,NA,NA,Tul.,NA,São Paulo,São Paulo,Jardim da Commissão,-46.6300010681152,-23.5400009155273,SP006439,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1310",2019-11-21 10:06:25-03,IBt,SP,"178527",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Rosa, NA; Murça Pires, J","3727","1980","11","15",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"Pinto, RB",São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"2013","11",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1311",2019-11-21 10:06:25-03,IBt,SP,"48238",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Gehrt, A",s.n.,"1943","04","26",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"Handro, O",São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Cultivado no jardim Botânico, Santa Adélia",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1312",2019-11-21 10:06:25-03,IBt,SP,"204319",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Kirizawa, M","343","1978","06","22",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"Mantovani, W",São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"1986","03",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1313",2019-11-21 10:06:25-03,IBt,SP,"204153",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Noffs, LB; Goes, M; Kirizawa, M","32","1977","11","03",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"Pinto, RB",São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico, área 3",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"2013","11",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1314",2020-11-19 09:29:12-03,IBt,SP,"204066",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Noffs, LB; Wanderley, MGL; Goes, M; Câmara, MC; Kirizawa, M; Cruz, AMR","17","1977","06","01",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"Queiroz, LP",São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Área 6",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"1996","04",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1315",2019-11-21 10:06:25-03,IBt,SP,"321328",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Hoehne, W",s.n.,"1945","02","12",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,NA,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Parque do Estado",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
