X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"18",2021-03-15 16:37:00-03,NY,NYBG,"582411",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,W. Hoehne,s.n.,"1945","02","12",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127427' target='other'> <mi>dwc_moreinfo</mi></a>,NY00582411,Magnoliophyta,Fabales,Tul.,NA,São Paulo,Sao Paulo,Parque do Estado,-46.621883,-23.654505,NY00582411_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"32",2021-03-15 16:37:00-03,NY,NYBG,"582404",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,L. B. Noffs,"32","1977","11","03",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127425' target='other'> <mi>dwc_moreinfo</mi></a>,NY00582404,Magnoliophyta,Fabales,Tul.,NA,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 3: Planta 84",-46.618358,-23.646109,NY00582404_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"39",2021-03-15 16:37:00-03,NY,NYBG,"582403",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,L. B. Noffs,"17","1996","04","01",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=127409' target='other'> <mi>dwc_moreinfo</mi></a>,NY00582403,Magnoliophyta,Fabales,Tul.,L. P. de Queiroz,São Paulo,Sao Paulo,"Parque Estadual das Fontes do Ipiranga, Instituto de Botanica, Jardim Botanico. Area 6: Planta 23A",-46.618358,-23.646109,NY00582403_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"89",2020-01-20 14:40:30-03,UPM,MACK,"2523",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"V. Mendez; et al.","57","2014","09","09",NA,Brasil,NA,NA,NA,NA,NA,NA,Tul.,"V. Mendez; A. R. Balbin",SP,São Paulo,UPM - Campus Higienópolis,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"2015","01",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"90",2020-01-20 14:40:30-03,UPM,MACK,"2727",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,A. R. Balbin,"104","2016","04","05",NA,Brasil,NA,NA,Bosque da arquitetura,NA,NA,NA,Tul.,A. R. Balbin,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"2016","04","05",S,W,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5800018310547,-23.3099994659424,"94",2019-12-04 15:25:14-03,PUCPR,HUCP,"20076",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Selusniaki, M","2030","2008","01",NA,NA,Brasil,NA,NA,NA,HUCP00011550,Eudicotiledonea,NA,Tul.,"Selusniaki, M",São Paulo,Mairiporã,Mato Dentro,-46.5800018310547,-23.3099994659424,HUCP00011550,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"229",2020-11-04 11:10:20-03,ESALQ,ESA,"83971",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Noffs, L.B. et al.","32.0","1977","11","03",NA,Brasil,NA,NA,NA,ESA083971,Magnoliophyta,NA,Tul.,NA,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,ESA083971,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"232",2020-11-04 11:10:20-03,ESALQ,ESA,"43732",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Noffs, L.B. et al.","17.0","1977","06","01",NA,Brasil,NA,NA,NA,ESA043732,Magnoliophyta,NA,Tul.,"Queiroz, L.P.",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,ESA043732,NA,NA,NA,"53584",auto,"1996","04","01",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"289",2019-07-26 11:40:30-03,IPA,IPA,"9560",S,Plantae,Leguminosae-Pap.,Pterogyne,nitens,Pterogyne nitens,"Koscinski, M.","9560","1934","03",NA,Southern America,Brasil,NA,NA,Fruto em maio,IPA0009560,Plantae,NA,Tul.,NA,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.720969,-23.383747,"363",2021-03-01 16:31:15-03,UNICAMP,UEC,"137440",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Garcia, LC","497","2010","02","06",NA,Brazil,NA,NA,"Árvore plantada de 8 m, flores verdes e um fruto imaturo.; Mata ciliar em processo de restauração desde 1998.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.",UEC010397,Magnoliopsida,NA,Tul.,"Garcia, LC",São Paulo,Santa Bárbara d'Oeste,Represa São Luís.,-47.720969,-23.383747,UEC010397,"554","554",NA,NA,NA,NA,NA,NA,"-47.720969","-23.383747",NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.6300010681152,-23.5400009155273,"401",2019-08-20 10:14:49-03,UNICAMP,UEC,"101261",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Hoehne, W","11425","1945","02","14",NA,Brazil,NA,NA,NA,UEC144169,Magnoliopsida,NA,Tul.,NA,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"402",2021-03-01 16:31:15-03,UNICAMP,UEC,"92321",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Kirizawa, M","343","1978","06","22",NA,Brazil,NA,NA,Sem flor,UEC026579,Magnoliopsida,NA,Tul.,"Mantovani, W",São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim botânico",-46.6300010681152,-23.5400009155273,UEC026579,NA,NA,NA,"53584",auto,"1986","03",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"403",2021-03-01 16:31:15-03,UNICAMP,UEC,"51842",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Silva, ELS","37","1988","04","07",NA,Brazil,NA,NA,"árvore cultivada, ca. de 7m alt.",UEC144177,Magnoliopsida,NA,Tul.,NA,São Paulo,São Paulo,"Parque Estadual do Instituto Florestal, Próximo ao viveiro de mudas.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"409",2019-11-19 14:07:41-03,UFRPE,PEUFR,"725",PreservedSpecimen,Plantae,Leguminosae-Caes.,Pterogyne,nitens,Pterogyne nitens,"M. Koscinski; B. Pickel",NA,"1934","03",NA,NA,Brasil,NA,NA,Frutificação em maio,PEUFR000725,NA,NA,Tul.,NA,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"510",2020-12-21 16:27:55-03,MBM,MBM,"91451",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,"Hoehne, W.","11425",NA,NA,NA,Southern America,Brazil,NA,NA,NA,MBM091451,NA,NA,Tul.,"Hoehne, W.",São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,MBM091451,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"934",2019-11-13 11:23:05-03,USP,SPF,"11425",PreservedSpecimen,Plantae,Leguminosae,Pterogyne,nitens,Pterogyne nitens,"Hoehne, W",s.n.,"1945","02","14",NA,Brasil,NA,NA,NA,SPF00011425,NA,NA,Tul.,"Hoehne, W",São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"935",2019-11-13 11:23:05-03,USP,SPF,"119257",PreservedSpecimen,Plantae,Leguminosae,Pterogyne,nitens,Pterogyne nitens,"Noffs, LB","17","1977","06","01",NA,Brasil,NA,NA,NA,SPF00119257,NA,NA,Tul.,"Queiroz, LP",São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"1996","04",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"936",2019-11-13 11:23:05-03,USP,SPF,"34930",PreservedSpecimen,Plantae,Leguminosae,Pterogyne,nitens,Pterogyne nitens,"Bittar, M",s.n.,"1984","03","27",NA,Brasil,NA,NA,NA,SPF00034930,NA,NA,Tul.,"Pirani, JR",São Paulo,São Paulo,Viveiro Manequinho Lopes,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,"1984","05",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"1069",2019-01-25 15:41:12-02,IAC,IAC,"15386",S,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,B.J. Pickel,"115","1949","01","21",NA,Brasil,NA,NA,Nome popular:amendoim-bravo. (plantas recebidas do Serviço Florestal do Estado),NA,NA,NA,Tul.,B.J. Pickel,São Paulo,São Paulo,NA,-46.6361,-23.5475,NA,NA,NA,NA,NA,NA,"1949","01","21","-46.6361","-23.5475",NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1123",2020-07-23 12:08:01-03,CEPLAC,CEPEC,"75820",PreservedSpecimen,Plantae,Fabaceae,Pterogyne,nitens,Pterogyne nitens,L. B. Noffs,"17","1991","06","01",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,L. P. de Queiroz,São Paulo,SÃO PAULO,"Paeque Est. das Fontes do Ipiranga, Instituto de Botanica.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,30/04/1996,NA,NA,SÃO PAULO,"3550308"
