X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,NM_MUNICIP,CD_GEOCMU
-46.6275,-23.545,"23",2019-07-24 16:19:01-03,CCE,CATAVENTO,"27",LivingSpecimen,Plantae,NA,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vellozo,"Santilli, C.",NA,NA,"2018","08","28",América do Sul,Brasil,São Paulo,São Paulo,"Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás",-46.6275,-23.545,NA,<ll>dwc_commonname:</ll> andá-assu,CATAVENTO0027,CATAVENTO0027_v01 CATAVENTO0027_v02 CATAVENTO0027_v03 CATAVENTO0027_v04 CATAVENTO0027_v05 CATAVENTO0027_v06 CATAVENTO0027_v07 CATAVENTO0027_v08 CATAVENTO0027_v09 CATAVENTO0027_v10 CATAVENTO0027_v11 CATAVENTO0027_v12 CATAVENTO0027_v13,NA,NA,"730","730","-46.6275","-23.5450","2018","08","29",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"63",2019-02-15 11:39:52-02,IPA,IPA,"9699",S,Plantae,Plantae,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Pickel, B.","Pickel, B.","4834","1939","09","30",Southern America,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,#?#Árvore.,IPA0009699,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"67",2019-07-26 11:39:57-03,IPA,IPA,"9698",S,Plantae,Plantae,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,NA,"Koscinski, M.","9698","1930","09",NA,Southern America,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,Fruto em maio.,IPA0009698,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"68",2019-07-26 11:39:57-03,IPA,IPA,"9697",S,Plantae,Plantae,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,NA,"Pickel, B.","9697","1939","09","30",Southern America,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,Árvore da mata.,IPA0009697,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"97",2019-08-20 10:11:29-03,UNICAMP,UEC,"111761",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Hoehne, FC","Gehrt, A",s.n.,"1922","08","21",NA,Brazil,São Paulo,São Paulo,Butantan,-46.6300010681152,-23.5400009155273,NA,"flor, Árvore. Cultivado no Horto e nos Bosques de Butantan, flores alvas",UEC153953,UEC153953,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"101",2019-11-19 14:06:58-03,UFRPE,PEUFR,"606",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,Pickel,B. Pickel,"4834","1939","09","30",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,Árvore,PEUFR000606,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"173",2020-10-01 14:22:20-03,JBB,HEPH,"29040",S,Plantae,Dicotyledon,Malpighiales,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,"Garcia, RJF","Pereira, FG","93","2010","09","24",Southern America,Brasil,São Paulo,São Paulo,São Paulo - SP - Parque Lions Clube Tucuruvi.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"331",2021-03-15 18:27:11-03,USP,SPF,"225240",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Joannesia,princeps,Joannesia princeps,Vell.,Anônimo,"Gagliardi, K","6","2014","03","12",NA,Brasil,São Paulo,São Paulo,"Cidade Universitária Armando de Salles Oliveira, Jardim do Instituto de Biociências da USP. Atrás da guarita da entrada do Jardim.",-46.6300010681152,-23.5400009155273,NA,"Árvore cultivada, ca. 15 m alt. Folhas digitadas. Glândulas conspícuas na base dos pecíolos. Frutos tricocas.",SPF00225240,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"345",2019-01-25 15:34:51-02,IAC,IAC,"7693",S,Plantae,NA,NA,Euphorbiaceae-3.Crotonoideae,Joannesia,princeps,Joannesia princeps,Vell.,F.C. Hoehne,M. Koscinski,s/nº,"1936","09","15",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6361,-23.5475,NA,Material obtido do pelo sr. bento pickel em fevereiro de 1945,NA,NA,NA,NA,NA,NA,"-46.6361","-23.5475","1936","09","15",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"347",2019-01-25 15:34:51-02,IAC,IAC,"15385",S,Plantae,NA,NA,Euphorbiaceae-3.Crotonoideae,Joannesia,princeps,Joannesia princeps,Vell.,B.J. Pickel,B.J. Pickel,"43","1954",NA,NA,NA,Brasil,São Paulo,São Paulo,NA,-46.6361,-23.5475,NA,do serviço florestal do estado,NA,NA,NA,NA,NA,NA,"-46.6361","-23.5475","1954","06","30",NA,NA,NA,NA,SÃO PAULO,"3550308"
