X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,class,typeStatus,relatedCatalogItem,relationshipType,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.78,-23.2,"18",2016-09-30 03:12:00-03,NY,NYBG,"1184681",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,I. M. C. Rodrigues,NA,NA,NA,S. L. Jung-Mendaçolli,"180","1977","10","09",Brazil,São Paulo,Campo Limpo Paulista,"Estância Figueira Branca, Rua das Palmeiras.",-46.78,-23.2,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474621' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184681,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,CAMPO LIMPO PAULISTA,"3509601"
-45.88889,-23.656964,"43",2016-09-30 03:05:00-03,NY,NYBG,"1184185",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,L. L. Giacomin,NA,NA,NA,J. R. Pirani,"4899","2001","10","20",Brazil,São Paulo,Salesópolis,Estação Biológica de Boracéia (USP),-45.88889,-23.656964,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465159' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184185,NY01184185_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.41431,-23.84917,"91",2021-03-15 16:37:00-03,NY,NYBG,"02704000",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,(Vell.) Sendtn.,L. L. Giacomin,NA,NA,NA,E. G. A. Martins,"324","2012","03","18",Brazil,São Paulo,Cubatão,Parque Ecológico Perequê. Borda da mara ao lado do campinho de futebol.,-46.41431,-23.84917,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989571' target='other'> <mi>dwc_moreinfo</mi></a>,NY02704000,NY02704000_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.88,-23.18,"95",2016-09-30 03:15:00-03,NY,NYBG,"1184768",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,NA,NA,NA,NA,J. R. Stehmann,"1633","1995","04","21",Brazil,São Paulo,Jundiaí,Serra do Japi.,-46.88,-23.18,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478222' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184768,NY01184768_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.33,-23.96,"106",2016-09-30 03:12:00-03,NY,NYBG,"1184682",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,J. R. Stehmann,NA,NA,NA,M. Kawall,"201","1992","06","11",Brazil,São Paulo,Santos,"km 73 da Rodovia Piaçaguera, área próxima à Pedreira Valeverde.",-46.33,-23.96,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474624' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184682,NY01184682_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.63,-23.5403,"123",2016-09-29 20:08:00-03,NY,NYBG,"687487",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,L. Heron,NA,NA,NA,J. Mattos,"14550","1967","03","30",Brazil,São Paulo,Sao Paulo,"Serra da Cantareira, no Hôrto Florestal",-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875916' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687487,NY00687487_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.410344,-23.776225,"131",2016-09-30 18:56:00-03,NY,NYBG,"719869",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,NA,NA,NA,NA,R. J. Almeida-Scabbia,"5120","2007","11","13",Brazil,São Paulo,Santo André,"Suborefeitura de Paranapiacaba e Parque Andreense, regiao administrativa da Subprefeitura, Parque America, trilha travessa Marechal Rondon.",-46.410344,-23.776225,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523707' target='other'> <mi>dwc_moreinfo</mi></a>,NY00719869,NY00719869_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.618358,-23.646109,"135",2021-03-15 16:37:00-03,NY,NYBG,"1184668",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,(Vell.) Sendtn.,I. M. C. Rodrigues,NA,NA,NA,O. Handro,"2176","1971","11","04",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Agua Funda, nativa no Jardim Botanico",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474555' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184668,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.1883,-23.5228,"138",2016-09-30 03:12:00-03,NY,NYBG,"1184683",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,NA,I. M. C. Rodrigues,NA,NA,NA,M. Kirizawa,"1050","1983","09","16",Brazil,São Paulo,Mogi das Cruzes,Serra do Mar. Picada Mogi-Bertioga.,-46.1883,-23.5228,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474626' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184683,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"143",2021-03-15 16:37:00-03,NY,NYBG,"1184648",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,(Vell.) Sendtn.,I. M. C. Rodrigues,NA,NA,NA,A. Custodio Filho,"364","1980","10","02",Brazil,São Paulo,São Paulo,"Cantareira, Reserva Florestal.",-46.6300010681152,-23.5400009155273,NA,NA,"1100","1100",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474244' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184648,NA,"53584",auto,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"144",2021-03-15 16:37:00-03,NY,NYBG,"1184647",PreservedSpecimen,Plantae,Solanaceae,Aureliana,fasciculata,Aureliana fasciculata,(Vell.) Sendtn.,I. M. C. Rodrigues,NA,NA,NA,A. Custodio Filho,"364","1980","10","02",Brazil,São Paulo,São Paulo,"Cantareira, Reserva Florestal.",-46.6300010681152,-23.5400009155273,NA,NA,"1100","1100",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1474233' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184647,NA,"53584",auto,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.63,-23.5403,"175",2021-03-15 16:37:00-03,NY,NYBG,"1184761",PreservedSpecimen,Plantae,Solanaceae,Capsicum,lucidum,Capsicum lucidum,(Moric.) Kuntze,NA,NA,NA,NA,N. A. Rosa,"3768","1980","11","16",Brazil,São Paulo,Sao Paulo,Reserva do Instituto de Botânica de Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478210' target='other'> <mi>dwc_moreinfo</mi></a>,NY01184761,NY01184761_01,NA,NA,South America,sheet,NA,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
