X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,recordNumber,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,minimumDepthInMeters,maximumDepthInMeters,NM_MUNICIP,CD_GEOCMU
-45.362178,-23.403816,"36",2021-03-15 16:37:00-03,NY,NYBG,"887335",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,F. de Barros,"1985","12","13",Brazil,São Paulo,NA,Natividade da Serra.,-45.362178,-23.403816,NA,NA,NY00887335,NY00887335_01,"M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,NA,NA,"1231",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092307' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.88,-23.1803,"59",2021-03-15 16:37:00-03,NY,NYBG,"520872",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,H. de F. Leitão Filho,"1976","10","08",Brazil,São Paulo,Jundiaí,Ca. 10 km. SW de Jundiaí. Serra do Japí,-46.88,-23.1803,NA,NA,NY00520872,NY00520872_01,R. Goldenberg,NA,NA,NA,NA,NA,"3206",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552873' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"181",2021-03-12 01:35:38-03,UFPI,TEPB,"20576",PreservedSpecimen,Plantae,Melastomataceae,Leandra,alterninervia,Leandra alterninervia,Cogn.,Marie Sugiyama,"1983","09","22",Brasil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,Silvia Corrêa,NA,NA,NA,NA,NA,NA,"Arbusto ca. 3 m de altura, flores de cor vinho.",NA,NA,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.369722,-23.395278,"253",2021-03-01 16:34:19-03,UNICAMP,UEC,"75318",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Miyage, PH","1993","07","25",Brazil,São Paulo,Arujá,NA,-46.369722,-23.395278,"-46.369722","-23.395278",UEC044971,UEC044971,NA,NA,NA,NA,NA,NA,"33","Arbustibo, +- 1,80m de al. Ramos e folhas pilosa, pétalas brancas, estames, filites e estigmas vináceos.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARUJÁ,"3503901"
-46.735,-23.835556,"257",2021-03-01 16:34:19-03,UNICAMP,UEC,"84588",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Godoy, SAP; Ferreira, GMP; Garcia, RJF; Sordi, SJ","1994","09","14",Brazil,São Paulo,São Paulo,"Jd. Novo Parelheiros, sítio do Sr. José Guilguer Reimberg (José Toco) à direita na Estrada Engenheiro Marsilac, após o entroncamento com a Estrada da Colônia.",-46.735,-23.835556,"-46.735","-23.835556",UEC050779,UEC050779,"Goldenberg, R",NA,NA,"2012",NA,NA,"257","Subarburto ca. 0,6 m de altura, tricomas róseos nos pecíolos. Flores alvas, filetes alvos, anteras róseas. Frutos arroxeados.; Borda da mata.",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.8800010681152,-23.1800003051758,"277",2021-03-01 16:34:16-03,UNICAMP,UEC,"10588",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08",Brazil,São Paulo,Jundiaí,Ca. 10km S.W. de Jundiaí. Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,UEC044913,UEC044913,"Goldenberg, R",NA,NA,"1994","05",NA,"3206","Arbustivo, flores vinho - claro; Mata úmida",NA,NA,NA,Magnoliopsida,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"278",2021-03-01 16:34:16-03,UNICAMP,UEC,"10545",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Leitão Filho, HF; Kinoshita, LS; Taroda, N","1976","10","08",Brazil,São Paulo,Jundiaí,ca. 10km. S.W. de Junidaí. Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,UEC044919,UEC044919,"Goldenberg, R",NA,NA,"1994","05",NA,"3205","Arbusto, flores púrpura-vinho.; Mata úmida.",NA,NA,NA,Magnoliopsida,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"279",2021-03-01 16:34:16-03,UNICAMP,UEC,"100199",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Faria, AD; Aona, LYS; Matsumoto, K; Belinello, R","1996","11","11",Brazil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,UEC050859,UEC050859,"Goldenberg, R",NA,NA,"2012",NA,NA,96/459,"Pétalas cremes, estames amarelos, hipanto avermelhado, arbusto com cerca de 1 m de altura.",NA,NA,NA,Magnoliopsida,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"280",2021-03-01 16:34:16-03,UNICAMP,UEC,"26813",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","1981","11","07",Brazil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,UEC044915,UEC044915,"Goldenberg, R",NA,NA,"1994","05",NA,"13086","Arbusto até 2, flores brancas com pêlos vinosos.",NA,NA,NA,Magnoliopsida,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"281",2021-03-01 16:34:16-03,UNICAMP,UEC,"45113",S,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Tamashiro, JY; et al.","1985","10","07",Brazil,São Paulo,Jundiaí,Serra do Japi,-46.8800010681152,-23.1800003051758,NA,NA,UEC044933,UEC044933,"Goldenberg, R",NA,NA,"1994","05",NA,"19752","Arvoreta 2,5m de alt. Flores cálice arroxeado, pétalas claras.",NA,NA,NA,Magnoliopsida,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
