X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,typeStatus,continentOcean,preparationType,occurrenceRemarks,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.636125,-23.657066,"24",2021-03-15 16:37:00-03,NY,NYBG,"01081556",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,R. de Mello-Silva,R. de Mello-Silva,"20","1987","08","13",Brazil,São Paulo,Diadema,Parque Estadual das Fontes do Ipirange - Vila Facchini.,-46.636125,-23.657066,NA,NA,NA,NA,NY01081556,NY01081556_01,Magnoliophyta,Magnoliales,NA,South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237909' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.7200012207031,-23.3199996948242,"56",2020-01-20 14:40:35-03,UPM,MACK,"2866",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,Gonçalves,L. T. A. Vieira,"397","2015","10","03",Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,"HMACK00002866-L.T.A.Vieira397-3/10/2015,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil",NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,"12135",auto,NA,NA,NA,NA,NA,FRANCO DA ROCHA,"3516408"
-46.6300010681152,-23.5400009155273,"57",2019-12-12 15:31:44-03,UFABC,HUFABC,"001292",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,NA,"Almeida, RF","192","2007","12","21",Brasil,São Paulo,São Paulo,Parque Independência,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUFABC001292,NA,Angiospermas,NA,NA,NA,NA,"Doação do herbário municipal (Pq do Ibirapuera).; árvore, 12,5 m alt., flores cremes",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1300010681152,-23.5200004577637,"74",2020-11-04 11:12:26-03,ESALQ,ESA,"26913",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Souza, V.C.","Cardoso-Leite, E. ; Oliveira, A.","377.0","1994","08","17",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA026913,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.9199981689453,-24.3799991607666,"84",2020-11-04 11:12:26-03,ESALQ,ESA,"109549",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29220.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109549,ESA109549,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.31,-24.02,"86",2020-11-04 11:12:26-03,ESALQ,ESA,"128420",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,NA,"Ivanauskas, N.M. & Souza, V.C.","Polisel, R.T.","1074.0","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.31,-24.02,"-47.31","-24.02","516","516",ESA128420,ESA128420,Magnoliophyta,NA,NA,NA,NA,"Planta jovem de 1,5 m de altura.","2013","03","26",NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.6300010681152,-23.5400009155273,"94",2020-11-04 11:12:26-03,ESALQ,ESA,"119335",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,NA,"Colletta, G.D.","Colletta, G.D.","691.0","2012","07","03",Brasil,São Paulo,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA119335,ESA119335,Magnoliophyta,NA,NA,NA,NA,"Árvore, 7m, fruto esverdeado","2012","07","03","53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"102",2020-11-04 11:12:26-03,ESALQ,ESA,"103903",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,NA,"Kuntz, J.","Aguiar, O.T.","221.0","2007","02","04",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA103903,ESA103903,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.9375,-23.075,"137",2020-12-20 21:18:10-03,UFV,VIC,"10970",PreservedSpecimen,Plantae,Lythraceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,NA,"Silva, A.F.",s.n.,"1985","10","24",Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.9375,-23.075,"-45.9375","-23.075",NA,NA,VIC010970,NA,NA,NA,NA,NA,NA,"#?#Árvore de ate 20 m, ramos aromáticoa, frutos de sementes de auto vermelho vistas quando da descencia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.183333,-23.4,"165",2021-03-01 16:33:16-03,UNICAMP,UEC,"200460",S,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,NA,"Pereira, LS; Belinello, R; Leal, DAG",N1627,"2009","11","02",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC158011,UEC158011,Magnoliopsida,NA,NA,NA,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.9375,-23.075,"172",2021-03-01 16:33:17-03,UNICAMP,UEC,"54466",S,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,NA,"Silva, AF","1327","1985","10","24",Brazil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.9375,-23.075,"-45.9375","-23.075",NA,NA,UEC021972,UEC021972,Magnoliopsida,NA,NA,NA,NA,"Árvore de até 20m, ramos aromáticos, frutos c/ sementes de auto vermelho vistas quando da deiscência",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.481389,-23.425,"173",2021-03-01 16:33:17-03,UNICAMP,UEC,"79121",S,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF",UEC26944,"1984","06","20",Brazil,São Paulo,Guarulhos,Aeroporto Internacional de São Paulo,-46.481389,-23.425,"-46.481389","-23.425",NA,NA,UEC021967,UEC021967,Magnoliopsida,NA,NA,NA,NA,"com frutos; Mata Mesófila Semidecídua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.5800018310547,-23.3099994659424,"257",2020-12-21 16:32:24-03,MBM,MBM,"121329",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A. St.-Hil.,NA,"Aguiar, O.T.","221","1987","12","04",Brazil,São Paulo,Mairiporã,Serra da Cantareira,-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,MBM121329,MBM121329,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6199989318848,-23.6800003051758,"267",2015-09-03 21:58:57-03,MNHN,RECOLNAT_MNHN_P,P01680223,PreservedSpecimen,NA,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,NA,"Silva, R.M.|Neto, S.R.|Pirani, J.R.|Cordeiro, I.",NA,NA,NA,NA,Brasil,São Paulo,Diadema,"Vila Facchini, Parque Est das Fontes do Ipiranga. Diadema, São Paulo, Sudeste, Brasil, América do Sul",-46.6199989318848,-23.6800003051758,NA,NA,NA,NA,P01680223,P01680223_01,NA,NA,NA,NA,hb,"Prélèvement de feuille pour Larridon I., Gand, Belgique, 10/2017, demande n° 96690 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01680223' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"6489",auto,NA,NA,"20",NA,NA,DIADEMA,"3513801"
-46.716667,-23.55,"433",2019-11-13 11:24:08-03,USP,SPF,"158657",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,"Mendonça, FB","Mendonça, FB","233","2003","02","06",Brasil,São Paulo,São Paulo,"Cidade Universitária Armando de Salles Oliveira, Instituto de Biociências, atrás do Centro Didático.",-46.716667,-23.55,"-46.716667","-23.55",NA,NA,SPF00158657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"460",2019-11-13 11:24:08-03,USP,SPF,"20095",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,"Pirani, JR","Cordeiro, I",s.n.,"1981","12","04",Brasil,São Paulo,São Paulo,"Cidade Universitária Armando de Salles Oliveira, Jardim do Depto. Botânica, IBUSP.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00020095,NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"461",2019-11-13 11:24:08-03,USP,SPF,"145038",PreservedSpecimen,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,"Mello-Silva, R","Mello-Silva, R","1820","2001","04","06",Brasil,São Paulo,São Paulo,Jardim do Instituto de Biociências da USP. Ao lado do Centro Didático.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00145038,NA,NA,NA,NA,NA,NA,NA,"2001","04",NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6361,-23.5475,"492",2019-01-25 15:42:04-02,IAC,IAC,"7959",S,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,s/det.,s/col.,s/nº,"1945","11","01",Brasil,São Paulo,São Paulo,"Bairro Rio Bonito, Represa Santo Amaro, Capital",-46.6361,-23.5475,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1945","11","01",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.102222,-23.636944,"496",2013-02-07 10:18:52-02,UMC,HUMC,"4514",S,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil,NA,Equipe FEPAF,"36","2005","11","16",Brazil,São Paulo,Biritiba Mirim,Entorno da Barragem de Biritiba.,-46.102222,-23.636944,46W06'08,23S38'13,"761","761",NA,NA,NA,NA,NA,Southern America,NA,Arbórea. Flor branca.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"558",2021-03-04 15:44:30-03,IF,SPSF,"03315",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) (Spreng.),J.Kuntz-Galvão,D.Bento Pickel,s/n,"1948","10","23",Brasil,SP,São Paulo,Campo de Congonhas,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,Magnoliophyta,Magnoliales,NA,América do Sul,NA,"COLETA: Nome vulgar Pinha do Brejo.; GEOGRAFIA: Num vale úmido;","2011","10","10","53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"559",2021-03-04 15:44:30-03,IF,SPSF,"17483",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) (Spreng.),J.B.Baitello,I.Cordeiro & J.R.Pirani,s/n,"1981","12","04",Brasil,SP,São Paulo,"Cidade Universitaria, Depto de Botanica IBUSP",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,Magnoliophyta,Magnoliales,NA,América do Sul,NA,"COLETA: Árvore de 4 m de altura. Flores alvo-amareladas. Cultivada a partir de sementes provenientes da S. do Cipó - MG.;","2019","07","02","53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"560",2021-03-04 15:44:30-03,IF,SPSF,"11587",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,J.B.Baitello,O.T. Aguiar,"221","1987","12","04",Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,Magnoliophyta,Magnoliales,NA,América do Sul,NA,"COLETA: Árvore mediana, com aprox. 18 m de altura e 30 cm de diametro. Flores na cor creme, perfumadas. Frutos com sementes avermelhadas.; GEOGRAFIA: Estrada para Mairiporã, área particular da firma Porão Plantas.;","2019","06","28","53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1,-23.966667,"564",2021-03-04 15:44:30-03,IF,SPSF,"39085",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) (Spreng.),J.B.Baitello,R.T. Polisel,"404","2006","09","07",Brasil,SP,Juquitiba,Recanto da Paz,-47.1,-23.966667,NA,NA,"700","700",NA,NA,Magnoliophyta,Magnoliales,NA,América do Sul,NA,"COLETA: Árvore 15 m de altura, flores com pétalas brancas e carpídeos vináceos.; GEOGRAFIA: Chácara vizinha ao Recanto da Paz, próximo do Poço do Caipira.;","2019","07","02",NA,NA,Magnoliopsida,NA,NA,NA,NA,JUQUITIBA,"3526209"
-46.8800010681152,-23.1800003051758,"567",2021-03-04 15:44:30-03,IF,SPSF,"32365",PreservedSpecimen,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,J.Kuntz-Galvão,F.A.R.D.P.Arzolla,"313","2003","09","07",Brasil,SP,Jundiaí,Serra do Japí,-46.8800010681152,-23.1800003051758,NA,NA,"770","770",NA,NA,Magnoliophyta,Magnoliales,NA,América do Sul,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 14 m, frutos imaturos&nf;Pinha do brejo; GEOGRAFIA: Floresta secundária em estádio avançado de regeneração, fundo de vale;","2011","10","10","17840",auto,Magnoliopsida,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.69,-23.35,"573",2017-09-11 16:27:38-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Magnoliaceae,Talauma,ovata,Talauma ovata,A.St.-Hil.,NA,"Martius, CFP",s.n.,NA,NA,NA,Brazil,São Paulo,Iperó,NA,-47.69,-23.35,"-47.69","-23.35",NA,NA,NA,P13P1N0028 P13P1N0029,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.0299987792969,-23.5699996948242,"617",2019-11-21 10:07:46-03,IBt,SP,"352454",S,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Mamede, MCH","Nicolau, SA; et al.","2591","2001","01","20",Brasil,São Paulo,Biritiba-Mirim,"Estrada da Granja TOK, mata na área da bacia de acumulação do Rio Biritiba Mirim.",-46.0299987792969,-23.5699996948242,NA,NA,NA,NA,SP047772,SP047772,NA,NA,NA,NA,NA,NA,"2014","06",NA,"19656",auto,NA,NA,NA,NA,NA,BIRITIBA MIRIM,"3506607"
-46.6199989318848,-23.6800003051758,"620",2019-11-21 10:07:46-03,IBt,SP,"253208",S,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Mello-Silva, R","Mello-Silva, R; et al.","20","1987","08","13",Brasil,São Paulo,Diadema,"Parque Estadual das Fontes do Ipiranga, Vila Fachini.",-46.6199989318848,-23.6800003051758,NA,NA,NA,NA,SP047762,SP047762,NA,NA,NA,NA,NA,NA,"1992","05",NA,"6489",auto,NA,NA,NA,NA,NA,DIADEMA,"3513801"
-46.6199989318848,-23.6800003051758,"621",2019-11-21 10:07:46-03,IBt,SP,253208a,Extra,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Mello-Silva, R","Mello-Silva, R; et al.","20","1987","08","13",Brasil,São Paulo,Diadema,"Parque Estadual das Fontes do Ipiranga, Vila Fachini.",-46.6199989318848,-23.6800003051758,NA,NA,NA,NA,SP047763,SP047763,NA,NA,NA,NA,NA,NA,"1992","05",NA,"6489",auto,NA,NA,NA,NA,NA,DIADEMA,"3513801"
-45.8400001525879,-23.5300006866455,"627",2019-11-21 10:07:46-03,IBt,SP,"352569",S,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Mamede, MCH","Nicolau, SA; Braz, JD; Lopes, RA","2748","2001","02","04",Brasil,São Paulo,Salesópolis,Bacia de acumulação do Rio Paraitinga.,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,SP047771,SP047771,NA,NA,NA,NA,NA,NA,"2014","06",NA,"18032",auto,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"630",2019-11-21 10:07:46-03,IBt,SP,"29959",S,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Souza, FO","Hoehne, FC",s.n.,"1917","07","04",Brasil,São Paulo,São Paulo,Butantã.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP047768,SP047768,NA,NA,NA,NA,NA,NA,"2001","05","17","53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"631",2019-11-21 10:07:46-03,IBt,SP,"52062",S,Plantae,Magnoliaceae,Magnolia,ovata,Magnolia ovata,(A.St.-Hil.) Spreng.,"Souza, FO","Roth, L","929","1943","01","10",Brasil,São Paulo,São Paulo,Santo Amaro.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP047769,SP047769,NA,NA,NA,NA,NA,NA,"2001","05","17","53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
