X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,recordNumber,phylum,coordinatePrecision,geoFlag,individualCount,continentOcean,preparationType,previousCatalogNumber,order,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,typeStatus,sex,NM_MUNICIP,CD_GEOCMU
-46.5800018310547,-23.3099994659424,"535",2020-02-27 21:09:26-03,PUCPR,HUCP,"17941",S,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(Bittencourt) Sw.,"Kersten, RA",NA,NA,NA,"Selusniaki, M","2006",NA,NA,Brasil,São Paulo,Mairiporã,"Mato Dentro, Serra da Cantareira.",-46.5800018310547,-23.3099994659424,NA,NA,NA,HUCP00000070,HUCP00000070,NA,NA,"706",Monilofita,"15840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.7799987792969,-24.1800003051758,"725",2020-11-04 11:21:12-03,ESALQ,ESA,"76422",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,NA,NA,NA,NA,"Salino, A.","2001","04","17",Brasil,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,NA,NA,NA,ESA076422,NA,NA,NA,"6597.0",Pteridophyta,"26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-47.4599990844727,-24.2800006866455,"726",2020-11-04 11:21:12-03,ESALQ,ESA,"125794",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,"Salino, A.","1905","07","05","Salino, A.","1905","07","05",Brasil,São Paulo,Miracatu,NA,-47.4599990844727,-24.2800006866455,NA,NA,NA,ESA125794,NA,NA,NA,"15598.0",Pteridophyta,"43974",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.6300010681152,-23.5400009155273,"728",2020-11-04 11:21:12-03,ESALQ,ESA,"3726",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,"Dittrich, V.A.O.",NA,NA,NA,"Cangianeli, R.",NA,NA,NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA003726,NA,NA,NA,NA,Pteridophyta,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"731",2020-11-04 11:21:12-03,ESALQ,ESA,"61876",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,NA,NA,NA,NA,"Kozera, C. et al.","1999","01","12",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA061876,NA,NA,NA,"866.0",Pteridophyta,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.3899993896484,-23.1800003051758,"732",2020-11-04 11:21:12-03,ESALQ,ESA,"28022",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A.",NA,NA,NA,"Souza, V.C.; Rodrigues, R.R.; Souza, J.P.; Sanches, I.D.; Astorino, A.; Magossi, R.; Petrini, M.; Tavares Jr., J.E.","1996","06","01",Brasil,São Paulo,Nazaré Paulista,"Estrada em torno da Represa Atibainha. 23*08'33,4S, 46*21'28,4W. 800 m.s.m. Mata mesófila semidecídua.",-46.3899993896484,-23.1800003051758,NA,NA,Terrestre.,ESA028022,NA,"800","800","11212.0",Pteridophyta,"18850",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAZARÉ PAULISTA,"3532405"
-47.1300010681152,-23.5200004577637,"868",2021-01-14 15:19:48-03,MN,R,"203494",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Mickel, J.T.","2005",NA,NA,"Carauta, J.P.P.","2003","08","02",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,"R010040686,R010040687,R010040691",R010040686 R010040687 R010040691,NA,NA,"7307",NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.6300010681152,-23.5400009155273,"906",2021-01-14 15:19:48-03,MN,R,"1445",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Mickel, J.T.","1961",NA,NA,"Diogo, J.C.","1904","06",NA,Brasil,São Paulo,São Paulo,Ipanema,-46.6300010681152,-23.5400009155273,NA,NA,NA,"R010043488,R010043489",R010043488 R010043489,NA,NA,"2",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"994",2019-02-15 11:50:29-02,IPA,IPA,"8786",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,"Roth, L.","1943","01",NA,Brasil,São Paulo,São Paulo,Seminário do Espírito Santo,-46.6300010681152,-23.5400009155273,NA,NA,Erva de lugares úmidos.,IPA0008786,NA,NA,NA,s.n.,Plantae,"53584",auto,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.4,-23.65,"1088",2019-08-27 13:36:29-03,IAP,PACA-AGP,"90296",PreservedSpecimen,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,A.P.N. Soares,"1995","10",NA,A. P. N. Soares,"1995","06","10",Brasil,SP,São Paulo,Pico do Jaraguá,-46.4,-23.65,"-46.40","-23.65","Margem de regato, da base ao pico do topo. Barranco rochoso, úmido, sombreado. HASU 8235. Habitat: mata atlântica",PACA090296,NA,NA,NA,"5",Pteridophyta,NA,NA,NA,NA,NA,NA,Polypodiales,NA,Filicopsida,NA,NA,NA,NA,NA,MAUÁ,"3529401"
-46.631667,-23.913333,"1354",2020-10-20 14:16:58-03,UFOPA,HSTM,"7881",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis phyllitidis,(L.) Sw.,"Oliveira, M.H.V.","2018","09","01","Barretto, E.H.P.; Rosário, R.P.G.","2013","11","13",Brasil,São Paulo,São Paulo,Parque Natural Jaceguava. Capoeira.,-46.631667,-23.913333,46º37'54''W,23º54'48''S,NA,HSTM007881,HSTM007881,NA,NA,"84",NA,NA,NA,NA,NA,NA,NA,NA,phyllitidis,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1441",2019-11-21 14:51:21-03,UFJF,CESJ,"20831",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,W. Hoehne,"1948","08","17",W. Hoehne,"1948","08","10",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,Terrestre da mata.,CESJ020831,CESJ020831,NA,NA,s.n.,Polypodiopsida,"53584",auto,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1442",2019-11-21 14:51:21-03,UFJF,CESJ,"193",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,L. Roth,"1943","01",NA,Brasil,São Paulo,São Paulo,"Santo Amaro, Seminário Espírito Santo",-46.6300010681152,-23.5400009155273,NA,NA,Erva dos lugares úmidos.,CESJ000193,CESJ000193,NA,NA,CESJ193,Polypodiopsida,"53584",auto,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.3899993896484,-23.9599990844727,"1443",2019-11-21 14:51:21-03,UFJF,CESJ,"20832",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,W. Hoehne,NA,NA,NA,W. Hoehne,"1941","06",NA,Brasil,São Paulo,São Vicente,NA,-46.3899993896484,-23.9599990844727,NA,NA,NA,CESJ020832,CESJ020832,NA,NA,s.n.,Polypodiopsida,"25482",auto,NA,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.3300018310547,-23.9599990844727,"1479",2021-04-07 11:40:40-03,UFMS,CGMS,"4527",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,C.R. Lehn,"2007","03","23","U.M. Resende; V.M. Carvalho.","1992","10","10",Brasil,São Paulo,Santos,Morro do Forte Itaipu.,-46.3300018310547,-23.9599990844727,NA,NA,Esporos verdes. Habitat: Mata Atlântica. Habito: Herbácea.,CGMS1014239,NA,NA,NA,"742",NA,"26836",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-47.683333,-23.383333,"1485",2021-03-01 16:44:01-03,UNICAMP,UEC,"105740",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A",NA,NA,NA,"Tozzi, AMGA; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC; Moreira, JLA; Santos, K","1998","12","01",Brazil,São Paulo,Iperó,Fazenda Ipanema,-47.683333,-23.383333,"-47.683333","-23.383333",Próximo a riacho.,UEC052740,UEC052740,"720","720","98111",Pteridophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IPERÓ,"3521002"
-46.95,-23.2,"1487",2021-03-01 16:44:01-03,UNICAMP,UEC,"155607",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Prado, J",NA,NA,NA,"Prado, J; Hirai, RY; Vasconcellos-Neto, J;","2009","10","17",Brazil,São Paulo,Jundiaí,"Serra do Japi, Na estrada do DAE, próximo ao posto de vigilância P11.",-46.95,-23.2,"-46.95","-23.2",Terrestre.,UEC055193,UEC055193,"790","790","2033",Pteridophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.315278,-24.022222,"1489",2021-03-01 16:44:01-03,UNICAMP,UEC,"176683",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A","2013","03","26","Salino, A; Almeida, TE; Cabral, FN; Potascheff, CM; Fagundes, IC; Liboni, AP","2013","03","26",Brazil,São Paulo,Miracatu,"Reserva Votorantim, Complexo Juquiá, Trilha entre Caixa D'Água e a Vila de Moradores. UHE Barra.",-47.315278,-24.022222,"-47.315278","-24.022222","Curso Taxonomia de Campo USP/ESALQ - Unicamp&nf;Prensado em álcool.; Erva terrestre.; Floresta Obrófila Densa. Á beira da trina no interior de floresta.",UEC099465,UEC099465,"549","549","15598",Pteridophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.5499992370605,-23.1100006103516,"1521",2021-03-01 16:44:01-03,UNICAMP,UEC,"47732",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Windisch, PG","1988","01",NA,"Bernacci, LC; Leitão Filho, HF; Tamashiro, JY; Grombone-Guaratini, MT; Meira Neto, JAA","1987","05","23",Brazil,São Paulo,Atibaia,"Pedra Grande, Fazenda Grota Funda.",-46.5499992370605,-23.1100006103516,NA,NA,"Herbáceo, terrestre.; Ocorrendo dentro da mata.",UEC052733,UEC052733,NA,NA,"19668",Pteridophyta,"21675",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-47.1300010681152,-23.2999992370605,"1527",2021-03-01 16:44:01-03,UNICAMP,UEC,"17892",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A","1989","02","14","Monteiro, R","1977","04","08",Brazil,São Paulo,Cabreúva,Estrada secundária Cabreúva - Pirapora.,-47.1300010681152,-23.2999992370605,NA,NA,Altura até 40cm.,UEC052759,UEC052759,NA,NA,"4893",Pteridophyta,"16877",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CABREÚVA,"3508405"
-47.6300010681152,-24.3199996948242,"1533",2021-03-01 16:44:01-03,UNICAMP,UEC,"32107",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A","1989","02","14","Vasconcellos, MB; Vasconcellos, J; Wieda, VS; Uieda, W","1981","06","20",Brazil,São Paulo,Juquiá,Arredores da cidade.,-47.6300010681152,-24.3199996948242,NA,NA,Mata.,UEC052731,UEC052731,NA,NA,"12591",Pteridophyta,"32505",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.060001373291,-23.9300003051758,"1534",2021-03-01 16:44:01-03,UNICAMP,UEC,"57539",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A","1988","02",NA,"Salino, A","1988","02","07",Brazil,São Paulo,Juquitiba,Reserva Florestal,-47.060001373291,-23.9300003051758,NA,NA,"Terrestre.; Beira da mata junto a represa.",UEC052763,UEC052763,NA,NA,"325",Pteridophyta,"24559",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-46.6300010681152,-23.5400009155273,"1539",2021-03-01 16:44:01-03,UNICAMP,UEC,"17896",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A","1989","02","14","Davis, PH; Sakane, M","1976","09","02",Brazil,São Paulo,São Paulo,"Instituto Botânica Reserve, near São Paulo.",-46.6300010681152,-23.5400009155273,NA,NA,"Fertile frond bifid (unicate).; Semidecidous forest, on ground.",UEC052723,UEC052723,"750","750",D60436,Pteridophyta,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"1541",2021-03-01 16:44:01-03,UNICAMP,UEC,"73407",S,Plantae,Schizaeaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A","1994",NA,NA,"Salino, A","1994","07","21",Brazil,São Paulo,Sete Barras,"Fazenda Intervales, Base de Saibadela, Trilha do Quilombo.",-47.9199981689453,-24.3799991607666,NA,NA,"Herbáceo. Terrestre.; Em encosta íngreme, interior da floresta, próximo a riacho.",UEC052743,UEC052743,NA,NA,"2024",Pteridophyta,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.6300010681152,-23.5400009155273,"1612",2020-12-04 13:18:52-03,UDESC,LUSC,"5359",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,"S.A.P.Godoy; G.M.P.Ferreira , R.J.F.Garcia & S.Honda","1995","01","16",Brasil,São Paulo,São Paulo,Parque Natural Municipal da Fazenda do Carmo. Trilha do campo de futebol.,-46.6300010681152,-23.5400009155273,NA,NA,NA,LUSC000844,LUSC000844,NA,NA,"312",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5499992370605,-23.1100006103516,"2026",2019-08-16 08:38:11-03,UTFPR,HCF,"3742",S,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,M.G. Caxambu,"2011","02","28",J.M. Franco,"2006","03","03",Brasil,SP,Atibaia,"Rodovia Fernão Dias, Km 47,5, Bairro do",-46.5499992370605,-23.1100006103516,NA,NA,"erva ciófila, com folha verde-clara, pilosa. Material fértil em espigueta.",NA,NA,NA,NA,NA,NA,"21675",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"2027",2019-08-16 08:38:14-03,UTFPR,HCF,"5518",S,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,M.G. Caxambu,"2011","02","28",J.M. Franco,"2007","07","28",Brasil,SP,Atibaia,"Rodovia Fernão Dias, Km 47,5, Bairro do",-46.5499992370605,-23.1100006103516,NA,NA,"semiciófila, terrestre, ca. 0,15 m de altura.",NA,NA,NA,NA,NA,NA,"21675",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"2257",2020-12-21 16:11:49-03,MBM,MBM,"318403",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Ferreira, J.L.","2008","04","22","Franco, J.M.","2006","03","03",Brazil,São Paulo,Atibaia,"Rodovia Fernão Dias Km 47,5",-46.5499992370605,-23.1100006103516,NA,NA,"Erva ciófila, com folhas verdes claras, piloso. Material fértil em spigueta",MBM318403,MBM318403,NA,NA,s.n.,NA,"21675",auto,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.3899993896484,-23.1800003051758,"2262",2020-12-21 16:11:49-03,MBM,MBM,"235385",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Salino, A.",NA,NA,NA,"Souza, V.C.; et al.; et al.","1996","06","01",Brazil,São Paulo,Nazaré Paulista,Estrada em torno da Represa de Atibainha,-46.3899993896484,-23.1800003051758,NA,NA,NA,MBM235385,MBM235385,NA,NA,"11212",NA,"18850",auto,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAZARÉ PAULISTA,"3532405"
-46.7799987792969,-24.1800003051758,"2356",2015-09-03 16:25:53-03,MNHN,RECOLNAT_MNHN_P,P01266483,PreservedSpecimen,NA,Pteridophyta,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,Wettstein|Schiffner,"1901","7","1",Brasil,São Paulo,Itanhaém,Ad Rio Mambu in districtu urbis Conceiao de Itanhaen,-46.7799987792969,-24.1800003051758,NA,NA,Herbier Christ 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266483' target='other'> <mi>dwc_moreinfo</mi></a>,P01266483,P01266483_01,"100",NA,NA,NA,"26998",auto,NA,NA,hb,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.7799987792969,-24.1800003051758,"2370",2015-09-03 16:25:53-03,MNHN,RECOLNAT_MNHN_P,P01266482,PreservedSpecimen,NA,Pteridophyta,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,Wettstein|Schiffner,"1901","7","1",Brasil,São Paulo,Itanhaém,Rio Bambu in districtu urbis Conceição do itanhaen,-46.7799987792969,-24.1800003051758,NA,NA,9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01266482' target='other'> <mi>dwc_moreinfo</mi></a>,P01266482,P01266482_01,"100",NA,NA,NA,"26998",auto,NA,NA,hb,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.6300010681152,-23.5400009155273,"2518",2020-09-29 14:53:06-03,UFPR,UPCB,"77741",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"Ferreira, G.M.P.",NA,NA,NA,"Pereira, F.G. | Garcia, R.J.F.","2012","07","19",Brasil,São Paulo,São Paulo,Parque Juliana de Carvalho Torres (COHAB Raposo Tavares).,-46.6300010681152,-23.5400009155273,NA,NA,Erva cespitosa. Soros verdes. Material excedente encaminhado a Depave-2 para reprodução em coleção viva..,UPCB0000880,UPCB0000880,NA,NA,"606",Polypodiophyta,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
