X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,locality,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"56",2015-10-22 10:02:39-02,UNIOESTE,UNOP,"5920",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Bianchini, R.S.; Kiyama, C.Y.; Proença, S.; Fozzar, R.C.; Ferreira, C.; Kiyama, C.Y.; Proença, S.; Fozzar, R.C.; Ferreira, C.","765","1995","09","26",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Epífita muito frequente. Pétalas azul celeste.,NA,NA,NA,Embu Guaçu Mata de Varzea do rio Embu Guaçu.,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9099998474121,-23.6000003814697,"82",2019-11-21 10:02:47-03,IBt,SP,"44425",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Kuhlmann, M",s.n.,"1940","10","14",NA,Brasil,São Paulo,Cotia,-46.9099998474121,-23.6000003814697,NA,NA,SP053010,SP053010,"Gehrt, A",Cultivado na capital de SP.,NA,NA,"23869",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.8499984741211,-23.6399993896484,"83",2019-11-21 10:02:47-03,IBt,SP,"426109",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Shirasuna, RT; et al.","313","2007","09","20",NA,Brasil,São Paulo,Embu,-46.8499984741211,-23.6399993896484,NA,NA,NA,NA,"Wanderley, MGL","Lote 5 Rodoanel Mário Covas, Trecho Sul",NA,NA,"6851",auto,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,EMBU DAS ARTES,"3515004"
-46.810001373291,-23.8299999237061,"84",2019-11-21 10:02:47-03,IBt,SP,"453345",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Wanderley, MGL; Simão Bianchini, R; Catharino, ELM",2089-A,"1993","09","03",NA,Brasil,São Paulo,Embu-Guaçu,-46.810001373291,-23.8299999237061,NA,NA,NA,NA,NA,NA,NA,NA,"15311",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.810001373291,-23.8299999237061,"85",2019-11-21 10:02:47-03,IBt,SP,"337822",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Simão Bianchini, R; et al.","765","1995","09","26",NA,Brasil,São Paulo,Embu-Guaçu,-46.810001373291,-23.8299999237061,NA,NA,SP053007,SP053007,"Wanderley, MGL",NA,NA,NA,"15311",auto,"2006","11","22",NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.8400001525879,-23.7099990844727,"86",2019-11-21 10:02:47-03,IBt,SP,"44418",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Gehrt, G",s.n.,"1940","10","15",NA,Brasil,São Paulo,Itapecerica da Serra,-46.8400001525879,-23.7099990844727,NA,NA,SP053009,SP053009,"Gehrt, G",Paiol do Meio.,NA,NA,"12011",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITAPECERICA DA SERRA,"3522208"
-46.560001373291,-23.6900005340576,"87",2019-11-21 10:02:47-03,IBt,SP,"6744",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Brade, AC","7199","1913","10","26",NA,Brasil,São Paulo,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,SP053005,SP053005,NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"88",2019-11-21 10:02:47-03,IBt,SP,"4571",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Gehrt, G",s.n.,"1920","09","28",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SP053008,SP053008,NA,Butantã.,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"89",2019-11-21 10:02:47-03,IBt,SP,"823",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Hoehne, FC",s.n.,"1917","10","31",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SP053006,SP053006,NA,Butantã.,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"90",2019-11-21 10:02:47-03,IBt,SP,"41895",S,Plantae,NA,NA,Bromeliaceae,Tillandsia,linearis,Tillandsia linearis,Vell.,"Handro, O",s.n.,"1939","10","20",NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,SP053011,SP053011,"Handro, O",Jardim Botânico,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
