X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,yearIdentified,monthIdentified,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,identifiedBy,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,order,NM_MUNICIP,CD_GEOCMU
-45.8400001525879,-23.5300006866455,"2",2020-12-11 11:39:01-03,UFMG,BHCB,"113363",PreservedSpecimen,Plantae,Dicotyledon,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,A.R.Lourenço,NA,NA,Paratypus,"Mattos, J; Mattos, N","14272","1967","11","29",Southern America,Brasil,São Paulo,"Estação Biológica de Boracéia, Perto do Rio Coruja.","Pequena árvore de 3m de altura.; Na mata.",BHCB038987,BHCB038987,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"3",2021-03-01 11:49:25-03,UFPE,UFP,"77550",PreservedSpecimen,Plantae,NA,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,A.R. Lourenço,"2014","12",isotype,"Mattos, J; Mattos, N","14272","1967","11","29",NA,Brasil,São Paulo,NA,Árvore 3m de altura.,UFP077550,UFP077550_01,Sãlesópolis,-45.8400001525879,-23.5300006866455,"18032",auto,"Lourenço, AR","10",NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"4",2019-11-13 11:26:36-03,USP,SPF,"71687",PreservedSpecimen,Plantae,NA,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,A.R.Lourenço,"2015","10",isotype,"Lemos, C",s.n.,"1928","12","12",NA,Brasil,São Paulo,Estação Biológica do Alto da Serra,NA,SPF00071687,NA,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Lourenço, AR","29",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"5",2019-11-13 11:26:36-03,USP,SPF,"67445",PreservedSpecimen,Plantae,NA,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,A.R.Lourenço,"2015","10",holotype,"Lemos, C",s.n.,"1928","12","12",NA,Brasil,São Paulo,Estação Biológica do Alto da Serra,NA,SPF00067445,NA,Santo André,-46.5299987792969,-23.6599998474121,"27258",auto,"Lourenço, AR","29",NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"7",2021-03-04 15:45:12-03,IF,SPSF,"46002",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,Coe-Teixeira,"2012","09",NA,J.B.Baitello & F.A.R.D.P.Arzolla & F.E.S.P.Vilela,"2581","2012","08","31",América do Sul,Brasil,SP,Núcleo Curucutu,"COLETA: Árvore mediana, 5 metros de altura.&nf;Frutos verdes, cúpula vermelha.;",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,J.B.Baitello,"06",NA,NA,NA,NA,Magnoliopsida,Myrtales,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"8",2021-03-04 15:45:12-03,IF,SPSF,"20058",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,NA,NA,NA,NA,S.A.P.Godoy,"738","1995","08","16",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú","COLETA: XLS: SPSFAntigo;",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,Myrtales,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"9",2021-03-04 15:45:12-03,IF,SPSF,"21724",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,NA,NA,NA,NA,R.J.F. Garcia,"1004","1996","12","19",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú","COLETA: XLS: SPSFAntigo;",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,Myrtales,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"10",2021-03-04 15:45:12-03,IF,SPSF,"29461",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,NA,NA,NA,NA,G.O.Romao,"643","2001","04","13",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú","COLETA: XLS: SPSFAntigo;",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,Myrtales,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"11",2021-03-04 15:45:12-03,IF,SPSF,"39654",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,Coe-Teix.,"1997","07",NA,P.Affonso & A.Rafael,"54","1997","07","08",América do Sul,Brasil,SP,"P.E.Serra do Mar, Núcleo Curucutu","COLETA: Arvoreta 2m, frutos verdes, cúpula vermelha; GEOGRAFIA: Borda da mata&nf;Trilha do Embú-Guaçú;",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,J.B.Baitello,"10",NA,NA,NA,NA,Magnoliopsida,Myrtales,SÃO PAULO,"3550308"
-46.733333,-23.983333,"12",2021-03-04 15:45:12-03,IF,SPSF,"29622",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Calyptranthes,serrana,Calyptranthes serrana,NA,NA,NA,NA,F.M.Souza,"45","2001","04","11",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú","COLETA: XLS: SPSFAntigo&nf;Floresta Ribeirinha Altomontana com Campo adjacente&nf;Arvoreta 3m altura; flores amarelas; GEOGRAFIA: Interior da mata;",NA,NA,São Paulo,-46.733333,-23.983333,NA,NA,NA,NA,NA,NA,"800","800",Magnoliopsida,Myrtales,SÃO PAULO,"3550308"
