X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,locality,occurrenceRemarks,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.3,-23.77,"10",2021-03-15 16:37:00-03,NY,NYBG,"413441",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,P. S. Green,O. Handro,"1968","07","25",Brazil,São Paulo,Bertioga,-46.3,-23.77,NA,NA,NA,NA,NY00413441,NY00413441_01,"Paranapiacaba (via férrea Sao Paulo-Santos), Estaçao Biológica",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637401' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,"2062",Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-47.29359,-24.01321,"86",2020-11-04 12:17:21-03,ESALQ,ESA,"128149",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,"Sampaio, D","Delfini, C.","2013","03","30",Brasil,São Paulo,Tapiraí,-47.29359,-24.01321,"-47.29359","-24.01321","514","514",ESA128149,NA,"Região da UHE Fumaça, trilha do Chagas. Floresta Ombrófila Densa, à margem esquerda do rio Juquiá.","Indivíduo jovem, ca. 6m alt.","2018",NA,NA,"899.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.9199981689453,-24.3799991607666,"95",2020-11-04 12:17:21-03,ESALQ,ESA,"109660",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,ESA109660,ESA109660,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,NA,NA,"30236.0",Magnoliophyta,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-45.183333,-23.4,"130",2021-03-01 16:37:22-03,UNICAMP,UEC,"200123",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC177671,UEC177671,Parque Estadual da Serra do Mar,Parcela M - Projeto Biota-FAPESP. Árvore com 10 metros de altura. Frequência da espécie na parcela: n=19,NA,NA,NA,M395,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-45.183333,-23.4,"131",2021-03-01 16:37:22-03,UNICAMP,UEC,"200493",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Ramos, E","Pereira, LS; Belinello, R; Gomes, JAMA","2007","12",NA,Brazil,São Paulo,São Luiz do Paraitinga,-45.183333,-23.4,"-45.183333","-23.4","990","1045",UEC158051,UEC158051,Parque Estadual da Serra do Mar,"Parcela N - Projeto Biota-FAPESP. Árvore com 5.5 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica","2017",NA,NA,N1235,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
-46.6300010681152,-23.5400009155273,"216",2020-12-21 16:37:58-03,MBM,MBM,"169470",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,"Sobral, M.; Pirani, J.R.","Rossi, L.",NA,NA,NA,Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM169470,MBM169470,"Reserva Florestal da Cidade, Universidase Armando de Salles de Oliveira",NA,NA,NA,NA,s.n.,NA,NA,Southern America,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46,-23.5833333,"262",2016-10-21 16:29:00-02,MO,MOBOT,"3393521",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,J.A.Lombardi (HRCB),Alwyn H. Gentry,"1987","2",NA,Brazil,São Paulo,NA,-46,-23.5833333,NA,NA,"860.00000000",NA,NA,NA,"Boraceia, betweenMoji das Cruzes and Birtiba-mirim, crest of Serra do mar. Trnasect 8.",NA,NA,NA,NA,Gentry 4663,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,"1",NA,BIRITIBA MIRIM,"3506607"
-46.9333333,-24.25,"266",2016-10-21 16:22:00-02,MO,MOBOT,"412418",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S. Green,J.A.Lombardi (HRCB),"Alwyn H. Gentry|Dias, A. Cecilio|G.A. Franco","1987","9","3",Brazil,São Paulo,NA,-46.9333333,-24.25,NA,NA,"560.00000000",NA,NA,NA,"Carlos Botelho State Park, Riberão Branco, Km 55, ca. 23 km S of Park Headquarters. Transect 4",NA,NA,NA,NA,Gentry 58907,NA,NA,South America,NA,NA,NA,NA,NA,NA,87-200,"3",NA,PERUÍBE,"3537602"
-46.5299987792969,-23.6599998474121,"320",2019-11-13 11:27:38-03,USP,SPF,"81804",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Lombardi, JA","Handro, O","1968","07","25",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,SPF00081804,SPF00081804,"Reserva Biológica Alto da Serra de Paranapiacaba, Paranapiacaba (via estação férrea São Paulo - Santos).",NA,"2015","09",NA,"2062",NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"321",2019-11-13 11:27:38-03,USP,SPF,"32143",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Lombardi, JA","Rossi, L","1979","08","07",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00032143,SPF00032143,Butantã. Mata da Reserva da Cidade Universitária Armando de Salles Oliveira - USP. Área 1.,NA,"2014","09",NA,"15",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"322",2019-11-13 11:27:38-03,USP,SPF,"32167",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Lombardi, JA","Rossi, L","1979","08","30",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00032167,SPF00032167,Butantã. Mata da Reserva da Cidade Universitária Armando de Salles Oliveira - USP. Área 1.,NA,"2014","09",NA,"44",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"323",2019-11-13 11:27:38-03,USP,SPF,"78095",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Lombardi, JA","Rossi, L","1992",NA,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00078095,SPF00078095,"Cidade Universitária Armando de Salles Oliveira, Mata da Reserva Florestal.",NA,"2015","09",NA,s.n.,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"324",2019-11-13 11:27:38-03,USP,SPF,"112293",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Lombardi, JA","Cruz, AMR","1976","08","23",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00112293,SPF00112293,Parque do Morumbi.,NA,"2014","09",NA,s.n.,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.956771,-23.695816,"337",2019-01-25 15:35:35-02,IAC,IAC,"43225",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan; M. Siqueira & E. Furlan","2000","06","13",Brasil,São Paulo,Cotia,-46.956771,-23.695816,"-46.956771","-23.695816",NA,NA,NA,NA,"Morro Grande, Reserva, área B, indivíduo B 27.4",NA,"2000","06","13","3518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.64,-23.55,"357",2019-11-01 15:07:19-03,UnB,UB,"185238",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Rossi, L","Rossi, L","1979","08","07",Brasil,São Paulo,São Paulo,-46.64,-23.55,"-46.64","-23.55",NA,NA,NA,NA,"Butantã, Mata da Reserva da Cidade Universitária Armando Salles Oliveira- USP, área 1.","Árvore, 6-7m alt., DAP= 12cm, flores verde-claras, perfumadas, frutos vináceos a negros.; Mata de Reserva.&nf;&nf;Árvore, 6-7m alt., DAP= 12cm, flores verde-claras, perfumadas, frutos vináceos a negros.","1995",NA,NA,"15",Dicotyledoneae,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.769722,-23.453056,"373",2021-03-04 15:46:38-03,IF,SPSF,"39382",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,((Vell.)) P.S.Green,J.A.Lombardi,F.M.Souza & R.C.Sousa & J.B.Silva & Z.S.Costa,"2007","07","26",Brasil,SP,São Paulo,-46.769722,-23.453056,NA,NA,"962","962",NA,NA,Parque Estadual do Jaraguá,"COLETA: Árvore, 7m. Flores verde-claro.; GEOGRAFIA: Trilha do Mauro.;","2015","09","01","869",Magnoliophyta,Scrophulariales,América do Sul,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"382",2021-03-04 15:46:38-03,IF,SPSF,"14098",PreservedSpecimen,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,((Vell.)) P.S.Green,F.P.Gomes,J.A.Pastore,"1989","11","06",Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,Serra da Cantareira - Pinheirinho,"COLETA: Árvore com 6 m de altura, e 10,8 cm de diâmetro. Flores diminutas.; GEOGRAFIA: Área 2, Linha 3, Ponto 1, árvore 36.;",NA,NA,NA,"339",Magnoliophyta,Scrophulariales,América do Sul,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.316667,-23.783333,"403",2019-11-21 10:12:45-03,IBt,SP,"212618",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Sugiyama, M","Sugiyama, M; et al.","1986","10","07",Brasil,São Paulo,Santo André,-46.316667,-23.783333,"-46.316667","-23.783333","750","900",NA,NA,E.B. do Alto da Serra de Paranapiacaba,"Árvore 5m., frutos verdes, picada quatro com a dezenove perto de Ficus","1994","04","05","688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.810001373291,-23.8299999237061,"406",2020-10-08 08:53:40-03,IBt,SP,"337625",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,NA,"Simão Bianchini, R","1996","09","03",Brasil,São Paulo,Embu-Guaçu,-46.810001373291,-23.8299999237061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1023",NA,NA,NA,NA,NA,"15311",auto,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.1883010864258,-23.5228004455566,"408",2020-10-15 10:09:14-03,IBt,SP,"339363",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,NA,"Nicolau, SA","1996","07","20",Brasil,São Paulo,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1125",NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.1883010864258,-23.5228004455566,"409",2020-10-15 10:09:14-03,IBt,SP,"340245",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,NA,"Nicolau, SA","1996","09","27",Brasil,São Paulo,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1190",NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.5299987792969,-23.6599998474121,"412",2019-11-21 10:12:45-03,IBt,SP,"859",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Sugiyama, M","Schwebel, E","1994","04","05",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"413",2019-11-21 10:12:45-03,IBt,SP,"15891",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Sugiyama, M","Lemos, D","1923","08",NA,Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,"1994","04","05",s.n.,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"414",2019-11-21 10:12:45-03,IBt,SP,"105936",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,"Sugiyama, M","Handro, O","1968","07","25",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","Árvore pequena da mata, de ca. 4,50m de alt., flores pálido verde amarelentas, muito aromáticas","1994","04","05","2062",NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"415",2020-09-24 08:25:29-03,IBt,SP,"328522",S,Plantae,Oleaceae,Chionanthus,filiformis,Chionanthus filiformis,(Vell.) P.S.Green,NA,"Rossi, L","1979","08","07",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
