X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,typeStatus,fieldNumber,individualCount,relationshipType,sex,NM_MUNICIP,CD_GEOCMU
-47.61,-23.101389,"255",2018-04-26 15:49:27-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Simão-Bianchini, R","Moura, C",s.n.,"1963","06","02",Southern America,Brazil,São Paulo,NA,"Registro, Sao Paulo, Registro.",-47.61,-23.101389,NA,"usbgn; Trepadeira, flores alvas, frutos maduros.","CONV000464,SING0127923",NA,(L.) Urban,NA,NA,"1991","03","30",NA,NA,NA,"-47.61","-23.101389",NA,NA,NA,NA,NA,NA,PORTO FELIZ,"3540606"
-46.6300010681152,-23.5400009155273,"320",2019-11-13 11:18:19-03,USP,SPF,"15347",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Operculina,macrocarpa,Operculina macrocarpa,"Simão-Bianchini, R","Hoehne, W",s.n.,"1954","05","03",NA,Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,SPF00015347,SPF00015347,(L.) Urb.,NA,NA,"2000","02",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
