X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,fieldNumber,imagecode,individualCount,class,infraspecificEpithet,typeStatus,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"3",2019-02-15 11:33:18-02,IPA,IPA,"9108",S,Plantae,Plantae,NA,Araceae,Xanthosoma,riedelianum,Xanthosoma riedelianum,(Schott) Schott,"Pickel, B.","4645","1940","06","18",Southern America,Brasil,Horto Florestal.,NA,NA,IPA0009108,Toledo,"1943","03","23",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"16",2019-11-21 09:59:18-03,IBt,SP,"43085",S,Plantae,NA,NA,Araceae,Xanthosoma,riedelianum,Xanthosoma riedelianum,(Schott) Schott,"Pickel, B","4645","1940","06","18",NA,Brasil,Cultivado no Horto por Leopoldo Paz.,NA,NA,SP049946,"Toledo, JMF","1943","01","30",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,SP049946,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
