X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,fieldNumber,individualCount,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.883333,-23.183333,"15",2016-07-05 11:14:19-03,FFCLRP,LBMBP,"248",S,Plantae,NA,NA,Orchidaceae,Oncidium,praetextum,Oncidium praetextum,Rchb.f.,E.R. Pansarin,NA,NA,NA,NA,NA,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,E.R. Pansarin,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.883333,-23.183333,"16",2016-07-05 11:14:19-03,FFCLRP,LBMBP,"614",S,Plantae,NA,NA,Orchidaceae,Oncidium,praetextum,Oncidium praetextum,Rchb.f.,E.R. Pansarin,NA,NA,NA,NA,NA,Brasil,São Paulo,Jundiaí,NA,-46.883333,-23.183333,NA,NA,NA,NA,NA,NA,E.R. Pansarin,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5499992370605,-23.1100006103516,"24",2021-03-01 16:20:15-03,UNICAMP,UEC,"63171",S,Plantae,Liliopsida,NA,Orchidaceae,Gomesa,praetexta,Gomesa praetexta,(Rchb.f.) M.W.Chase & N.H.Williams,"Bernacci, LC","28435",NA,NA,NA,NA,Brazil,São Paulo,Atibaia,Parque Municipal da Grota Funda.,-46.5499992370605,-23.1100006103516,"900","1400",NA,"Epífita ca. 0,3 - 0,5 m alt., flores amarelo-ferrugíneas.; Mata mesófila de altitude com afloramentos rochosos no interior ou expostos.",UEC017574,UEC017574,"Meneguzzo, TEC",NA,NA,"2015",NA,NA,"21675",auto,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.5499992370605,-23.1100006103516,"25",2021-03-01 16:20:15-03,UNICAMP,UEC,"63173",S,Plantae,Liliopsida,NA,Orchidaceae,Gomesa,praetexta,Gomesa praetexta,(Rchb.f.) M.W.Chase & N.H.Williams,"Bernacci, LC","28436",NA,NA,NA,NA,Brazil,São Paulo,Atibaia,Parque Municipal da Grota Funda.,-46.5499992370605,-23.1100006103516,"900","1400",NA,"Epífita ca. 0,3 - 0,5 m alt., flores amarelo-ferrugíneas.; Mata mesófila de altitude com afloramentos rochosos no interior ou expostos. Ocorrente no interior da mata mesófila de altitude.",UEC017573,UEC017573,"Meneguzzo, TEC",NA,NA,"2015",NA,NA,"21675",auto,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.9099998474121,-23.6000003814697,"26",2019-08-20 10:00:46-03,UNICAMP,UEC,"140325",S,Plantae,Liliopsida,NA,Orchidaceae,Gomesa,praetexta,Gomesa praetexta,(Rchb.f.) M.W.Chase & N.H.Williams,"Faria, AD",s.n.,NA,NA,NA,NA,Brazil,São Paulo,Cotia,NA,-46.9099998474121,-23.6000003814697,NA,NA,NA,Cultivado na casa de vegetação da Unicamp.,UEC001866,UEC001866,"Meneguzzo, TEC",NA,NA,"2015",NA,NA,"23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
-46.8800010681152,-23.1800003051758,"27",2019-08-20 10:00:46-03,UNICAMP,UEC,"137624",S,Plantae,Liliopsida,NA,Orchidaceae,Gomesa,praetexta,Gomesa praetexta,(Rchb.f.) M.W.Chase & N.H.Williams,s/ coletor,s.n.,"2005","01",NA,NA,Brazil,São Paulo,Jundiaí,Orquidário do Vico,-46.8800010681152,-23.1800003051758,NA,NA,NA,Data de floração: 1.2005. Material coletado para extração de DNA.,UEC076029,UEC076029,"Meneguzzo, TEC",NA,NA,"2015",NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.192833,-23.485583,"95",2019-11-21 10:12:53-03,IBt,SP,"406519",S,Plantae,NA,NA,Orchidaceae,Brasilidium,gravesianum,Brasilidium gravesianum,(Rolfe) Campacci,"Rodrigues, VT; Vinhos, F","55","2006","04",NA,NA,Brasil,São Paulo,Mogi das Cruzes,"Serra do Itapeti, Parque Natural Municipal Francisco Afonso de Mello - Chiquinho Veríssimo",-46.192833,-23.485583,"868","868",NA,NA,NA,NA,"Mamede, MCH","-46.192833","-23.485583","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.195639,-23.487917,"96",2019-11-21 10:12:53-03,IBt,SP,"406523",S,Plantae,NA,NA,Orchidaceae,Brasilidium,gravesianum,Brasilidium gravesianum,(Rolfe) Campacci,"Rodrigues, VT; Vinhos, F","54","2006","04",NA,NA,Brasil,São Paulo,Mogi das Cruzes,"Serra do Itapeti, Parque Natural Municipal Francisco Afonso de Mello - Chiquinho Veríssimo",-46.195639,-23.487917,"856","856",NA,NA,NA,NA,"Mamede, MCH","-46.195639","-23.487917","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.201114,-23.481681,"97",2019-11-21 10:12:53-03,IBt,SP,"406589",S,Plantae,NA,NA,Orchidaceae,Brasilidium,gravesianum,Brasilidium gravesianum,(Rolfe) Campacci,"Rodrigues, VT; Vinhos, F","90","2006","04",NA,NA,Brasil,São Paulo,Mogi das Cruzes,"Serra do Itapeti, Parque Natural Municipal Afonso de Mello-Chiquinho Veríssimo",-46.201114,-23.481681,"1134","1134",NA,NA,NA,NA,"Mamede, MCH","-46.201114","-23.481681","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.9099998474121,-23.6000003814697,"120",2019-11-21 10:13:20-03,IBt,SP,"343357",S,Plantae,NA,NA,Orchidaceae,Gomesa,praetexta,Gomesa praetexta,(Rchb.f.) M.W.Chase & N.H.Williams,"Catharino, ELM",s.n.,"2000","04",NA,NA,Brasil,São Paulo,Cotia,Reserva Florestal de Morro Grande,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869",auto,NA,NA,NA,NA,NA,NA,COTIA,"3513009"
