X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,recordNumber,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-47.102222,-23.515556,"17",2020-08-31 08:54:57-03,INPA,INPA,"224708",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Bertoni, JEA","2002","08","27",Southern America,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Macieira, L2, P15.",NA,NA,NA,INPA0224708,Dicotyledon Asterids,Ericales,T.D.Penn.,"Faria, AD de","819",INPA0224708 INPA0224708_e,Campinas,-47.102222,-23.515556,"854","854",NA,"2009","11","-47.102222","-23.515556",NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-47.102222,-23.515556,"18",2020-08-31 08:54:57-03,INPA,INPA,"224707",S,Plantae,Sapotaceae,Pouteria,oxypetala,Pouteria oxypetala,"Bertoni, JEA","2000","12","17",Southern America,Brasil,São Paulo,"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L8, P7.",NA,NA,NA,INPA0224707,Dicotyledon Asterids,Ericales,T.D.Penn.,"Faria, AD de","293",INPA0224707 INPA0224707_e,Campinas,-47.102222,-23.515556,"854","854",NA,"2009","11","-47.102222","-23.515556",NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
