X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,individualCount,occurrenceRemarks,geoFlag,continentOcean,preparationType,barcode,imagecode,class,typeStatus,dayIdentified,fieldNumber,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-45.889778,-23.653806,"75",2020-04-07 16:32:49-03,IAC,IAC,"5864",S,Plantae,NA,NA,Solanaceae-8.Solanoideae,Solanum,latiflorum,Solanum latiflorum,Bohs,J.R. Stehmann & L.L. Giacomin,"2011","09",A.S. Lima,s/nº,"1940","11","27",Brasil,São Paulo,Salesópolis,"Estação Experimental de Boracéia/Estação Experimental de Quina (atual Estação Biológica de Boracéia, Museu de Zoologia/USP)",-45.889778,-23.653806,"-45.889778","-23.653806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,SALESÓPOLIS,"3545001"
-45.439998626709,-23.3700008392334,"93",2019-12-12 10:04:03-03,IBt,SP,"205255",S,Plantae,NA,NA,Solanaceae,Solanum,latiflorum,Solanum latiflorum,Bohs,NA,NA,NA,"Barros, F","1234","1985","12","14",Brasil,São Paulo,Natividade da Serra,NA,-45.439998626709,-23.3700008392334,NA,NA,"28529",NA,NA,NA,NA,auto,NA,NA,SP116552,SP116552,NA,NA,NA,NA,NA,NATIVIDADE DA SERRA,"3532306"
