X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,minimumElevationInMeters,maximumElevationInMeters,imagecode,typeStatus,class,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-46.621883,-23.654505,"3",2021-03-15 16:37:00-03,NY,NYBG,"720649",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,NA,W. Hoehne,s.n.,"1944","12","19",South America,Brazil,São Paulo,NA,Parque do Estado de São Paulo.,-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519305' target='other'> <mi>dwc_moreinfo</mi></a>,NY00720649,NA,NA,NY00720649_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.1700000762939,"11",2020-12-20 21:19:23-03,UFV,VIC,"11161",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk. ex S. Hoore,"Coelho, R.L.S.","Silva, A.F. da; Capellari Jr.; L.","1533","1986","12","12",NA,Brasil,São Paulo,São José dos Campos,Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,"Árvore de até 8m, botões florais jovens de cor verde, casca pêssego, lenho creme, súber liso.",VIC011161,NA,NA,VIC011161,NA,NA,"2014","39297",auto,"04","24",NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"12",2019-11-21 14:44:58-03,UFJF,CESJ,"240",PreservedSpecimen,Plantae,Angiosperma,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,R.L.G. Coelho,L. Krieger,CESJ240,"1942","12","01",América do Sul,Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,"Árvore com flores verde-esbranquiçadas, frutos vermelhos comestíveis. Mato.",CESJ000240,NA,NA,NA,NA,NA,"2014","53584",auto,"04","24",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8800010681152,-23.1700000762939,"13",2021-03-01 16:40:39-03,UNICAMP,UEC,"53249",S,Plantae,Magnoliopsida,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,"Ferrucci, MS","Silva, AF; Capellari Jr, L","1533","1986","12","12",NA,Brazil,São Paulo,São José dos Campos,Reserva florestal de boa vista,-45.8800010681152,-23.1700000762939,NA,"Árvore de até 8m, botões florais jovens de cor verde, casca pêssego, lenho creme, suber liso.",UEC159769,NA,NA,UEC159769,NA,NA,"1997","39297",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"14",2021-03-01 16:40:39-03,UNICAMP,UEC,"14291",S,Plantae,Magnoliopsida,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,"Ferrucci, MS","Handro, O",s.n.,"1939","02","15",NA,Brazil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,"Árvore pequena, com flores alvas.; Nativa.",UEC159768,NA,NA,UEC159768,NA,NA,"2005","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6333,-23.6,"39",2020-09-12 05:00:02-03,US,US,"2700623",PreservedSpecimen,Plantae,NA,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,"Coelho, R. L. G.",C. G. Fonseca,"26","1961","3","1",South America - Neotropics,Brazil,São Paulo,NA,"Parque do Estado (on old maps Parque de Agua Funda) grounds of the Instituto de Botânica, ca. 10 km S and 0.8 km E of center of São Paulo (Praça de Sé).",-46.6333,-23.6,NA,NA,US00761494,"760",NA,US00761494_01,NA,Dicotyledonae,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"43",2019-11-13 11:31:26-03,USP,SPF,"11391",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,"Ferrucci, MS","Hoehne, W",s.n.,"1944","12","15",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,SPF00011391,NA,NA,NA,NA,NA,"1997","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"44",2019-11-13 11:31:26-03,USP,SPF,"11415",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,"Ferrucci, MS","Hoehne, W",s.n.,"1944","12","19",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,SPF00011415,NA,NA,NA,NA,NA,"2005","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"45",2019-11-13 11:31:26-03,USP,SPF,"13416",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,"Ferrucci, MS","Hoehne, W",s.n.,"1945","03","21",NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,SPF00013416,NA,NA,NA,NA,NA,"1997","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"53",2021-03-04 15:46:32-03,IF,SPSF,"00752",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,M.S.Ferrucci,D.Bento Pickel,NA,"1943","11","17",América do Sul,Brasil,SP,São Paulo,Arboreto de Vila Amália,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: cuncum; GEOGRAFIA: Quadra 12 número 11;",NA,NA,NA,NA,NA,Magnoliopsida,"1997","53584",auto,"12","30",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"54",2021-03-04 15:46:32-03,IF,SPSF,"00549",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,M.S.Ferrucci,D.Bento Pickel,NA,"1943","01","01",América do Sul,Brasil,SP,São Paulo,bairro de Santo Amaro,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Na mata&nf;Nome popular: cuncum;",NA,NA,NA,NA,NA,Magnoliopsida,"1997","53584",auto,"12","30",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"55",2021-03-04 15:46:32-03,IF,SPSF,"16623",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,M.S.Ferrucci,L.G.Tenente,NA,"1993","10","29",América do Sul,Brasil,SP,São Paulo,bairro de Vila Rosa,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m altura; frutos imaturos esverdeados.; GEOGRAFIA: Fundos da mata do P.E.Alberto Löfgren.;",NA,NA,NA,NA,NA,Magnoliopsida,"1997","53584",auto,"12","30",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"56",2021-03-04 15:46:32-03,IF,SPSF,"03755",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,M.S.Ferrucci,F.Lopes,"486","1935","03","01",América do Sul,Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: pé-de-galinha;",NA,NA,NA,NA,NA,Magnoliopsida,"1997","53584",auto,"12","30",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"57",2021-03-04 15:46:32-03,IF,SPSF,"07515",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Allophylus,melanophloeus,Allophylus melanophloeus,Radlk.,G.V.Somner,L.Gonzaga,"659","1940","02","01",América do Sul,Brasil,SP,São Paulo,Vila Amália,-46.6300010681152,-23.5400009155273,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: cuncum&nf;Frutos em fevereiro;",NA,NA,NA,NA,NA,Magnoliopsida,"1997","53584",auto,"10","08",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
