X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,recordNumber,continentOcean,locality,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,typeStatus,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,sex,NM_MUNICIP,CD_GEOCMU
-46.7433,-23.9911,"145",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0015608,PreservedSpecimen,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,NA,NA,NA,NA,Ferreira et al.,"1996","3","28",Brazil,Sao Paulo,Sao Paulo,-46.7433,-23.9911,NA,NA,NA,NA,"62",NA,"Parque Estadual da Serra do Mar, Nucleo Curucutu. Dist. de Marsilac.",NA,NA,"robust-campo type; Arbusto, 0.5m alto; frutos verdes.",Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.616667,-23.533333,"146",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0015607,PreservedSpecimen,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,L. R. Landrum,NA,NA,NA,"R. Simao Bianchini; R. J. F. Garcia, S. A. P. Godoy, S. J. de Sordi","1996","1","18",Brazil,Sao Paulo,NA,-46.616667,-23.533333,NA,NA,NA,NA,"907",NA,"Mun. de Sao Paulo, Capital. Parque Estadual da Serra do Mar, Nucleo Curucutu.",NA,NA,Subarbusto 1.0 m alt. Flores creme.,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.305,-23.779444,"231",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0015610,PreservedSpecimen,Plantae,Myrtaceae,Psidium,spathulatum,Psidium spathulatum,Mattos,L. R. Landrum,NA,NA,NA,Oswaldo Handro,"1970","5","10",Brazil,Sao Paulo,NA,-46.305,-23.779444,NA,NA,NA,NA,"2138",NA,"Paranapiacaba, Est. Biologica.",NA,NA,"photo specimen; Arbusto do campo, de ca. 1.20 m de altura. Frutos maduros pequenos amarelados.",Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"612",2020-09-12 05:00:02-03,US,US,"1954394",PreservedSpecimen,Plantae,Myrtaceae,Psidium,salutare,Psidium salutare,(Kunth) O. Berg,NA,NA,NA,NA,B. J. Pickel & A. Pickel,"1948","6","15",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,US01889743,US01889743_01 US01889743_02,"3225",South America - Neotropics,In the Arboretum.,NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,"53584",auto,Dicotyledonae,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"637",2020-09-12 05:00:02-03,US,US,"2646773",PreservedSpecimen,Plantae,Myrtaceae,Psidium,spathulatum,Psidium spathulatum,Mattos,NA,NA,NA,NA,O. Handro,"1965","11","17",Brazil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,US01889757,US01889757_01 US01889757_02,"545",South America - Neotropics,Estação Campo Grande (E.F.S.J.),NA,NA,NA,NA,Myrtales,NA,NA,NA,NA,"53584",auto,Dicotyledonae,NA,"1",NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"666",2019-11-13 11:27:24-03,USP,SPF,"71690",PreservedSpecimen,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Proença, C","2010",NA,NA,"Handro, O","1955","11","17",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,SPF00071690,NA,"545",NA,"Estação Campo Grande, E.F.S.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"1038",2019-11-21 10:12:38-03,IBt,SP,"49449",S,Plantae,Myrtaceae,Psidium,luridum,Psidium luridum,(Spreng.) Burret,"Sobral, M","1992",NA,NA,"Handro, O","1943","11","27",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,s.n.,NA,Bosque da Saúde.,NA,NA,"Planta campestre, flor alva.",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1039",2019-11-21 10:12:38-03,IBt,SP,"7354",S,Plantae,Myrtaceae,Psidium,luridum,Psidium luridum,(Spreng.) Burret,"Sobral, M","1992",NA,NA,"Brade, AC","1913","04","20",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"6298",NA,Moóca.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.743333,-23.991111,"1040",2019-11-21 10:12:38-03,IBt,SP,"334046",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Ferreira, GMP; et al.","1996","03","28",Brasil,São Paulo,São Paulo,-46.743333,-23.991111,"-46.743333","-23.991111",NA,NA,"62",NA,"Parque Estadual da Serra do Mar, Distrito de Marsilac, núcleo Curucutu, trilha do Mirante",NA,NA,"Arbusto 0,5m alt., frutos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"1045",2019-11-21 10:12:38-03,IBt,SP,"247467",S,Plantae,Myrtaceae,Psidium,ovale,Psidium ovale,(Spreng.) Burret,"Tuler, AC","2018","08",NA,"Kirizawa, M","1991","03","22",Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"2424",NA,"Reserva Florestal da SABESP, adjacente à Estação Biológica de Boracéia. Ca. de 2 km da Pedra de Boracéia, parte baixa do morro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
