X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,yearIdentified,locality,verbatimLongitude,verbatimLatitude,occurrenceRemarks,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,continentOcean,order,class,typeStatus,NM_MUNICIP,CD_GEOCMU
-47.4599990844727,-24.2800006866455,"4",2020-11-04 10:56:11-03,ESALQ,ESA,"116849",PreservedSpecimen,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Lírio, E.J.","Souza, V.C.","36331.0","2012","01","01",Brasil,São Paulo,Miracatu,-47.4599990844727,-24.2800006866455,"43974",ESA116849,NA,auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-47.4599990844727,-24.2800006866455,"8",2020-11-04 10:56:11-03,ESALQ,ESA,"116879",PreservedSpecimen,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Lírio, E.J.","Souza, V.C.","36361.0","2012","01","01",Brasil,São Paulo,Miracatu,-47.4599990844727,-24.2800006866455,"43974",ESA116879,NA,auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.9900016784668,-24.3199996948242,"18",2021-03-01 16:35:44-03,UNICAMP,UEC,"40817",S,Plantae,Magnoliopsida,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,Peixoto,"Figueiredo, N; Rocha, DS; Ribeiro, R","15644","1983","11","06",Brazil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,"21922",UEC128064,UEC128064,auto,"1998",Reserva Estadual de Juréia,NA,NA,"Árvore de 6m de altura, botões verde-cremes, cachoeira grande.",NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-45.8400001525879,-23.5300006866455,"19",2021-03-01 16:35:44-03,UNICAMP,UEC,"139673",S,Plantae,Magnoliopsida,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Lirio, EJ","Kuhlmann, M","1720","1948","11","27",Brazil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",UEC128161,NA,auto,"2016",Boracea,NA,NA,Arbusto,NA,NA,"850","850",NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"24",2020-06-29 09:31:12-03,UFRRJ,RBR,"7462",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,NA,"A.L. Peixoto; O.L. Peixoto","2032",NA,NA,NA,Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",RBR00007462,NA,auto,NA,Reserva de Boraceia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"29",2020-06-29 09:31:12-03,UFRRJ,RBR,"7461",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,NA,"A.L. Peixoto; O.L. Peixoto","2033","1984","12","06",Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",RBR00007461,NA,auto,NA,Reserva de Boraceia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"30",2020-06-29 09:31:12-03,UFRRJ,RBR,"7458",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,NA,"A.L. Peixoto; O.L. Peixoto","2031","1984","12","06",Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",RBR00007458,NA,auto,NA,Reserva de Boraceia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"44",2021-03-04 15:44:24-03,IF,SPSF,"10942",PreservedSpecimen,Plantae,Magnoliophyta,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,A.L.Peixoto,E.J.Lirio,A.Custodio Filho,"2773","1986","10","18",Brasil,SP,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",NA,NA,auto,"2013","Casa Grande, E.B.Boraceia",NA,NA,"COLETA: XLS: SPSFAntigo;","05","22",NA,NA,América do Sul,Laurales,Magnoliopsida,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"50",2019-11-21 10:10:52-03,IBt,SP,"115986",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Peixoto, AL","Mattos, J","13884","1966","08","26",Brasil,São Paulo,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",SP001255,SP001255 SP001255_01,auto,"1982","Estação Biológica de Boracéia, Perto do rio Claro. Numa capoeira",NA,NA,"Pequena árvore 3,5 m alt.","08","30",NA,NA,NA,NA,NA,Holotype,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"51",2019-11-21 10:10:52-03,IBt,SP,"29813",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Peixoto, AL","Lemos, C",s.n.,"1931","10","19",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",SP048047,SP048047,auto,"1989","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",NA,NA,Árvore regular de flores alvas,"07",NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"52",2019-11-21 10:10:52-03,IBt,SP,"292991",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Lírio, EJ","Mariano Neto, E; et al.","48","1996","01","31",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,"27258",SP048048,SP048048,auto,"2016","Trilha construida pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo à Vila de Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"53",2019-11-21 10:10:52-03,IBt,SP,"1175",S,Plantae,NA,Monimiaceae,Mollinedia,boracensis,Mollinedia boracensis,Peixoto,"Lírio, EJ","Hoehne, FC",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",SP048046,SP048046,auto,"2013",Butantã.,NA,NA,NA,"05","24",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
