X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,class,identifiedBy,yearIdentified,monthIdentified,dayIdentified,relatedCatalogItem,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"25",2020-06-15 15:29:58-03,UNESP-RC,HRCB,"27806",PreservedSpecimen,Plantae,NA,NA,Celastraceae,Tontelea,martiana,Tontelea martiana,(Miers) A.C.Sm.,NA,"Izar, P.","1749",NA,Brasil,P.E. Intervales,NA,"Liana, ramo caído, frutos imaturos de cor amarela, flores amarelas <ll>dwc_commonname:</ll> Cipó de macaco",NA,NA,NA,"Lombardi, J.A.","2008","03",NA,NA,"1997","10","05",São Paulo,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"350","350","34059",auto,NA,NA,SETE BARRAS,"3551801"
-46.735,-23.835556,"26",2019-11-13 11:17:46-03,USP,SPF,"98582",PreservedSpecimen,Plantae,NA,NA,Celastraceae,Tontelea,martiana,Tontelea martiana,(Miers) A.C.Sm.,NA,"Godoy, SAP","237",NA,Brasil,NA,NA,NA,SPF00098582,NA,NA,"Lombardi, JA","2014","09",NA,NA,"1994","09","14",São Paulo,São Paulo,-46.735,-23.835556,"-46.735","-23.835556",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"31",2020-07-16 10:05:36-03,IBt,SP,"290280",S,Plantae,NA,NA,Celastraceae,Tontelea,martiana,Tontelea martiana,(Miers) A.C.Sm.,NA,"Godoy, SAP","237",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","09","14",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,SÃO PAULO,"3550308"
