X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.3899993896484,-23.9599990844727,"500",2021-03-04 15:45:40-03,IF,SPSF,"27765",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,NA,NA,NA,NA,NA,J.A.Pastore & C.Moura,"958","2001","02","16",Brasil,SP,São Vicente,"P.E.Xixova-Japui, Paranapua",-46.3899993896484,-23.9599990844727,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: em barranco frente ao mar&nf;;",NA,NA,Magnoliophyta,Myrtales,América do Sul,NA,NA,"25482",auto,Magnoliopsida,NA,NA,NA,SÃO VICENTE,"3551009"
-45.8400001525879,-23.5300006866455,"503",2021-03-04 15:45:40-03,IF,SPSF,"07212",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D. Legrand,O.T. Aguiar,"2017","12","12",J.Mattos,"13877","1966","08","26",Brasil,SP,Salesópolis,Estacão Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto 3m de altura, cálice e ovário avermelhado.; GEOGRAFIA: Próximo ao Rio Coruja, Mata ciliar.;",NA,NA,Magnoliophyta,Myrtales,América do Sul,NA,NA,"18032",auto,Magnoliopsida,NA,NA,NA,SALESÓPOLIS,"3545001"
-47.9199981689453,-24.3799991607666,"504",2021-03-04 15:45:40-03,IF,SPSF,"24822",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,NA,NA,NA,NA,NA,D.Sampaio,"155","1999","01","12",Brasil,SP,Sete Barras,Núcleo Saibadela,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Myrtales,América do Sul,NA,NA,"34059",auto,Magnoliopsida,NA,NA,NA,SETE BARRAS,"3551801"
-45.8400001525879,-23.5300006866455,"543",2020-08-26 10:50:15-03,MCN-FZBRS,HAS,"87602",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,boraceiensis,Siphoneugena boraceiensis,Mattos & N.Silveira,NA,NA,NA,NA,"Mattos, J.","14264","1967","11",NA,Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Perto do Rio Coruja, numa capoeirinha. Arbusto de 2,5m de alt. Frutos imaturos.",HAS0087602,NA,Magnoliophyta,NA,NA,NA,Holotypus,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"544",2020-08-26 10:50:15-03,MCN-FZBRS,HAS,"87605",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,boraceiensis,Siphoneugena boraceiensis,Mattos & N.Silveira,NA,NA,NA,NA,"Mattos, J.","13870","1966","09",NA,Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Perto do Rio Coruja. Numa capoeira. Em local úmido. Arbusto ca. 1,5m de alt. Cálice e ovário avermelhado. Raminhos arroxeados.",HAS0087605,NA,Magnoliophyta,NA,NA,NA,Paratypus,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"545",2020-08-26 10:50:15-03,MCN-FZBRS,HAS,"87604",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,boraceiensis,Siphoneugena boraceiensis,Mattos & N.Silveira,NA,NA,NA,NA,"Mattos, J.","13877","1966","08",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia,",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,Perto do Rio Coruja. Numa capoeira. Arbusto ca. 3m de alt. Cálice e ovário avermelhado.,HAS0087604,NA,Magnoliophyta,NA,NA,NA,Paratypus,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"553",2019-11-21 10:12:39-03,IBt,SP,"157835",S,Plantae,Myrtaceae,Siphoneugena,boraceiensis,Siphoneugena boraceiensis,Mattos & N.Silveira,"Proença, C",NA,NA,NA,"Mattos, J","13870","1966","08","26",Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, Perto do rio Coruja. Numa capoeirinha. Lugar úmido",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Arbusto 1,5 m alt., raminhos arroxeados. Cálice e ovário avermelhados",SP001398,SP001398,NA,NA,NA,NA,Paratype,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"554",2020-11-05 09:52:28-03,IBt,SP,"79373",S,Plantae,Myrtaceae,Siphoneugena,gomesiana,Siphoneugena gomesiana,Mattos,"Mattos, JR","1964","08",NA,"Gomes, A",s.n.,"1964","02","24",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Numa capoeirinha",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,Arbusto 2 m alt.,SP001399,SP001399,NA,NA,NA,NA,Holotype,"27258",auto,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.8400001525879,-23.5300006866455,"563",2019-11-21 10:12:41-03,IBt,SP,"114195",S,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Franco, GADC","1987","05","06","Mattos, JR",s.n.,"1965","08","17",Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, perto da sede.",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Num cerrradinho. Em lugar úmido. Arbusto ca. 1,5m alt., com um fruto, apenas, imaturo.",NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"564",2019-11-21 10:12:41-03,IBt,SP,"157818",S,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Franco, GADC","1986","09","29","Mattos, J","13877","1966","08","26",Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, perto do rio Coruja. Numa capoeira.",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Arbusto 3m alt., cálice e ovário avermelhado.",NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"565",2019-11-21 10:12:41-03,IBt,SP,"59945",S,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Kirizawa, M","1991","09","03","Handro, O","1010","1962","03","08",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Estação de Campo Grande via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"Arbusto muito ramoso, ca. 1,80m de alt.",NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"566",2019-11-21 10:12:41-03,IBt,SP,"102966",S,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Sugiyama, M","1991",NA,NA,"Mattos, JR; Mattos, NF",14376A,"1966","12","27",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,"Na mata virgem, pequena árvore de 3m de alt., frutos maduros, amarelos",NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
