X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.3,-23.75,"4",2021-03-15 16:37:00-03,NY,NYBG,"405572",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,NA,NA,NA,NA,A. Gomes,s.n.,"1964","02","24",Brazil,São Paulo,NA,"Santo André, Paranapiacaba, Estaçao Biologica",-46.3,-23.75,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687169' target='other'> <mi>dwc_moreinfo</mi></a>,NY00405572,NY00405572_01,Magnoliophyta,Myrtales,South America,sheet,isotype,NA,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.6300010681152,-23.5400009155273,"66",2020-11-04 11:15:10-03,ESALQ,ESA,"119328",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,NA,"Mazine, F.F.",NA,NA,NA,"Colletta, G.D.","684.0","2012","07","03",Brasil,São Paulo,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Árvoreta, 4m, frutos esverdeados passando a avermelhados, flores brancas",ESA119328,NA,Magnoliophyta,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"390",2021-03-12 16:33:20-03,USP,SPF,"67449",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,gomesiana,Siphoneugena gomesiana,Mattos,NA,NA,NA,NA,"Gomes, A",s.n.,"1964","02","24",Brasil,São Paulo,Santo André,"Estação Biológica do Alto da Serra, Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,Numa capoeirinha. Arbusto de 2 m de altura.,SPF00067449,SPF00067449,NA,NA,NA,NA,isotype,"27258",auto,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.8400001525879,-23.5300006866455,"399",2019-11-13 11:27:24-03,USP,SPF,"65228",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Aguiar, OT","1997","03","25","Mattos, J","13877","1966","08","26",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00065228,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"400",2019-11-13 11:27:24-03,USP,SPF,"65229",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Aguiar, OT","1997","03","23","Mattos, J","14264","1967","11","29",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00065229,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"401",2019-11-13 11:27:24-03,USP,SPF,"65230",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Aguiar, OT","1997","03","23","Mattos, J","13870","1966","08","26",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,NA,SPF00065230,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.5299987792969,-23.6599998474121,"402",2019-11-13 11:27:24-03,USP,SPF,"85857",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,"Aguiar, OT","1997","03","25","Handro, O","1010","1962","03","08",Brasil,São Paulo,Santo André,"Estação Campo Grande, Estação Biológica.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,SPF00085857,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-45.8400001525879,-23.5300006866455,"470",2019-12-05 14:48:39-03,UFSCar,SORO,"7743",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,O.T.Aguiar,"1997","03","23",NA,"13870","1966","08","26",Brasil,São Paulo,Salesópolis,Estação Biológica de Boracéia. Perto do rio Coruja. Numa capoeirinha. Em lugar úmido.,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"Arbusto de 1,5m de altura. Raminhos arroxeados. Cálice e ovário avermelhados.",NA,NA,NA,NA,NA,NA,NA,"18032",auto,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.95,-23.266667,"493",2021-03-04 15:45:40-03,IF,SPSF,"47512",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D. Legrand,O.T.Aguiar,"2014","09","05",T.E. Barreto,"43","2013","01","11",Brasil,SP,Campos do Jordão,PEMCJ,-45.95,-23.266667,NA,NA,NA,NA,"COLETA: Árvore.; GEOGRAFIA: FOM/FOD, Altomontana;",NA,NA,Magnoliophyta,Myrtales,América do Sul,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,JACAREÍ,"3524402"
-46.6300010681152,-23.5400009155273,"499",2021-03-04 15:45:40-03,IF,SPSF,"12660",PreservedSpecimen,Plantae,Myrtaceae,Siphoneugena,reitzii,Siphoneugena reitzii,D.Legrand,M.F.Santos,"2012","08","15",O.T. Aguiar,"289","1988","12","09",Brasil,SP,São Paulo,Parque Estadual da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Margem de um riacho.&nf;Árvore 10m altura, botões florais verde-amarelados.; GEOGRAFIA: Núcleo Pinheirinho. Estrada do Pinheirinho, a 200 m da antiga L1m lado esquerdo de quem desce, as margens de um riacho.;",NA,NA,Magnoliophyta,Myrtales,América do Sul,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,SÃO PAULO,"3550308"
