X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,typeStatus,relatedCatalogItem,previousCatalogNumber,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-47.63,-24.32,"44",2021-03-15 16:37:00-03,NY,NYBG,"687463",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,J. A. Pastore,NA,NA,NA,E. L. M. Catharino,"1988","09","01",Brazil,São Paulo,Juquiá,NA,-47.63,-24.32,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875283' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687463,NY00687463_01,"1309",NA,NA,NA,NA,Magnoliophyta,Sapindales,South America,sheet,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.9199981689453,-24.3799991607666,"105",2020-11-04 11:14:01-03,ESALQ,ESA,"109926",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,NA,NA,NA,NA,NA,"Lima, R.A.F. ; Ivanauskas, N.M.","2010","02","27",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109926,ESA109926,"805.0",NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.9900016784668,-24.3199996948242,"106",2020-11-04 11:14:01-03,ESALQ,ESA,"11309",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Pastore, J.A.","1996","02","29","Souza, V.C.","1989","01","30",Brasil,São Paulo,Peruíbe,Estação Ecológica da Juréia,-46.9900016784668,-24.3199996948242,NA,NA,NA,ESA011309,ESA011309,"498.0",NA,NA,"21922",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-47.1300010681152,-23.2999992370605,"108",2020-11-04 11:14:01-03,ESALQ,ESA,"19575",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,"Pastore, J.A.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","03","16",Brasil,São Paulo,Cabreúva,"Mata da Casa Branca. 23o16'00,6S, 47o02'50,2W. Mata mesófila semidecídua.",-47.1300010681152,-23.2999992370605,NA,NA,"Árvore, 4 m alt.; frutos imaturos verdes. Borda.",ESA019575,ESA019575,"2170.0",NA,NA,"16877",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,CABREÚVA,"3508405"
-47.9199981689453,-24.3799991607666,"109",2020-11-04 11:14:01-03,ESALQ,ESA,"51990",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,no sub-bosque,ESA051990,ESA051990,"421.0","400","400","34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"110",2020-11-04 11:14:01-03,ESALQ,ESA,"109592",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109592,ESA109592,"29233.0",NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"111",2020-11-04 11:14:01-03,ESALQ,ESA,"109901",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109901,ESA109901,"29374.0",NA,NA,"34059",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5299987792969,-23.4599990844727,"119",2020-11-04 10:56:11-03,ESALQ,ESA,"136230",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,S. Honda,"2008",NA,NA,S. Honda,"2008","04","11",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,ESA136230,NA,"533.0",NA,NA,"26398",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-47.1300010681152,-23.5200004577637,"122",2020-11-04 11:14:01-03,ESALQ,ESA,"26928",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Souza, V.C.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","1993","07","21",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,ESA026928,ESA026928,"29.0",NA,NA,"15567",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.9900016784668,-24.3199996948242,"133",2020-11-04 11:14:01-03,ESALQ,ESA,"11399",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Pastore, J.A.","1996","02","29","Souza, V.C.","1988","10","02",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,ESA011399,ESA011399,"188.0",NA,NA,"21922",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"134",2020-11-04 11:14:01-03,ESALQ,ESA,"11419",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Pastore, J.A.","1996","02","29","Souza, V.C.","1988","10","25",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,ESA011419,ESA011419,"295.0",NA,NA,"21922",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"135",2020-11-04 11:14:01-03,ESALQ,ESA,"11481",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"Pastore, J.A.","1996","02","15","Souza, V.C. ; Abbud, V.","1988","10","10",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,ESA011481,ESA011481,"227.0",NA,NA,"21922",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.5499992370605,-23.1100006103516,"150",2020-12-20 21:18:29-03,UFV,VIC,"12025",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,NA,NA,NA,NA,"Bernacci, L.C.; et al.",NA,NA,NA,Brasil,São Paulo,Atibaia,Fazenda Grota Funda,-46.5499992370605,-23.1100006103516,NA,NA,"Àrvore com 3-4cm, frutos imaturos verdes.",VIC012025,VIC012025,s.n.,NA,NA,"21675",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-45.945278,-23.330333,"165",2021-03-01 16:35:40-03,UNICAMP,UEC,"161510",S,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,A.DC.,"Marchiori, NM","2011","12",NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","2011","01","05",Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual.,-45.945278,-23.330333,"-45.945278","-23.330333","Material vegetativo. Cerca de 5m de altura e 2 individuos distribuídos em ilha.; Floresta Ombrófila Densa Montana.",UEC039494,UEC039494,"532","999","999",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACAREÍ,"3524402"
-47.994167,-24.141667,"166",2021-03-01 16:35:40-03,UNICAMP,UEC,"128244",S,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,A.DC.,"Souza, VC",NA,NA,NA,"Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; et al.","2002","04","21",Brazil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Baras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP 139, Km69).",-47.994167,-24.141667,"-47.994167","-24.141667","Árvore de 3m de altura. Frutos imaturos verdes.; Floresta Ombrófila Densa Montana Ribeirinha (Rio Bonito).",UEC058309,UEC058309,"398",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.926389,-24.183611,"167",2021-03-01 16:35:40-03,UNICAMP,UEC,"134602",S,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,A.DC.,"Souza, VC",NA,NA,NA,"Bortoleto, S; Araújo, AO; Freire, RAP; Capretz, RL; Castellen, M; Rodrigues, RR; Sou","2002","04","22",Brazil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada eEstadusl São Miguel Arcanjo - Sete Barras (SP139 a 3,5 Km acima do Núcleo Sete Barras).Borda de Floresta.",-47.926389,-24.183611,"-47.926389","-24.183611","Árvore de 2m de alt. Fruto imaturo verde.; Floresta Ombrófila Densa Submontano.",UEC058328,UEC058328,"103","300","300",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5499992370605,-23.1100006103516,"196",2021-03-01 16:35:40-03,UNICAMP,UEC,"55171",S,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,A.DC.,"Pastore, JA","1996","08","19","Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Meira Neto, JAA; Tamashiro, JY","1987","05","04",Brazil,São Paulo,Atibaia,Fazenda Grota Funda.,-46.5499992370605,-23.1100006103516,NA,NA,"Arvoreta com 3-4 m de altura, frutos imaturos verdes.",UEC058321,UEC058321,"21090",NA,NA,"21675",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.8800010681152,-23.1800003051758,"198",2021-03-01 16:35:40-03,UNICAMP,UEC,"26828",S,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,A.DC.,"Pastore, JA","1996","11","21","Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","1981","11","07",Brazil,São Paulo,Jundiaí,Nativo na Mata da Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore até 8m de alt, flores creme.",UEC058316,UEC058316,"13113",NA,NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"199",2021-03-01 16:35:40-03,UNICAMP,UEC,"57988",S,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,A.DC.,NA,NA,NA,NA,"Franceschinelli, EV","1989","10","25",Brazil,São Paulo,Jundiaí,Serra do Japí.,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore de ca. 8m de altura, botão esverdeados, interior de mata.",UEC058311,UEC058311,"22531",NA,NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-47.6300010681152,-24.3199996948242,"456",2015-09-05 06:34:15-03,MNHN,RECOLNAT_MNHN_P,P04670568,PreservedSpecimen,NA,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,NA,NA,NA,NA,"Catharino, E.L.M.|Cordeiro, I.","1988","9","1",Brasil,São Paulo,Juquiá,NA,-47.6300010681152,-24.3199996948242,NA,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04670568' target='other'> <mi>dwc_moreinfo</mi></a>,P04670568,P04670568_01,NA,NA,NA,"32505",auto,NA,NA,NA,hb,NA,NA,NA,NA,NA,"1309",JUQUIÁ,"3526100"
-46.65,-23.55,"493",2017-01-10 05:16:00-02,MO,MOBOT,"3392927",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,"J.A. Pastore, 29-August-",NA,NA,NA,M. Kirizawa,"1994","8","29",Brazil,São Paulo,NA,"Cananeia, Parque Estadual da Ilha do Cardoso.",-46.65,-23.55,NA,NA,NA,NA,NA,Kirizawa 779,NA,NA,NA,NA,NA,NA,South America,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.9199981689453,-24.3799991607666,"530",2020-07-10 09:47:40-03,MBML,MBML-HERBARIO,"37381",NA,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C. DC.,J.A.Pastore/ 11-2006,NA,NA,NA,"N. M. Ivanauskas; R.T.Polisel, D. Souza, K.Pisciota, C.O.Silva & M.O.Silva.","2006","09","05",Brasil,São Paulo,Sete Barras,"Parque Esadual Carlos Botelho, parada 6.",-47.9199981689453,-24.3799991607666,NA,NA,"Arvoreta 6m, botões jovens e frutos imaturos verdes.",MBML037381,MBML037381,"6233",NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.1699981689453,-24.2800006866455,"640",2019-11-13 11:26:14-03,USP,SPF,"98192",PreservedSpecimen,Plantae,Meliaceae,Trichilia,pallens,Trichilia pallens,C.DC.,"Pastore, JA","1995","06","16","Romaniuc Neto, S","1994","05","04",Brasil,São Paulo,Itariri,Parque Estadual da Serra do Mar,-47.1699981689453,-24.2800006866455,NA,NA,NA,SPF00098192,SPF00098192,"1406",NA,NA,"15115",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITARIRI,"3523305"
