X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,class,relatedCatalogItem,fieldNumber,individualCount,relationshipType,sex,NM_MUNICIP,CD_GEOCMU
-46.618358,-23.646109,"46",2021-03-15 16:37:00-03,NY,NYBG,"469353",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,M. Kuhlmann,M. Kuhlmann,"3225","1946","06","26",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82482' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469353,NY00469353_01,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.618358,-23.646109,"100",2021-03-15 16:37:00-03,NY,NYBG,"469354",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,M. Kuhlmann,M. Kuhlmann,"3225","1946","06","26",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82483' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469354,NY00469354_01,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Laurales,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"157",2020-01-20 14:40:31-03,UPM,MACK,"853",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Ness) Mez,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","09",Brasil,SP,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.6300010681152,-23.5400009155273,"158",2020-01-20 14:40:31-03,UPM,MACK,"2836",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees & Mart.) Mez.,J. B. Baitello,R. Costa,"207","2005","10","18",Brasil,SP,São Paulo,Parque Tizo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"2005","12",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.9900016784668,-24.3199996948242,"238",2020-11-04 11:12:03-03,ESALQ,ESA,"62543",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,"Baitello, J.B.","Sampaio, D. et al.","62.0","1999","01","06",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,ESA062543,ESA062543,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.9900016784668,-24.3199996948242,"248",2020-11-04 11:12:03-03,ESALQ,ESA,"11536",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,"Baitello, J.B.","Souza, V.C.","199.0","1988","10","02",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,ESA011536,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-45.8800010681152,-23.1700000762939,"282",2020-12-20 21:18:04-03,UFV,VIC,"10934",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,NA,"Silva, A.F.","1290","1985","10","10",Brasil,São Paulo,São José dos Campos,"Flora da Reserva Florestal da Boa Vista, mata da represa.",-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"Árvore de ate 20 m, flores creme aromáticas.",VIC010934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-46.6300010681152,-23.5400009155273,"283",2020-12-20 21:18:04-03,UFV,VIC,"5866",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,NA,"Lemos, C.",s.n.,"1931","09","11",Brasil,São Paulo,São Paulo,Alto da serra mata da estação biológica,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore grande flores alvas.,VIC005866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.9375,-23.075,"284",2020-12-20 21:18:04-03,UFV,VIC,"10904",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,NA,"Silva, A.F.","1258","1985","10","08",Brasil,São Paulo,São José dos Campos,"Flora da Reserva Florestal da Boa Vista, Estrada do turvo.",-45.9375,-23.075,"-45.9375","-23.075",NA,NA,"Árvore de tae 15 m de altura, flores creme, estames aromaticos amrelos na beira de estrada.",VIC010904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
-45.8800010681152,-23.1700000762939,"285",2020-12-20 21:18:04-03,UFV,VIC,"11197",PreservedSpecimen,Plantae,Lauraceae,Ocotea,aciphylla,Ocotea aciphylla,(Nees) Mez,NA,"Silva, A.F.; Silva, S.M.","1573","1987","08","29",Brasil,São Paulo,São José dos Campos,Flora da Reserva Florestal da Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,"Árvore de ate 20 , madeira aromática casca e lenho creme,flores creme aromáticas.",VIC011197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39297",auto,NA,NA,NA,NA,NA,NA,NA,SÃO JOSÉ DOS CAMPOS,"3549904"
