X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,typeStatus,NM_MUNICIP,CD_GEOCMU
-46.5499992370605,-23.1100006103516,"11",2021-03-01 16:36:35-03,UNICAMP,UEC,"33960",S,Plantae,Myrtaceae,Myrcia,diaphana,Myrcia diaphana,(O.Berg) N.Silveira,"Meira Neto, JAA","1989","08","08","Marcondes-Ferreira, W","15059","1983","10","26",Brazil,São Paulo,Atibaia,Pedra Grande.,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,"Arbusto ca. 1,0m altura, botões brancacentos.",UEC117590,UEC117590,Magnoliopsida,NA,NA,NA,"21675",auto,NA,NA,ATIBAIA,"3504107"
-47.092482,-23.714883,"28",2020-11-23 11:39:24-03,IAC,IAC,"43133",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,diaphana,Myrcia diaphana,(O.Berg) N.Silveira,M.E.G. Sobral,"2012","06","08","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; E.L.M. Catharino; E.Q. Santos & E. Furlan","3426","2000","08","08",Brasil,São Paulo,Ibiúna,"Próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Pedro, indivíduo P 80.3",-47.092482,-23.714883,"-47.092482","-23.714883",NA,NA,sp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBIÚNA,"3519709"
