X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,class,relatedCatalogItem,infraspecificEpithet,relationshipType,fieldNumber,typeStatus,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"76",2019-08-20 09:59:09-03,UNICAMP,UEC,"140515",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,NA,NA,NA,NA,"Rocca, MA","7","2003","09","02",Brazil,São Paulo,Sete Barras,"Parque Estadual Carlos Botelho, Base, Trilha da Figueira.",-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,Flores rosas e azuis.,UEC018089,UEC018089,Liliopsida,NA,"34059",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.5499992370605,-23.1100006103516,"255",2019-10-04 16:06:56-03,MCN-FZBRS,HAS,"66202",PreservedSpecimen,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Strehl, T.","1999","04","05","Mattos, J.","26294","1961","11",NA,Brasil,São Paulo,Atibaia,Pedra Grande,-46.5499992370605,-23.1100006103516,NA,NA,"1100","1100",Sobre rochas. Flores vermelhas,HAS0066202,NA,Magnoliophyta,NA,"21675",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.6300010681152,-23.5400009155273,"258",2019-11-21 10:02:25-03,IBt,SP,"30782",S,Plantae,Bromeliaceae,Aechmea,gamosepala,Aechmea gamosepala,Wittm.,"Smith, LB","1934","12",NA,"Ostermeyer, R",s.n.,"1933","07","13",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
