X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,typeStatus,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.5800018310547,-23.3099994659424,"36",2021-03-01 16:38:38-03,UNICAMP,UEC,"130104",S,Plantae,Magnoliopsida,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Arzolla, FARDP","Arzolla, FARDP; et al.","195","2000","12","07",NA,Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, Região das Águas Claras.",-46.5800018310547,-23.3099994659424,NA,NA,NA,"Árvore 21m de altura, flores.",UEC157278,UEC157278,NA,NA,NA,NA,"2000","12","07","15840",auto,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.6300010681152,-23.5400009155273,"54",2020-12-21 16:42:07-03,MBM,MBM,"161758",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Pickel, D.B.","Cunha, M.A.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM161758,MBM161758,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"55",2020-12-21 16:42:07-03,MBM,MBM,"199269",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, H.","Koscinski, M.","60",NA,NA,NA,Southern America,Brazil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,MBM199269,MBM199269,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"82",2019-11-13 11:29:33-03,USP,SPF,"112343",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, HO","Cunha, MA",s.n.,"1952","01","28",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00112343,NA,NA,NA,NA,NA,"1959","06",NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"83",2019-11-13 11:29:33-03,USP,SPF,"82288",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Pickel, BJ","Cunha, MA","3","1959","12","21",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00082288,NA,NA,NA,NA,NA,"1959",NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"84",2019-11-13 11:29:33-03,USP,SPF,"71780",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, HO","Koscinski, M",s.n.,"1938","12",NA,NA,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00071780,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"85",2019-11-13 11:29:33-03,USP,SPF,"112344",PreservedSpecimen,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Sleumer, HO","Koscinski, M",s.n.,"1938","12",NA,NA,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00112344,NA,NA,NA,NA,NA,"1959","06",NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-47.062946,-23.725098,"92",2019-01-25 15:36:14-02,IAC,IAC,"43112",S,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; E.Q. Santos & E. Furlan","3405","2001","11","10",NA,Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko, indivíduo M 36.2",-47.062946,-23.725098,NA,NA,NA,NA,NA,NA,NA,"-47.062946","-23.725098",NA,"2001","11","10",NA,NA,NA,NA,NA,IBIÚNA,"3519709"
-46.6300010681152,-23.5400009155273,"104",2019-11-01 15:08:28-03,UnB,UB,"166178",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,"Plana, V","Koscinski, M",Herb56589,"1938","12",NA,Southern America,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"105",2019-05-06 12:01:54-03,UFU,HUFU,"8039",S,Plantae,NA,NA,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,Sleumer,Sleumer.,"Cunha, M.A.",s.n.,"1952","01","28",NA,Brasil,São Paulo,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,HUFU00020176,NA,NA,NA,NA,NA,"1959","06",NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"112",2021-03-04 15:45:51-03,IF,SPSF,"26138",PreservedSpecimen,Plantae,Magnoliophyta,Proteales,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,NA,NA,E.L.Silva,NA,"1999","12","01",América do Sul,Brasil,SP,São Paulo,Parque Estadual Alberto Löfgren,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: arboreto Bassotti, cultivada&nf;;",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,SÃO PAULO,"3550308"
-46.5800018310547,-23.3099994659424,"113",2021-03-04 15:45:51-03,IF,SPSF,"27472",PreservedSpecimen,Plantae,Magnoliophyta,Proteales,Proteaceae,Euplassa,cantareirae,Euplassa cantareirae,NA,NA,F.A.R.D.P.Arzolla,"195","2000","12","07",América do Sul,Brasil,SP,Mairiporã,"P.E.Cantareira, Região de Águas Claras",-46.5800018310547,-23.3099994659424,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,MAIRIPORÃ,"3528502"
