X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,coordinatePrecision,geoFlag,class,typeStatus,eventTime,fieldNumber,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-47.9199981689453,-24.3799991607666,"41",2020-11-04 11:03:30-03,ESALQ,ESA,"51963",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,NA,em clareira,ESA051963,ESA051963,Magnoliophyta,NA,"374.0",NA,"400","400",NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.54551,-24.1571,"42",2020-11-04 11:03:30-03,ESALQ,ESA,"128207",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,"Souza, V.C.","2013",NA,NA,"Bettinardi, M.L.","2013","04","02",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da Igrejinha",-47.54551,-24.1571,"-47.54551","-24.1571","arbusto. 1,8m de altura. Fruto baga, com cálice persistente, fruto amarelo, inflorescencia espiralada, folha diminuta nas ramificações",ESA128207,NA,Magnoliophyta,NA,"39.0",NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.9199981689453,-24.3799991607666,"46",2020-11-04 11:03:30-03,ESALQ,ESA,"62164",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,"Maltez, H.M.",NA,NA,NA,"Sampaio, D. et al.","1999","01","12",Brasil,São Paulo,Sete Barras,NA,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA062164,ESA062164,Magnoliophyta,NA,"167.0",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"50",2020-11-04 11:03:30-03,ESALQ,ESA,"109543",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109543,ESA109543,Magnoliophyta,NA,"30015.0",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.545556,-24.157222,"69",2021-03-01 16:26:58-03,UNICAMP,UEC,"180731",S,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,"Souza, VC","2013",NA,NA,"Bettinardi, ML; Moreno, VS; Girão, VJ; Oliveira, DB; Florido, FG; Braga, DPP","2013","04","02",Brazil,São Paulo,Tapiraí,"Reserva particular da Votorantim (CBA). UHE da Barra, UHE Serraria, trilha da igrejinha.",-47.545556,-24.157222,"-47.545556","-24.157222","Arbusto. 1,8m de altura. Fruto baga, com cálice persistente, fruto amarelo, inflorescência espiralada, folha diminuta nas ramificações.",UEC081303,UEC081303,Magnoliopsida,NA,"39",NA,"96","96",NA,NA,NA,NA,NA,NA,NA,NA,NA,JUQUIÁ,"3526100"
-47.9199981689453,-24.3799991607666,"79",2021-03-01 16:27:02-03,UNICAMP,UEC,"87092",S,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,"Stapf, MNS","2005","08","09","Scabia, A; et al.","1994","04","08",Brazil,São Paulo,Sete Barras,"Fazenda Intervales, Base Saibadela, trilha do rio, beira rio",-47.9199981689453,-24.3799991607666,NA,NA,"Árvore, 20 m de altura, muitos frutos vermelhos, poucos verdes",UEC082356,UEC082356,Magnoliopsida,NA,"212",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"80",2021-03-01 16:26:58-03,UNICAMP,UEC,"107761",S,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen.,NA,NA,NA,NA,"Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","1999","01","12",Brazil,São Paulo,Sete Barras,"Núcleo Saibadela (intervales), na trilha da encosta, atrás da casa de pesquisa, na coordenada aproximada de 24º 13' 31'' S 48º 12' 51'' W.",-47.9199981689453,-24.3799991607666,NA,NA,"árvore de 7m, pétalas alvas.; Floresta Omrófila densa. floresta de terras baixas (relevo pouco declivoso).",UEC047694,UEC047694,Magnoliopsida,NA,"167",NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"143",2020-09-09 13:31:04-03,UNESP-IBILCE,SJRP,"12914",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,NA,NA,NA,NA,"Almeida-Scabbia, R.J.",NA,NA,NA,Brasil,São Paulo,Sete Barras,fazenda intervales,-47.9199981689453,-24.3799991607666,NA,NA,"Árvore, 20m de altura, muito frutos vermelhos, poucos verdes.;",NA,NA,Tracheophyta,Boraginales,NA,América do Sul,NA,NA,NA,"34059",auto,Magnoliopsida,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"144",2020-09-09 13:31:05-03,UNESP-IBILCE,SJRP,"26785",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,R.J. Almeida-Scabbia,NA,NA,NA,"Galetti, M.",NA,NA,NA,Brasil,São Paulo,Sete Barras,faz. Intervales,-47.9199981689453,-24.3799991607666,NA,NA,"Árvore 5 m, flores brancas;",NA,NA,Tracheophyta,Boraginales,NA,América do Sul,NA,NA,NA,"34059",auto,Magnoliopsida,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-47.9199981689453,-24.3799991607666,"145",2020-09-09 13:31:05-03,UNESP-IBILCE,SJRP,"26786",PreservedSpecimen,Plantae,Boraginaceae,Cordia,silvestris,Cordia silvestris,Fresen,NA,NA,NA,NA,F.A.G. Guilherme,NA,NA,NA,Brasil,São Paulo,Sete Barras,faz. Intervales,-47.9199981689453,-24.3799991607666,NA,NA,"Floresta atlântica de terras baixas, 8 m altura, frutos vermelhos;",NA,NA,Tracheophyta,Boraginales,NA,América do Sul,NA,NA,NA,"34059",auto,Magnoliopsida,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
